Age_SH20	Ln(Fe/Mn)
555.91	3.100702569
559.28	3.375527058
562.66	3.418297874
566.03	3.68690382
569.41	3.627141436
572.79	3.631207683
576.16	3.592529408
579.54	3.711026524
582.92	3.582006569
586.29	3.619579616
589.67	3.764900709
593.05	3.690120406
596.42	3.686173093
599.8	3.574356026
603.18	3.345735527
606.55	3.530957365
609.93	3.437771771
613.31	3.406507837
616.68	2.886692455
620.06	2.892263906
623.44	3.288415941
626.81	3.257205453
630.19	2.999386027
633.57	3.026032037
636.94	3.207660124
640.32	3.356524942
643.7	3.391230522
647.07	3.414551217
650.45	3.309868063
653.83	3.3318285
657.2	3.391868286
660.58	3.315277878
663.95	2.871211992
667.33	3.297144011
670.71	2.995412222
674.08	3.291052626
677.46	3.615037181
680.84	3.469164086
684.21	3.467359584
687.59	3.467299974
690.97	3.585402283
694.34	3.522014388
697.72	3.646909202
701.1	3.712927183
704.47	3.963552518
707.85	3.876098365
711.23	3.822144854
714.6	3.537197868
717.98	4.007069646
721.36	3.800911216
724.73	3.833336086
728.11	3.588738786
731.49	3.489382251
734.86	3.237039795
738.24	3.473299934
741.62	3.812934613
744.99	3.866290661
748.37	3.76912457
751.75	4.242055419
755.12	3.985178143
758.5	4.025175453
761.87	3.951700131
765.25	3.982324258
768.63	4.021319427
772	3.866565846
775.38	3.873492391
778.76	3.999249282
782.13	4.066092628
785.51	4.14538737
788.89	4.148014485
792.26	4.051429477
795.64	3.995414937
799.02	3.768816782
802.39	3.833028437
805.77	3.382181924
809.15	3.718842705
812.52	3.572424761
815.9	3.264314175
819.28	3.945169947
822.65	3.772661559
826.03	4.04036008
829.41	3.51005561
832.78	3.96465891
836.16	3.77929874
839.54	4.121675967
842.91	3.988703424
846.29	3.925790611
849.67	3.627890182
853.04	3.419744848
856.42	3.912904969
859.79	3.328309048
863.17	3.849670434
866.55	4.051286835
869.92	3.77191292
873.3	3.617364513
876.68	3.287487671
880.05	2.919983612
883.43	3.382415785
886.81	3.7309551
890.18	3.557314058
893.56	3.183958169
896.94	3.450694192
900.31	3.162246401
903.69	3.519803124
907.07	3.328094612
910.44	3.228198091
913.82	3.779317866
917.2	3.613766309
920.57	2.611839092
923.95	1.815084142
927.33	2.818726235
930.7	3.786081782
934.08	3.806834075
937.46	3.509752788
940.83	3.812529873
944.21	3.140036097
947.59	3.533224479
950.96	3.712104488
954.34	3.747888007
957.71	3.720154483
961.09	3.722533867
964.47	3.728509249
967.84	3.452069712
971.22	3.622171456
974.6	3.627668723
977.97	3.477175564
981.35	3.325723799
984.73	3.690768425
988.1	3.861916185
991.48	4.001992964
994.86	3.512599092
998.23	3.568384411
1001.61	3.63882088
1004.99	3.272547826
1008.36	3.495869399
1011.74	3.531720378
1015.12	3.916228708
1018.49	3.287856897
1021.87	3.319647515
1025.25	3.515999589
1028.62	3.651612713
1032	3.77468302
1035.38	3.696690199
1038.75	2.839525657
1042.13	2.977339112
1045.51	3.952610306
1048.88	4.081807555
1052.26	3.832934703
1055.63	4.004263344
1059.01	4.237382511
1062.39	4.013886342
1065.76	4.10396663
1069.14	3.654268354
1072.52	3.740732408
1075.89	3.939323003
1079.27	4.048106694
1082.65	4.052082473
1086.02	4.011470071
1089.4	3.409556802
1092.78	3.43726558
1096.15	3.377210132
1099.53	3.209079251
1102.91	3.601322474
1106.28	3.383825132
1109.66	3.415271868
1113.04	3.873824378
1116.41	4.067574321
1119.79	3.878949881
1123.17	3.973763838
1126.54	3.881702478
1129.92	3.935341243
1133.3	3.791331899
1136.67	3.730684354
1140.05	3.877943298
1143.43	4.000752844
1146.8	3.993047913
1150.18	3.680476479
1153.55	3.80152109
1156.93	3.371326218
1160.31	3.079813638
1163.68	3.704339047
1167.06	3.757244822
1170.44	3.209229448
1173.81	3.504251575
1177.19	3.982489046
1180.57	3.63111704
1183.94	3.95305305
1195.95	3.745323468
1207.96	3.964923116
1219.97	3.883300716
1231.98	3.811026004
1243.99	3.646482059
1256	3.797028417
1268	4.06371771
1280.01	3.903990834
1292.02	3.966302662
1304.03	4.068824198
1316.04	4.047390319
1328.05	3.975909655
1340.06	3.886914017
1352.06	3.618890567
1364.07	3.631659119
1376.08	3.572345638
1388.09	3.534692117
1400.1	3.891067255
1412.11	4.144279546
1424.11	3.540558892
1436.12	3.607747565
1448.13	3.900561344
1460.14	3.690065901
1472.15	4.011902881
1484.16	3.868677069
1496.17	4.057733297
1508.17	3.996900491
1520.18	3.970008145
1532.19	4.170042179
1544.2	3.849423646
1556.21	4.030679976
1568.22	3.843402089
1580.23	4.234187921
1592.23	4.25760907
1604.24	3.872947736
1616.25	4.04312467
1628.26	4.037211503
1640.27	3.874593595
1652.28	3.76944114
1664.29	3.911204827
1676.29	3.941156517
1688.3	3.735347371
1700.31	3.961724996
1712.32	4.032710909
1724.33	3.652442965
1736.34	3.459186247
1748.35	3.614470014
1760.35	3.738947166
1772.36	3.689878954
1784.37	4.14277595
1796.38	4.219105824
1808.39	4.098950527
1820.4	3.829534387
1832.41	3.860119893
1844.41	3.885249159
1856.42	3.915802263
1868.43	3.929340542
1880.44	4.05054194
1892.45	4.060292419
1904.46	4.15827015
1916.47	4.143275186
1928.47	4.112414634
1940.48	4.031401316
1952.49	3.842308373
1964.5	4.062266904
1976.51	3.885287188
1988.52	4.10318515
2000.53	4.232606129
2012.53	4.206940148
2024.54	4.0292324
2036.55	4.016777498
2048.56	4.134324097
2060.57	4.38785378
2072.58	4.461173261
2084.59	4.150284578
2096.59	4.430083061
2108.6	4.73416386
2120.61	4.689855944
2132.62	4.636143844
2144.63	4.652807612
2156.64	4.585621373
2168.65	4.72658299
2180.65	4.351581906
2192.66	3.876936496
2204.67	4.374191451
2216.68	4.109970428
2228.69	3.997328554
2240.7	4.127867254
2252.71	3.94731135
2264.71	3.783580682
2276.72	3.926096174
2288.73	3.81647336
2300.74	4.121617234
2312.75	3.890552782
2324.76	3.80534475
2336.76	3.96700514
2348.77	3.903320755
2360.78	3.995895331
2372.79	4.073120926
2384.8	4.089788746
2396.81	4.023778522
2408.82	4.225965173
2420.82	3.998571848
2432.83	4.348320989
2444.84	4.175992602
2456.85	4.295814139
2468.86	4.427259057
2480.87	4.190186233
2492.88	4.174159324
2504.88	4.103466423
2516.89	4.032660176
2528.9	4.056590399
2540.91	4.114517857
2552.92	4.012096186
2564.93	4.04244145
2576.94	4.054437421
2588.94	3.791711608
2600.95	3.930082878
2612.96	3.922628051
2624.97	4.103553442
2636.98	3.887813384
2648.99	3.867093123
2661	3.83507541
2673	3.980761876
2685.01	4.155367908
2697.02	4.013219884
2709.03	3.976870414
2721.04	4.046109799
2733.05	3.806950115
2745.06	3.823685118
2757.06	4.175590559
2769.07	3.966454229
2781.08	4.044500123
2793.09	3.954232364
2805.1	3.874356945
2817.11	3.8473308
2829.12	3.854786677
2841.12	3.630885634
2853.13	3.588771051
2865.14	3.606435785
2877.15	3.865928235
2889.16	3.834489366
2901.17	3.540616426
2913.18	3.808042579
2925.18	3.745421147
2937.19	3.844516404
2949.2	3.69305361
2961.21	3.868509219
2973.22	3.720744255
2985.23	3.747061409
2997.24	3.725939278
3009.24	3.911915761
3021.25	4.056709688
3033.26	3.871741211
3045.27	4.127134385
3057.28	3.911343529
3069.29	4.078337871
3081.3	3.940288935
3093.3	4.139768564
3105.31	4.084324975
3117.32	3.957741467
3129.33	4.174783702
3141.34	4.316747098
3153.35	4.009809456
3165.36	3.879714199
3177.36	4.414042849
3189.37	4.348064797
3201.38	4.258217413
3213.39	4.135910466
3225.4	3.975373321
3237.41	4.163168479
3249.41	3.722937049
3261.42	3.891161753
3273.43	3.745709965
3285.44	3.810418867
3297.45	4.066367841
3309.46	4.042676329
3321.47	4.276568305
3333.47	4.078149876
3345.48	4.446250086
3357.49	4.182050143
3369.5	4.205542438
3381.51	4.107751223
3393.52	4.213851124
3405.53	4.268886337
3417.53	3.858582234
3429.54	3.611849445
3441.55	3.597312261
3453.56	4.417091631
3465.57	4.073312324
3477.58	3.876225933
3489.59	3.939171781
3501.59	4.221481174
3513.6	4.010003414
3525.61	4.203887934
3537.62	4.181413808
3549.63	4.187295058
3561.64	3.79651903
3573.65	4.318513229
3585.65	4.179746959
3612.96	4.695763376
3640.26	4.023993208
3667.57	3.882643235
3694.87	3.969886069
3722.18	3.886680423
3749.48	4.14406194
3776.79	3.910901687
3804.09	3.85598358
3831.4	3.791481933
3858.7	3.848581921
3886.01	4.084838092
3913.31	3.844275762
3940.62	3.571619976
3967.92	3.484082538
3995.23	3.750774248
4022.53	3.801392989
4049.84	3.801893375
4077.14	3.770089063
4104.44	3.739895414
4131.75	3.905228676
4159.05	3.758375745
4186.36	3.748688368
4213.66	3.799139504
4240.97	3.812614888
4268.27	3.815190257
4295.58	3.754059453
4322.88	3.719023957
4350.19	3.651762909
4377.49	3.749704428
4404.8	3.766931694
4432.1	3.855801604
4459.41	3.848695871
4486.71	3.796499626
4514.02	3.767195484
4541.32	3.82018689
4568.63	3.824357686
4595.93	3.838869166
4623.23	3.797530006
4650.54	3.793416368
4677.84	3.75647969
4705.15	3.839894106
4732.45	3.844074884
4759.76	4.042382707
4787.06	3.837266429
4814.37	4.026594699
4841.67	3.982699368
4868.98	3.87285163
4896.28	3.791395018
4923.59	4.00952665
4950.89	3.806172894
4978.2	3.529848099
5005.5	3.911053372
5032.81	4.10173477
5060.11	3.901418452
5087.42	3.886468483
5114.72	3.844814256
5142.02	3.987949483
5169.33	3.848529272
5196.63	4.064277479
5223.94	3.773231903
5251.24	4.213421761
5278.55	3.806143144
5305.85	4.268015546
5333.16	4.161203025
5360.46	4.11408311
5387.77	4.089981825
5415.07	3.750673703
5442.38	4.359153389
5469.68	3.837426226
5496.99	3.962010812
5524.29	3.839246826
5551.6	3.614379983
5578.9	3.530847284
5606.21	4.218456733
5633.51	4.212339216
5660.81	4.633090027
5688.12	3.498516805
5715.42	3.59300148
5742.73	3.825011628
5770.03	4.370222546
5797.34	3.74936401
5824.64	4.020403347
5851.95	4.188510577
5879.25	4.694901741
5906.56	3.953049006
5933.86	4.271461803
5961.17	4.223041758
5988.47	4.350207037
6015.78	3.907278946
6043.08	4.523165461
6070.39	4.937572527
6097.69	5.158924674
6125	4.052864217
6152.3	4.55343358
6179.6	4.649187071
6206.91	3.742372105
6234.21	3.921471895
6261.52	3.015861645
6288.82	3.094053856
6316.13	2.45868527
6343.43	2.790049984
6370.74	4.320459884
6398.04	3.738940193
6425.35	3.999292286
6452.65	4.849096276
6479.96	4.640513787
6507.26	4.305021345
6534.57	2.768706195
6561.87	3.409400453
6589.18	4.43267519
6616.48	4.157833092
6643.79	3.527852977
6671.09	4.304171493
6698.39	4.045387717
6725.7	4.184678956
6753	4.106980442
6780.31	4.115158194
6807.61	4.148751284
6834.92	3.969896005
6862.22	4.461299816
6889.53	4.952692259
6916.83	4.777941072
6944.14	5.487939793
6971.44	5.237770867
6998.75	4.803474447
7026.05	4.348899676
7053.36	4.119892607
7080.66	5.183152851
7107.97	4.427960541
7135.27	5.518869327
7162.58	4.657089866
7189.88	4.724781614
7217.18	4.637252733
7244.49	4.88697294
7271.79	6.625392368
7299.1	5.969389339
7326.4	5.03396464
7353.71	4.935617818
7381.01	6.462462001
7408.32	5.138048719
7435.62	5.208740719
7462.93	4.561422167
7490.23	5.042263152
7517.54	5.111862278
7544.84	6.248725313
7572.15	5.249652195
7599.45	4.82255359
7626.76	4.949885003
7654.06	5.449047569
7681.37	5.207592811
7708.67	4.900971383
7735.97	5.026609587
7763.28	5.219077367
7790.58	5.225279056
7817.89	4.986197699
7845.19	4.823172338
7872.5	5.057382557
7899.8	4.82712384
7927.11	4.755894479
7954.41	4.598820958
7981.72	4.700480366
8009.02	4.860099472
8036.33	4.408792861
8063.63	5.199574472
8090.94	4.892227063
8118.24	5.356089627
8145.55	4.780173362
8172.85	4.751658321
8200.16	4.716527391
8227.46	4.455323209
8254.76	4.856636118
8282.07	4.961111528
8309.37	4.847832153
8336.68	4.628650319
8363.98	4.706581738
8391.29	4.899063398
8418.59	4.793552574
8445.9	4.989988833
8473.2	4.921157535
8500.51	5.475453086
8527.81	4.648186786
8555.12	4.936446876
8582.42	4.458553554
8609.73	4.907716958
8637.03	4.575959808
8664.34	5.210578452
8691.64	4.821846266
8718.95	5.058824677
8746.25	5.273773328
8773.55	4.858831794
8800.86	4.368441394
8828.16	4.804751179
8855.47	4.50918181
8882.77	5.224879145
8910.08	4.687443216
8937.38	4.957776624
8964.69	5.13386505
8991.99	4.979421465
9019.3	4.65879558
9046.6	4.983606622
9054.96	5.196114254
9063.33	4.677180722
9071.69	4.792132122
9080.05	4.749328248
9088.41	5.239867797
9096.77	5.098458307
9105.13	5.386531723
9113.49	6.309358681
9121.86	4.793938579
9130.22	5.03504752
9138.58	5.15198198
9146.94	5.11491628
9155.3	5.162767131
9163.66	5.086005096
9172.03	5.798022563
9180.39	5.27882869
9188.75	5.942913485
9197.11	5.10261638
9205.47	4.708296629
9213.83	4.523320291
9222.19	6.368015645
9230.56	4.696685295
9238.92	4.813631131
9247.28	5.21166956
9255.64	5.337930467
9264	4.742126263
9272.36	5.132115192
9280.73	5.212432627
9289.09	5.039262688
9297.45	5.973501137
9305.81	5.328380392
9314.17	5.592247485
9322.53	5.819441133
9330.89	6.098787422
9339.26	5.753848567
9347.62	5.516832039
9355.98	5.673247738
9364.34	5.575462468
9372.7	5.923307673
9381.06	5.521788137
9389.43	5.487315929
9397.79	5.607483855
9406.15	6.379032354
9414.51	5.708558286
9422.87	6.165961027
9431.23	5.939865208
9439.59	5.387771877
9447.96	5.842851986
9456.32	5.926473946
9464.68	5.695774304
9473.04	5.000928471
9481.4	4.826698989
9489.76	5.14007734
9498.13	4.997145373
9506.49	5.526098795
9514.85	4.857455336
9523.21	5.457706403
9531.57	4.415172182
9539.93	4.639494929
9548.29	4.17438727
9556.66	5.010635294
9565.02	4.272747989
9573.38	4.40370017
9581.74	4.201845642
9590.1	4.432237254
9598.46	5.149078845
9606.82	4.030067445
9615.19	5.163833139
9623.55	4.487899314
9631.91	3.916261797
9640.27	4.611045748
9648.63	4.665567078
9656.99	4.189984069
9665.36	4.109176551
9673.72	4.605366245
9682.08	3.736596542
9690.44	4.300555438
9698.8	4.114592723
9707.16	3.840295305
9715.52	3.687127921
9723.89	3.659079344
9732.25	3.56232078
9740.61	3.404293359
9748.97	3.917116395
9757.33	3.793882763
9765.69	3.908606322
9774.06	4.018715966
9782.42	3.691229631
9790.78	3.65186748
9799.14	3.946066522
9807.5	4.041632576
9815.86	4.365727862
9824.22	4.351743138
9832.59	3.980391209
9840.95	4.366885996
9849.31	4.869215729
9857.67	4.379709137
9866.03	4.522615267
9874.39	4.380650688
9882.76	3.92152991
9891.12	3.988160662
9899.48	3.898401237
9907.84	4.212800772
9916.2	4.580168884
9924.56	4.238185872
9932.92	4.153537941
9941.29	4.31338522
9949.65	4.405193694
9958.01	4.726281012
9966.37	4.512917826
9974.73	4.333210855
9983.09	4.345148004
9991.46	4.369045923
9999.82	4.678969669
10008.18	4.802995929
10016.54	4.55759803
10024.9	4.239756851
10033.26	4.856563976
10041.62	4.580822109
10049.99	4.507142943
10058.35	4.840546306
10066.71	4.956902379
10075.07	4.823913828
10083.43	4.320815904
10091.79	4.327824123
10100.16	5.02031056
10108.52	4.351508403
10116.88	4.932828181
10125.24	5.193583894
10133.6	4.657217825
10141.96	4.71784931
10150.32	4.554414588
10158.69	4.279363096
10167.05	4.98569265
10175.41	4.864232301
10183.77	5.182036012
10192.13	5.081452513
10200.49	5.005261403
10208.86	4.920579048
10217.22	5.193974851
10225.58	4.727819411
10233.94	4.829744293
10242.3	4.670441857
10250.66	4.611472126
10259.02	4.553990071
10267.39	4.411917305
10275.75	4.577813068
10284.11	4.802678863
10292.47	4.747867192
10300.83	4.778623168
10309.19	4.65351207
10317.56	4.492531789
10325.92	4.265773678
10334.28	4.425542671
10342.64	4.241202706
10351	5.016814991
10359.36	4.557220578
10367.72	5.325979984
10376.09	5.240900096
10384.45	4.891227563
10392.81	5.179012651
10401.17	5.393952169
10409.53	4.684745941
10417.89	4.769813027
10426.26	5.078001844
10434.62	4.53641767
10442.98	5.675130279
10451.34	4.649144728
10459.7	4.70456293
10468.06	4.764121355
10476.42	5.030836375
10484.79	5.001221756
10493.15	4.664822938
10501.51	5.189415233
10509.87	5.539651602
10518.23	5.108306321
10526.59	5.776993388
10534.96	5.737953831
10543.32	4.913363352
10551.68	5.029861054
10560.04	5.236102385
10568.4	4.627457287
10576.76	4.743067036
10585.12	5.10882732
10593.49	5.102981254
10601.85	4.872751587
10610.21	5.205575315
10618.57	4.532599493
10626.93	5.019595035
10635.29	4.723498882
10643.66	4.303230578
10652.02	4.757133602
10660.38	4.616769322
10668.74	4.573740222
10677.1	4.837123304
10685.46	5.262482914
10693.82	5.441787839
10702.19	5.418445658
10710.55	5.569298247
10718.91	5.611090659
10720.38	5.025943874
10721.84	4.907494535
10723.31	5.192312521
10724.78	5.069690057
10726.24	5.335506102
10727.71	5.950462939
10729.18	5.485565042
10730.64	5.519315762
10732.11	5.084717173
10733.58	4.920216358
10735.04	5.022926595
10736.51	4.994776878
10737.98	4.529188665
10739.44	5.075511596
10740.91	4.59970071
10742.38	5.093622381
10743.84	5.993181822
10745.31	4.487600943
10746.78	5.268538729
10748.24	5.363914649
10749.71	5.427301799
10751.18	6.040084629
10752.64	7.56112159
10754.11	4.966651741
10755.58	4.876930726
10757.04	4.559233091
10758.51	4.664328695
10759.98	4.440655248
10761.44	4.071943626
10762.91	4.45491435
10764.38	3.899593132
10765.84	4.756761202
10767.31	4.791750952
10768.78	4.620946719
10770.24	5.889965614
10771.71	5.323181124
10773.18	5.529924996
10774.64	5.562905876
10776.11	4.175249587
10777.58	4.428524797
10779.05	4.323456661
10780.51	4.008689118
10781.98	4.240972875
10783.45	4.766347791
10784.91	3.955290201
10786.38	3.94473218
10787.85	4.824131089
10789.31	4.314861717
10790.78	4.377448865
10792.25	4.38341456
10793.71	3.175413216
10795.18	4.477431507
10796.65	4.871373227
10798.11	5.015522323
10799.58	4.817435738
10801.05	4.892866964
10802.51	4.483364648
10803.98	4.933117576
10805.45	4.761330917
10806.91	5.061721671
10808.38	4.7783492
10809.85	5.360834028
10811.31	5.168335223
10812.78	5.043816047
10814.25	5.121616349
10815.71	4.627708399
10817.18	4.955946411
10818.65	5.739921521
10820.11	4.897128815
10821.58	4.65450965
10823.05	4.609789132
10824.51	4.676490565
10825.98	4.268812885
10827.45	4.229236298
10828.91	4.26969745
10830.38	4.733819891
10831.85	4.561279763
10833.31	5.055575115
10834.78	4.716264233
10836.25	5.173619028
10837.71	5.617679776
10839.18	5.550076141
10840.65	4.697334928
10842.11	5.155637108
10843.58	4.225435035
10845.05	4.468743851
10846.51	4.879342291
10847.98	5.191506524
10849.45	5.243126326
10850.92	5.197637239
10852.38	5.51362074
10853.85	5.17276989
10855.32	6.402055385
10856.78	6.69279246
10858.25	4.933551168
10859.72	4.361459429
10861.18	4.904402939
10862.65	5.3508771
10864.12	5.945017789
10865.58	4.32943295
10867.05	4.672172774
10868.52	4.234439616
10869.98	4.828829733
10871.45	4.623109574
10872.92	5.038272444
10874.38	5.03202114
10875.85	5.477214262
10877.32	4.678737943
10878.78	4.656787752
10880.25	5.134447477
10881.72	4.61819816
10883.18	4.745415103
10884.65	4.212705314
10886.12	3.752851105
10887.58	4.184432798
10889.05	4.503439438
10890.52	4.768275363
10891.98	4.377478637
10893.45	4.808496016
10894.92	4.641019839
10896.38	5.424052241
10897.85	4.438856798
10899.32	4.783358634
10900.78	4.988285948
10902.25	6.093743396
10903.72	6.256069888
10905.18	4.770805683
10906.65	5.590138588
10908.12	4.523987588
10909.58	5.29236217
10911.05	4.792394236
10912.52	6.295266001
10913.98	6.679958059
10915.45	4.449501501
10916.92	5.298555433
10918.38	4.691738202
10919.85	5.310019462
10921.32	5.066169583
10922.79	5.315041148
10924.25	5.201160655
10925.72	5.021862357
10927.19	4.491349072
10928.65	4.391533191
10930.12	4.801285065
10931.59	4.776196305
10933.05	4.54144293
10934.52	4.060214622
10935.99	4.02620167
10937.45	3.865832264
10938.92	4.074708588
10940.39	4.267489165
10941.85	4.331452654
10943.32	4.694688223
10944.79	4.778214609
10946.25	5.160081046
10947.72	4.162182921
10949.19	5.635503634
10950.65	4.952869485
10952.12	5.127651752
10953.59	4.995569999
10955.05	4.469295915
10956.52	5.790171052
10957.99	4.560132588
10959.45	5.181008356
10960.92	4.467065144
10962.39	4.511650402
10963.85	4.960620851
10965.32	4.8940123
10966.79	4.858137288
10968.25	5.555781826
10969.72	5.471556926
10971.19	4.713982681
10972.65	4.972252325
10974.12	4.834912606
10975.59	4.909484014
10977.05	5.104522839
10978.52	5.340497343
10979.99	5.594109843
10981.45	5.508431964
10982.92	5.522291741
10984.39	5.178634592
10985.85	5.303521194
10987.32	5.194486293
10988.79	5.231519886
10990.25	4.727908245
10991.72	4.455759635
10993.19	4.693941021
10994.66	4.204075678
10996.12	4.383587915
10997.59	5.621004548
10999.06	5.316242173
11000.52	5.381247149
11001.99	5.012356658
11003.46	NaN
11004.92	5.436628982
11006.39	5.360033829
11007.86	4.758716287
11009.32	5.403931948
11010.79	4.8797505
11012.26	5.327876169
11018.72	5.232110788
11025.18	4.708911745
11031.64	5.181535668
11038.11	7.810514877
11044.57	5.770378537
11051.03	5.340713506
11057.49	4.607591495
11063.96	5.749392986
11070.42	5.710862614
11076.88	5.511643655
11083.34	5.187996653
11089.8	5.108303966
11096.27	5.094772173
11102.73	4.927121924
11109.19	4.267117754
11115.65	4.264592446
11122.12	3.72029565
11128.58	4.252279958
11135.04	3.936025314
11141.5	4.703186491
11147.97	4.754043809
11154.43	4.387235647
11160.89	4.790773813
11167.35	4.963889017
11173.82	5.732281581
11180.28	5.371547624
11186.74	4.702776578
11193.2	4.109658797
11199.67	4.757999921
11206.13	4.477063613
11212.59	5.263590887
11219.05	5.23341664
11225.52	5.013298412
11231.98	4.757328735
11238.44	4.876697886
11244.9	4.625736464
11251.36	4.371357947
11257.83	5.590503171
11264.29	6.236467433
11270.75	6.020294929
11277.21	6.737085575
11283.68	5.328945204
11290.14	5.07809922
11296.6	5.785142995
11303.06	5.098610259
11309.53	4.848116365
11315.99	4.981822332
11322.45	5.733708965
11328.91	5.000320103
11335.38	5.545077279
11341.84	4.736672494
11348.3	4.272025739
11354.76	4.119986993
11361.23	3.997933453
11367.69	3.921330208
11374.15	4.216844588
11380.61	5.252273428
11387.07	4.102165141
11393.54	4.507189778
11400	4.197822573
11406.46	4.672828834
11412.92	4.61566289
11419.39	5.192432604
11425.85	4.91513462
11432.31	4.861184202
11438.77	4.633786652
11445.24	4.459110307
11451.7	4.480761475
11458.16	4.974463809
11464.62	4.684880198
11471.09	4.774068722
11477.55	4.329459184
11484.01	4.179257932
11490.47	4.552322621
11496.94	5.092082523
11503.4	4.581321623
11509.86	4.865508107
11516.32	4.649255422
11522.79	4.423005042
11529.25	4.722514168
11535.71	4.418914977
11542.17	4.793554409
11548.63	4.377981196
11555.1	4.228209233
11561.56	4.004075173
11568.02	4.41376752
11574.48	4.469701434
11580.95	4.618039402
11587.41	4.52496942
11593.87	4.040069688
11600.33	4.253046693
11606.8	4.619138113
11613.26	4.238320667
11619.72	4.244381703
11626.18	4.271325562
11632.65	4.819001548
11639.11	4.777690783
11645.57	4.285347806
11652.03	4.161959333
11658.5	4.26365749
11664.96	4.021645853
11671.42	4.065357025
11677.88	4.321340333
11684.35	4.564737524
11690.81	4.392117064
11697.27	4.589283793
11703.73	4.402328852
11710.19	4.505221357
11716.66	4.418217231
11723.12	4.510957618
11729.58	4.037986567
11736.04	4.519690104
11742.51	4.468812935
11748.97	4.357160549
11755.43	4.24343319
11761.89	4.165549009
11768.36	3.717147451
11774.82	3.99544719
11781.28	4.117609067
11787.74	4.335001553
11794.21	4.278749499
11800.67	4.20715624
11807.13	4.24960733
11813.59	4.093210775
11820.06	3.870391622
11826.52	4.012699537
11832.98	4.127887054
11839.44	4.030569638
11845.91	4.44677785
11852.37	4.422176648
11858.83	4.366512827
11865.29	4.455589202
11871.75	4.343001447
11878.22	4.140479477
11884.68	4.301498896
11891.14	4.457440851
11897.6	5.211760432
11904.07	5.466813061
11910.53	5.718625654
11916.99	5.481725955
11923.45	5.115392238
11929.92	4.85208567
11936.38	4.787795833
11942.84	4.824198137
11949.3	4.601971158
11955.77	4.337382792
11962.23	4.503778393
11968.69	4.04642439
11975.15	3.97580231
11981.62	4.121720632
11988.08	4.16063263
11994.54	4.203548489
12001	4.062791348
12007.47	3.755731671
12013.93	3.977117422
12020.39	3.994774451
12026.85	4.081911266
12033.31	4.319609005
12039.78	4.33886714
12046.24	4.267819515
12052.7	3.95715269
12059.16	3.889431418
12065.63	3.7832671
12072.09	3.726152301
12078.55	3.750401382
12085.01	3.842199224
12091.48	3.808228805
12097.94	3.92566861
12104.4	3.87770643
12110.86	3.85134619
12117.33	3.706055197
12123.79	3.701994239
12130.25	3.715045117
12136.71	3.822596059
12143.18	3.881996262
12149.64	3.939467555
12156.1	3.843760265
12162.56	3.93560701
12169.02	3.917666826
12175.49	4.012698513
12181.95	3.873031178
12188.41	3.863842626
12194.87	3.846978218
12201.34	3.979456429
12207.8	3.937469671
12214.26	3.963793351
12220.72	3.903039435
12227.19	3.861747868
12233.65	4.057145255
12240.11	4.120004851
12246.57	4.287143629
12253.04	4.074003579
12259.5	4.015774866
12265.96	4.001450815
12272.42	4.046784728
12278.89	3.968587483
12285.35	3.981582334
12291.81	4.031859209
12298.27	3.828307406
12304.74	4.068333513
12308.14	3.82988495
12311.54	3.867731392
12314.94	3.877889787
12318.34	3.918167055
