LP08_21-27ka,LP08_21-27ka,LP16_21-27ka,LP16_21-27ka,LP08_21-27ka,LP08_21-27ka,LP16_21-27ka,LP16_21-27ka,LP08_21-27ka,LP08_21-27ka,LP16_21-27ka,LP16_21-27ka,LP08_21-27ka,LP08_21-27ka,LP16_21-27ka,LP16_21-27ka,LP08_21-27ka,LP08_21-27ka,LP16_21-27ka,LP16_21-27ka
SH20M1H_mean_age,Ln_Fe_Mn,SH20M1H_mean_age,Ln_Fe_Mn,SH20M1H_mean_age,Ln_Br_Ti,SH20M1H_mean_age,Ln_Br_Ti,SH20M1H_mean_age,Ln_Mn_Ti,SH20M1H_mean_age,Ln_Mn_Ti,SH20M1H_mean_age,Ln_inc_coh,SH20M1H_mean_age,Ln_inc_coh,SH20M1H_mean_age,Ln_Ca_Ti,SH20M1H_mean_age,Ln_Ca_Ti
cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA,cal a BP,NA
24072.9,3.966900408,23405.08,3.972464214,24072.9,-1.103727389,23405.08,NaN,24072.9,0.447103096,23405.08,-0.520630215,24072.9,1.160753889,23405.08,1.257916713,24072.9,-0.343640726,23405.08,-0.132157829
24073.8,3.915141167,23406.77,3.96209239,24073.8,-2.140066163,23406.77,NaN,24073.8,0.483341394,23406.77,-0.48300552,24073.8,1.151498251,23406.77,1.31808997,24073.8,-0.419631475,23406.77,-0.167357363
24074.8,3.892754832,23408.45,3.883383339,24074.8,-1.529749752,23408.45,NaN,24074.8,0.377425888,23408.45,-0.245203759,24074.8,1.124255564,23408.45,1.252204892,24074.8,-0.339703257,23408.45,-0.092418883
24075.7,4.020018345,23410.13,3.884037536,24075.7,-2.046401688,23410.13,NaN,24075.7,0.289618181,23410.13,-0.180155834,24075.7,1.149534423,23410.13,1.282880443,24075.7,-0.327212911,23410.13,-0.126224202
24076.6,3.900658851,23411.81,3.968050305,24076.6,-1.52552594,23411.81,NaN,24076.6,0.425597079,23411.81,-0.46208688,24076.6,1.158817108,23411.81,1.281383013,24076.6,-0.293890518,23411.81,-0.131452193
24077.5,3.903376012,23413.49,3.95100974,24077.5,-1.95836361,23413.49,NaN,24077.5,0.390502235,23413.49,-0.328209919,24077.5,1.134350963,23413.49,1.275464153,24077.5,-0.388286772,23413.49,-0.093921291
24078.4,3.970759121,23415.18,3.954783121,24078.4,NaN,23415.18,NaN,24078.4,0.264223577,23415.18,-0.281197529,24078.4,1.114433318,23415.18,1.292553484,24078.4,-0.470003629,23415.18,-0.146061772
24079.3,3.876331858,23416.86,3.939573474,24079.3,-1.103046886,23416.86,-0.675581223,24079.3,0.360208517,23416.86,-0.160014547,24079.3,1.129020407,23416.86,1.265104854,24079.3,-0.486061066,23416.86,-0.108828441
24080.2,3.889468061,23418.54,3.937887056,24080.2,-1.407669221,23418.54,-1.172527703,24080.2,0.291451395,23418.54,-0.282019937,24080.2,1.134392452,23418.54,1.249039486,24080.2,-0.44082621,23418.54,-0.145943964
24081.1,3.853259025,23420.22,3.971250316,24081.1,-1.196250758,23420.22,NaN,24081.1,0.428454626,23420.22,-0.307170346,24081.1,1.14243941,23420.22,1.246102783,24081.1,-0.432971754,23420.22,-0.127058878
24082,3.866361689,23421.9,3.957028674,24082,-2.131627295,23421.9,NaN,24082,0.309165739,23421.9,-0.409872938,24082,1.131388563,23421.9,1.260406938,24082,-0.410775795,23421.9,-0.148446408
24082.9,3.869314007,23423.59,3.939675112,24082.9,-2.029993266,23423.59,NaN,24082.9,0.407000028,23423.59,-0.594075314,24082.9,1.112072563,23423.59,1.214854168,24082.9,-0.392871925,23423.59,-0.200736096
24083.8,3.852256794,23425.27,3.961516023,24083.8,-2.043382492,23425.27,NaN,24083.8,0.346908182,23425.27,-0.466228342,24083.8,1.133717451,23425.27,1.204906366,24083.8,-0.232365206,23425.27,-0.098923916
24084.7,3.834474636,23426.95,3.933671279,24084.7,-1.951533407,23426.95,NaN,24084.7,0.200840605,23426.95,-0.552638813,24084.7,1.120998099,23426.95,1.198093699,24084.7,-0.435827972,23426.95,-0.14445553
24085.6,3.760662264,23428.63,3.907266488,24085.6,NaN,23428.63,NaN,24085.6,0.395400321,23428.63,-0.346300271,24085.6,1.142680974,23428.63,1.188820844,24085.6,-0.266449852,23428.63,-0.04987183
24086.5,3.733772695,23430.31,4.010403682,24086.5,-1.876316857,23430.31,-0.378794727,24086.5,0.460953794,23430.31,-0.578464355,24086.5,1.104104145,23430.31,1.206820613,24086.5,-0.398731076,23430.31,-0.09531018
24087.4,3.726423869,23432,3.968945508,24087.4,-0.890256438,23432,-0.520032679,24087.4,0.486213283,23432,-0.515733518,24087.4,1.133556976,23432,1.206129337,24087.4,-0.318740469,23432,-0.156590611
24088.3,3.683559204,23433.68,3.972718577,24088.3,-4.638604962,23433.68,-0.745826759,24088.3,0.351827625,23433.68,-0.436739672,24088.3,1.096866241,23433.68,1.273915344,24088.3,-0.381574818,23433.68,-0.089591559
24089.2,3.671631561,23435.36,3.981521942,24089.2,-1.349022966,23435.36,-0.46996584,24089.2,0.458865885,23435.36,-0.280940829,24089.2,1.103354671,23435.36,1.22991349,24089.2,-0.427866045,23435.36,-0.094458874
24090.1,3.699502771,23437.04,3.980046266,24090.1,-2.605534638,23437.04,NaN,24090.1,0.321204764,23437.04,-0.266294803,24090.1,1.088686649,23437.04,1.222591159,24090.1,-0.588923675,23437.04,-0.13159753
24091,3.745342205,23438.72,3.988240113,24091,-2.145931283,23438.72,NaN,24091,0.326396585,23438.72,-0.273870088,24091,1.095022977,23438.72,1.230348136,24091,-0.605486242,23438.72,-0.158442283
24092,3.694302389,23440.41,3.956473454,24092,-4.211068837,23440.41,NaN,24092,0.468413382,23440.41,0.007161657,24092,1.137888566,23440.41,1.22097556,24092,-0.373153803,23440.41,-0.079656085
24092.9,3.681965846,23442.09,3.946302076,24092.9,-2.483010915,23442.09,NaN,24092.9,0.368746007,23442.09,-0.094337805,24092.9,1.090519207,23442.09,1.204763246,24092.9,-0.520997358,23442.09,-0.13363777
24093.8,3.702889434,23443.77,3.899141561,24093.8,-1.003487277,23443.77,NaN,24093.8,0.418281472,23443.77,0.154478073,24093.8,1.100924862,23443.77,1.225911968,24093.8,-0.431253025,23443.77,-0.019560526
24094.7,3.704687184,23445.45,3.911755312,24094.7,-2.399959257,23445.45,NaN,24094.7,0.435924316,23445.45,0.089924389,24094.7,1.10315431,23445.45,1.215269062,24094.7,-0.521188411,23445.45,-0.043909493
24095.6,3.713104839,23447.13,3.930098414,24095.6,-2.030170493,23447.13,NaN,24095.6,0.389855697,23447.13,-0.095085146,24095.6,1.110480912,23447.13,1.189664052,24095.6,-0.366827315,23447.13,-0.133636517
24096.5,3.70745584,23448.82,3.917676169,24096.5,-2.024056403,23448.82,NaN,24096.5,0.500291979,23448.82,-0.078026766,24096.5,1.102862081,23448.82,1.226022513,24096.5,-0.276356923,23448.82,-0.103808291
24097.4,3.755487159,23450.5,3.868941881,24097.4,-2.526809141,23450.5,-1.158614324,24097.4,0.404744906,23450.5,-0.16578957,24097.4,1.136865184,23450.5,1.217113707,24097.4,-0.350829673,23450.5,-0.197050913
24098.3,3.695702175,23452.18,3.91842944,24098.3,-2.796018974,23452.18,NaN,24098.3,0.435194225,23452.18,-0.207626244,24098.3,1.089718295,23452.18,1.211391799,24098.3,-0.311112324,23452.18,-0.143926096
24099.2,3.647498787,23453.86,3.907541197,24099.2,-2.743141521,23453.86,NaN,24099.2,0.576225843,23453.86,-0.237497709,24099.2,1.089446435,23453.86,1.214033441,24099.2,-0.345246248,23453.86,-0.206688913
24100.1,3.698287118,23455.54,3.9503013,24100.1,NaN,23455.54,NaN,24100.1,0.378436436,23455.54,-0.387183276,24100.1,1.123920673,23455.54,1.177492151,24100.1,-0.400477567,23455.54,-0.204083549
24101,3.731419915,23457.23,3.882441261,24101,-2.117501104,23457.23,NaN,24101,0.383086552,23457.23,-0.408839292,24101,1.119519418,23457.23,1.212320841,24101,-0.363813582,23457.23,-0.291734176
24101.9,3.728818377,23458.91,3.874147437,24101.9,-3.264151047,23458.91,NaN,24101.9,0.365090141,23458.91,-0.352459442,24101.9,1.142072602,23458.91,1.182567676,24101.9,-0.394459494,23458.91,-0.307749636
24102.8,3.686146613,23460.59,3.850024786,24102.8,-1.756041387,23460.59,NaN,24102.8,0.522574516,23460.59,-0.301773319,24102.8,1.140371344,23460.59,1.221970252,24102.8,-0.321583624,23460.59,-0.159389036
24103.7,3.625558466,23462.27,3.937919967,24103.7,-1.749688255,23462.27,NaN,24103.7,0.431173465,23462.27,-0.457704061,24103.7,1.117787377,23462.27,1.174061082,24103.7,-0.558152016,23462.27,-0.232817721
24104.6,3.702290504,23463.95,3.929726335,24104.6,-2.069779631,23463.95,NaN,24104.6,0.563768043,23463.95,-0.348187909,24104.6,1.135249204,23463.95,1.172129964,24104.6,-0.212880859,23463.95,-0.163586247
24105.5,3.67134536,23465.64,3.875229437,24105.5,NaN,23465.64,NaN,24105.5,0.495118495,23465.64,-0.112068554,24105.5,1.166124918,23465.64,1.221392963,24105.5,-0.34866751,23465.64,-0.237571833
24106.4,3.645996072,23467.32,3.877763685,24106.4,-1.855897269,23467.32,NaN,24106.4,0.44540495,23467.32,0.004688958,24106.4,1.164808727,23467.32,1.256360475,24106.4,-0.366167321,23467.32,-0.209272729
24107.3,3.67968523,23469,3.956133704,24107.3,-1.510592078,23469,-0.616208945,24107.3,0.475131154,23469,-0.073976296,24107.3,1.146535491,23469,1.216496791,24107.3,-0.318453731,23469,-0.227405579
24108.2,3.647355573,23470.68,3.904382782,24108.2,-2.708050201,23470.68,-0.648130863,24108.2,0.475198446,23470.68,0.008880863,24108.2,1.105489388,23470.68,1.227808791,24108.2,-0.353703174,23470.68,-0.220478068
24109.2,3.694790136,23472.36,3.922468263,24109.2,NaN,23472.36,NaN,24109.2,0.359776924,23472.36,-0.072742,24109.2,1.138776323,23472.36,1.226216231,24109.2,-0.445074246,23472.36,-0.201083833
24110.1,3.727456677,23474.05,3.9341835,24110.1,-2.872288082,23474.05,NaN,24110.1,0.258989683,23474.05,-0.089122064,24110.1,1.12979381,23474.05,1.244250148,24110.1,-0.434157497,23474.05,-0.086504443
24111,3.646058025,23475.73,3.980330457,24111,-1.350448229,23475.73,NaN,24111,0.332292502,23475.73,-0.283635941,24111,1.124108719,23475.73,1.209202551,24111,-0.340128548,23475.73,-0.204655947
24111.9,3.722832195,23477.41,3.923710169,24111.9,-2.211930725,23477.41,-1.121524083,24111.9,0.244805048,23477.41,-0.178549104,24111.9,1.120397188,23477.41,1.258088342,24111.9,-0.492144755,23477.41,-0.175264364
24112.8,3.737912543,23479.09,3.921705706,24112.8,-2.317566647,23479.09,NaN,24112.8,0.243019068,23479.09,-0.300720595,24112.8,1.153411211,23479.09,1.194434692,24112.8,-0.538465574,23479.09,-0.232653379
24113.7,3.703802757,23480.77,3.885386486,24113.7,-2.374905755,23480.77,NaN,24113.7,0.319158205,23480.77,-0.25476236,24113.7,1.154800231,23480.77,1.244036291,24113.7,-0.393904286,23480.77,-0.280902385
24114.6,3.74639781,23482.46,3.913619364,24114.6,-4.65396035,23482.46,NaN,24114.6,0.257222865,23482.46,-0.291009163,24114.6,1.174389298,23482.46,1.218768585,24114.6,-0.514005277,23482.46,-0.126629419
24115.5,3.718920857,23484.14,3.925674686,24115.5,-1.392003225,23484.14,NaN,24115.5,0.303682414,23484.14,-0.398924394,24115.5,1.11334449,23484.14,1.18508791,24115.5,-0.37832259,23484.14,-0.155810431
24116.4,3.682945329,23485.82,3.910843137,24116.4,NaN,23485.82,NaN,24116.4,0.458848569,23485.82,-0.362232904,24116.4,1.12744345,23485.82,1.162851304,24116.4,-0.336472237,23485.82,0.023560466
24117.3,3.658571036,23487.5,3.868209294,24117.3,NaN,23487.5,NaN,24117.3,0.408128226,23487.5,-0.313923228,24117.3,1.123551237,23487.5,1.211076769,24117.3,-0.449416996,23487.5,0.242581373
24118.2,3.571976313,23489.18,3.885397453,24118.2,-2.39273619,23489.18,NaN,24118.2,0.384558423,23489.18,-0.268124897,24118.2,1.079248256,23489.18,1.185296749,24118.2,-0.465874236,23489.18,0.330900665
24119.1,3.691597531,23490.87,3.939437424,24119.1,-2.368543061,23490.87,NaN,24119.1,0.45930834,23490.87,-0.411440943,24119.1,1.129492065,23490.87,1.154053737,24119.1,-0.403339709,23490.87,0.385974729
24120,3.642828979,23492.55,3.976061191,24120,-2.652129411,23492.55,NaN,24120,0.396145376,23492.55,-0.436039248,24120,1.141129997,23492.55,1.192832384,24120,-0.481573081,23492.55,0.531870512
24120.9,3.714831167,23494.23,3.947383886,24120.9,-1.943951285,23494.23,NaN,24120.9,0.392307024,23494.23,-0.406348258,24120.9,1.098920484,23494.23,1.217517029,24120.9,-0.278573356,23494.23,0.595901796
24121.8,3.732276642,23495.91,3.91463641,24121.8,-3.41482953,23495.91,NaN,24121.8,0.33950714,23495.91,-0.375928662,24121.8,1.149050435,23495.91,1.218847765,24121.8,-0.467299359,23495.91,0.543594459
24122.7,3.696127712,23497.59,3.949671997,24122.7,-1.706860025,23497.59,NaN,24122.7,0.434573192,23497.59,-0.322166417,24122.7,1.128366752,23497.59,1.182177656,24122.7,-0.424635024,23497.59,0.401557506
24123.6,3.702429986,23499.28,3.956634974,24123.6,NaN,23499.28,-1.311366319,24123.6,0.358082404,23499.28,-0.423311215,24123.6,1.076805822,23499.28,1.211054164,24123.6,-0.446538643,23499.28,0.295508963
24124.5,3.709985731,23500.96,3.992231399,24124.5,-1.746444273,23500.96,NaN,24124.5,0.475781607,23500.96,-0.499654528,24124.5,1.131238597,23500.96,1.223675067,24124.5,-0.31377375,23500.96,0.308684848
24125.4,3.7416685,23502.64,3.9184008,24125.4,-2.086236585,23502.64,NaN,24125.4,0.484291588,23502.64,-0.311139736,24125.4,1.143191027,23502.64,1.249601254,24125.4,-0.169313973,23502.64,0.244207911
24126.4,3.65672486,23504.32,3.930691151,24126.4,-2.397895273,23504.32,-0.423402302,24126.4,0.475926139,23504.32,-0.404129649,24126.4,1.118437139,23504.32,1.197238356,24126.4,-0.34727417,23504.32,0.157047134
24127.3,3.687799249,23506,3.908234517,24127.3,-2.298227788,23506,NaN,24127.3,0.481131441,23506,-0.286066958,24127.3,1.13691912,23506,1.217937345,24127.3,-0.274666704,23506,0.195212167
24128.2,3.663225974,23507.68,3.956315529,24128.2,-1.706812076,23507.68,-0.517144781,24128.2,0.454418898,23507.68,-0.512736577,24128.2,1.095592535,23507.68,1.203157642,24128.2,-0.346418444,23507.68,0.125992315
24129.1,3.704498813,23509.37,3.855098854,24129.1,-2.494123305,23509.37,-0.148794391,24129.1,0.539760735,23509.37,-0.403636946,24129.1,1.162837719,23509.37,1.208851622,24129.1,-0.237000586,23509.37,0.078780878
24130,3.719518632,23511.05,3.948202662,24130,-2.403937587,23511.05,NaN,24130,0.385180437,23511.05,-0.345005163,24130,1.191482952,23511.05,1.207415148,24130,-0.454857863,23511.05,0.103223477
24130.9,3.684796816,23512.73,3.922527139,24130.9,-1.671473303,23512.73,NaN,24130.9,0.365843312,23512.73,-0.441619758,24130.9,1.107409725,23512.73,1.252673286,24130.9,-0.382240655,23512.73,0.129230996
24131.8,3.60004824,23514.41,3.932259546,24131.8,-2.770633687,23514.41,-0.493610643,24131.8,0.497032302,23514.41,-0.457109401,24131.8,1.130955324,23514.41,1.224168623,24131.8,-0.468048594,23514.41,0.036638684
24132.7,3.679297612,23516.09,3.975356581,24132.7,-1.941760766,23516.09,-0.458722389,24132.7,0.47828525,23516.09,-0.401438823,24132.7,1.152497587,23516.09,1.26432344,24132.7,-0.243622083,23516.09,-0.048396541
24133.6,3.631446639,23517.78,3.929139001,24133.6,-2.020601042,23517.78,NaN,24133.6,0.420502985,23517.78,-0.315185411,24133.6,1.125935723,23517.78,1.291976328,24133.6,-0.545511182,23517.78,-0.007044538
24134.5,3.632840688,23519.46,4.008281475,24134.5,-2.171249091,23519.46,-0.087132171,24134.5,0.569590933,23519.46,-0.368567134,24134.5,1.152058686,23519.46,1.204485914,24134.5,-0.284762362,23519.46,-0.090163421
24135.4,3.642973979,23521.14,3.926284591,24135.4,NaN,23521.14,NaN,24135.4,0.590308734,23521.14,-0.056277646,24135.4,1.130549649,23521.14,1.228475691,24135.4,-0.263728831,23521.14,-0.062405566
24136.3,3.643290682,23522.82,3.998057789,24136.3,-2.204004264,23522.82,-0.456997736,24136.3,0.595017715,23522.82,-0.389350467,24136.3,1.170866795,23522.82,1.24701718,24136.3,-0.226527649,23522.82,-0.145787813
24137.2,3.664262522,23524.5,3.959001218,24137.2,-1.187935805,23524.5,-0.044462751,24137.2,0.573052005,23524.5,-0.249815723,24137.2,1.139375022,23524.5,1.215401736,24137.2,-0.247691833,23524.5,-0.120387094
24138.1,3.62036732,23526.19,3.966554729,24138.1,-1.457603389,23526.19,-0.859177398,24138.1,0.503103578,23526.19,-0.404460891,24138.1,1.134594744,23526.19,1.255157136,24138.1,-0.391394524,23526.19,-0.145674723
24139,3.623157968,23527.87,3.954625646,24139,-1.622683139,23527.87,0.03186982,24139,0.422856851,23527.87,-0.397883403,24139,1.185382557,23527.87,1.209078844,24139,-0.576199916,23527.87,-0.140451835
24139.9,3.662037256,23529.55,3.948623859,24139.9,-2.443312752,23529.55,NaN,24139.9,0.444586816,23529.55,-0.440545042,24139.9,1.14030282,23529.55,1.180742696,24139.9,-0.450882588,23529.55,-0.102720116
24140.8,3.663022024,23531.23,3.974819504,24140.8,-2.103734234,23531.23,NaN,24140.8,0.47995396,23531.23,-0.401798337,24140.8,1.141074342,23531.23,1.249569378,24140.8,-0.359536176,23531.23,-0.025083823
24141.7,3.616496366,23532.91,3.903954009,24141.7,-2.780060737,23532.91,NaN,24141.7,0.723693233,23532.91,-0.476219545,24141.7,1.165852889,23532.91,1.214586049,24141.7,-0.161206115,23532.91,-0.156967583
24142.7,3.616355051,23534.6,3.983204285,24142.7,-1.859249711,23534.6,NaN,24142.7,0.537416306,23534.6,-0.595030043,24142.7,1.143983888,23534.6,1.183592177,24142.7,-0.311112324,23534.6,-0.066249386
24143.6,3.67703518,23536.28,3.985406336,24143.6,-2.737713393,23536.28,NaN,24143.6,0.458982788,23536.28,-0.455215412,24143.6,1.175563568,23536.28,1.245658143,24143.6,-0.313767443,23536.28,-0.007350518
24144.5,3.633753471,23537.96,3.932054314,24144.5,-2.035455393,23537.96,NaN,24144.5,0.53577934,23537.96,-0.440353051,24144.5,1.135285193,23537.96,1.210227873,24144.5,-0.378008262,23537.96,-0.074252847
24145.4,3.65863528,23539.64,3.914140072,24145.4,-2.011723368,23539.64,NaN,24145.4,0.487628707,23539.64,-0.435414787,24145.4,1.16463895,23539.64,1.210654463,24145.4,-0.249496246,23539.64,-0.121442838
24146.3,3.673792083,23541.32,4.004504679,24146.3,-3.242592351,23541.32,-0.877454878,24146.3,0.699636496,23541.32,-0.585254611,24146.3,1.156814474,23541.32,1.240109858,24146.3,-0.18545145,23541.32,-0.064200169
24147.2,3.696272899,23543.01,4.013313072,24147.2,-2.389781638,23543.01,-0.586586177,24147.2,0.434239258,23543.01,-0.672790858,24147.2,1.149452375,23543.01,1.236846356,24147.2,-0.364561651,23543.01,-0.132915439
24148.1,3.622640141,23544.69,3.982247271,24148.1,-2.596132285,23544.69,NaN,24148.1,0.581921545,23544.69,-0.51799401,24148.1,1.150595754,23544.69,1.232667767,24148.1,-0.293547192,23544.69,-0.115499557
24149,3.646188576,23546.37,3.944295298,24149,-3.195445573,23546.37,NaN,24149,0.538457562,23546.37,-0.674219463,24149,1.144114085,23546.37,1.239509967,24149,-0.340791898,23546.37,-0.210245756
24149.9,3.66718999,23548.05,3.927140984,24149.9,-2.542726221,23548.05,NaN,24149.9,0.565058414,23548.05,-0.509271535,24149.9,1.134529538,23548.05,1.221436337,24149.9,-0.339172508,23548.05,-0.100730247
24150.8,3.66913747,23549.73,3.920000432,24150.8,-2.119535999,23549.73,NaN,24150.8,0.525993845,23549.73,-0.469660636,24150.8,1.135357685,23549.73,1.197158468,24150.8,-0.364817801,23549.73,-0.091177815
24151.7,3.733077856,23551.42,3.951786442,24151.7,-1.75285999,23551.42,NaN,24151.7,0.432243227,23551.42,-0.517925654,24151.7,1.149669171,23551.42,1.196353439,24151.7,-0.277297763,23551.42,-0.149852442
24152.6,3.634608553,23553.1,3.978166292,24152.6,-2.39577887,23553.1,NaN,24152.6,0.566853455,23553.1,-0.458718097,24152.6,1.196291406,23553.1,1.220872708,24152.6,-0.316337328,23553.1,-0.097959927
24153.5,3.6453603,23554.78,3.991242117,24153.5,-1.630829102,23554.78,NaN,24153.5,0.364055051,23554.78,-0.46745155,24153.5,1.188919992,23554.78,1.225445374,24153.5,-0.520276373,23554.78,-0.066714317
24154.4,3.707643627,23556.46,3.974808244,24154.4,-1.022328984,23556.46,-1.039657087,24154.4,0.465930304,23556.46,-0.325467182,24154.4,1.147799567,23556.46,1.226279526,24154.4,-0.326360927,23556.46,-0.073237137
24155.3,3.610604688,23558.14,4.038923386,24155.3,-1.47735825,23558.14,NaN,24155.3,0.512371817,23558.14,-0.654514118,24155.3,1.140258222,23558.14,1.220450128,24155.3,-0.284463531,23558.14,-0.255608492
24156.2,3.640169687,23559.83,3.976113544,24156.2,-1.455887653,23559.83,NaN,24156.2,0.548752676,23559.83,-0.410227994,24156.2,1.128433007,23559.83,1.214872947,24156.2,-0.348306694,23559.83,-0.080655231
24157.1,3.604097877,23561.51,3.960361012,24157.1,-3.555348061,23561.51,-0.802968097,24157.1,0.542561567,23561.51,-0.427185367,24157.1,1.164885416,23561.51,1.190562114,24157.1,-0.322287602,23561.51,-0.162249662
24158,3.607273024,23563.19,3.966697172,24158,-3.47241001,23563.19,NaN,24158,0.612365101,23563.19,-0.463558111,24158,1.189447762,23563.19,1.243218109,24158,-0.200670695,23563.19,-0.169599839
24158.9,3.680794424,23564.87,3.934915286,24158.9,-1.451266816,23564.87,NaN,24158.9,0.552462904,23564.87,-0.426466188,24158.9,1.125152423,23564.87,1.204543604,24158.9,-0.387194852,23564.87,-0.178678566
24159.9,3.63067832,23566.55,3.949625007,24159.9,-2.318733079,23566.55,NaN,24159.9,0.654658465,23566.55,-0.423409953,24159.9,1.192280032,23566.55,1.196326139,24159.9,-0.219146972,23566.55,-0.118647646
24160.8,3.666284324,23568.24,3.911888568,24160.8,-3.503476231,23568.24,NaN,24160.8,0.603607357,23568.24,-0.290855604,24160.8,1.160718945,23568.24,1.182292498,24160.8,-0.272367837,23568.24,-0.072402258
24161.7,3.618439748,23569.92,3.993271482,24161.7,-2.073374789,23569.92,-1.628301971,24161.7,0.495289743,23569.92,-0.396760565,24161.7,1.142210848,23569.92,1.164068776,24161.7,-0.389368181,23569.92,-0.074943908
24162.6,3.663528603,23571.6,3.932924804,24162.6,-1.438335239,23571.6,NaN,24162.6,0.453643346,23571.6,-0.446541485,24162.6,1.133402578,23571.6,1.219882137,24162.6,-0.30061182,23571.6,-0.195471776
24163.5,3.645837849,23573.28,3.905148115,24163.5,-2.462732792,23573.28,-1.615334308,24163.5,0.576764509,23573.28,-0.23147076,24163.5,1.133486633,23573.28,1.242033059,24163.5,-0.322666629,23573.28,-0.098734841
24164.4,3.658103799,23574.96,3.942922532,24164.4,-2.552347931,23574.96,NaN,24164.4,0.348306694,23574.96,-0.271188127,24164.4,1.145574421,23574.96,1.180724279,24164.4,-0.347401307,23574.96,-0.170579739
24165.3,3.728721377,23576.65,3.930379647,24165.3,-1.44798793,23576.65,NaN,24165.3,0.451402203,23576.65,-0.195637292,24165.3,1.138988684,23576.65,1.189907761,24165.3,-0.343333327,23576.65,-0.145605541
24166.2,3.656541095,23578.33,3.972916393,24166.2,-2.374410828,23578.33,NaN,24166.2,0.444939661,23578.33,-0.3908568,24166.2,1.157835626,23578.33,1.232966345,24166.2,-0.355261516,23578.33,-0.179989647
24167.1,3.652464927,23580.01,3.937950627,24167.1,-2.064403664,23580.01,NaN,24167.1,0.402936662,23580.01,-0.46908152,24167.1,1.105278576,23580.01,1.224629017,24167.1,-0.385773895,23580.01,-0.257136493
24168,3.596014704,23581.69,3.95471996,24168,-2.557028524,23581.69,NaN,24168,0.49358036,23581.69,-0.429095844,24168,1.181288062,23581.69,1.198961327,24168,-0.484017873,23581.69,-0.185447687
24168.9,3.655946426,23583.37,4.02778952,24168.9,-1.537694008,23583.37,NaN,24168.9,0.469486967,23583.37,-0.332407425,24168.9,1.15192136,23583.37,1.231056595,24168.9,-0.376949938,23583.37,-0.103198836
24169.8,3.537198507,23585.06,3.897890541,24169.8,-2.685577345,23585.06,-0.387418091,24169.8,0.606886836,23585.06,-0.399424149,24169.8,1.148449001,23585.06,1.223247502,24169.8,-0.271288263,23585.06,-0.158410432
24170.7,3.620280413,23586.74,3.952685347,24170.7,-2.387013773,23586.74,-0.427758208,24170.7,0.579730964,23586.74,-0.435536779,24170.7,1.139872767,23586.74,1.217502131,24170.7,-0.316540901,23586.74,-0.128081788
24171.6,3.665687822,23588.42,3.925157696,24171.6,-2.28389296,23588.42,NaN,24171.6,0.374811367,23588.42,-0.334417301,24171.6,1.144598089,23588.42,1.188975168,24171.6,-0.489051824,23588.42,-0.189709982
24172.5,3.667506294,23590.1,3.946965682,24172.5,-1.84582669,23590.1,-0.773360171,24172.5,0.569051355,23590.1,-0.242206938,24172.5,1.169590677,23590.1,1.180641467,24172.5,-0.205002464,23590.1,-0.124004021
24173.4,3.64291474,23591.78,4.014606828,24173.4,-1.674613985,23591.78,NaN,24173.4,0.416241758,23591.78,-0.408502048,24173.4,1.204122662,23591.78,1.205403909,24173.4,-0.436535569,23591.78,-0.112035647
24174.3,3.598067535,23593.47,4.02035293,24174.3,-2.105874799,23593.47,-0.684532986,24174.3,0.595006913,23593.47,-0.509879739,24174.3,1.16466411,23593.47,1.181829108,24174.3,-0.311143559,23593.47,-0.180286968
24175.2,3.633312295,23595.15,4.007782914,24175.2,-1.990126016,23595.15,NaN,24175.2,0.320025317,23595.15,-0.478616443,24175.2,1.164500137,23595.15,1.182001969,24175.2,-0.479040882,23595.15,-0.1192045
24176.1,3.65270849,23596.83,3.969732601,24176.1,-1.489729948,23596.83,NaN,24176.1,0.397080667,23596.83,-0.389849295,24176.1,1.169349141,23596.83,1.216024267,24176.1,-0.420021406,23596.83,-0.122520136
24177.1,3.655926621,23598.51,3.943152055,24177.1,-1.645513969,23598.51,NaN,24177.1,0.418503102,23598.51,-0.396045793,24177.1,1.166373964,23598.51,1.211067861,24177.1,-0.341603489,23598.51,-0.119923382
24178,3.613510741,23600.19,3.932503027,24178,NaN,23600.19,NaN,24178,0.488900263,23600.19,-0.248004645,24178,1.179568969,23600.19,1.221395512,24178,-0.393488917,23600.19,-0.005934736
24178.9,3.63641365,23601.88,4.008016907,24178.9,-2.250298257,23601.88,NaN,24178.9,0.446366622,23601.88,-0.434852442,24178.9,1.214632157,23601.88,1.263246208,24178.9,-0.415455201,23601.88,-0.096516491
24179.8,3.621325639,23603.56,3.927690669,24179.8,-1.718790449,23603.56,NaN,24179.8,0.473483623,23603.56,-0.27217216,24179.8,1.093495998,23603.56,1.194067993,24179.8,-0.329722161,23603.56,0.077302563
24180.7,3.699349025,23605.24,3.928796667,24180.7,-1.185434683,23605.24,NaN,24180.7,0.448197958,23605.24,-0.372456124,24180.7,1.157637206,23605.24,1.219163815,24180.7,-0.222623936,23605.24,0.047642413
24181.6,3.636845955,23606.92,3.931488016,24181.6,-2.17402996,23606.92,NaN,24181.6,0.38969765,23606.92,-0.389710811,24181.6,1.149532806,23606.92,1.199295903,24181.6,-0.414531353,23606.92,0.087890362
