LP08_Strat_depth,Mean_age,LP08_Ln(Fe/Mn),100-yr_PCHIP_age,LP08_Ln(Fe/Mn),LP08_Ln(Fe/Mn)_Z_score
219.8,4408.8,3.297926474,,,
220,4413.54,3.30684203,,,
220.2,4416.28,3.250058752,,,
220.4,4419.02,3.26369773,,,
220.6,4421.75,3.12176895,,,
220.8,4424.49,3.243589926,,,
221,4427.23,3.24892946,,,
221.2,4429.97,3.112795108,,,
221.4,4432.71,3.207836858,,,
221.6,4435.45,3.034790001,,,
221.8,4438.18,2.899879619,,,
222,4440.92,2.893777259,,,
222.2,4443.66,2.879959927,,,
222.4,4446.4,2.729983911,,,
222.6,4449.14,2.709119965,,,
222.8,4451.88,2.561504517,,,
223,4454.62,2.625583195,,,
223.2,4457.35,2.479398728,,,
223.4,4460.09,2.648323675,,,
223.6,4462.83,2.799148915,,,
223.8,4465.57,2.603350842,,,
224,4468.31,2.93857386,,,
224.2,4471.05,2.929691521,,,
224.4,4473.78,3.079613758,,,
224.6,4476.52,3.019148765,,,
224.8,4479.26,2.815826401,,,
225,4482,2.665234297,,,
225.2,4484.74,2.72341542,,,
225.4,4487.48,2.680996019,,,
225.6,4490.21,2.709508991,,,
225.8,4492.95,2.72583204,,,
226,4495.69,2.672906116,,,
226.2,4498.43,2.76953252,,,
226.4,4501.17,2.903756489,,,
226.6,4503.91,2.752044802,,,
226.8,4506.65,2.701509794,,,
227,4509.38,2.722827213,,,
227.2,4512.12,2.681904921,,,
227.4,4514.86,2.674307544,,,
227.6,4517.6,2.653020137,,,
227.8,4520.34,2.642070893,,,
228,4523.08,2.874487725,,,
228.2,4525.81,2.728884288,,,
228.4,4528.55,2.827283887,,,
228.6,4531.29,2.894166364,,,
228.8,4534.03,2.774005488,,,
229,4536.77,2.729659012,,,
229.2,4539.51,2.816281855,,,
229.4,4542.24,2.908980603,,,
229.6,4544.98,2.898323436,,,
229.8,4547.72,2.963691751,,,
230,4550.46,3.08713874,,,
230.2,4552.24,3.165214557,,,
230.4,4554.03,2.826985704,,,
230.6,4555.81,2.770576465,,,
230.8,4557.6,2.905059565,,,
231,4559.38,2.967489061,,,
231.2,4561.17,2.840583091,,,
231.4,4562.95,3.043427147,,,
231.6,4564.74,2.689319164,,,
231.8,4566.52,2.523738594,,,
232,4568.31,2.685634591,,,
232.2,4570.09,2.631050324,,,
232.4,4571.88,2.815424192,,,
232.6,4573.66,2.793905481,,,
232.8,4575.45,2.637925468,,,
233,4577.23,2.61678861,,,
233.2,4579.02,2.700092222,,,
233.4,4580.8,2.744696824,,,
233.6,4582.59,2.540687484,,,
233.8,4584.37,2.637426451,,,
234,4586.16,2.515642615,,,
234.2,4587.94,2.660909838,,,
234.4,4589.73,2.881286686,,,
234.6,4591.51,2.61737004,,,
234.8,4593.29,2.623364579,,,
235,4595.08,2.67252734,,,
235.2,4596.86,2.587331445,,,
235.4,4598.65,2.687157124,,,
235.6,4600.43,2.674704668,,,
235.8,4602.22,2.710906404,,,
236,4604,2.676501843,,,
236.2,4605.79,2.691082668,,,
236.4,4607.57,2.973976283,,,
236.6,4609.36,2.73415802,,,
236.8,4611.14,2.651502754,,,
237,4612.93,2.616140986,,,
237.2,4614.71,2.609850278,,,
237.4,4616.5,2.576827745,,,
237.6,4618.28,3.093644739,,,
237.8,4620.07,2.993296219,,,
238,4621.85,3.054844689,,,
238.2,4623.64,3.045577151,,,
238.4,4625.42,2.771714214,,,
238.6,4627.21,3.121623166,,,
238.8,4628.99,2.816311533,,,
239,4630.78,2.694117107,,,
239.2,4632.56,2.933567569,,,
239.4,4634.34,3.049324835,,,
239.6,4636.13,3.053351182,,,
239.8,4637.91,3.286876931,,,
240,4639.7,3.162650265,,,
240.2,4641.38,3.212138897,,,
240.4,4643.05,3.224696689,,,
240.6,4644.73,2.840774817,,,
240.8,4646.41,2.714610377,,,
241,4648.08,2.699744506,,,
241.2,4649.76,2.669236423,,,
241.4,4651.44,2.727284324,,,
241.6,4653.12,2.606158533,,,
241.8,4654.79,2.91506437,,,
242,4656.47,2.801615765,,,
242.2,4658.15,2.78474642,,,
242.4,4659.82,2.919183455,,,
242.6,4661.5,2.819545705,,,
242.8,4663.18,2.763829542,,,
243,4664.85,2.775872797,,,
243.2,4666.53,2.916114646,,,
243.4,4668.21,2.786302398,,,
243.6,4669.89,2.858891231,,,
243.8,4671.56,2.819596531,,,
244,4673.24,2.918880815,,,
244.2,4674.92,2.692782729,,,
244.4,4676.59,2.447857837,,,
244.6,4678.27,2.55040967,,,
244.8,4679.95,2.758248946,,,
245,4681.62,2.996152353,,,
245.2,4683.3,NaN,,,
245.4,4684.98,NaN,,,
245.6,4686.66,2.024381764,,,
245.8,4688.33,NaN,,,
246.4,4693.36,3.131409799,,,
246.6,4695.04,2.842843424,,,
246.8,4696.72,3.027546377,,,
247,4698.4,2.944010989,,,
247.2,4700.07,2.91132399,,,
247.4,4701.75,3.049436453,,,
247.6,4703.43,3.017476895,,,
247.8,4705.1,2.745576728,,,
248,4706.78,2.90009674,,,
248.2,4708.46,2.96046652,,,
248.4,4710.13,2.834443205,,,
248.6,4711.81,2.912002017,,,
248.8,4713.49,2.710957847,,,
249,4715.17,2.699699422,,,
249.2,4716.84,2.67052819,,,
249.4,4718.52,2.719194766,,,
249.6,4720.2,2.843970368,,,
249.8,4721.87,2.972472785,,,
250,4723.55,3.053497299,,,
250.2,4725.74,3.230358206,,,
250.4,4727.93,3.101397365,,,
250.6,4730.11,3.140215381,,,
250.8,4732.3,3.157480229,,,
251,4734.49,3.146958397,,,
251.2,4736.67,3.053633855,,,
251.4,4738.86,3.248553019,,,
251.6,4741.05,3.14045448,,,
251.8,4743.24,2.904205971,,,
252,4745.42,2.869910686,,,
252.2,4747.61,2.821777678,,,
252.4,4749.8,2.731124114,,,
252.6,4751.99,2.774895174,,,
252.8,4754.17,2.875667817,,,
253,4756.36,3.179287637,,,
253.2,4758.55,2.981079997,,,
253.4,4760.74,3.08955325,,,
253.6,4762.92,3.060410294,,,
253.8,4765.11,2.856236793,,,
254,4767.3,2.974995326,,,
254.2,4769.49,2.870937613,,,
254.4,4771.67,2.982504141,,,
254.6,4773.86,2.876536951,,,
254.8,4776.05,3.213061855,,,
255,4778.24,2.755847809,,,
255.6,4784.8,NaN,,,
255.8,4786.98,3.219346302,,,
256,4789.17,3.207592899,,,
256.2,4791.36,3.093312602,,,
256.4,4793.55,3.116642406,,,
256.6,4795.73,2.998695239,,,
256.8,4797.92,2.959197949,,,
257,4800.11,3.073351117,,,
257.2,4802.3,2.935987336,,,
257.4,4804.48,3.256228736,,,
257.6,4806.67,3.103352734,,,
257.8,4808.86,2.955094628,,,
258,4811.05,2.935227837,,,
258.2,4813.23,2.981633349,,,
258.4,4815.42,2.959181261,,,
258.6,4817.61,2.888027091,,,
258.8,4819.8,2.970537142,,,
259,4821.98,3.012261576,,,
259.2,4824.17,2.95485909,,,
259.4,4826.36,3.049440297,,,
259.6,4828.55,2.895065028,,,
259.8,4830.73,3.019257207,,,
260,4832.92,3.041842369,,,
260.2,4834.93,3.003813567,,,
260.4,4836.93,3.022412789,,,
260.6,4838.94,3.049980967,,,
260.8,4840.95,3.021948116,,,
261,4842.95,2.907098272,,,
261.2,4844.96,3.061630164,,,
261.4,4846.96,2.986548015,,,
261.6,4848.97,3.145580595,,,
261.8,4850.98,3.060748622,,,
262,4852.98,3.014421963,,,
262.2,4854.99,3.039964178,,,
262.4,4857,3.091890578,,,
262.6,4859,3.172019618,,,
262.8,4861.01,3.288296774,,,
263,4863.01,3.062671756,,,
263.2,4865.02,3.067644855,,,
263.4,4867.03,3.114433851,,,
263.6,4869.03,3.174299468,,,
263.8,4871.04,3.090918928,,,
264,4873.05,3.153321816,,,
264.2,4875.05,3.201518853,,,
264.4,4877.06,3.229976771,,,
264.6,4879.06,3.108733251,,,
264.8,4881.07,3.062740054,,,
265,4883.08,3.14044256,,,
265.2,4885.08,3.040587361,,,
265.4,4887.09,3.039319672,,,
265.6,4889.1,3.059396811,,,
265.8,4891.1,3.055679117,,,
266,4893.11,3.093627269,,,
266.2,4895.11,3.042706731,,,
266.4,4897.12,2.989285203,,,
266.6,4899.13,3.203610971,,,
266.8,4901.13,3.157763036,,,
267,4903.14,3.051057285,,,
267.2,4905.15,3.231504773,,,
267.4,4907.15,3.046311027,,,
267.6,4909.16,3.064276523,,,
267.8,4911.16,3.097588558,,,
268,4913.17,3.064103483,,,
268.2,4915.18,2.994610568,,,
268.4,4917.18,3.031260743,,,
268.6,4919.19,2.970886275,,,
268.8,4921.2,3.008394487,,,
269,4923.2,2.944680934,,,
269.2,4925.21,3.007947861,,,
269.4,4927.21,3.01658257,,,
269.6,4929.22,3.127004171,,,
269.8,4931.23,2.724919962,,,
270,4933.23,2.924476446,,,
270.2,4935.32,2.72892579,,,
270.4,4937.42,3.055958976,,,
270.6,4939.51,2.935762832,,,
270.8,4941.6,2.900384872,,,
271,4943.69,2.840239369,,,
271.2,4945.78,2.708204868,,,
271.4,4947.87,2.768992737,,,
271.6,4949.96,2.974365924,,,
271.8,4952.05,2.888919133,,,
272,4954.14,3.007259779,,,
272.2,4956.23,2.980189218,,,
272.4,4958.33,3.011671406,,,
272.6,4960.42,3.018621025,,,
272.8,4962.51,3.656946407,,,
273,4964.6,2.531710716,,,
273.2,4966.69,3.258096538,,,
273.4,4968.78,3.64341708,,,
273.6,4970.87,3.797360097,,,
273.8,4972.96,3.340671961,,,
274,4975.05,3.118473756,,,
274.2,4977.15,2.927479747,,,
274.4,4979.24,3.060763575,,,
274.6,4981.33,2.834294571,,,
274.8,4983.42,2.965138001,,,
275,4985.51,2.952831595,,,
275.2,4987.6,2.994386076,,,
275.4,4989.69,2.856589723,,,
275.6,4991.78,2.925114706,,,
275.8,4993.87,2.993464897,,,
276,4995.96,2.917650068,,,
276.2,4998.06,2.91519925,,,
276.4,5000.15,2.975900555,,,
276.6,5002.24,3.035630765,,,
276.8,5004.33,3.087639712,,,
277,5006.42,2.927214213,,,
277.2,5008.51,2.969258797,,,
277.4,5010.6,2.97672154,,,
277.6,5012.69,3.033033627,,,
277.8,5014.78,3.090940303,,,
278,5016.87,3.028522096,,,
278.2,5018.97,3.161083726,,,
278.4,5021.06,3.14743097,,,
278.6,5023.15,3.009125331,,,
278.8,5025.24,3.068732699,,,
279,5027.33,3.168167155,,,
279.2,5029.42,2.867006591,,,
279.4,5031.51,3.013080912,,,
279.6,5033.6,3.172676361,,,
279.8,5035.69,3.075080697,,,
280,5037.78,3.028443223,,,
280.2,5039.88,2.94207276,,,
280.4,5041.98,3.111471179,,,
280.6,5044.08,3.070258332,,,
280.8,5046.18,3.052579029,,,
281,5048.27,3.444471812,,,
281.2,5050.37,3.276845197,,,
281.4,5052.47,3.025716963,,,
281.6,5054.57,2.962921353,,,
281.8,5056.67,2.991595288,,,
282,5058.76,3.044834645,,,
282.2,5060.86,3.17175734,,,
282.4,5062.96,3.233928627,,,
282.6,5065.06,3.234275041,,,
282.8,5067.16,3.398847204,,,
283,5069.25,3.244235737,,,
283.2,5071.35,3.090911452,,,
283.4,5073.45,3.05067441,,,
283.6,5075.55,3.098309068,,,
283.8,5077.65,3.049674174,,,
284,5079.74,3.2907871,,,
284.2,5081.84,2.992827828,,,
284.4,5083.94,3.083232904,,,
284.6,5086.04,3.078278966,,,
284.8,5088.14,3.054231252,,,
285,5090.23,2.994609194,,,
285.2,5092.33,3.003968936,,,
285.4,5094.43,2.728208277,,,
285.6,5096.53,2.666135225,,,
285.8,5098.63,2.759336104,,,
286,5100.72,2.916041483,,,
286.2,5102.82,2.918471476,,,
286.4,5104.92,3.005929413,,,
286.6,5107.02,2.983047114,,,
286.8,5109.12,2.918210815,,,
287,5111.21,2.956200588,,,
287.2,5113.31,2.918239299,,,
287.4,5115.41,3.022029226,,,
287.6,5117.51,3.023652115,,,
287.8,5119.61,2.984902872,,,
288,5121.7,2.851227341,,,
288.2,5123.8,2.737178474,,,
288.4,5125.9,2.642872978,,,
288.6,5128,2.535566713,,,
288.8,5130.1,2.505669646,,,
289,5132.19,2.622550033,,,
289.2,5134.29,2.928280947,,,
289.4,5136.39,2.775172527,,,
289.6,5138.49,2.544064842,,,
289.8,5140.59,2.527112302,,,
290,5142.68,2.434875443,,,
290.2,5144.74,2.527107004,,,
290.4,5146.79,2.76078221,,,
290.6,5148.84,2.863483408,,,
290.8,5150.9,2.839263119,,,
291,5152.95,3.00867926,,,
291.2,5155.01,2.948563197,,,
291.4,5157.06,2.914726921,,,
291.6,5159.11,2.984395938,,,
291.8,5161.17,2.985681938,,,
292,5163.22,3.08814874,,,
292.2,5165.27,2.970813468,,,
292.4,5167.33,2.90416508,,,
292.6,5169.38,2.808424484,,,
292.8,5171.43,2.897751865,,,
293,5173.49,2.927311321,,,
293.2,5175.54,2.911243952,,,
293.4,5177.6,2.834868974,,,
293.6,5179.65,2.865668806,,,
293.8,5181.7,2.849128799,,,
294,5183.76,2.899920575,,,
294.2,5185.81,2.804727042,,,
294.4,5187.86,2.915511752,,,
294.6,5189.92,3.02516498,,,
294.8,5191.97,3.432519853,,,
295,5194.03,3.024185405,,,
295.2,5196.08,2.833773411,,,
295.4,5198.13,3.054560667,,,
295.6,5200.19,2.887364237,,,
295.8,5202.24,2.940130229,,,
296,5204.29,2.6683153,,,
296.2,5206.35,2.864123532,,,
296.4,5208.4,2.862024135,,,
296.6,5210.45,3.016600542,,,
296.8,5212.51,3.106299797,,,
297,5214.56,3.050044263,,,
297.2,5216.62,2.98307583,,,
297.4,5218.67,2.893259517,,,
297.6,5220.72,2.999593006,,,
297.8,5222.78,2.936405374,,,
298,5224.83,2.838810582,,,
298.2,5226.88,3.049486676,,,
298.4,5228.94,2.643473693,,,
298.6,5230.99,2.702164946,,,
298.8,5233.04,2.898872729,,,
299,5235.1,2.881165709,,,
299.2,5237.15,2.897650673,,,
299.4,5239.21,3.065022499,,,
299.6,5241.26,2.870984531,,,
299.8,5243.31,2.873659588,,,
300,5245.37,2.942037697,,,
300.2,5247.43,2.958953022,,,
300.4,5249.49,2.858286681,,,
300.6,5251.54,2.747059855,,,
300.8,5253.6,2.528643524,,,
301,5255.66,2.481455821,,,
301.2,5257.72,2.494364705,,,
301.4,5259.78,2.358449741,,,
301.6,5261.84,2.366906199,,,
301.8,5263.9,2.500869351,,,
302,5265.96,2.637595222,,,
302.2,5268.02,2.699700667,,,
302.4,5270.08,2.874631528,,,
302.6,5272.14,2.986876471,,,
302.8,5274.2,3.037029831,,,
303,5276.26,3.039318836,,,
303.2,5278.31,3.296214724,,,
303.4,5280.37,3.204253306,,,
303.6,5282.43,3.108099435,,,
303.8,5284.49,3.165891693,,,
304,5286.55,3.178927574,,,
304.2,5288.61,3.12037747,,,
304.4,5290.67,3.019949197,,,
304.6,5292.73,3.131716014,,,
304.8,5294.79,2.832757244,,,
305,5296.85,2.946016681,,,
305.2,5298.91,3.077077913,,,
305.4,5300.97,3.045904608,,,
305.6,5303.03,3.017872128,,,
305.8,5305.09,3.143912786,,,
306,5307.14,3.048474622,,,
306.2,5309.2,3.08970203,,,
306.4,5311.26,3.146022127,,,
306.6,5313.32,2.944959948,,,
306.8,5315.38,2.90332714,,,
307,5317.44,2.946439869,,,
307.2,5319.5,3.038835377,,,
307.4,5321.56,2.948191329,,,
307.6,5323.62,2.966927712,,,
307.8,5325.68,2.925773685,,,
308,5327.74,3.007473232,,,
308.2,5329.8,2.96935533,,,
308.4,5331.86,3.156201643,,,
308.6,5333.91,2.85285391,,,
308.8,5335.97,2.500980475,,,
309,5338.03,2.603787912,,,
309.2,5340.09,2.777009015,,,
309.4,5342.15,2.735484275,,,
309.6,5344.21,2.643560827,,,
309.8,5346.27,2.773455065,,,
310,5348.33,2.721409178,,,
310.2,5350.38,2.657897536,,,
310.4,5352.44,2.775824971,,,
310.6,5354.49,2.752067087,,,
310.8,5356.55,2.901058255,,,
311,5358.6,2.865148746,,,
311.2,5360.66,2.907269166,,,
311.4,5362.71,2.800480769,,,
311.6,5364.77,2.802262188,,,
311.8,5366.82,2.828067875,,,
312,5368.88,2.799977381,,,
312.2,5370.93,2.818676826,,,
312.4,5372.99,2.703880271,,,
312.6,5375.04,2.787248274,,,
312.8,5377.1,2.652003412,,,
313,5379.15,2.700335602,,,
313.2,5381.21,2.798426399,,,
313.4,5383.26,2.678419292,,,
313.6,5385.32,2.704387899,,,
313.8,5387.37,2.605402655,,,
314,5389.42,2.528566718,,,
314.2,5391.48,2.593302657,,,
314.4,5393.53,2.642413037,,,
314.6,5395.59,2.788902298,,,
314.8,5397.64,2.803469772,,,
315,5399.7,2.917077491,,,
315.2,5401.75,2.698465796,,,
315.4,5403.81,2.78045906,,,
315.6,5405.86,3.164044308,,,
315.8,5407.92,3.010498109,,,
316,5409.97,2.851622566,,,
316.2,5412.03,2.814135842,,,
316.4,5414.08,2.868623978,,,
316.6,5416.14,2.816354586,,,
316.8,5418.19,2.613676828,,,
317,5420.25,2.651569789,,,
317.2,5422.3,2.861614428,,,
317.4,5424.36,2.847764625,,,
317.6,5426.41,2.638954104,,,
317.8,5428.47,2.621167765,,,
318,5430.52,2.617246498,,,
318.2,5432.58,2.706219765,,,
318.4,5434.63,2.744371761,,,
318.6,5436.68,2.717438951,,,
318.8,5438.74,2.740355551,,,
319,5440.79,2.510391333,,,
319.2,5442.85,2.582155083,,,
319.4,5444.9,2.646030048,,,
319.6,5446.96,2.9347688,,,
319.8,5449.01,2.980775808,,,
320,5451.07,2.917052148,,,
320.2,5458.83,2.679741167,,,
320.4,5466.6,2.830655454,,,
320.6,5474.36,2.826715319,,,
320.8,5482.13,2.901306116,,,
321,5489.89,2.796603598,,,
321.2,5497.66,2.750769062,,,
321.4,5505.43,2.909427844,,,
321.6,5513.19,3.192542273,,,
321.8,5520.96,3.109229408,,,
322,5528.72,3.050896159,,,
322.2,5536.49,3.083061238,,,
322.4,5544.25,3.139998728,,,
322.6,5552.02,3.191337306,,,
322.8,5559.78,3.09682839,,,
323,5567.55,3.215207132,,,
323.2,5575.31,3.171971206,,,
323.4,5583.08,3.00367363,,,
323.6,5590.84,2.928624417,,,
323.8,5598.61,3.087427802,,,
324,5606.37,3.186492699,,,
324.2,5614.14,3.159188264,,,
324.4,5621.9,3.03129531,,,
324.6,5629.67,3.172976506,,,
324.8,5637.43,3.152942783,,,
325,5645.2,3.036932895,,,
325.2,5652.97,3.047274473,,,
325.4,5660.73,3.038368007,,,
325.6,5668.5,3.123172177,,,
325.8,5676.26,3.307788081,,,
326,5684.03,3.230700245,,,
326.2,5691.79,3.106226468,,,
326.4,5699.56,2.868252571,,,
326.6,5707.32,2.611894594,,,
326.8,5715.09,2.500762629,,,
327,5722.85,2.30461295,,,
327.2,5730.62,1.997183071,,,
327.4,5738.38,1.047515291,,,
327.6,5746.15,1.768363678,,,
327.8,5753.91,1.484050669,,,
328,5761.68,2.762508368,,,
328.2,5769.44,2.979500848,,,
328.4,5777.21,3.134633836,,,
328.6,5784.97,3.101952246,,,
328.8,5792.74,3.148495777,,,
329,5800.51,3.178873167,,,
329.2,5808.27,3.334509544,,,
329.4,5816.04,3.19231239,,,
329.6,5823.8,3.150283033,,,
329.8,5831.57,3.170260076,,,
330,5839.33,3.285489983,,,
330.2,5846.82,3.394716862,,,
330.4,5854.31,3.370320647,,,
330.6,5861.8,3.289294909,,,
330.8,5869.29,3.376475699,,,
331,5876.78,3.162472154,,,
331.2,5884.27,3.332157017,,,
331.4,5891.76,3.372892436,,,
331.6,5899.25,3.368905877,,,
331.8,5906.74,3.352205177,,,
332,5914.23,3.384040013,,,
332.2,5921.72,3.483478797,,,
332.4,5929.2,3.714995301,,,
332.6,5936.69,3.654070049,,,
332.8,5944.18,3.629456034,,,
333.2,5959.16,3.522202514,,,
333.4,5966.65,3.314050057,,,
333.6,5974.14,3.437482786,,,
333.8,5981.63,3.419617819,,,
334,5989.12,3.480010385,,,
334.2,5996.61,3.431801411,,,
334.4,6004.1,3.281136593,,,
334.6,6011.59,3.315239931,,,
334.8,6019.08,3.339127792,,,
335,6026.57,3.402676771,,,
335.2,6034.06,3.511447883,,,
335.4,6041.55,3.503375756,,,
335.6,6049.03,3.308588229,,,
335.8,6056.52,3.340569826,,,
336,6064.01,3.441837266,,,
336.2,6071.5,3.431743898,,,
336.4,6078.99,3.554274645,,,
336.6,6086.48,3.644770723,,,
336.8,6093.97,3.661445919,,,
337,6101.46,3.596483789,,,
337.2,6108.95,3.517708402,,,
337.4,6116.44,3.5180049,,,
337.6,6123.93,3.464522988,,,
337.8,6131.42,3.492797225,,,
338,6138.91,3.460640583,,,
338.2,6146.4,3.330517552,,,
338.4,6153.89,3.372115808,,,
338.6,6161.38,3.298196137,,,
338.8,6168.86,3.162626315,,,
339,6176.35,3.019895961,,,
339.2,6183.84,2.952879744,,,
339.4,6191.33,2.966107335,,,
339.6,6198.82,2.775992582,,,
339.8,6206.31,2.88274655,,,
340,6213.8,2.760115916,,,
340.2,6220.9,2.593743576,,,
340.4,6228.01,2.549551347,,,
340.6,6235.11,2.495601939,,,
340.8,6242.21,2.241627395,,,
341,6249.32,2.531247138,,,
341.2,6256.42,2.467729214,,,
341.4,6263.52,2.746198631,,,
341.6,6270.63,2.553423601,,,
341.8,6277.73,2.833786602,,,
342,6284.83,2.81094322,,,
342.2,6291.93,2.380375629,,,
342.4,6299.04,2.866504276,,,
342.6,6306.14,3.304019913,,,
342.8,6313.24,2.955510115,,,
343,6320.35,3.174246592,,,
343.2,6327.45,3.179485785,,,
343.4,6334.55,2.416299763,,,
343.6,6341.66,3.042484679,,,
343.8,6348.76,2.90153353,,,
344,6355.86,2.962093628,,,
344.2,6362.96,2.885339035,,,
344.4,6370.07,2.523896902,,,
344.6,6377.17,2.79081979,,,
344.8,6384.27,2.464705919,,,
345,6391.38,2.798650177,,,
345.2,6398.48,2.709644371,,,
345.4,6405.58,2.996776832,,,
345.6,6412.69,2.694473514,,,
345.8,6419.79,2.810879299,,,
346,6426.89,2.260905994,,,
346.2,6434,2.779038583,,,
346.4,6441.1,2.406564003,,,
346.6,6448.2,2.574367625,,,
346.8,6455.3,2.438390551,,,
347,6462.41,2.551710748,,,
347.2,6469.51,2.636489446,,,
347.4,6476.61,2.650461507,,,
347.6,6483.72,2.747339106,,,
347.8,6490.82,2.491462428,,,
348,6497.92,2.032361453,,,
348.2,6505.03,2.498013312,,,
348.4,6512.13,2.987033128,,,
348.6,6519.23,2.740725897,,,
348.8,6526.33,2.755094449,,,
349,6533.44,2.687173059,,,
349.2,6540.54,1.846393705,,,
349.4,6547.64,2.670196478,,,
349.6,6554.75,3.002831368,,,
349.8,6561.85,2.540873496,,,
350,6568.95,2.566828644,,,
350.2,6576.26,2.584273033,,,
350.4,6583.57,2.913276342,,,
350.6,6590.87,2.62410378,,,
350.8,6598.18,2.476354114,,,
351,6605.48,2.199702985,,,
351.2,6612.79,2.295877667,,,
351.4,6620.1,2.294082324,,,
351.6,6627.4,2.74714657,,,
351.8,6634.71,2.821153695,,,
352,6642.02,3.120922301,,,
352.2,6649.32,2.933331384,,,
352.4,6656.63,3.111764622,,,
352.6,6663.94,3.10426811,,,
352.8,6671.24,3.081502139,,,
353,6678.55,3.092794565,,,
353.2,6685.85,3.114010389,,,
353.4,6693.16,2.880401586,,,
353.6,6700.47,2.844628186,,,
353.8,6707.77,2.667754028,,,
354,6715.08,2.938436279,,,
354.2,6722.39,3.456787778,,,
354.4,6729.69,3.424880643,,,
354.6,6737,3.321108099,,,
354.8,6744.3,3.227418938,,,
355,6751.61,3.172981464,,,
355.2,6758.92,2.890371758,,,
355.4,6766.22,2.908987621,,,
355.6,6773.53,2.846741496,,,
355.8,6780.84,3.031268433,,,
356,6788.14,2.864356233,,,
356.2,6795.45,2.602712338,,,
356.4,6802.76,2.446919474,,,
356.6,6810.06,3.167011483,,,
356.8,6817.37,3.084148158,,,
357,6824.67,3.041719712,,,
357.2,6831.98,2.796921209,,,
357.4,6839.29,2.813269772,,,
357.6,6846.59,2.770257051,,,
357.8,6853.9,2.722564981,,,
358,6861.21,2.783734454,,,
358.2,6868.51,2.919814973,,,
358.4,6875.82,2.867962542,,,
358.6,6883.13,2.334046829,,,
358.8,6890.43,2.618607681,,,
359,6897.74,2.946302572,,,
359.2,6905.04,2.819841607,,,
359.4,6912.35,2.693721489,,,
359.6,6919.66,2.637143876,,,
359.8,6926.96,2.799145268,,,
360,6934.27,2.808581324,,,
360.2,6939.73,2.499969389,,,
360.4,6945.19,2.312625767,,,
360.6,6950.65,2.433357674,,,
360.8,6956.11,2.306652744,,,
361,6961.57,2.549020232,,,
361.2,6967.02,2.72266424,,,
361.4,6972.48,2.776451577,,,
361.6,6977.94,2.76446897,,,
361.8,6983.4,2.905144394,,,
362,6988.86,2.651059923,,,
362.2,6994.32,3.173454578,,,
362.4,6999.78,3.097047205,,,
362.6,7005.24,3.145055652,,,
362.8,7010.7,2.722820309,,,
363,7016.16,0.839018728,,,
363.2,7021.61,1.916064867,,,
363.4,7027.07,2.562963483,,,
363.6,7032.53,2.583986563,,,
363.8,7037.99,2.385442437,,,
364,7043.45,2.250826912,,,
364.2,7048.91,2.313122455,,,
364.4,7054.37,0.5363338,,,
364.6,7059.83,0.605795725,,,
364.8,7065.29,2.011470078,,,
365,7070.75,2.386535996,,,
365.2,7076.21,2.389331599,,,
365.4,7081.66,2.546812279,,,
365.6,7087.12,2.535223752,,,
365.8,7092.58,2.868102743,,,
366,7098.04,3.11780561,,,
366.2,7103.5,3.04652928,,,
366.4,7108.96,3.260761278,,,
366.6,7114.42,3.348681495,,,
366.8,7119.88,3.50871443,,,
367,7125.34,3.526454188,,,
367.2,7130.8,3.623019929,,,
367.4,7136.25,3.582755521,,,
367.6,7141.71,3.637419941,,,
367.8,7147.17,3.761823138,,,
368,7152.63,3.561731584,,,
368.2,7158.09,3.417088495,,,
368.4,7163.55,3.464478257,,,
368.6,7169.01,3.383326221,,,
368.8,7174.47,3.261229278,,,
369,7179.93,3.194917636,,,
369.2,7185.39,3.009486536,,,
369.4,7190.85,2.838408925,,,
369.6,7196.3,3.122844593,,,
369.8,7201.76,3.25983624,,,
370,7207.22,3.0311772,,,
370.2,7211.04,3.035651535,,,
370.4,7214.87,2.837418022,,,
370.6,7218.69,2.5638304,,,
370.8,7222.51,2.620623198,,,
371,7226.33,2.538502714,,,
371.2,7230.15,2.504150837,,,
371.4,7233.97,1.976197709,,,
371.6,7237.8,2.30812305,,,
371.8,7241.62,1.758895699,,,
372,7245.44,1.44920564,,,
372.2,7249.26,1.9667091,,,
372.4,7253.08,2.695624155,,,
372.6,7256.91,2.655102801,,,
372.8,7260.73,2.752403369,,,
373,7264.55,2.979964856,,,
373.2,7268.37,3.336054233,,,
373.4,7272.19,3.264883354,,,
373.6,7276.01,3.089138504,,,
373.8,7279.84,3.32923206,,,
374,7283.66,2.958413869,,,
374.2,7287.48,2.568652068,,,
374.4,7291.3,2.457743813,,,
374.6,7295.12,2.459103244,,,
374.8,7298.94,2.46432518,,,
375,7302.77,2.552876238,,,
375.2,7306.59,2.694455692,,,
375.4,7310.41,2.801657287,,,
375.6,7314.23,2.674853501,,,
375.8,7318.05,2.768825172,,,
376,7321.88,2.560578025,,,
376.2,7325.7,2.418239637,,,
376.4,7329.52,2.691354899,,,
376.6,7333.34,2.798229453,,,
376.8,7337.16,2.622084604,,,
377,7340.98,2.055261515,,,
377.2,7344.81,2.333953304,,,
377.4,7348.63,2.169148934,,,
377.6,7352.45,1.901408842,,,
377.8,7356.27,0.935927615,,,
378,7360.09,1.609830482,,,
378.2,7363.91,1.508611564,,,
378.4,7367.74,1.677954955,,,
378.6,7371.56,1.976350409,,,
378.8,7375.38,1.753027373,,,
