LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka,LP08_10ka,LP08_10ka,LP16_10ka,LP16_10ka
4261.89,2.928103101,,,4261.9,1.193470082,,,4261.9,1.922176565,,,4261.9,1.634096945,,,4261.9,1.07342204,,
4266.62,2.824999746,,,4266.6,1.350576279,,,4266.6,2.149311222,,,4266.6,1.659482964,,,4266.6,1.177304557,,
4271.36,2.668862545,,,4271.4,1.298053728,,,4271.4,1.878019814,,,4271.4,1.604727866,,,4271.4,0.942958979,,
4276.1,2.85529602,,,4276.1,1.089562453,,,4276.1,2.334502696,,,4276.1,1.615014661,,,4276.1,1.386294361,,
4280.84,2.893029567,,,4280.8,2.268683541,,,4280.8,2.515304127,,,4280.8,1.574474934,,,4280.8,1.687769756,,
4285.58,2.840135284,,,4285.6,1.543136833,,,4285.6,1.631826907,,,4285.6,1.60638128,,,4285.6,0.614675565,,
4290.32,2.844158915,,,4290.3,1.609437912,,,4290.3,1.747588251,,,4290.3,1.643107773,,,4290.3,1.334025933,,
4295.06,2.849638008,,,4295.1,2.627081139,,,4295.1,2.941510719,,,4295.1,1.529923602,,,4295.1,2.0654553,,
4299.8,2.831937223,,,4299.8,1.592976635,,,4299.8,2.018976346,,,4299.8,1.606955726,,,4299.8,1.278663697,,
4304.54,2.941437664,,,4304.5,1.918511175,,,4304.5,2.027436757,,,4304.5,1.653923029,,,4304.5,1.488948515,,
4309.28,2.851537444,,,4309.3,0.780852761,,,4309.3,1.606099011,,,4309.3,1.617005947,,,4309.3,0.336472237,,
4314.02,2.775358551,,,4314,2.35867456,,,4314,2.564949357,,,4314,1.612377494,,,4314,1.562185028,,
4318.76,2.743881221,,,4318.8,1.421385681,,,4318.8,2.252365336,,,4318.8,1.657635291,,,4318.8,1.084913444,,
4323.49,2.866837733,,,4323.5,2.614959778,,,4323.5,3.036554268,,,4323.5,1.611270599,,,4323.5,1.763588592,,
4328.23,2.82559426,,,4328.2,1.877414914,,,4328.2,2.285364495,,,4328.2,1.604790506,,,4328.2,1.361601749,,
4332.97,2.885617929,,,4333,0.921156922,,,4333,2.48490665,,,4333,1.630285573,,,4333,1.43392241,,
4337.71,3.059418159,,,4337.7,1.648658626,,,4337.7,2.58021683,,,4337.7,1.597911059,,,4337.7,2.274185618,,
4342.45,3.10538124,,,4342.5,1.484486387,,,4342.5,1.557308847,,,4342.5,1.552527426,,,4342.5,0.652655819,,
4347.19,3.126874082,,,4347.2,1.410199882,,,4347.2,1.606206892,,,4347.2,1.573756281,,,4347.2,0.416160397,,
4351.93,3.305567151,,,4351.9,1.555712513,,,4351.9,1.752538756,,,4351.9,1.617547653,,,4351.9,0.72345253,,
4356.67,3.124737218,,,4356.7,1.025408885,,,4356.7,1.659907338,,,4356.7,1.62406837,,,4356.7,0.587786665,,
4361.41,3.158196189,,,4361.4,0.700582159,,,4361.4,1.809022537,,,4361.4,1.591498445,,,4361.4,0.988264231,,
4366.15,3.152364344,,,4366.2,1.271631453,,,4366.2,1.606099011,,,4366.2,1.600605426,,,4366.2,0.550046337,,
4370.89,3.236065633,,,4370.9,0.84729786,,,4370.9,1.38249929,,,4370.9,1.623151368,,,4370.9,0.217064505,,
4375.63,3.396571313,,,4375.6,NaN,,,4375.6,NaN,,,4375.6,1.610606159,,,4375.6,NaN,,
4380.36,3.361276001,,,4380.4,1.279958711,,,4380.4,1.712690946,,,4380.4,1.570576946,,,4380.4,0.862223511,,
4385.1,3.231873343,,,4385.1,1.697143493,,,4385.1,2.180888158,,,4385.1,1.617347803,,,4385.1,1.011600912,,
4389.84,3.283132139,,,4389.8,1.202835795,,,4389.8,1.616232956,,,4389.8,1.602646987,,,4389.8,0.753771802,,
4394.58,3.330474905,,,4394.6,1.140364083,,,4394.6,1.464546558,,,4394.6,1.583456664,,,4394.6,0.627057069,,
4399.32,3.517368813,,,4399.3,1.193922468,,,4399.3,1.238374231,,,4399.3,1.582284498,,,4399.3,0.371563556,,
4404.06,3.519261672,,,4404.1,1.347073648,,,4404.1,1.804498495,,,4404.1,1.574510628,,,4404.1,0.931558204,,
4408.8,3.297926474,,,4408.8,1.451433663,,,4408.8,2.449013727,,,4408.8,1.568270104,,,4408.8,1.433251344,,
4413.54,3.30684203,,,4413.5,1.5070759,,,4413.5,2.182095696,,,4413.5,1.572783169,,,4413.5,1.233269174,,
4416.28,3.250058752,,,4416.3,1.501069876,,,4416.3,1.787244789,,,4416.3,1.629473764,,,4416.3,0.958625096,,
4419.02,3.26369773,,,4419,1.894616855,,,4419,1.907070316,,,4419,1.596620331,,,4419,0.902867712,,
4421.75,3.12176895,,,4421.8,1.134272469,,,4421.8,1.575194889,,,4421.8,1.602770958,,,4421.8,0.40215932,,
4424.49,3.243589926,,,4424.5,1.368780779,,,4424.5,1.841431079,,,4424.5,1.654518391,,,4424.5,0.441832752,,
4427.23,3.24892946,,,4427.2,1.563097575,,,4427.2,2.264118812,,,4427.2,1.642633193,,,4427.2,1.211491637,,
4429.97,3.112795108,,,4430,1.67539588,,,4430,2.35353742,,,4430,1.641667428,,,4430,1.284714568,,
4432.71,3.207836858,,,4432.7,1.569247032,,,4432.7,1.718428196,,,4432.7,1.606416363,,,4432.7,0.986494991,,
4435.45,3.034790001,,,4435.5,3.722402146,,,4435.5,3.759083713,,,4435.5,1.616911607,,,4435.5,3.022639726,,
4438.18,2.899879619,,,4438.2,1.894616855,,,4438.2,2.246014742,,,4438.2,1.628870714,,,4438.2,1.231101472,,
4440.92,2.893777259,,,4440.9,2.543350246,,,4440.9,3.232121052,,,4440.9,1.631085199,,,4440.9,2.392831971,,
4443.66,2.879959927,,,4443.7,1.587776416,,,4443.7,2.131627295,,,4443.7,1.652898284,,,4443.7,1.354545663,,
4446.4,2.729983911,,,4446.4,2.501917996,,,4446.4,2.649506745,,,4446.4,1.638542979,,,4446.4,1.710081438,,
4449.14,2.709119965,,,4449.1,1.264037045,,,4449.1,1.934507517,,,4449.1,1.676908877,,,4449.1,0.968853062,,
4451.88,2.561504517,,,4451.9,1.989290445,,,4451.9,2.684793339,,,4451.9,1.627819844,,,4451.9,1.537978948,,
4454.62,2.625583195,,,4454.6,1.919370594,,,4454.6,2.102099566,,,4454.6,1.655769184,,,4454.6,1.218861417,,
4457.35,2.479398728,,,4457.4,2.294863047,,,4457.4,3.016665483,,,4457.4,1.614611464,,,4457.4,2.271332549,,
4460.09,2.648323675,,,4460.1,2.538973871,,,4460.1,3.154633556,,,4460.1,1.628584774,,,4460.1,2.227622055,,
4462.83,2.799148915,,,4462.8,2.246495626,,,4462.8,2.522085653,,,4462.8,1.645522871,,,4462.8,2.008823974,,
4465.57,2.603350842,,,4465.6,2.564949357,,,4465.6,2.521274294,,,4465.6,1.63846548,,,4465.6,0.938269639,,
4468.31,2.93857386,,,4468.3,2.445685937,,,4468.3,2.271332549,,,4468.3,1.626518226,,,4468.3,2.171249091,,
4471.05,2.929691521,,,4471.1,1.989585213,,,4471.1,2.244691115,,,4471.1,1.620445389,,,4471.1,1.881371628,,
4473.78,3.079613758,,,4473.8,1.820508883,,,4473.8,2.272125886,,,4473.8,1.598163067,,,4473.8,1.816452082,,
4476.52,3.019148765,,,4476.5,NaN,,,4476.5,NaN,,,4476.5,1.615083135,,,4476.5,NaN,,
4479.26,2.815826401,,,4479.3,1.893266416,,,4479.3,2.400223563,,,4479.3,1.627376932,,,4479.3,1.817077277,,
4482,2.665234297,,,4482,2.107879477,,,4482,2.56888637,,,4482,1.581046357,,,4482,1.837696564,,
4484.74,2.72341542,,,4484.7,NaN,,,4484.7,NaN,,,4484.7,1.610225704,,,4484.7,NaN,,
4487.48,2.680996019,,,4487.5,0.977146008,,,4487.5,1.661025281,,,4487.5,1.64721665,,,4487.5,0.616774202,,
4490.21,2.709508991,,,4490.2,1.124254719,,,4490.2,1.674787793,,,4490.2,1.601614522,,,4490.2,0.554034378,,
4492.95,2.72583204,,,4493,2.007468042,,,4493,2.206441232,,,4493,1.618662363,,,4493,0.760286483,,
4495.69,2.672906116,,,4495.7,2.060513532,,,4495.7,2.199998504,,,4495.7,1.629087484,,,4495.7,1.147402453,,
4498.43,2.76953252,,,4498.4,1.7034297,,,4498.4,2.081251497,,,4498.4,1.618516661,,,4498.4,1.069198403,,
4501.17,2.903756489,,,4501.2,2.224623552,,,4501.2,3.04253634,,,4501.2,1.63760136,,,4501.2,2.105149898,,
4503.91,2.752044802,,,4503.9,2.092513623,,,4503.9,2.579019941,,,4503.9,1.666494618,,,4503.9,1.532897835,,
4506.65,2.701509794,,,4506.7,2.12415838,,,4506.7,2.581693935,,,4506.7,1.635397031,,,4506.7,1.512174607,,
4509.38,2.722827213,,,4509.4,1.301953213,,,4509.4,2.024659195,,,4509.4,1.637028268,,,4509.4,1.151130323,,
4512.12,2.681904921,,,4512.1,1.959640342,,,4512.1,2.708050201,,,4512.1,1.551497622,,,4512.1,1.71930439,,
4514.86,2.674307544,,,4514.9,1.495493653,,,4514.9,2.121800816,,,4514.9,1.64150665,,,4514.9,1.004583339,,
4517.6,2.653020137,,,4517.6,1.08180517,,,4517.6,2.253919921,,,4517.6,1.630832922,,,4517.6,1.038508365,,
4520.34,2.642070893,,,4520.3,2.472930459,,,4520.3,2.6044518,,,4520.3,1.617011341,,,4520.3,2.043073898,,
4523.08,2.874487725,,,4523.1,1.189584067,,,4523.1,2.00533357,,,4523.1,1.601593692,,,4523.1,1.200394983,,
4525.81,2.728884288,,,4525.8,1.623966013,,,4525.8,2.48896345,,,4525.8,1.616006252,,,4525.8,1.835504018,,
4528.55,2.827283887,,,4528.6,1.305872794,,,4528.6,1.97911882,,,4528.6,1.648461967,,,4528.6,0.962480114,,
4531.29,2.894166364,,,4531.3,2.145095512,,,4531.3,2.560544064,,,4531.3,1.613163932,,,4531.3,1.712510098,,
4534.03,2.774005488,,,4534,1.687110951,,,4534,2.319744713,,,4534,1.604813721,,,4534,1.32175584,,
4536.77,2.729659012,,,4536.8,1.996854951,,,4536.8,2.439160628,,,4536.8,1.5917322,,,4536.8,1.538701361,,
4539.51,2.816281855,,,4539.5,2.092864562,,,4539.5,2.548177476,,,4539.5,1.624383005,,,4539.5,2.321327275,,
4542.24,2.908980603,,,4542.2,1.282090584,,,4542.2,2.1690537,,,4542.2,1.610495252,,,4542.2,1.485385264,,
4544.98,2.898323436,,,4545,1.517683049,,,4545,1.940022006,,,4545,1.590352909,,,4545,0.726820396,,
4547.72,2.963691751,,,4547.7,1.40946142,,,4547.7,1.827568922,,,4547.7,1.650242493,,,4547.7,1.088140989,,
4550.46,3.08713874,,,4550.5,1.850948341,,,4550.5,2.239671268,,,4550.5,1.619596185,,,4550.5,1.484924965,,
4552.24,3.165214557,,,4552.2,0.822139301,,,4552.2,1.769780563,,,4552.2,1.60648734,,,4552.2,1.552790877,,
4554.03,2.826985704,,,4554,1.964778633,,,4554,2.536338823,,,4554,1.603114798,,,4554,1.402823663,,
4555.81,2.770576465,,,4555.8,NaN,,,4555.8,NaN,,,4555.8,1.62021073,,,4555.8,NaN,,
4557.6,2.905059565,,,4557.6,2.187922185,,,4557.6,2.115250994,,,4557.6,1.619306414,,,4557.6,1.625967214,,
4559.38,2.967489061,,,4559.4,2.407945609,,,4559.4,2.172223275,,,4559.4,1.57193334,,,4559.4,1.314320861,,
4561.17,2.840583091,,,4561.2,2.859600099,,,4561.2,2.72009854,,,4561.2,1.61273517,,,4561.2,2.302585093,,
4562.95,3.043427147,,,4563,3.200938124,,,4563,2.268683541,,,4563,1.584932265,,,4563,1.203972804,,
4564.74,2.689319164,,,4564.7,1.178654996,,,4564.7,1.578978705,,,4564.7,1.612913718,,,4564.7,1.294727168,,
4566.52,2.523738594,,,4566.5,1.851531213,,,4566.5,2.391948774,,,4566.5,1.611801158,,,4566.5,1.21478372,,
4568.31,2.685634591,,,4568.3,1.642227735,,,4568.3,2.246266662,,,4568.3,1.587109693,,,4568.3,1.024504317,,
4570.09,2.631050324,,,4570.1,0.365724779,,,4570.1,1.677217927,,,4570.1,1.629342019,,,4570.1,0.673474415,,
4571.88,2.815424192,,,4571.9,1.295971723,,,4571.9,1.951091508,,,4571.9,1.607761561,,,4571.9,1.522095902,,
4573.66,2.793905481,,,4573.7,1.641186611,,,4573.7,2.426799019,,,4573.7,1.607813763,,,4573.7,1.701811233,,
4575.45,2.637925468,,,4575.5,1.934860313,,,4575.5,2.140066163,,,4575.5,1.617109035,,,4575.5,1.085708884,,
4577.23,2.61678861,,,4577.2,1.491654877,,,4577.2,2.211525127,,,4577.2,1.657405245,,,4577.2,1.192799504,,
4579.02,2.700092222,,,4579,1.300580843,,,4579,1.906362852,,,4579,1.593437571,,,4579,0.904796352,,
4580.8,2.744696824,,,4580.8,1.144491894,,,4580.8,1.687962676,,,4580.8,1.627522872,,,4580.8,0.946806276,,
4582.59,2.540687484,,,4582.6,2.119086373,,,4582.6,2.670083603,,,4582.6,1.605216561,,,4582.6,1.725912903,,
4584.37,2.637426451,,,4584.4,1.587931707,,,4584.4,2.415153611,,,4584.4,1.592495401,,,4584.4,1.59658977,,
4586.16,2.515642615,,,4586.2,1.234157781,,,4586.2,2.211459693,,,4586.2,1.646453394,,,4586.2,1.210403695,,
4587.94,2.660909838,,,4587.9,1.294219682,,,4587.9,2.074801162,,,4587.9,1.647464078,,,4587.9,1.181499948,,
4589.73,2.881286686,,,4589.7,2.906579568,,,4589.7,2.314281133,,,4589.7,1.630311087,,,4589.7,1.497519996,,
4591.51,2.61737004,,,4591.5,1.418659646,,,4591.5,2.007860738,,,4591.5,1.600127259,,,4591.5,0.926762032,,
4593.29,2.623364579,,,4593.3,1.461017907,,,4593.3,1.844918838,,,4593.3,1.61867068,,,4593.3,0.982982106,,
4595.08,2.67252734,,,4595.1,0.48342665,,,4595.1,2.086175574,,,4595.1,1.615697163,,,4595.1,1.201266443,,
4596.86,2.587331445,,,4596.9,1.733423892,,,4596.9,2.201659174,,,4596.9,1.609728223,,,4596.9,1.280933845,,
4598.65,2.687157124,,,4598.7,1.459319496,,,4598.7,1.653889675,,,4598.7,1.619161149,,,4598.7,0.751987681,,
4600.43,2.674704668,,,4600.4,1.271225031,,,4600.4,2.090252458,,,4600.4,1.627649148,,,4600.4,1.301257318,,
4602.22,2.710906404,,,4602.2,2.980618636,,,4602.2,3.411147713,,,4602.2,1.613159051,,,4602.2,2.4765384,,
4604,2.676501843,,,4604,1.297063227,,,4604,2.060979479,,,4604,1.624483692,,,4604,0.72907919,,
4605.79,2.691082668,,,4605.8,1.104654603,,,4605.8,1.751568589,,,4605.8,1.592715255,,,4605.8,0.883015943,,
4607.57,2.973976283,,,4607.6,0.381934611,,,4607.6,1.972141161,,,4607.6,1.615926264,,,4607.6,0.443492504,,
4609.36,2.73415802,,,4609.4,0.932820034,,,4609.4,1.865371287,,,4609.4,1.616938669,,,4609.4,0.693147181,,
4611.14,2.651502754,,,4611.1,1.192138347,,,4611.1,2.203739258,,,4611.1,1.625577777,,,4611.1,1.209837924,,
4612.93,2.616140986,,,4612.9,NaN,,,4612.9,NaN,,,4612.9,1.629552588,,,4612.9,NaN,,
4614.71,2.609850278,,,4614.7,1.930485679,,,4614.7,1.971100398,,,4614.7,1.607204641,,,4614.7,0.971860583,,
4616.5,2.576827745,,,4616.5,1.098612289,,,4616.5,1.606206892,,,4616.5,1.605027426,,,4616.5,0.582395816,,
4618.28,3.093644739,,,4618.3,1.803059024,,,4618.3,1.965203352,,,4618.3,1.606581992,,,4618.3,1.199416988,,
4620.07,2.993296219,,,4620.1,1.526056303,,,4620.1,1.770097972,,,4620.1,1.613856707,,,4620.1,0.814099791,,
4621.85,3.054844689,,,4621.9,0.957408979,,,4621.9,1.683193089,,,4621.9,1.595691604,,,4621.9,0.923670839,,
4623.64,3.045577151,,,4623.6,1.624326525,,,4623.6,2.199998504,,,4623.6,1.624064651,,,4623.6,1.266947603,,
4625.42,2.771714214,,,4625.4,1.774059892,,,4625.4,2.018405651,,,4625.4,1.645195541,,,4625.4,1.198695747,,
4627.21,3.121623166,,,4627.2,0.84729786,,,4627.2,1.570598079,,,4627.2,1.600070511,,,4627.2,-0.336472237,,
4628.99,2.816311533,,,4629,1.863218433,,,4629,2.297014048,,,4629,1.630277883,,,4629,1.420427367,,
4630.78,2.694117107,,,4630.8,2.181224236,,,4630.8,2.024381764,,,4630.8,1.617293192,,,4630.8,0.921988753,,
4632.56,2.933567569,,,4632.6,1.728845644,,,4632.6,2.088546309,,,4632.6,1.647226227,,,4632.6,1.13061502,,
4634.34,3.049324835,,,4634.3,1.205442312,,,4634.3,1.683125628,,,4634.3,1.641045611,,,4634.3,0.927986772,,
4636.13,3.053351182,,,4636.1,1.300772188,,,4636.1,1.860387976,,,4636.1,1.622993233,,,4636.1,1.264404544,,
4637.91,3.286876931,,,4637.9,1.573309188,,,4637.9,1.818286224,,,4637.9,1.636495192,,,4637.9,1.280037386,,
4639.7,3.162650265,,,4639.7,1.584896804,,,4639.7,2.096343352,,,4639.7,1.607097069,,,4639.7,1.311603469,,
4641.38,3.212138897,,,4641.4,1.654138091,,,4641.4,2.079441542,,,4641.4,1.630475461,,,4641.4,1.364632864,,
4643.05,3.224696689,,,4643.1,0.967276287,,,4643.1,1.045968555,,,4643.1,1.579023462,,,4643.1,0.279960026,,
4644.73,2.840774817,,,4644.7,1.330054643,,,4644.7,1.22101427,,,4644.7,1.632108161,,,4644.7,0.075223421,,
4646.41,2.714610377,,,4646.4,1.893888964,,,4646.4,2.315405781,,,4646.4,1.640399006,,,4646.4,1.37003384,,
4648.08,2.699744506,,,4648.1,1.247824687,,,4648.1,2.631640732,,,4648.1,1.642168599,,,4648.1,1.762602885,,
4649.76,2.669236423,,,4649.8,1.411827663,,,4649.8,1.879728242,,,4649.8,1.67446146,,,4649.8,1.092848584,,
4651.44,2.727284324,,,4651.4,1.166232476,,,4651.4,1.736777335,,,4651.4,1.63109959,,,4651.4,0.75884244,,
4653.12,2.606158533,,,4653.1,1.355417123,,,4653.1,1.775868102,,,4653.1,1.63382711,,,4653.1,0.894431938,,
4654.79,2.91506437,,,4654.8,1.495148766,,,4654.8,1.386294361,,,4654.8,1.627463338,,,4654.8,0.751416089,,
4656.47,2.801615765,,,4656.5,1.379945133,,,4656.5,1.744234327,,,4656.5,1.643705174,,,4656.5,1.081590601,,
4658.15,2.78474642,,,4658.2,1.412861389,,,4658.2,1.74719115,,,4658.2,1.600130062,,,4658.2,1.103727389,,
4659.82,2.919183455,,,4659.8,1.551933418,,,4659.8,1.564317477,,,4659.8,1.626480385,,,4659.8,0.784438601,,
4661.5,2.819545705,,,4661.5,1.543923305,,,4661.5,2.029431121,,,4661.5,1.618109879,,,4661.5,1.380178134,,
4663.18,2.763829542,,,4663.2,3.018205129,,,4663.2,2.461917132,,,4663.2,1.616303319,,,4663.2,1.363304843,,
4664.85,2.775872797,,,4664.9,2.649209701,,,4664.9,2.251291799,,,4664.9,1.613916939,,,4664.9,1.049822124,,
4666.53,2.916114646,,,4666.5,1.246248287,,,4666.5,1.206242953,,,4666.5,1.60041561,,,4666.5,0.342944751,,
4668.21,2.786302398,,,4668.2,0.83832919,,,4668.2,1.681758574,,,4668.2,1.625926923,,,4668.2,0.88238918,,
4669.89,2.858891231,,,4669.9,1.013619076,,,4669.9,1.876917278,,,4669.9,1.609790058,,,4669.9,1.255932543,,
4671.56,2.819596531,,,4671.6,1.436166191,,,4671.6,2.104688324,,,4671.6,1.58834914,,,4671.6,1.538820345,,
4673.24,2.918880815,,,4673.2,1.805004696,,,4673.2,1.764730797,,,4673.2,1.594799198,,,4673.2,1.355835154,,
4674.92,2.692782729,,,4674.9,1.439216763,,,4674.9,1.747307707,,,4674.9,1.603260036,,,4674.9,1.061707732,,
4676.59,2.447857837,,,4676.6,1.154492747,,,4676.6,1.972643211,,,4676.6,1.637627004,,,4676.6,1.181304005,,
4678.27,2.55040967,,,4678.3,3.253813876,,,4678.3,3.845408256,,,4678.3,1.637667701,,,4678.3,3.266607228,,
4679.95,2.758248946,,,4680,1.684590635,,,4680,1.843255995,,,4680,1.624295148,,,4680,1.199082819,,
4681.62,2.996152353,,,4681.6,2.108769157,,,4681.6,1.734601055,,,4681.6,1.638958328,,,4681.6,1.349926717,,
4683.3,NaN,,,4683.3,NaN,,,4683.3,NaN,,,4683.3,1.545044927,,,4683.3,NaN,,
4684.98,NaN,,,4685,2.154664963,,,4685,NaN,,,4685,1.552496536,,,4685,NaN,,
4686.66,2.024381764,,,4686.7,2.782951509,,,4686.7,0.15415068,,,4686.7,1.59478508,,,4686.7,NaN,,
4688.33,NaN,,,4688.3,3.126760536,,,4688.3,NaN,,,4688.3,1.565031338,,,4688.3,NaN,,
4693.36,3.131409799,,,4693.4,3.412247218,,,4693.4,2.367123614,,,4693.4,1.557998956,,,4693.4,2.100060829,,
4695.04,2.842843424,,,4695,2.302585093,,,4695,2.669828988,,,4695,1.64224819,,,4695,2.117760406,,
4696.72,3.027546377,,,4696.7,1.403585858,,,4696.7,1.609437912,,,4696.7,1.595241604,,,4696.7,1.374598321,,
4698.4,2.944010989,,,4698.4,1.570217199,,,4698.4,1.554087817,,,4698.4,1.538665463,,,4698.4,0.78495473,,
4700.07,2.91132399,,,4700.1,0.698567248,,,4700.1,1.134203234,,,4700.1,1.595357295,,,4700.1,0.49549126,,
4701.75,3.049436453,,,4701.8,1.714441221,,,4701.8,1.644529232,,,4701.8,1.594477945,,,4701.8,0.958254931,,
4703.43,3.017476895,,,4703.4,0.701880861,,,4703.4,1.809151212,,,4703.4,1.587675882,,,4703.4,1.350576279,,
4705.1,2.745576728,,,4705.1,1.157452789,,,4705.1,1.791759469,,,4705.1,1.552099644,,,4705.1,0.944461609,,
4706.78,2.90009674,,,4706.8,2.194133385,,,4706.8,2.444759582,,,4706.8,1.617223278,,,4706.8,1.858898772,,
4708.46,2.96046652,,,4708.5,1.577349598,,,4708.5,2.020733941,,,4708.5,1.586939455,,,4708.5,1.580966238,,
4710.13,2.834443205,,,4710.1,1.195604555,,,4710.1,1.892944613,,,4710.1,1.568521001,,,4710.1,1.303063707,,
4711.81,2.912002017,,,4711.8,0.888754574,,,4711.8,1.443281292,,,4711.8,1.595888861,,,4711.8,1.098612289,,
4713.49,2.710957847,,,4713.5,1.11461263,,,4713.5,1.948211646,,,4713.5,1.624493174,,,4713.5,1.176170523,,
4715.17,2.699699422,,,4715.2,1.143064051,,,4715.2,1.986212528,,,4715.2,1.583260414,,,4715.2,1.419817053,,
4716.84,2.67052819,,,4716.8,0.987186554,,,4716.8,1.541901705,,,4716.8,1.568249379,,,4716.8,0.932485418,,
4718.52,2.719194766,,,4718.5,1.334409526,,,4718.5,1.651248182,,,4718.5,1.601370374,,,4718.5,0.975195435,,
4720.2,2.843970368,,,4720.2,0.925206096,,,4720.2,1.895626333,,,4720.2,1.572930496,,,4720.2,1.344383466,,
4721.87,2.972472785,,,4721.9,0.536143432,,,4721.9,1.342619298,,,4721.9,1.603035747,,,4721.9,0.806170569,,
4723.55,3.053497299,,,4723.6,0.569768159,,,4723.6,1.302524478,,,4723.6,1.567737106,,,4723.6,0.944461609,,
4725.74,3.230358206,,,4725.7,0.90825856,,,4725.7,1.337629189,,,4725.7,1.592303992,,,4725.7,0.797507196,,
4727.93,3.101397365,,,4727.9,1.035745011,,,4727.9,1.632818361,,,4727.9,1.556360442,,,4727.9,1.098612289,,
4730.11,3.140215381,,,4730.1,1.445019647,,,4730.1,1.96191049,,,4730.1,1.580800609,,,4730.1,1.493266481,,
4732.3,3.157480229,,,4732.3,1.078809661,,,4732.3,1.54631016,,,4732.3,1.54917765,,,4732.3,0.973449146,,
4734.49,3.146958397,,,4734.5,0.609497151,,,4734.5,1.497195057,,,4734.5,1.548234717,,,4734.5,1.030500863,,
4736.67,3.053633855,,,4736.7,1.111351314,,,4736.7,1.661884388,,,4736.7,1.53753991,,,4736.7,1.241713132,,
4738.86,3.248553019,,,4738.9,0.758007815,,,4738.9,1.21830263,,,4738.9,1.580414987,,,4738.9,0.762827101,,
4741.05,3.14045448,,,4741.1,1.030449637,,,4741.1,1.377535181,,,4741.1,1.535081771,,,4741.1,1.013712845,,
4743.24,2.904205971,,,4743.2,1.449095262,,,4743.2,1.825146485,,,4743.2,1.532513347,,,4743.2,1.353350205,,
4745.42,2.869910686,,,4745.4,0.724469652,,,4745.4,1.278405399,,,4745.4,1.520337403,,,4745.4,0.905321701,,
4747.61,2.821777678,,,4747.6,1.049097224,,,4747.6,1.726898835,,,4747.6,1.545171151,,,4747.6,1.393514609,,
4749.8,2.731124114,,,4749.8,0.597132527,,,4749.8,1.66956531,,,4749.8,1.582106065,,,4749.8,1.121815186,,
4751.99,2.774895174,,,4752,0.803148076,,,4752,1.552005863,,,4752,1.570737326,,,4752,1.030449637,,
4754.17,2.875667817,,,4754.2,1.378451184,,,4754.2,1.762695336,,,4754.2,1.608170574,,,4754.2,1.178654996,,
4756.36,3.179287637,,,4756.4,1.932838067,,,4756.4,1.814232325,,,4756.4,1.61223243,,,4756.4,1.059997453,,
4758.55,2.981079997,,,4758.6,1.15478256,,,4758.6,1.481604541,,,4758.6,1.597183278,,,4758.6,1.010388055,,
4760.74,3.08955325,,,4760.7,0.969831499,,,4760.7,1.435084525,,,4760.7,1.614232316,,,4760.7,0.816470397,,
4762.92,3.060410294,,,4762.9,2.230340186,,,4762.9,2.320603598,,,4762.9,1.603814928,,,4762.9,1.760987811,,
4765.11,2.856236793,,,4765.1,1.172720261,,,4765.1,2.025107191,,,4765.1,1.607495993,,,4765.1,1.352061189,,
4767.3,2.974995326,,,4767.3,0.595691844,,,4767.3,1.645907592,,,4767.3,1.604170122,,,4767.3,0.960990911,,
4769.49,2.870937613,,,4769.5,1.622397057,,,4769.5,2.180171789,,,4769.5,1.628809384,,,4769.5,1.569521305,,
4771.67,2.982504141,,,4771.7,NaN,,,4771.7,NaN,,,4771.7,1.569775094,,,4771.7,NaN,,
4773.86,2.876536951,,,4773.9,2.555287447,,,4773.9,2.453157951,,,4773.9,1.592956686,,,4773.9,1.609437912,,
4776.05,3.213061855,,,4776.1,NaN,,,4776.1,NaN,,,4776.1,1.586056889,,,4776.1,NaN,,
4778.24,2.755847809,,,4778.2,3.225520368,,,4778.2,2.367123614,,,4778.2,1.619492548,,,4778.2,1.299282984,,
4784.8,NaN,,,4784.8,NaN,,,4784.8,NaN,,,4784.8,1.54199324,,,4784.8,NaN,,
4786.98,3.219346302,,,4787,1.729687041,,,4787,1.552279499,,,4787,1.574393297,,,4787,0.706940503,,
4789.17,3.207592899,,,4789.2,1.613134774,,,4789.2,1.110882381,,,4789.2,1.557871781,,,4789.2,0.645744942,,
4791.36,3.093312602,,,4791.4,1.653889675,,,4791.4,2.207274913,,,4791.4,1.568572088,,,4791.4,1.581786381,,
4793.55,3.116642406,,,4793.6,1.499623046,,,4793.6,1.785070481,,,4793.6,1.601886939,,,4793.6,1.193922468,,
4795.73,2.998695239,,,4795.7,1.457888014,,,4795.7,1.661199847,,,4795.7,1.626836128,,,4795.7,1.039613948,,
4797.92,2.959197949,,,4797.9,0.959551855,,,4797.9,1.437587656,,,4797.9,1.588650798,,,4797.9,0.719122667,,
4800.11,3.073351117,,,4800.1,0.983542959,,,4800.1,1.454562332,,,4800.1,1.631271104,,,4800.1,0.90316144,,
4802.3,2.935987336,,,4802.3,1.519825754,,,4802.3,1.694065498,,,4802.3,1.595982775,,,4802.3,0.908468006,,
4804.48,3.256228736,,,4804.5,0.841567186,,,4804.5,1.598713949,,,4804.5,1.602259565,,,4804.5,0.858661619,,
