SH20M1H_mean_age,Ln_Fe_Mn,SH20M1H_mean_age,Ln_Mn_Ti,SH20M1H_mean_age,Ln_Br_Ti,SH20M1H_mean_age,Ln_inc_coh,SH20M1H_mean_age,Ln_Ca_Ti
26258.17,4.039011839,26258.17,-1.003301398,26258.17,NaN,26258.17,1.182657028,26258.17,-0.033616611
26258.68,4.01240393,26258.68,-0.855731035,26258.68,-0.641144648,26258.68,1.144856207,26258.68,-0.107590463
26259.19,4.04227581,26259.19,-0.777215555,26259.19,-1.020040805,26259.19,1.164937538,26259.19,-0.170101938
26259.69,4.032582771,26259.69,-0.688302695,26259.69,NaN,26259.69,1.199803846,26259.69,-0.220015989
26260.2,3.980309377,26260.2,-0.543624891,26260.2,NaN,26260.2,1.223305568,26260.2,-0.22613309
26260.71,4.05634894,26260.71,-0.571580414,26260.71,-0.588822059,26260.71,1.196378249,26260.71,-0.200262032
26261.22,4.038497471,26261.22,-0.406989413,26261.22,NaN,26261.22,1.240698243,26261.22,-0.194828826
26261.72,4.021911715,26261.72,-0.304344514,26261.72,NaN,26261.72,1.266212289,26261.72,-0.212291226
26262.23,4.063367259,26262.23,-0.412228709,26262.23,NaN,26262.23,1.235089709,26262.23,-0.211456624
26262.74,4.02937931,26262.74,-0.454274672,26262.74,NaN,26262.74,1.231312771,26262.74,-0.256084809
26263.25,4.082766612,26263.25,-0.621889284,26263.25,NaN,26263.25,1.222301326,26263.25,-0.287882052
26263.76,4.083915367,26263.76,-0.722633127,26263.76,NaN,26263.76,1.201956077,26263.76,-0.242584345
26264.26,4.120972432,26264.26,-0.825303455,26264.26,-0.866227869,26264.26,1.208981456,26264.26,-0.285309592
26264.77,4.105631072,26264.77,-0.943888746,26264.77,NaN,26264.77,1.148909546,26264.77,-0.244462049
26265.28,4.134412473,26265.28,-0.976986998,26265.28,NaN,26265.28,1.114264782,26265.28,-0.136170613
26265.79,4.073933587,26265.79,-1.06415534,26265.79,NaN,26265.79,1.182904099,26265.79,-0.117856959
26266.29,3.949037037,26266.29,-0.785774052,26266.29,NaN,26266.29,1.105272881,26266.29,-0.114906643
26266.8,4.082070399,26266.8,-1.076531579,26266.8,NaN,26266.8,1.118755801,26266.8,-0.173025492
26267.31,3.93399613,26267.31,-0.665690109,26267.31,NaN,26267.31,1.132549089,26267.31,-0.045462374
26267.82,3.941563626,26267.82,-0.941960847,26267.82,NaN,26267.82,1.133181122,26267.82,-0.083280912
26268.33,3.97931379,26268.33,-1.124824805,26268.33,NaN,26268.33,1.119602565,26268.33,-0.195775186
26268.83,4.03618183,26268.83,-1.155321562,26268.83,NaN,26268.83,1.117415272,26268.83,-0.21190046
26269.34,3.938225716,26269.34,-0.641480808,26269.34,NaN,26269.34,1.136027962,26269.34,-0.086882069
26269.85,3.937586477,26269.85,-0.549640945,26269.85,NaN,26269.85,1.137158462,26269.85,-0.039441732
26270.36,3.974770124,26270.36,-0.749942415,26270.36,NaN,26270.36,1.118927058,26270.36,-0.12249336
26270.86,3.999964077,26270.86,-0.695184837,26270.86,NaN,26270.86,1.137700396,26270.86,-0.111564408
26271.37,3.933524952,26271.37,-0.596840388,26271.37,-1.273573477,26271.37,1.16612126,26271.37,-0.193536628
26271.88,3.97263361,26271.88,-0.67298922,26271.88,NaN,26271.88,1.166111397,26271.88,-0.173255312
26272.39,3.942651113,26272.39,-0.59697368,26272.39,NaN,26272.39,1.175567543,26272.39,-0.121301742
26272.9,3.955467472,26272.9,-0.57965606,26272.9,NaN,26272.9,1.226252954,26272.9,-0.109103502
26273.4,3.907246727,26273.4,-0.499414575,26273.4,-1.462711659,26273.4,1.152196535,26273.4,-0.161329462
26273.91,3.928887989,26273.91,-0.521935518,26273.91,NaN,26273.91,1.142828027,26273.91,-0.205975748
26274.42,3.937093254,26274.42,-0.486329732,26274.42,NaN,26274.42,1.141568016,26274.42,-0.139761942
26274.93,3.864119023,26274.93,-0.436377775,26274.93,NaN,26274.93,1.147587132,26274.93,-0.13335306
26275.43,3.931691668,26275.43,-0.675975933,26275.43,NaN,26275.43,1.146742652,26275.43,-0.167109384
26275.94,3.859933998,26275.94,-0.744245115,26275.94,NaN,26275.94,1.124342441,26275.94,-0.202512995
26276.45,3.825725815,26276.45,-0.491211719,26276.45,NaN,26276.45,1.150119431,26276.45,-0.129668129
26276.96,3.851716662,26276.96,-0.570843725,26276.96,NaN,26276.96,1.128706029,26276.96,-0.157107603
26277.47,3.868582808,26277.47,-0.604015306,26277.47,NaN,26277.47,1.157452789,26277.47,-0.18861393
26277.97,3.824492841,26277.97,-0.587478072,26277.97,NaN,26277.97,1.136924731,26277.97,-0.159618706
26278.48,3.846618196,26278.48,-0.620967959,26278.48,NaN,26278.48,1.143050449,26278.48,-0.224922384
26278.99,3.822166676,26278.99,-0.658056646,26278.99,NaN,26278.99,1.123379486,26278.99,-0.194758122
26279.5,3.814565181,26279.5,-0.629477537,26279.5,-0.823782632,26279.5,1.093765396,26279.5,-0.157038351
26280,3.807030456,26280,-0.682117989,26280,NaN,26280,1.129300617,26280,-0.19948936
26280.51,3.847702462,26280.51,-0.634386381,26280.51,NaN,26280.51,1.058131428,26280.51,-0.072305629
26281.02,3.82580183,26281.02,-0.686516521,26281.02,NaN,26281.02,1.072630984,26281.02,-0.172722223
26281.53,3.797177651,26281.53,-0.668550153,26281.53,NaN,26281.53,1.115079891,26281.53,-0.08971943
26282.04,3.848345652,26282.04,-0.836667033,26282.04,NaN,26282.04,1.08166892,26282.04,-0.131218331
26282.34,3.830142717,26282.34,-0.800553492,26282.34,NaN,26282.34,1.118212722,26282.34,-0.140871773
26282.63,3.863666021,26282.63,-0.802784784,26282.63,-0.663580191,26282.63,1.103694132,26282.63,-0.144423263
26282.93,3.887458787,26282.93,-0.977554108,26282.93,NaN,26282.93,1.114571061,26282.93,-0.140478058
26283.23,3.8179218,26283.23,-0.727388641,26283.23,NaN,26283.23,1.069332504,26283.23,-0.141715802
26283.53,3.88151765,26283.53,-0.908068654,26283.53,NaN,26283.53,1.110817034,26283.53,-0.196857357
26283.83,3.831187919,26283.83,-0.740183931,26283.83,NaN,26283.83,1.109260774,26283.83,-0.119953452
26284.13,3.860374408,26284.13,-0.86086464,26284.13,NaN,26284.13,1.099131249,26284.13,-0.148718215
26284.43,3.860554103,26284.43,-0.772250777,26284.43,NaN,26284.43,1.1592008,26284.43,-0.064419693
26284.73,3.959310209,26284.73,-1.009319138,26284.73,NaN,26284.73,1.086924635,26284.73,-0.086854919
26285.03,3.961053548,26285.03,-1.059622215,26285.03,NaN,26285.03,1.065242445,26285.03,-0.184015037
26285.33,3.838551984,26285.33,-0.965760084,26285.33,NaN,26285.33,1.104031181,26285.33,-0.180216293
26285.63,3.993648982,26285.63,-1.117852695,26285.63,NaN,26285.63,1.086083275,26285.63,-0.169919856
26285.93,3.883294114,26285.93,-0.958699114,26285.93,NaN,26285.93,1.124520473,26285.93,-0.195890286
26286.23,3.975964704,26286.23,-0.939947028,26286.23,NaN,26286.23,1.115525094,26286.23,-0.124461224
26286.53,4.002303021,26286.53,-0.985400398,26286.53,NaN,26286.53,1.166810466,26286.53,-0.090004495
26286.83,3.959072682,26286.83,-0.971229026,26286.83,NaN,26286.83,1.086515661,26286.83,-0.103697792
26287.13,3.947122192,26287.13,-1.117074156,26287.13,NaN,26287.13,1.076153992,26287.13,-0.163748457
26287.43,3.942184237,26287.43,-0.920861841,26287.43,NaN,26287.43,1.091065083,26287.43,-0.079478069
26287.73,3.965587732,26287.73,-1.088775734,26287.73,NaN,26287.73,1.095963849,26287.73,-0.037117663
26288.03,4.042607753,26288.03,-1.177858737,26288.03,NaN,26288.03,1.100053004,26288.03,-0.003002104
26288.32,3.940070843,26288.32,-1.16640939,26288.32,NaN,26288.32,1.088405185,26288.32,-0.140113166
26288.62,3.918938609,26288.62,-0.993340735,26288.62,NaN,26288.62,1.057629123,26288.62,0.00875918
26288.92,3.958089769,26288.92,-1.115014554,26288.92,-0.450640415,26288.92,1.134446742,26288.92,-0.043061799
26289.22,3.934575867,26289.22,-1.140801915,26289.22,NaN,26289.22,1.080541014,26289.22,-0.055444063
26289.52,3.928995625,26289.52,-1.233983718,26289.52,NaN,26289.52,1.130497543,26289.52,-0.144267634
26289.82,3.879731678,26289.82,-0.926128851,26289.82,NaN,26289.82,1.080099685,26289.82,0.007430729
26290.12,3.881759348,26290.12,-0.951332255,26290.12,NaN,26290.12,1.052626366,26290.12,-0.093144655
26290.42,3.937670656,26290.42,-1.057889341,26290.42,NaN,26290.42,1.095991983,26290.42,-0.163641534
26290.72,4.004059578,26290.72,-1.079709842,26290.72,NaN,26290.72,1.142234721,26290.72,-0.098796402
26291.02,3.91253878,26291.02,-0.755239079,26291.02,NaN,26291.02,1.098754032,26291.02,-0.053056445
26291.32,3.930463295,26291.32,-0.841403301,26291.32,-1.481553013,26291.32,1.080074466,26291.32,-0.122500026
26291.62,3.933342508,26291.62,-0.859186932,26291.62,NaN,26291.62,1.065836608,26291.62,-0.142505428
26291.92,3.957449412,26291.92,-0.968141141,26291.92,NaN,26291.92,1.105821714,26291.92,-0.098075457
26292.22,3.963330477,26292.22,-0.853178404,26292.22,NaN,26292.22,1.099112986,26292.22,-0.050261835
26292.52,4.061948062,26292.52,-1.043957166,26292.52,NaN,26292.52,1.132248623,26292.52,-0.064658938
26292.82,4.009825959,26292.82,-0.980099411,26292.82,NaN,26292.82,1.113125718,26292.82,-0.113028326
26293.12,4.013843614,26293.12,-1.057513064,26293.12,NaN,26293.12,1.15771173,26293.12,-0.176166338
26293.42,3.986461933,26293.42,-0.961765181,26293.42,-1.177461819,26293.42,1.140038966,26293.42,-0.148902326
26293.72,3.951208689,26293.72,-0.864587969,26293.72,NaN,26293.72,1.10838297,26293.72,-0.140260893
26294.02,3.956039891,26294.02,-0.69778332,26294.02,NaN,26294.02,1.142307141,26294.02,-0.023226851
26294.31,3.991039546,26294.31,-0.888108584,26294.31,NaN,26294.31,1.12686051,26294.31,-0.098583505
26294.61,3.976014929,26294.61,-0.811946354,26294.61,NaN,26294.61,1.114159402,26294.61,-0.063533193
26294.91,3.994677684,26294.91,-0.830520121,26294.91,NaN,26294.91,1.115576468,26294.91,-0.130931062
26295.21,4.047278811,26295.21,-0.788910998,26295.21,NaN,26295.21,1.142782127,26295.21,-0.112571297
26295.51,4.005843119,26295.51,-0.788527284,26295.51,NaN,26295.51,1.144384745,26295.51,-0.135102485
26295.81,4.033003183,26295.81,-0.650095263,26295.81,NaN,26295.81,1.171690243,26295.81,-0.157213469
26296.11,4.03580289,26296.11,-0.643527801,26296.11,NaN,26296.11,1.155487937,26296.11,-0.142718453
26296.41,4.065818356,26296.41,-0.640083064,26296.41,NaN,26296.41,1.173766695,26296.41,-0.167054085
26296.71,4.023531252,26296.71,-0.493807428,26296.71,-0.762087957,26296.71,1.15084806,26296.71,-0.105067002
26297.01,4.037353079,26297.01,-0.461800743,26297.01,NaN,26297.01,1.195583339,26297.01,-0.149940147
26297.31,4.06200524,26297.31,-0.492786346,26297.31,NaN,26297.31,1.212610322,26297.31,-0.176144235
26297.61,4.050661097,26297.61,-0.454506748,26297.61,NaN,26297.61,1.19064395,26297.61,-0.125437341
26297.91,3.972638178,26297.91,-0.403116445,26297.91,NaN,26297.91,1.158723668,26297.91,-0.165792255
26298.21,3.986295709,26298.21,-0.414124109,26298.21,NaN,26298.21,1.247943009,26298.21,-0.141753135
26298.51,3.935558052,26298.51,-0.495369048,26298.51,NaN,26298.51,1.192760353,26298.51,-0.194795196
26298.81,3.929820142,26298.81,-0.56701513,26298.81,NaN,26298.81,1.165814852,26298.81,-0.263945793
26299.11,3.879435563,26299.11,-0.541149788,26299.11,NaN,26299.11,1.12532324,26299.11,-0.185206114
26299.41,3.895865899,26299.41,-0.642760789,26299.41,NaN,26299.41,1.127839708,26299.41,-0.196764039
26299.71,3.973785076,26299.71,-0.951606214,26299.71,NaN,26299.71,1.187186161,26299.71,-0.218281537
26300.01,3.921008899,26300.01,-0.802265265,26300.01,NaN,26300.01,1.134841653,26300.01,-0.222386262
26300.3,3.904746824,26300.3,-0.651696048,26300.3,NaN,26300.3,1.112703431,26300.3,-0.103410564
26300.6,3.910495955,26300.6,-0.670213873,26300.6,NaN,26300.6,1.110696115,26300.6,-0.143500264
26300.9,3.915996834,26300.9,-0.714389302,26300.9,NaN,26300.9,1.131994446,26300.9,-0.166011694
26301.2,3.897631689,26301.2,-0.755362964,26301.2,NaN,26301.2,1.152212111,26301.2,-0.171204961
26301.5,3.896527318,26301.5,-0.781689511,26301.5,NaN,26301.5,1.104733664,26301.5,-0.154863184
26301.8,3.899712025,26301.8,-0.81263484,26301.8,NaN,26301.8,1.11801728,26301.8,-0.149590708
26302.1,3.9099327,26302.1,-0.922697042,26302.1,NaN,26302.1,1.109285718,26302.1,-0.118681105
26302.4,3.94150625,26302.4,-0.988571313,26302.4,NaN,26302.4,1.078903512,26302.4,-0.151123186
26302.7,3.899764265,26302.7,-0.921570377,26302.7,NaN,26302.7,1.11801723,26302.7,-0.074568695
26303,3.946190651,26303,-1.076532659,26303,NaN,26303,1.072122131,26303,-0.116840358
26303.3,3.892360368,26303.3,-0.895307817,26303.3,NaN,26303.3,1.14881306,26303.3,-0.132023164
26303.6,3.883021219,26303.6,-0.917227719,26303.6,NaN,26303.6,1.130008436,26303.6,-0.11915009
26303.9,3.879573325,26303.9,-0.879920313,26303.9,NaN,26303.9,1.105941068,26303.9,-0.132249834
26304.2,3.91658786,26304.2,-0.831782333,26304.2,NaN,26304.2,1.086007845,26304.2,-0.093476419
26304.5,3.929478258,26304.5,-0.954409792,26304.5,NaN,26304.5,1.08376766,26304.5,-0.1877867
26304.8,3.984525957,26304.8,-1.056595218,26304.8,NaN,26304.8,1.07073668,26304.8,-0.138388617
26305.1,3.867440194,26305.1,-0.851845987,26305.1,-0.914827534,26305.1,1.061267093,26305.1,-0.126293725
26305.4,3.968423705,26305.4,-1.091995968,26305.4,NaN,26305.4,1.095905135,26305.4,-0.182321557
26305.7,3.902307804,26305.7,-0.940915711,26305.7,NaN,26305.7,1.131757969,26305.7,-0.220096035
26305.99,3.964091861,26305.99,-1.057422625,26305.99,NaN,26305.99,1.139335067,26305.99,-0.233644173
26306.29,4.03157769,26306.29,-1.269184906,26306.29,NaN,26306.29,1.092700941,26306.29,-0.296247435
26306.59,3.989206466,26306.59,-1.212349202,26306.59,NaN,26306.59,1.122737859,26306.59,-0.196034453
26306.89,3.933663364,26306.89,-1.00176208,26306.89,NaN,26306.89,1.124055146,26306.89,-0.127754369
26307.19,3.999683681,26307.19,-1.206773576,26307.19,NaN,26307.19,1.092483416,26307.19,-0.063485652
26307.49,3.921111176,26307.49,-1.069235587,26307.49,NaN,26307.49,1.113733769,26307.49,-0.066440832
26307.79,3.970859945,26307.79,-1.149770574,26307.79,-0.444831941,26307.79,1.092537247,26307.79,-0.113765814
26308.09,3.91110819,26308.09,-1.059029399,26308.09,NaN,26308.09,1.132783332,26308.09,-0.104795384
26308.39,3.92216013,26308.39,-1.142037916,26308.39,NaN,26308.39,1.143938372,26308.39,-0.082853575
26308.69,3.990484422,26308.69,-1.27832748,26308.69,NaN,26308.69,1.099114387,26308.69,-0.196616797
26308.99,3.952584946,26308.99,-1.141196375,26308.99,NaN,26308.99,1.109419204,26308.99,-0.133293722
26309.29,3.922789283,26309.29,-1.092504345,26309.29,NaN,26309.29,1.155086307,26309.29,-0.098860217
26309.59,3.955870892,26309.59,-1.097990945,26309.59,NaN,26309.59,1.061914947,26309.59,-0.102110967
26309.89,3.890000285,26309.89,-1.107677936,26309.89,NaN,26309.89,1.099396798,26309.89,-0.142853135
26310.19,3.865866062,26310.19,-1.075141185,26310.19,NaN,26310.19,1.074785646,26310.19,-0.154323406
26310.49,3.965926838,26310.49,-1.129886012,26310.49,NaN,26310.49,1.092969618,26310.49,-0.07296683
26310.79,3.871219882,26310.79,-0.988595324,26310.79,NaN,26310.79,1.091937253,26310.79,-0.166706405
26311.09,3.95705829,26311.09,-1.07983036,26311.09,-1.316297957,26311.09,1.132171531,26311.09,-0.133773143
26311.39,3.952790453,26311.39,-1.073285953,26311.39,NaN,26311.39,1.117393152,26311.39,-0.124289685
26311.69,3.946284396,26311.69,-1.002939068,26311.69,NaN,26311.69,1.154178445,26311.69,-0.153247256
26311.98,3.995251411,26311.98,-0.932222206,26311.98,NaN,26311.98,1.159170665,26311.98,-0.095252677
26312.28,3.90379832,26312.28,-0.729886332,26312.28,-1.173002443,26312.28,1.181276917,26312.28,-0.117348348
26312.58,3.983506429,26312.58,-0.797294452,26312.58,NaN,26312.58,1.201526084,26312.58,-0.191724377
26312.88,3.990214778,26312.88,-0.719023251,26312.88,NaN,26312.88,1.23131185,26312.88,-0.201957531
26313.18,3.911282528,26313.18,-0.392376123,26313.18,-1.156631236,26313.18,1.211607017,26313.18,-0.217301276
26313.48,3.934978684,26313.48,-0.231817061,26313.48,NaN,26313.48,1.242462968,26313.48,-0.197019097
26313.78,3.936164274,26313.78,-0.247256459,26313.78,NaN,26313.78,1.260680366,26313.78,-0.197727043
26314.08,3.933854337,26314.08,-0.220520523,26314.08,NaN,26314.08,1.236358256,26314.08,-0.174353387
26314.38,3.856837751,26314.38,-0.138939731,26314.38,NaN,26314.38,1.242459945,26314.38,-0.282128706
26314.68,3.866737941,26314.68,-0.067767822,26314.68,NaN,26314.68,1.208317158,26314.68,-0.222221467
26314.98,3.926867964,26314.98,-0.229945948,26314.98,NaN,26314.98,1.219824829,26314.98,-0.174353387
26315.28,3.899054663,26315.28,-0.360868133,26315.28,NaN,26315.28,1.205719292,26315.28,-0.239323483
26315.58,3.912651463,26315.58,-0.48689211,26315.58,NaN,26315.58,1.200667856,26315.58,-0.214259699
26315.88,3.903951151,26315.88,-0.48316044,26315.88,NaN,26315.88,1.166252962,26315.88,-0.156143904
26316.18,3.845552256,26316.18,-0.353109895,26316.18,NaN,26316.18,1.191958665,26316.18,-0.093150685
26316.48,3.901509631,26316.48,-0.370888579,26316.48,NaN,26316.48,1.16653445,26316.48,-0.118806215
26316.78,3.852414534,26316.78,-0.184721888,26316.78,NaN,26316.78,1.163962169,26316.78,-0.137525639
26317.08,3.861781033,26317.08,-0.184431236,26317.08,NaN,26317.08,1.194834139,26317.08,-0.180992653
26317.38,3.839897314,26317.38,-0.24309445,26317.38,-1.304607813,26317.38,1.190468525,26317.38,-0.181540612
26317.68,3.867697917,26317.68,-0.427667737,26317.68,-0.638779102,26317.68,1.20148903,26317.68,-0.159419793
26317.97,3.945390594,26317.97,-0.448439688,26317.97,NaN,26317.97,1.173654941,26317.97,-0.144401638
26318.27,3.8745907,26318.27,-0.543868744,26318.27,-0.953854253,26318.27,1.127375334,26318.27,-0.231311991
26318.57,3.93023501,26318.57,-0.7070668,26318.57,NaN,26318.57,1.124139256,26318.57,-0.063715814
26318.87,3.890213872,26318.87,-0.645200266,26318.87,-1.383321298,26318.87,1.094823853,26318.87,-0.082130827
26319.17,3.934025541,26319.17,-0.956439707,26319.17,NaN,26319.17,1.174676871,26319.17,-0.193163892
26319.47,3.931555019,26319.47,-0.839961564,26319.47,NaN,26319.47,1.150179138,26319.47,-0.123203103
26319.77,3.874938088,26319.77,-0.772436819,26319.77,NaN,26319.77,1.091836097,26319.77,-0.082152095
26320.07,3.950178925,26320.07,-0.976056272,26320.07,NaN,26320.07,1.123574241,26320.07,-0.071480802
26320.37,3.882575123,26320.37,-0.968282434,26320.37,NaN,26320.37,1.139362596,26320.37,-0.046224289
26320.67,3.935833881,26320.67,-1.017309381,26320.67,NaN,26320.67,1.146417927,26320.67,-0.018540508
26320.97,3.930117496,26320.97,-1.062912753,26320.97,NaN,26320.97,1.070550596,26320.97,-0.040635061
26321.27,3.933073887,26321.27,-1.000754065,26321.27,NaN,26321.27,1.10529234,26321.27,-0.009744291
26321.57,3.964633375,26321.57,-1.105573575,26321.57,NaN,26321.57,1.103293055,26321.57,-0.016192258
26321.87,3.983236567,26321.87,-1.219209636,26321.87,NaN,26321.87,1.084445922,26321.87,-0.038367145
26322.17,3.96050214,26322.17,-1.178583968,26322.17,NaN,26322.17,1.12622029,26322.17,-0.025931554
26322.47,3.937387043,26322.47,-1.182185733,26322.47,NaN,26322.47,1.088253974,26322.47,-0.063809392
26322.77,3.927257077,26322.77,-0.984844588,26322.77,NaN,26322.77,1.094371607,26322.77,0.015028837
26323.07,3.852963657,26323.07,-0.938720518,26323.07,NaN,26323.07,1.144546665,26323.07,0.015730661
26323.37,3.920966746,26323.37,-0.952163658,26323.37,NaN,26323.37,1.140258144,26323.37,-0.156489862
26323.66,3.919037354,26323.66,-0.827062311,26323.66,NaN,26323.66,1.137459082,26323.66,-0.164303051
26323.96,3.861579301,26323.96,-0.430326018,26323.96,-0.486146469,26323.96,1.15184299,26323.96,-0.086152492
26324.26,3.90806018,26324.26,-0.562158286,26324.26,NaN,26324.26,1.123428588,26324.26,-0.175773698
26324.56,3.932317404,26324.56,-0.648005086,26324.56,NaN,26324.56,1.09890324,26324.56,-0.11520662
26324.86,3.921002532,26324.86,-0.929265697,26324.86,-0.975753405,26324.86,1.120711427,26324.86,-0.122454949
26325.16,3.950006554,26325.16,-1.029870159,26325.16,NaN,26325.16,1.076445993,26325.16,-0.092919578
26325.46,3.970234852,26325.46,-1.044585298,26325.46,NaN,26325.46,1.106746548,26325.46,-0.055215723
26325.76,3.886213331,26325.76,-0.955031841,26325.76,NaN,26325.76,1.104490768,26325.76,-0.061290856
26326.06,3.981686295,26326.06,-1.102934032,26326.06,NaN,26326.06,1.115296268,26326.06,-0.079243554
26326.36,3.960694229,26326.36,-1.039628743,26326.36,NaN,26326.36,1.123046314,26326.36,-0.186730585
26326.66,3.922808667,26326.66,-0.783206871,26326.66,NaN,26326.66,1.110651507,26326.66,-0.011173301
26326.96,3.933860259,26326.96,-0.965501627,26326.96,NaN,26326.96,1.113875465,26326.96,-0.048444203
26327.26,3.991644769,26327.26,-1.16728176,26327.26,NaN,26327.26,1.103926866,26327.26,-0.079811124
26327.56,3.946590329,26327.56,-1.111745151,26327.56,-0.748497317,26327.56,1.087560877,26327.56,-0.004003437
26327.86,3.888456341,26327.86,-1.016726473,26327.86,NaN,26327.86,1.109858338,26327.86,0.010362787
26328.16,3.899133271,26328.16,-1.129583448,26328.16,NaN,26328.16,1.082941688,26328.16,0.001635323
26328.46,3.979591109,26328.46,-1.192363211,26328.46,-1.039808534,26328.46,1.069640903,26328.46,0.113890466
26328.76,3.980921132,26328.76,-1.304256016,26328.76,NaN,26328.76,1.107787644,26328.76,-0.040799784
26329.06,3.941734991,26329.06,-1.134189222,26329.06,NaN,26329.06,1.088300764,26329.06,-0.001653348
26329.36,3.92622089,26329.36,-1.02766731,26329.36,NaN,26329.36,1.113528397,26329.36,0.0038835
26329.65,3.991976264,26329.65,-1.149163264,26329.65,-1.290903827,26329.65,1.117048854,26329.65,-0.023351591
26329.95,3.990844708,26329.95,-1.293157157,26329.95,NaN,26329.95,1.134528047,26329.95,-0.154475302
26330.25,3.998340758,26330.25,-1.158210594,26330.25,NaN,26330.25,1.104931313,26330.25,-0.082764276
26330.55,4.068002001,26330.55,-1.355559718,26330.55,NaN,26330.55,1.126891455,26330.55,-0.115094346
26330.85,4.004127638,26330.85,-1.381865502,26330.85,NaN,26330.85,1.077831786,26330.85,-0.114876226
26331.15,4.095351,26331.15,-1.382725485,26331.15,NaN,26331.15,1.098747205,26331.15,-0.059319409
26331.45,4.032084812,26331.45,-1.346465854,26331.45,NaN,26331.45,1.144555425,26331.45,-0.205053078
26331.75,4.090009354,26331.75,-1.304764941,26331.75,NaN,26331.75,1.110397105,26331.75,-0.164695593
26332.05,4.014401501,26332.05,-1.109633995,26332.05,NaN,26332.05,1.102710793,26332.05,-0.186898224
26332.35,4.018907658,26332.35,-1.244274589,26332.35,NaN,26332.35,1.138780976,26332.35,-0.241602605
26332.65,4.040476593,26332.65,-1.156845329,26332.65,NaN,26332.65,1.11636901,26332.65,-0.094389417
26332.95,4.012448286,26332.95,-1.189546879,26332.95,NaN,26332.95,1.125655155,26332.95,-0.189441764
26333.25,4.027929936,26333.25,-1.104657728,26333.25,-0.663114652,26333.25,1.154831326,26333.25,-0.164147106
26333.55,4.007821169,26333.55,-0.928719679,26333.55,NaN,26333.55,1.203318306,26333.55,-0.209006749
26333.85,4.049591924,26333.85,-0.926435892,26333.85,NaN,26333.85,1.112958609,26333.85,-0.190662959
26334.15,4.040938498,26334.15,-0.884101993,26334.15,NaN,26334.15,1.190316426,26334.15,-0.196594482
26334.45,4.081312951,26334.45,-1.042289346,26334.45,NaN,26334.45,1.21456686,26334.45,-0.206053383
26334.75,4.153150218,26334.75,-1.00190983,26334.75,NaN,26334.75,1.155150402,26334.75,-0.179727522
26335.05,4.056644074,26335.05,-0.667486008,26335.05,NaN,26335.05,1.195070949,26335.05,-0.153105996
26335.35,4.121191812,26335.35,-0.907561936,26335.35,NaN,26335.35,1.174907881,26335.35,-0.33595823
26335.64,4.105376602,26335.64,-0.892260266,26335.64,NaN,26335.64,1.173067189,26335.64,-0.362937628
26335.94,4.050144486,26335.94,-0.808553908,26335.94,NaN,26335.94,1.181453133,26335.94,-0.329181803
26336.24,3.981349406,26336.24,-0.545245721,26336.24,NaN,26336.24,1.200282481,26336.24,-0.244515303
26336.54,4.001192641,26336.54,-0.689795328,26336.54,NaN,26336.54,1.156677872,26336.54,-0.244208632
26336.84,4.034658527,26336.84,-0.817843868,26336.84,NaN,26336.84,1.252794934,26336.84,-0.231380719
26337.14,4.07804871,26337.14,-0.924048152,26337.14,-0.910940059,26337.14,1.17626951,26337.14,-0.321620743
26337.44,4.037980745,26337.44,-0.775206769,26337.44,NaN,26337.44,1.21646635,26337.44,-0.246660873
26337.74,4.058230495,26337.74,-0.941062461,26337.74,-1.048325697,26337.74,1.207282002,26337.74,-0.371233159
26338.04,4.041584647,26338.04,-0.493389981,26338.04,NaN,26338.04,1.189174583,26338.04,-0.174080623
26338.34,3.972115718,26338.34,-0.382235079,26338.34,NaN,26338.34,1.201332145,26338.34,-0.202280269
26338.64,3.994269157,26338.64,-0.389674162,26338.64,-1.530018735,26338.64,1.230517553,26338.64,-0.15775276
26338.94,3.965546488,26338.94,-0.205421312,26338.94,NaN,26338.94,1.250318251,26338.94,-0.20758805
26339.24,3.986272348,26339.24,-0.176709276,26339.24,NaN,26339.24,1.224166209,26339.24,-0.237303691
26339.54,4.016923956,26339.54,-0.050103701,26339.54,NaN,26339.54,1.189464336,26339.54,-0.202661241
26339.84,3.996486418,26339.84,-0.122266877,26339.84,NaN,26339.84,1.253286837,26339.84,-0.228758999
26340.14,4.019164248,26340.14,-0.173246196,26340.14,NaN,26340.14,1.219797038,26340.14,-0.189945482
26340.44,3.935717494,26340.44,-0.226680847,26340.44,NaN,26340.44,1.203793657,26340.44,-0.306566754
26340.74,3.89942457,26340.74,-0.147072176,26340.74,NaN,26340.74,1.187396889,26340.74,-0.316956849
26341.04,3.93929435,26341.04,-0.270382826,26341.04,-0.447240438,26341.04,1.155462688,26341.04,-0.242508858
26341.33,3.935348194,26341.33,-0.564643938,26341.33,NaN,26341.33,1.237239905,26341.33,-0.230865597
26341.63,3.93885418,26341.63,-0.69443593,26341.63,NaN,26341.63,1.158393021,26341.63,-0.2135741
26341.93,3.898390804,26341.93,-0.000336494,26341.93,-0.744637732,26341.93,1.318021978,26341.93,-0.199908384
26342.23,3.894009474,26342.23,-0.042571952,26342.23,-0.087439779,26342.23,1.238621128,26342.23,-0.217870982
26342.53,3.858351352,26342.53,0.146791827,26342.53,-1.058837317,26342.53,1.219210868,26342.53,-0.242517805
26342.83,3.92662535,26342.83,-0.21576566,26342.83,NaN,26342.83,1.245282463,26342.83,-0.186782116
