C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF     11/05/2016  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000014.spe	373.00	6.83	1	0.018352	-0.019330	0.006968	0.108113	17956.00000	1.34	15	44	205	0	0	0	100	1194	922	996	44	139	973	54230	271	104	75	273	0	20	0	699	941	0	629	0	0	0	128	261	586	69	179	5	72	136	101	84	90	278	0	0	14810	4224	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000015.spe	373.20	6.83	1	0.018352	-0.019330	0.006984	0.108113	18224.00000	1.38	0	77	165	0	0	0	130	1152	920	1091	89	142	1048	55497	131	84	47	290	0	45	5	496	852	0	537	0	0	0	75	254	670	112	121	15	75	108	86	182	69	320	0	696226043799693	14429	4181	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000016.spe	373.40	6.84	1	0.018350	-0.019330	0.007004	0.108113	18840.00000	1.68	14	30	203	7	19	0	102	1273	953	1186	101	147	1107	58854	253	146	123	311	9	35	0	542	874	0	693	0	0	0	53	302	626	112	88	82	55	75	101	137	45	327	0	0	14739	4113	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000017.spe	373.60	6.85	1	0.018357	-0.019330	0.007074	0.108113	18577.00000	1.45	0	19	179	12	0	0	126	1224	1013	1106	96	141	1123	57099	65	183	163	270	0	29	0	641	898	0	518	0	0	0	85	281	627	91	160	55	69	98	145	76	33	389	0	143882335231847	14639	4317	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000018.spe	373.80	6.85	1	0.018359	-0.019330	0.007066	0.108113	18384.00000	1.39	20	47	211	5	0	0	123	1216	923	1086	61	158	1102	54760	164	144	150	249	14	0	0	596	762	0	630	0	0	0	80	168	528	77	251	134	51	108	0	34	128	275	0	428385885849814	15035	4327	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000019.spe	374.00	6.86	1	0.018357	-0.019330	0.007079	0.108113	18484.00000	1.57	0	45	158	0	0	0	89	1195	931	1099	97	115	1091	55578	248	143	121	272	26	0	32	565	910	51	696	0	0	14	26	290	598	35	123	97	25	59	0	73	81	255	0	857763160321569	14994	4417	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000020.spe	374.20	6.86	1	0.018354	-0.019330	0.007004	0.108113	18504.00000	1.45	33	12	209	0	5	5	134	1217	1009	1040	109	144	1075	55777	54	122	101	218	0	23	122	524	1026	24	585	0	0	0	88	282	603	62	64	19	0	31	149	10	43	376	7	189686649499743	14928	4269	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000021.spe	374.40	6.87	1	0.018353	-0.019330	0.006947	0.108113	18188.00000	1.43	6	39	183	11	8	0	133	1184	1003	1081	66	109	1141	53435	95	159	115	283	114	0	0	609	831	0	611	0	0	6	92	262	617	74	142	90	0	20	131	124	78	379	0	0	14878	4300	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000022.spe	374.60	6.88	1	0.018356	-0.019330	0.006876	0.108113	18701.00000	1.36	32	52	222	0	0	0	106	1234	970	1222	109	149	1105	56239	59	168	110	257	0	43	0	629	1018	0	602	0	0	0	50	264	652	82	171	22	0	90	124	0	0	374	21	0	14915	4393	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000023.spe	374.80	6.88	1	0.018356	-0.019330	0.006920	0.108113	18888.00000	1.37	0	21	210	5	0	0	140	1261	968	1136	116	124	1085	57478	243	83	36	235	11	92	5	628	1094	0	589	0	0	0	90	286	598	76	151	81	54	107	62	51	133	253	0	1292838520910676	14983	4309	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000024.spe	375.00	6.89	1	0.018355	-0.019330	0.006896	0.108113	18950.00000	1.42	8	32	209	0	0	0	103	1216	1028	1218	62	152	1098	57387	151	140	101	314	70	39	0	759	983	0	637	0	0	0	90	206	666	87	126	0	60	0	0	0	168	365	0	245224276266200	15197	4244	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000025.spe	375.20	6.89	1	0.018355	-0.019330	0.006900	0.108113	19014.00000	1.41	39	44	195	0	0	0	119	1263	993	1125	83	114	1095	57344	163	142	148	317	0	16	0	621	931	0	580	0	0	0	98	284	618	123	117	61	69	80	0	13	63	324	0	1238773322138408	15300	4332	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000026.spe	375.40	6.90	1	0.018355	-0.019330	0.006900	0.108113	19416.00000	1.41	35	57	230	26	0	6	141	1279	1023	1214	34	171	1129	58973	229	134	91	335	0	59	0	562	1018	0	549	0	0	0	101	249	599	31	185	33	111	71	0	26	40	284	4	0	15481	4456	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000027.spe	375.60	6.90	1	0.018357	-0.019330	0.006921	0.108113	19657.00000	1.53	0	31	226	10	0	0	96	1400	1010	1346	72	146	1122	59469	111	145	97	261	0	0	160	671	1019	4	531	0	0	0	87	230	672	115	204	16	9	130	109	125	0	360	0	0	16019	4656	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000028.spe	375.80	6.91	1	0.018360	-0.019330	0.007059	0.108113	19840.00000	1.36	37	74	215	0	0	0	75	1245	1114	1250	62	140	1088	60214	28	175	134	336	14	0	0	737	1143	37	757	0	0	0	67	232	665	154	191	48	5	0	73	33	137	427	0	66107530293344	16046	4483	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000029.spe	376.00	6.92	1	0.018360	-0.019330	0.007089	0.108113	20333.00000	1.37	40	51	279	0	0	0	130	1410	1160	1431	61	103	1231	63074	0	95	42	286	0	0	45	702	1111	0	616	0	0	0	64	219	612	30	165	70	0	88	0	60	61	477	5	0	16010	4617	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000030.spe	376.20	6.92	1	0.018361	-0.019330	0.007104	0.108113	21003.00000	1.51	24	43	263	0	0	0	112	1496	1254	1423	136	144	1181	67273	0	128	60	366	0	0	7	648	1137	0	493	0	0	0	72	264	701	74	235	92	91	271	83	99	74	520	0	1592573899250334	16158	4612	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000031.spe	376.40	6.92	1	0.018362	-0.019330	0.007088	0.108113	21207.00000	1.63	6	53	305	15	10	0	108	1630	1320	1466	124	185	1283	68398	142	215	141	356	64	0	0	669	1027	0	699	0	0	0	104	319	710	128	214	171	75	20	0	18	178	376	0	309085331177698	15783	4672	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000032.spe	376.60	6.93	1	0.018357	-0.019330	0.007000	0.108113	20783.00000	1.44	37	56	308	9	0	0	104	1454	1277	1440	66	159	1222	66443	146	129	89	407	99	22	0	638	879	0	495	0	0	0	84	321	608	67	110	77	102	20	22	58	309	381	0	697943379347083	15791	4752	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000033.spe	376.80	6.93	1	0.018358	-0.019330	0.007000	0.108113	19953.00000	1.52	21	51	231	4	0	0	101	1382	1160	1401	22	175	1101	61546	45	174	79	316	25	0	0	545	1100	34	811	0	0	0	108	307	620	98	118	82	104	40	129	134	177	407	0	1489598219822206	16004	4561	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000034.spe	377.00	6.93	1	0.018359	-0.019330	0.006955	0.108113	19589.00000	1.46	26	54	192	0	0	0	136	1217	1147	1288	78	138	1080	59325	280	85	109	318	82	78	15	594	1053	16	601	0	0	0	67	231	627	71	155	88	93	25	102	0	139	288	0	461765431751276	15454	4243	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000035.spe	377.20	6.93	1	0.018359	-0.019330	0.006966	0.108113	19410.00000	1.49	13	27	229	8	0	0	117	1201	1072	1309	110	101	1071	57607	118	110	63	261	0	32	0	661	997	0	553	0	0	0	66	284	563	75	110	78	62	105	26	93	69	397	0	0	15730	4379	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000036.spe	377.40	6.94	1	0.018359	-0.019330	0.006947	0.108113	19511.00000	1.49	18	37	226	0	0	0	107	1296	1051	1222	108	160	1110	58340	56	137	103	331	51	0	0	625	1074	0	646	0	0	0	112	264	659	144	220	58	57	48	0	9	75	477	0	32810298572017	15909	4371	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000037.spe	377.60	6.94	1	0.018359	-0.019330	0.006952	0.108113	19431.00000	1.48	39	41	250	9	0	0	121	1198	1119	1212	106	149	1006	58275	94	113	65	358	0	110	0	588	980	18	664	0	0	0	56	315	582	71	102	162	51	64	21	52	115	326	0	0	15733	4731	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000038.spe	377.80	6.94	1	0.018358	-0.019330	0.006941	0.108113	19814.00000	1.65	0	54	191	0	5	5	108	1234	1014	1278	64	96	1031	61513	114	138	49	305	64	133	90	610	1149	91	708	0	0	0	64	249	584	86	93	44	31	70	52	102	152	396	0	0	15760	4535	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000039.spe	378.00	6.95	1	0.018354	-0.019330	0.006910	0.108113	19703.00000	1.40	0	40	206	8	4	0	140	1284	912	1242	88	148	1106	59410	203	164	160	237	99	30	0	528	957	0	612	0	12	0	96	190	669	125	115	23	0	79	49	102	152	333	13	0	16260	4509	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000040.spe	378.20	6.95	1	0.018353	-0.019330	0.006900	0.108113	19931.00000	1.52	15	42	202	4	0	0	129	1325	1025	1196	85	148	1125	60636	244	98	144	334	121	0	0	685	1057	0	668	0	0	0	131	257	725	128	133	81	49	66	5	5	226	324	0	2019146298731016	16176	4484	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000041.spe	378.40	6.96	1	0.018353	-0.019330	0.006812	0.108113	20040.00000	1.51	42	56	207	0	0	0	138	1311	1003	1188	40	134	1186	61858	286	151	91	224	5	0	52	732	1032	0	531	0	0	0	108	220	693	120	191	88	55	112	16	55	121	313	0	1271530083946411	15659	4531	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000042.spe	378.60	6.96	1	0.018352	-0.019330	0.006775	0.108113	20072.00000	1.49	20	56	234	18	24	0	129	1415	1086	1259	78	161	1139	61958	222	158	43	263	8	38	92	676	937	59	679	0	0	0	136	329	658	91	92	0	9	100	84	152	109	309	0	0	15911	4596	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000043.spe	378.80	6.96	1	0.018351	-0.019330	0.006756	0.108113	19866.00000	1.62	0	82	249	8	0	0	128	1387	1087	1256	126	139	1164	59754	245	139	157	337	0	14	0	646	980	0	677	0	0	0	83	261	629	149	189	110	140	133	127	0	78	346	0	141136925941498	15822	4701	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000044.spe	379.00	6.96	1	0.018357	-0.019330	0.006659	0.108113	20065.00000	1.43	24	57	249	8	0	0	144	1295	1080	1165	41	147	1169	61267	124	133	49	270	29	0	0	681	1008	8	563	0	0	0	122	238	608	33	151	52	27	109	31	72	123	326	0	1053245062060319	15773	4476	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000045.spe	379.20	6.96	1	0.018356	-0.019330	0.006646	0.108113	20361.00000	1.59	0	57	189	0	0	0	117	1417	1043	1297	83	158	1194	63052	254	175	99	310	178	0	0	552	836	0	554	0	0	0	144	303	603	68	181	126	81	0	0	0	69	372	12	2825078733411726	15630	4476	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000046.spe	379.40	6.97	1	0.018358	-0.019330	0.006636	0.108113	19905.00000	1.55	0	52	260	7	7	0	152	1366	1110	1265	81	155	1146	59869	184	72	154	239	50	0	26	664	947	36	539	0	0	15	85	230	674	68	127	0	0	36	62	0	89	329	0	0	16084	4398	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000047.spe	379.60	6.97	1	0.018357	-0.019330	0.006625	0.108113	20192.00000	1.59	0	23	209	0	0	0	121	1348	1060	1224	92	167	1195	61814	212	122	132	338	64	0	22	673	881	0	650	0	0	0	77	211	620	108	212	0	54	0	106	0	97	239	0	0	16374	4472	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000048.spe	379.80	6.97	1	0.018356	-0.019330	0.006669	0.108113	20346.00000	1.49	0	54	224	6	0	0	170	1424	1137	1268	80	151	1112	63145	258	110	78	308	30	0	0	737	977	0	639	0	0	0	116	311	635	90	133	85	20	35	35	0	205	310	0	732785719291330	15883	4444	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000049.spe	380.00	6.97	1	0.018355	-0.019330	0.006692	0.108113	20436.00000	1.64	0	22	243	0	0	0	116	1443	1124	1370	43	147	1246	63520	174	86	64	289	0	97	72	624	977	0	570	0	0	0	104	313	634	89	68	36	8	35	40	0	131	349	9	2220451934726592	16012	4555	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000050.spe	380.20	6.97	1	0.018358	-0.019330	0.006692	0.108113	20308.00000	1.43	59	39	258	12	0	0	121	1342	1064	1255	62	97	1330	62041	84	119	73	214	0	75	0	600	892	0	730	0	0	0	95	245	568	107	75	84	0	58	116	71	22	321	0	1007550610963002	16040	4640	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000051.spe	380.40	6.97	1	0.018358	-0.019330	0.006823	0.108113	20538.00000	1.41	25	77	211	0	10	0	122	1327	1089	1254	59	151	1294	64822	197	145	70	260	0	0	22	634	1062	0	604	0	0	0	109	255	616	57	167	60	32	149	22	25	176	335	0	0	16236	4393	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000052.spe	380.60	6.97	1	0.018358	-0.019330	0.006787	0.108113	20667.00000	1.43	24	31	242	0	0	0	117	1344	1105	1345	50	146	1220	65308	133	94	112	279	25	18	0	640	840	0	688	0	0	0	103	266	666	27	103	51	0	77	32	69	115	306	0	0	16022	4573	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000053.spe	380.80	6.97	1	0.018357	-0.019330	0.006867	0.108113	20798.00000	1.53	14	35	277	0	0	0	121	1395	1117	1284	87	155	1286	65668	267	136	136	338	0	0	0	612	1040	72	508	0	0	0	116	240	730	85	171	8	34	132	54	69	73	267	0	1529620200755410	16187	4492	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000054.spe	381.00	6.97	1	0.018355	-0.019330	0.006867	0.108113	20693.00000	1.33	9	39	233	11	7	0	134	1374	1037	1297	73	142	1306	65349	161	125	156	273	64	57	0	616	982	0	567	0	0	0	134	282	705	73	186	39	79	13	31	0	94	423	0	0	15733	4431	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000055.spe	381.20	6.97	1	0.018354	-0.019330	0.006879	0.108113	20549.00000	1.44	30	73	272	4	18	13	113	1434	1009	1218	113	120	1294	65013	166	140	164	309	0	0	0	684	991	86	690	0	0	0	141	294	694	118	166	100	75	136	19	77	142	381	0	0	16297	4475	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000056.spe	381.40	6.98	1	0.018357	-0.019330	0.006879	0.108113	20664.00000	1.35	60	59	252	13	0	0	128	1390	1126	1269	85	126	1355	65599	69	109	154	259	12	0	42	779	1052	0	738	0	0	0	113	266	693	143	182	94	87	134	81	54	116	412	0	0	15998	4548	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000057.spe	381.60	6.98	1	0.018355	-0.019330	0.006861	0.108113	20652.00000	1.52	0	28	191	0	23	0	91	1319	1050	1279	85	191	1247	64956	285	155	90	262	110	29	8	646	1051	0	811	0	0	0	121	250	689	106	98	116	47	67	25	42	242	292	20	2374400386794684	16094	4397	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000058.spe	381.80	6.98	1	0.018357	-0.019330	0.006838	0.108113	20637.00000	1.62	0	21	212	9	9	0	112	1337	1063	1238	72	155	1236	64735	127	121	46	339	0	29	0	601	1052	0	639	0	0	0	123	240	611	117	187	127	135	125	23	37	73	344	0	0	15850	4562	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000059.spe	382.00	6.98	1	0.018359	-0.019330	0.006794	0.108113	20639.00000	1.42	25	58	227	15	21	0	123	1333	1098	1298	108	161	1318	64555	113	167	67	185	0	0	0	767	1094	16	614	0	0	0	131	297	656	80	146	74	46	84	39	30	52	402	12	0	16035	4232	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000060.spe	382.20	6.98	1	0.018359	-0.019330	0.006800	0.108113	20887.00000	1.41	26	58	248	0	0	0	123	1345	1093	1307	83	141	1285	65797	110	97	108	338	0	0	15	600	1013	0	626	0	0	6	143	259	588	65	263	74	58	96	76	101	119	389	5	1269402252273654	16039	4492	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000061.spe	382.40	6.98	1	0.018358	-0.019330	0.006981	0.108113	20658.00000	1.37	0	76	227	0	10	0	114	1385	1089	1367	69	142	1203	65254	256	137	125	337	74	113	16	727	975	0	648	0	0	0	130	316	651	75	115	56	43	123	48	0	75	348	0	0	15848	4592	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000062.spe	382.60	6.98	1	0.018360	-0.019330	0.006993	0.108113	20842.00000	1.61	24	52	263	13	14	0	137	1456	1150	1308	96	146	1390	66914	125	121	72	296	0	0	0	700	883	0	582	0	0	0	141	307	605	71	86	63	64	147	193	65	0	302	5	0	16107	4545	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000063.spe	382.80	6.98	1	0.018357	-0.019330	0.007065	0.108113	21042.00000	1.55	36	91	262	0	0	0	137	1379	1063	1346	110	96	1382	68490	108	148	121	345	46	7	0	802	922	0	586	0	0	0	82	327	637	133	122	115	86	65	79	0	78	417	10	38027836753746	15846	4486	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000064.spe	383.00	6.98	1	0.018357	-0.019330	0.007048	0.108113	21389.00000	1.59	16	56	224	0	0	0	137	1392	1130	1378	132	145	1442	70743	0	114	88	297	108	54	0	610	910	0	692	0	0	0	77	299	696	53	102	103	25	0	239	51	135	460	0	187341795243512	16096	4503	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000065.spe	383.20	6.99	1	0.018359	-0.019330	0.006947	0.108113	21563.00000	1.52	12	40	253	0	5	0	114	1524	1178	1397	104	161	1418	72895	0	128	114	323	0	105	90	709	1059	60	586	0	0	0	112	312	713	95	210	52	76	196	135	0	61	514	0	890472107254764	15523	4304	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000066.spe	383.40	6.99	1	0.018360	-0.019330	0.006917	0.108113	20449.00000	1.49	18	72	239	0	20	0	129	1396	1062	1318	88	164	1318	66502	83	138	141	321	0	130	0	634	1107	0	752	0	0	5	67	224	616	122	100	108	110	114	46	64	122	485	0	0	15595	4565	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000067.spe	383.60	6.99	1	0.018361	-0.019330	0.006935	0.108113	20204.00000	1.56	21	35	196	18	0	0	141	1235	983	1332	41	204	1225	65085	12	121	164	289	190	70	0	632	883	0	629	0	0	5	94	245	643	131	139	14	88	17	37	47	177	530	0	0	15521	4502	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000068.spe	383.80	6.99	1	0.018357	-0.019330	0.006910	0.108113	20577.00000	1.43	46	42	235	6	0	0	135	1347	1002	1284	86	140	1254	66588	113	118	100	339	0	0	0	660	1042	22	618	0	0	0	107	249	684	102	243	51	43	98	59	86	226	379	8	0	15845	4563	
C:\Data\BAS_sjro\May_2016\LP3A-3B_200um\LP3A_XRF\XRF data\L000069.spe	384.00	6.99	1	0.018358	-0.019330	0.006910	0.108113	20547.00000	1.49	0	55	240	0	0	0	127	1307	1118	1451	88	161	1315	65732	156	135	98	320	0	0	0	763	985	0	472	0	0	0	64	333	659	121	164	83	126	78	95	52	15	431	0	0	15892	4540	
