1_Fe_Mn_&_Mn_Ti: Series 1 = Ln(Fe/Mn); Series 2 = Ln(Mn/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Fe_Mn_&_Br_Ti: Series 1 = Ln(Fe/Mn); Series 2 = Ln(Br/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,3_Mn_Ti_&_Br_Ti: Series 1 = Ln(Mn/Ti); Series 2 = Ln(Br/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,4_Fe_Mn_&_Inc_Coh: Series 1 = Ln(Fe/Mn); Series 2 = Ln(inc/Coh); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,5_Mn_Ti_&_Ca_Ti: Series 1 = Ln(Mn/Ti); Series 2 = Ln(Ca/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,6_Br_Ti_&_Inc_Coh: Series 1 = Ln(Br/Ti); Series 2 = Ln(Inc/Coh); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,
s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,series2_input,s2xn,s1xn,s1n,series1ydl,series1ydlnorm,s2x,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect
22778.5,3.602201633,22778.5,0.660907122,,,,,,,,,,,,,,,,,,,,,,,,22778.5,3.602201633,22778.5,-1.401639931,,,,,,,,,,,,,,,,,,,,,,,,22778.5,0.660907122,22778.5,-1.401639931,,,,,,,,,,,,,,,,,,,,,,,,22778.5,3.602201633,22778.5,1.124731496,,,,,,,,,,,,,,,,,,,,,,,,22778.5,0.660907122,22778.5,-0.487413183,,,,,,,,,,,,,,,,,,,,,,,,22778.5,-1.401639931,22778.5,1.124731496,,,,,,,,,,,,,,,,,,,,,,,
22781.8,3.628799447,22781.8,0.538224598,,,,,,,,,,,,,,,,,,,,,,,,22781.8,3.628799447,22781.8,-1.280933845,,,,,,,,,,,,,,,,,,,,,,,,22781.8,0.538224598,22781.8,-1.280933845,,,,,,,,,,,,,,,,,,,,,,,,22781.8,3.628799447,22781.8,1.169718691,,,,,,,,,,,,,,,,,,,,,,,,22781.8,0.538224598,22781.8,-0.571257363,,,,,,,,,,,,,,,,,,,,,,,,22781.8,-1.280933845,22781.8,1.169718691,,,,,,,,,,,,,,,,,,,,,,,
22785.2,3.66349012,22785.2,0.694542854,,,,,,,,,,,,,,,,,,,,,,,,22785.2,3.66349012,22785.2,-1.461692379,,,,,,,,,,,,,,,,,,,,,,,,22785.2,0.694542854,22785.2,-1.461692379,,,,,,,,,,,,,,,,,,,,,,,,22785.2,3.66349012,22785.2,1.114139679,,,,,,,,,,,,,,,,,,,,,,,,22785.2,0.694542854,22785.2,-0.404069434,,,,,,,,,,,,,,,,,,,,,,,,22785.2,-1.461692379,22785.2,1.114139679,,,,,,,,,,,,,,,,,,,,,,,
22788.6,3.591490845,22788.6,0.651022254,,,,,,,,,,,,,,,,,,,,,,,,22788.6,3.591490845,22788.6,-1.880590683,,,,,,,,,,,,,,,,,,,,,,,,22788.6,0.651022254,22788.6,-1.880590683,,,,,,,,,,,,,,,,,,,,,,,,22788.6,3.591490845,22788.6,1.161593323,,,,,,,,,,,,,,,,,,,,,,,,22788.6,0.651022254,22788.6,-0.400477567,,,,,,,,,,,,,,,,,,,,,,,,22788.6,-1.880590683,22788.6,1.161593323,,,,,,,,,,,,,,,,,,,,,,,
22791.9,3.666761649,22791.9,0.670924044,,,,,,,,,,,,,,,,,,,,,,,,22791.9,3.666761649,22791.9,-3.063940524,,,,,,,,,,,,,,,,,,,,,,,,22791.9,0.670924044,22791.9,-3.063940524,,,,,,,,,,,,,,,,,,,,,,,,22791.9,3.666761649,22791.9,1.129739746,,,,,,,,,,,,,,,,,,,,,,,,22791.9,0.670924044,22791.9,-0.2238306,,,,,,,,,,,,,,,,,,,,,,,,22791.9,-3.063940524,22791.9,1.129739746,,,,,,,,,,,,,,,,,,,,,,,
22795.3,3.740618942,22795.3,0.502289293,,,,,,,,,,,,,,,,,,,,,,,,22795.3,3.740618942,22795.3,-1.049822124,,,,,,,,,,,,,,,,,,,,,,,,22795.3,0.502289293,22795.3,-1.049822124,,,,,,,,,,,,,,,,,,,,,,,,22795.3,3.740618942,22795.3,1.134692213,,,,,,,,,,,,,,,,,,,,,,,,22795.3,0.502289293,22795.3,-0.267879445,,,,,,,,,,,,,,,,,,,,,,,,22795.3,-1.049822124,22795.3,1.134692213,,,,,,,,,,,,,,,,,,,,,,,
22798.7,3.658003187,22798.7,0.675178487,,,,,,,,,,,,,,,,,,,,,,,,22798.7,3.658003187,22798.7,-1.569164013,,,,,,,,,,,,,,,,,,,,,,,,22798.7,0.675178487,22798.7,-1.569164013,,,,,,,,,,,,,,,,,,,,,,,,22798.7,3.658003187,22798.7,1.139599267,,,,,,,,,,,,,,,,,,,,,,,,22798.7,0.675178487,22798.7,-0.223143551,,,,,,,,,,,,,,,,,,,,,,,,22798.7,-1.569164013,22798.7,1.139599267,,,,,,,,,,,,,,,,,,,,,,,
22802,3.650214142,22802,0.693147181,,,,,,,,,,,,,,,,,,,,,,,,22802,3.650214142,22802,-1.948763218,,,,,,,,,,,,,,,,,,,,,,,,22802,0.693147181,22802,-1.948763218,,,,,,,,,,,,,,,,,,,,,,,,22802,3.650214142,22802,1.125110309,,,,,,,,,,,,,,,,,,,,,,,,22802,0.693147181,22802,-0.303958162,,,,,,,,,,,,,,,,,,,,,,,,22802,-1.948763218,22802,1.125110309,,,,,,,,,,,,,,,,,,,,,,,
22805.4,3.59514111,22805.4,0.596484736,,,,,,,,,,,,,,,,,,,,,,,,22805.4,3.59514111,22805.4,-3.013080912,,,,,,,,,,,,,,,,,,,,,,,,22805.4,0.596484736,22805.4,-3.013080912,,,,,,,,,,,,,,,,,,,,,,,,22805.4,3.59514111,22805.4,1.122142786,,,,,,,,,,,,,,,,,,,,,,,,22805.4,0.596484736,22805.4,-0.352821375,,,,,,,,,,,,,,,,,,,,,,,,22805.4,-3.013080912,22805.4,1.122142786,,,,,,,,,,,,,,,,,,,,,,,
22808.8,3.642111816,22808.8,0.627007378,,,,,,,,,,,,,,,,,,,,,,,,22808.8,3.642111816,22808.8,-1.768042943,,,,,,,,,,,,,,,,,,,,,,,,22808.8,0.627007378,22808.8,-1.768042943,,,,,,,,,,,,,,,,,,,,,,,,22808.8,3.642111816,22808.8,1.126903267,,,,,,,,,,,,,,,,,,,,,,,,22808.8,0.627007378,22808.8,-0.53329848,,,,,,,,,,,,,,,,,,,,,,,,22808.8,-1.768042943,22808.8,1.126903267,,,,,,,,,,,,,,,,,,,,,,,
22812.1,3.691243521,22812.1,0.616295722,,,,,,,,,,,,,,,,,,,,,,,,22812.1,3.691243521,22812.1,-1.146307162,,,,,,,,,,,,,,,,,,,,,,,,22812.1,0.616295722,22812.1,-1.146307162,,,,,,,,,,,,,,,,,,,,,,,,22812.1,3.691243521,22812.1,1.141756614,,,,,,,,,,,,,,,,,,,,,,,,22812.1,0.616295722,22812.1,-0.268685572,,,,,,,,,,,,,,,,,,,,,,,,22812.1,-1.146307162,22812.1,1.141756614,,,,,,,,,,,,,,,,,,,,,,,
22815.5,3.60661748,22815.5,0.557876355,,,,,,,,,,,,,,,,,,,,,,,,22815.5,3.60661748,22815.5,-1.799085509,,,,,,,,,,,,,,,,,,,,,,,,22815.5,0.557876355,22815.5,-1.799085509,,,,,,,,,,,,,,,,,,,,,,,,22815.5,3.60661748,22815.5,1.122824676,,,,,,,,,,,,,,,,,,,,,,,,22815.5,0.557876355,22815.5,-0.272390024,,,,,,,,,,,,,,,,,,,,,,,,22815.5,-1.799085509,22815.5,1.122824676,,,,,,,,,,,,,,,,,,,,,,,
22818.9,3.703560942,22818.9,0.672344053,,,,,,,,,,,,,,,,,,,,,,,,22818.9,3.703560942,22818.9,-1.639290876,,,,,,,,,,,,,,,,,,,,,,,,22818.9,0.672344053,22818.9,-1.639290876,,,,,,,,,,,,,,,,,,,,,,,,22818.9,3.703560942,22818.9,1.16075614,,,,,,,,,,,,,,,,,,,,,,,,22818.9,0.672344053,22818.9,-0.190590948,,,,,,,,,,,,,,,,,,,,,,,,22818.9,-1.639290876,22818.9,1.16075614,,,,,,,,,,,,,,,,,,,,,,,
22822.2,3.602839434,22822.2,0.555564466,,,,,,,,,,,,,,,,,,,,,,,,22822.2,3.602839434,22822.2,-1.270609962,,,,,,,,,,,,,,,,,,,,,,,,22822.2,0.555564466,22822.2,-1.270609962,,,,,,,,,,,,,,,,,,,,,,,,22822.2,3.602839434,22822.2,1.143610692,,,,,,,,,,,,,,,,,,,,,,,,22822.2,0.555564466,22822.2,-0.322885708,,,,,,,,,,,,,,,,,,,,,,,,22822.2,-1.270609962,22822.2,1.143610692,,,,,,,,,,,,,,,,,,,,,,,
22825.6,3.622244778,22825.6,0.538038187,,,,,,,,,,,,,,,,,,,,,,,,22825.6,3.622244778,22825.6,-1.826850789,,,,,,,,,,,,,,,,,,,,,,,,22825.6,0.538038187,22825.6,-1.826850789,,,,,,,,,,,,,,,,,,,,,,,,22825.6,3.622244778,22825.6,1.13675156,,,,,,,,,,,,,,,,,,,,,,,,22825.6,0.538038187,22825.6,-0.510825624,,,,,,,,,,,,,,,,,,,,,,,,22825.6,-1.826850789,22825.6,1.13675156,,,,,,,,,,,,,,,,,,,,,,,
22829,3.662018408,22829,0.469723948,,,,,,,,,,,,,,,,,,,,,,,,22829,3.662018408,22829,NaN,,,,,,,,,,,,,,,,,,,,,,,,22829,0.469723948,22829,NaN,,,,,,,,,,,,,,,,,,,,,,,,22829,3.662018408,22829,1.111865148,,,,,,,,,,,,,,,,,,,,,,,,22829,0.469723948,22829,-0.54959901,,,,,,,,,,,,,,,,,,,,,,,,22829,NaN,22829,1.111865148,,,,,,,,,,,,,,,,,,,,,,,
22832.3,3.687470011,22832.3,0.588914061,,,,,,,,,,,,,,,,,,,,,,,,22832.3,3.687470011,22832.3,NaN,,,,,,,,,,,,,,,,,,,,,,,,22832.3,0.588914061,22832.3,NaN,,,,,,,,,,,,,,,,,,,,,,,,22832.3,3.687470011,22832.3,1.105297058,,,,,,,,,,,,,,,,,,,,,,,,22832.3,0.588914061,22832.3,-0.389102251,,,,,,,,,,,,,,,,,,,,,,,,22832.3,NaN,22832.3,1.105297058,,,,,,,,,,,,,,,,,,,,,,,
22835.7,3.635684166,22835.7,0.60205694,,,,,,,,,,,,,,,,,,,,,,,,22835.7,3.635684166,22835.7,-1.614425454,,,,,,,,,,,,,,,,,,,,,,,,22835.7,0.60205694,22835.7,-1.614425454,,,,,,,,,,,,,,,,,,,,,,,,22835.7,3.635684166,22835.7,1.114195368,,,,,,,,,,,,,,,,,,,,,,,,22835.7,0.60205694,22835.7,-0.431931681,,,,,,,,,,,,,,,,,,,,,,,,22835.7,-1.614425454,22835.7,1.114195368,,,,,,,,,,,,,,,,,,,,,,,
22839,3.688807509,22839,0.554950429,,,,,,,,,,,,,,,,,,,,,,,,22839,3.688807509,22839,-2.770085592,,,,,,,,,,,,,,,,,,,,,,,,22839,0.554950429,22839,-2.770085592,,,,,,,,,,,,,,,,,,,,,,,,22839,3.688807509,22839,1.139829931,,,,,,,,,,,,,,,,,,,,,,,,22839,0.554950429,22839,-0.368560551,,,,,,,,,,,,,,,,,,,,,,,,22839,-2.770085592,22839,1.139829931,,,,,,,,,,,,,,,,,,,,,,,
22842.4,3.58130442,22842.4,0.703645965,,,,,,,,,,,,,,,,,,,,,,,,22842.4,3.58130442,22842.4,-2.087388603,,,,,,,,,,,,,,,,,,,,,,,,22842.4,0.703645965,22842.4,-2.087388603,,,,,,,,,,,,,,,,,,,,,,,,22842.4,3.58130442,22842.4,1.095245282,,,,,,,,,,,,,,,,,,,,,,,,22842.4,0.703645965,22842.4,-0.420083309,,,,,,,,,,,,,,,,,,,,,,,,22842.4,-2.087388603,22842.4,1.095245282,,,,,,,,,,,,,,,,,,,,,,,
22845.8,3.711744781,22845.8,0.4784222,,,,,,,,,,,,,,,,,,,,,,,,22845.8,3.711744781,22845.8,-2.036881927,,,,,,,,,,,,,,,,,,,,,,,,22845.8,0.4784222,22845.8,-2.036881927,,,,,,,,,,,,,,,,,,,,,,,,22845.8,3.711744781,22845.8,1.118565744,,,,,,,,,,,,,,,,,,,,,,,,22845.8,0.4784222,22845.8,-0.465184343,,,,,,,,,,,,,,,,,,,,,,,,22845.8,-2.036881927,22845.8,1.118565744,,,,,,,,,,,,,,,,,,,,,,,
22849.1,3.633804211,22849.1,0.706902556,,,,,,,,,,,,,,,,,,,,,,,,22849.1,3.633804211,22849.1,-1.558144618,,,,,,,,,,,,,,,,,,,,,,,,22849.1,0.706902556,22849.1,-1.558144618,,,,,,,,,,,,,,,,,,,,,,,,22849.1,3.633804211,22849.1,1.120599457,,,,,,,,,,,,,,,,,,,,,,,,22849.1,0.706902556,22849.1,-0.246970887,,,,,,,,,,,,,,,,,,,,,,,,22849.1,-1.558144618,22849.1,1.120599457,,,,,,,,,,,,,,,,,,,,,,,
22852.5,3.63344749,22852.5,0.48117693,,,,,,,,,,,,,,,,,,,,,,,,22852.5,3.63344749,22852.5,-1.444113932,,,,,,,,,,,,,,,,,,,,,,,,22852.5,0.48117693,22852.5,-1.444113932,,,,,,,,,,,,,,,,,,,,,,,,22852.5,3.63344749,22852.5,1.128048961,,,,,,,,,,,,,,,,,,,,,,,,22852.5,0.48117693,22852.5,-0.52592025,,,,,,,,,,,,,,,,,,,,,,,,22852.5,-1.444113932,22852.5,1.128048961,,,,,,,,,,,,,,,,,,,,,,,
22855.9,3.591043211,22855.9,0.72098198,,,,,,,,,,,,,,,,,,,,,,,,22855.9,3.591043211,22855.9,-0.651035695,,,,,,,,,,,,,,,,,,,,,,,,22855.9,0.72098198,22855.9,-0.651035695,,,,,,,,,,,,,,,,,,,,,,,,22855.9,3.591043211,22855.9,1.13984854,,,,,,,,,,,,,,,,,,,,,,,,22855.9,0.72098198,22855.9,-0.287682072,,,,,,,,,,,,,,,,,,,,,,,,22855.9,-0.651035695,22855.9,1.13984854,,,,,,,,,,,,,,,,,,,,,,,
22859.2,3.642215128,22859.2,0.616288175,,,,,,,,,,,,,,,,,,,,,,,,22859.2,3.642215128,22859.2,-1.751754135,,,,,,,,,,,,,,,,,,,,,,,,22859.2,0.616288175,22859.2,-1.751754135,,,,,,,,,,,,,,,,,,,,,,,,22859.2,3.642215128,22859.2,1.097171502,,,,,,,,,,,,,,,,,,,,,,,,22859.2,0.616288175,22859.2,-0.372839881,,,,,,,,,,,,,,,,,,,,,,,,22859.2,-1.751754135,22859.2,1.097171502,,,,,,,,,,,,,,,,,,,,,,,
22862.6,3.673085874,22862.6,0.681815615,,,,,,,,,,,,,,,,,,,,,,,,22862.6,3.673085874,22862.6,-3.038904445,,,,,,,,,,,,,,,,,,,,,,,,22862.6,0.681815615,22862.6,-3.038904445,,,,,,,,,,,,,,,,,,,,,,,,22862.6,3.673085874,22862.6,1.109725643,,,,,,,,,,,,,,,,,,,,,,,,22862.6,0.681815615,22862.6,-0.23376312,,,,,,,,,,,,,,,,,,,,,,,,22862.6,-3.038904445,22862.6,1.109725643,,,,,,,,,,,,,,,,,,,,,,,
22866,3.678148733,22866,0.468285908,,,,,,,,,,,,,,,,,,,,,,,,22866,3.678148733,22866,-1.775868102,,,,,,,,,,,,,,,,,,,,,,,,22866,0.468285908,22866,-1.775868102,,,,,,,,,,,,,,,,,,,,,,,,22866,3.678148733,22866,1.102337864,,,,,,,,,,,,,,,,,,,,,,,,22866,0.468285908,22866,-0.410052272,,,,,,,,,,,,,,,,,,,,,,,,22866,-1.775868102,22866,1.102337864,,,,,,,,,,,,,,,,,,,,,,,
22869.3,3.646051118,22869.3,0.574116484,,,,,,,,,,,,,,,,,,,,,,,,22869.3,3.646051118,22869.3,-1.866827042,,,,,,,,,,,,,,,,,,,,,,,,22869.3,0.574116484,22869.3,-1.866827042,,,,,,,,,,,,,,,,,,,,,,,,22869.3,3.646051118,22869.3,1.105109709,,,,,,,,,,,,,,,,,,,,,,,,22869.3,0.574116484,22869.3,-0.369943921,,,,,,,,,,,,,,,,,,,,,,,,22869.3,-1.866827042,22869.3,1.105109709,,,,,,,,,,,,,,,,,,,,,,,
22872.7,3.653041512,22872.7,0.593130511,,,,,,,,,,,,,,,,,,,,,,,,22872.7,3.653041512,22872.7,-2.064327904,,,,,,,,,,,,,,,,,,,,,,,,22872.7,0.593130511,22872.7,-2.064327904,,,,,,,,,,,,,,,,,,,,,,,,22872.7,3.653041512,22872.7,1.142262003,,,,,,,,,,,,,,,,,,,,,,,,22872.7,0.593130511,22872.7,-0.521029794,,,,,,,,,,,,,,,,,,,,,,,,22872.7,-2.064327904,22872.7,1.142262003,,,,,,,,,,,,,,,,,,,,,,,
22876.1,3.654581056,22876.1,0.556482626,,,,,,,,,,,,,,,,,,,,,,,,22876.1,3.654581056,22876.1,-1.859710131,,,,,,,,,,,,,,,,,,,,,,,,22876.1,0.556482626,22876.1,-1.859710131,,,,,,,,,,,,,,,,,,,,,,,,22876.1,3.654581056,22876.1,1.106224671,,,,,,,,,,,,,,,,,,,,,,,,22876.1,0.556482626,22876.1,-0.584871211,,,,,,,,,,,,,,,,,,,,,,,,22876.1,-1.859710131,22876.1,1.106224671,,,,,,,,,,,,,,,,,,,,,,,
22879.4,3.629908509,22879.4,0.489475733,,,,,,,,,,,,,,,,,,,,,,,,22879.4,3.629908509,22879.4,-2.00372972,,,,,,,,,,,,,,,,,,,,,,,,22879.4,0.489475733,22879.4,-2.00372972,,,,,,,,,,,,,,,,,,,,,,,,22879.4,3.629908509,22879.4,1.144259354,,,,,,,,,,,,,,,,,,,,,,,,22879.4,0.489475733,22879.4,-0.42132048,,,,,,,,,,,,,,,,,,,,,,,,22879.4,-2.00372972,22879.4,1.144259354,,,,,,,,,,,,,,,,,,,,,,,
22882.8,3.540497665,22882.8,0.632597496,,,,,,,,,,,,,,,,,,,,,,,,22882.8,3.540497665,22882.8,-1.715598108,,,,,,,,,,,,,,,,,,,,,,,,22882.8,0.632597496,22882.8,-1.715598108,,,,,,,,,,,,,,,,,,,,,,,,22882.8,3.540497665,22882.8,1.122597619,,,,,,,,,,,,,,,,,,,,,,,,22882.8,0.632597496,22882.8,-0.391179151,,,,,,,,,,,,,,,,,,,,,,,,22882.8,-1.715598108,22882.8,1.122597619,,,,,,,,,,,,,,,,,,,,,,,
22886.2,3.560951138,22886.2,0.721832329,,,,,,,,,,,,,,,,,,,,,,,,22886.2,3.560951138,22886.2,-1.672214319,,,,,,,,,,,,,,,,,,,,,,,,22886.2,0.721832329,22886.2,-1.672214319,,,,,,,,,,,,,,,,,,,,,,,,22886.2,3.560951138,22886.2,1.086890134,,,,,,,,,,,,,,,,,,,,,,,,22886.2,0.721832329,22886.2,-0.179151982,,,,,,,,,,,,,,,,,,,,,,,,22886.2,-1.672214319,22886.2,1.086890134,,,,,,,,,,,,,,,,,,,,,,,
22889.5,3.688483692,22889.5,0.498906532,,,,,,,,,,,,,,,,,,,,,,,,22889.5,3.688483692,22889.5,-3.000482876,,,,,,,,,,,,,,,,,,,,,,,,22889.5,0.498906532,22889.5,-3.000482876,,,,,,,,,,,,,,,,,,,,,,,,22889.5,3.688483692,22889.5,1.133322104,,,,,,,,,,,,,,,,,,,,,,,,22889.5,0.498906532,22889.5,-0.465275488,,,,,,,,,,,,,,,,,,,,,,,,22889.5,-3.000482876,22889.5,1.133322104,,,,,,,,,,,,,,,,,,,,,,,
22892.9,3.615406331,22892.9,0.58115094,,,,,,,,,,,,,,,,,,,,,,,,22892.9,3.615406331,22892.9,-2.821378886,,,,,,,,,,,,,,,,,,,,,,,,22892.9,0.58115094,22892.9,-2.821378886,,,,,,,,,,,,,,,,,,,,,,,,22892.9,3.615406331,22892.9,1.121453023,,,,,,,,,,,,,,,,,,,,,,,,22892.9,0.58115094,22892.9,-0.380772496,,,,,,,,,,,,,,,,,,,,,,,,22892.9,-2.821378886,22892.9,1.121453023,,,,,,,,,,,,,,,,,,,,,,,
22896.3,3.64805746,22896.3,0.790926159,,,,,,,,,,,,,,,,,,,,,,,,22896.3,3.64805746,22896.3,-1.280329798,,,,,,,,,,,,,,,,,,,,,,,,22896.3,0.790926159,22896.3,-1.280329798,,,,,,,,,,,,,,,,,,,,,,,,22896.3,3.64805746,22896.3,1.108708001,,,,,,,,,,,,,,,,,,,,,,,,22896.3,0.790926159,22896.3,-0.199999554,,,,,,,,,,,,,,,,,,,,,,,,22896.3,-1.280329798,22896.3,1.108708001,,,,,,,,,,,,,,,,,,,,,,,
22899.6,3.69473404,22899.6,0.626269898,,,,,,,,,,,,,,,,,,,,,,,,22899.6,3.69473404,22899.6,-1.8218575,,,,,,,,,,,,,,,,,,,,,,,,22899.6,0.626269898,22899.6,-1.8218575,,,,,,,,,,,,,,,,,,,,,,,,22899.6,3.69473404,22899.6,1.154043064,,,,,,,,,,,,,,,,,,,,,,,,22899.6,0.626269898,22899.6,-0.256719847,,,,,,,,,,,,,,,,,,,,,,,,22899.6,-1.8218575,22899.6,1.154043064,,,,,,,,,,,,,,,,,,,,,,,
22903,3.6714093,22903,0.58221562,,,,,,,,,,,,,,,,,,,,,,,,22903,3.6714093,22903,-0.873470735,,,,,,,,,,,,,,,,,,,,,,,,22903,0.58221562,22903,-0.873470735,,,,,,,,,,,,,,,,,,,,,,,,22903,3.6714093,22903,1.131020027,,,,,,,,,,,,,,,,,,,,,,,,22903,0.58221562,22903,-0.450201002,,,,,,,,,,,,,,,,,,,,,,,,22903,-0.873470735,22903,1.131020027,,,,,,,,,,,,,,,,,,,,,,,
22906.4,3.715993893,22906.4,0.514242762,,,,,,,,,,,,,,,,,,,,,,,,22906.4,3.715993893,22906.4,-1.55936786,,,,,,,,,,,,,,,,,,,,,,,,22906.4,0.514242762,22906.4,-1.55936786,,,,,,,,,,,,,,,,,,,,,,,,22906.4,3.715993893,22906.4,1.131132369,,,,,,,,,,,,,,,,,,,,,,,,22906.4,0.514242762,22906.4,-0.449194749,,,,,,,,,,,,,,,,,,,,,,,,22906.4,-1.55936786,22906.4,1.131132369,,,,,,,,,,,,,,,,,,,,,,,
22909.7,3.676745658,22909.7,0.629136225,,,,,,,,,,,,,,,,,,,,,,,,22909.7,3.676745658,22909.7,-2.71866038,,,,,,,,,,,,,,,,,,,,,,,,22909.7,0.629136225,22909.7,-2.71866038,,,,,,,,,,,,,,,,,,,,,,,,22909.7,3.676745658,22909.7,1.108723217,,,,,,,,,,,,,,,,,,,,,,,,22909.7,0.629136225,22909.7,-0.361587102,,,,,,,,,,,,,,,,,,,,,,,,22909.7,-2.71866038,22909.7,1.108723217,,,,,,,,,,,,,,,,,,,,,,,
22913.1,3.613987699,22913.1,0.639079959,,,,,,,,,,,,,,,,,,,,,,,,22913.1,3.613987699,22913.1,-1.740466175,,,,,,,,,,,,,,,,,,,,,,,,22913.1,0.639079959,22913.1,-1.740466175,,,,,,,,,,,,,,,,,,,,,,,,22913.1,3.613987699,22913.1,1.132375022,,,,,,,,,,,,,,,,,,,,,,,,22913.1,0.639079959,22913.1,-0.428279786,,,,,,,,,,,,,,,,,,,,,,,,22913.1,-1.740466175,22913.1,1.132375022,,,,,,,,,,,,,,,,,,,,,,,
22916.5,3.680275127,22916.5,0.612240542,,,,,,,,,,,,,,,,,,,,,,,,22916.5,3.680275127,22916.5,-1.350667183,,,,,,,,,,,,,,,,,,,,,,,,22916.5,0.612240542,22916.5,-1.350667183,,,,,,,,,,,,,,,,,,,,,,,,22916.5,3.680275127,22916.5,1.156128628,,,,,,,,,,,,,,,,,,,,,,,,22916.5,0.612240542,22916.5,-0.187516374,,,,,,,,,,,,,,,,,,,,,,,,22916.5,-1.350667183,22916.5,1.156128628,,,,,,,,,,,,,,,,,,,,,,,
22919.8,3.69262244,22919.8,0.60828096,,,,,,,,,,,,,,,,,,,,,,,,22919.8,3.69262244,22919.8,-1.155307632,,,,,,,,,,,,,,,,,,,,,,,,22919.8,0.60828096,22919.8,-1.155307632,,,,,,,,,,,,,,,,,,,,,,,,22919.8,3.69262244,22919.8,1.096924525,,,,,,,,,,,,,,,,,,,,,,,,22919.8,0.60828096,22919.8,-0.329671269,,,,,,,,,,,,,,,,,,,,,,,,22919.8,-1.155307632,22919.8,1.096924525,,,,,,,,,,,,,,,,,,,,,,,
22923.2,3.65457354,22923.2,0.622592311,,,,,,,,,,,,,,,,,,,,,,,,22923.2,3.65457354,22923.2,-2.352661431,,,,,,,,,,,,,,,,,,,,,,,,22923.2,0.622592311,22923.2,-2.352661431,,,,,,,,,,,,,,,,,,,,,,,,22923.2,3.65457354,22923.2,1.167682051,,,,,,,,,,,,,,,,,,,,,,,,22923.2,0.622592311,22923.2,-0.283406735,,,,,,,,,,,,,,,,,,,,,,,,22923.2,-2.352661431,22923.2,1.167682051,,,,,,,,,,,,,,,,,,,,,,,
22926.6,3.648739698,22926.6,0.565148306,,,,,,,,,,,,,,,,,,,,,,,,22926.6,3.648739698,22926.6,-2.688818839,,,,,,,,,,,,,,,,,,,,,,,,22926.6,0.565148306,22926.6,-2.688818839,,,,,,,,,,,,,,,,,,,,,,,,22926.6,3.648739698,22926.6,1.142236027,,,,,,,,,,,,,,,,,,,,,,,,22926.6,0.565148306,22926.6,-0.303995648,,,,,,,,,,,,,,,,,,,,,,,,22926.6,-2.688818839,22926.6,1.142236027,,,,,,,,,,,,,,,,,,,,,,,
22929.9,3.707913836,22929.9,0.594249672,,,,,,,,,,,,,,,,,,,,,,,,22929.9,3.707913836,22929.9,-1.170071253,,,,,,,,,,,,,,,,,,,,,,,,22929.9,0.594249672,22929.9,-1.170071253,,,,,,,,,,,,,,,,,,,,,,,,22929.9,3.707913836,22929.9,1.129702222,,,,,,,,,,,,,,,,,,,,,,,,22929.9,0.594249672,22929.9,-0.297455584,,,,,,,,,,,,,,,,,,,,,,,,22929.9,-1.170071253,22929.9,1.129702222,,,,,,,,,,,,,,,,,,,,,,,
