SH20M1H_mean_age,LnFe_Mn,SH20M1H_mean_age,LnMn_Ti,SH20M1H_mean_age,LnBr_Ti,SH20M1H_mean_age,LnInc_Coh,SH20M1H_mean_age,LnCa_Ti
26518.38,3.694050237,26518.38,0.431727848,26518.38,-1.734601055,26518.38,1.114652114,26518.38,-0.387765531
26519.01,3.699793614,26519.01,0.413729618,26519.01,-1.834138692,26519.01,1.122091258,26519.01,-0.441371817
26519.64,3.718113678,26519.64,0.505731841,26519.64,-1.094003986,26519.64,1.155122397,26519.64,-0.357004922
26520.27,3.660159261,26520.27,0.472604411,26520.27,-1.791759469,26520.27,1.137074995,26520.27,-0.456758402
26520.9,3.666546426,26520.9,0.372341061,26520.9,-2.613081843,26520.9,1.105938772,26520.9,-0.495899974
26521.53,3.705110045,26521.53,0.516690743,26521.53,-2.199489584,26521.53,1.150978336,26521.53,-0.259427405
26522.16,3.631198533,26522.16,0.550647118,26522.16,-1.685952625,26522.16,1.138722506,26522.16,-0.377945485
26522.79,3.672185475,26522.79,0.485340941,26522.79,-2.055860599,26522.79,1.162747739,26522.79,-0.436304556
26523.42,3.642613415,26523.42,0.51254089,26523.42,-1.13355034,26523.42,1.150419714,26523.42,-0.363442118
26524.04,3.648104562,26524.04,0.467422983,26524.04,-2.106611447,26524.04,1.144405538,26524.04,-0.314851978
26524.67,3.679345591,26524.67,0.568063211,26524.67,-1.72514472,26524.67,1.173697674,26524.67,-0.34218926
26525.3,3.702931854,26525.3,0.523422011,26525.3,-3.281850624,26525.3,1.141145121,26525.3,-0.225493729
26525.93,3.741998556,26525.93,0.490001398,26525.93,-1.492435822,26525.93,1.133221373,26525.93,-0.282232468
26526.56,3.685946,26526.56,0.480411831,26526.56,-1.841431079,26526.56,1.123250008,26526.56,-0.401069497
26527.19,3.655872727,26527.19,0.550046337,26527.19,NaN,26527.19,1.157861188,26527.19,-0.220369624
26527.82,3.729690549,26527.82,0.469458819,26527.82,-1.47508986,26527.82,1.116603205,26527.82,-0.425267735
26528.45,3.651901435,26528.45,0.746930633,26528.45,NaN,26528.45,1.143654028,26528.45,-0.141650517
26529.08,3.68836912,26529.08,0.57884715,26529.08,-2.410105437,26529.08,1.112591453,26529.08,-0.397005843
26529.71,3.728899999,26529.71,0.413252758,26529.71,-4.764308407,26529.71,1.130713965,26529.71,-0.369859253
26530.34,3.694212619,26530.34,0.502684466,26530.34,-2.224623552,26530.34,1.186701503,26530.34,-0.375512786
26530.97,3.770384117,26530.97,0.369707924,26530.97,-1.851577964,26530.97,1.130898336,26530.97,-0.451677951
26531.59,3.679728119,26531.59,0.327743321,26531.59,-2.601739567,26531.59,1.143083738,26531.59,-0.496980217
26532.22,3.67626646,26532.22,0.406141012,26532.22,-1.869775834,26532.22,1.175700417,26532.22,-0.40141652
26532.85,3.632667751,26532.85,0.398319901,26532.85,-2.530594834,26532.85,1.126109538,26532.85,-0.463423385
26533.48,3.625870945,26533.48,0.612608318,26533.48,-2.326682645,26533.48,1.128426229,26533.48,-0.349895257
26534.11,3.657337738,26534.11,0.49930578,26534.11,-2.311434708,26534.11,1.107352559,26534.11,-0.538367372
26534.74,3.677691092,26534.74,0.428516976,26534.74,-1.561235811,26534.74,1.157627024,26534.74,-0.424157241
26535.37,3.618307732,26535.37,0.548710554,26535.37,-1.451266816,26535.37,1.145336394,26535.37,-0.35574572
26536,3.752181902,26536,0.424883194,26536,-1.939395468,26536,1.144796725,26536,-0.395708933
26536.63,3.647631111,26536.63,0.572809865,26536.63,-1.978171011,26536.63,1.155268996,26536.63,-0.381934611
26537.26,3.641664753,26537.26,0.558669266,26537.26,-2.309229636,26537.26,1.111391816,26537.26,-0.36649914
26537.89,3.673857747,26537.89,0.624413075,26537.89,-3.723280881,26537.89,1.137426505,26537.89,-0.238968592
26538.52,3.665116403,26538.52,0.581988086,26538.52,-1.602673512,26538.52,1.120561998,26538.52,-0.364462134
26539.14,3.710398615,26539.14,0.46973303,26539.14,-1.165751592,26539.14,1.164340461,26539.14,-0.476082675
26539.77,3.712891494,26539.77,0.43951095,26539.77,NaN,26539.77,1.107192898,26539.77,-0.330429922
26540.4,3.651006491,26540.4,0.523248144,26540.4,-3.095362115,26540.4,1.140990704,26540.4,-0.349924381
26541.03,3.55274728,26541.03,0.680568398,26541.03,-1.7300659,26541.03,1.135110847,26541.03,-0.203452338
26541.66,3.664924248,26541.66,0.576950646,26541.66,-2.158714723,26541.66,1.119812749,26541.66,-0.45396663
26542.29,3.706447077,26542.29,0.482899799,26542.29,NaN,26542.29,1.114743189,26542.29,-0.434087554
26542.92,3.655022568,26542.92,0.740901612,26542.92,-2.442347035,26542.92,1.120281127,26542.92,-0.238202015
26543.55,3.626907334,26543.55,0.640037355,26543.55,-0.802346473,26543.55,1.177984285,26543.55,-0.228907256
26544.18,3.611526156,26544.18,0.649107619,26544.18,-1.416216041,26544.18,1.152259189,26544.18,-0.280902385
26544.81,3.613664816,26544.81,0.694331313,26544.81,-2.579269411,26544.81,1.129806334,26544.81,-0.318157566
26545.44,3.614182751,26545.44,0.768259398,26545.44,NaN,26545.44,1.151236087,26545.44,-0.251679859
26546.07,3.619100042,26546.07,0.801326301,26546.07,-1.601405741,26546.07,1.137611682,26546.07,-0.331645196
26546.69,3.673585658,26546.69,0.725345712,26546.69,-2.900898171,26546.69,1.129254145,26546.69,-0.423959691
26547.32,3.669038882,26547.32,0.563601689,26547.32,-2.357847772,26547.32,1.170576617,26547.32,-0.56230758
26547.95,3.705244808,26547.95,0.644357016,26547.95,-1.358123484,26547.95,1.155598656,26547.95,-0.275063608
26548.58,3.587640839,26548.58,0.750372366,26548.58,-1.903550875,26548.58,1.159925473,26548.58,-0.190043603
26549.21,3.706819889,26549.21,0.627961201,26549.21,-1.651575497,26549.21,1.122024418,26549.21,-0.565702234
26549.84,3.672813586,26549.84,0.723606388,26549.84,-2.527018135,26549.84,1.15972546,26549.84,-0.270645885
26550.47,3.76922521,26550.47,0.658430744,26550.47,-2.114157979,26550.47,1.137446174,26550.47,-0.140681
26551.1,3.653517304,26551.1,0.670268398,26551.1,-2.279054596,26551.1,1.14052412,26551.1,-0.387765531
26551.73,3.710655071,26551.73,0.583857387,26551.73,-1.239904814,26551.73,1.164004237,26551.73,-0.348306694
26552.36,3.612360063,26552.36,0.555075141,26552.36,-1.69318727,26552.36,1.171299865,26552.36,-0.503103578
26552.99,3.679419263,26552.99,0.654925968,26552.99,-1.300116665,26552.99,1.155350063,26552.99,-0.31814128
26553.62,3.678743957,26553.62,0.619409853,26553.62,-1.495679027,26553.62,1.120645158,26553.62,-0.429856561
26554.24,3.669400848,26554.24,0.603464478,26554.24,NaN,26554.24,1.081848677,26554.24,-0.309744588
26554.87,3.639874636,26554.87,0.539860581,26554.87,-2.306743103,26554.87,1.125283956,26554.87,-0.381886363
26555.5,3.70278369,26555.5,0.51895575,26555.5,-1.397696993,26555.5,1.132643699,26555.5,-0.346041688
26556.13,3.666359127,26556.13,0.621245092,26556.13,-1.137641633,26556.13,1.132283779,26556.13,-0.474799802
26556.76,3.723859383,26556.76,0.523921318,26556.76,-2.449188567,26556.76,1.153376976,26556.76,-0.334202088
26557.39,3.712071006,26557.39,0.535184068,26557.39,-4.136308761,26557.39,1.157810147,26557.39,-0.408895643
26558.02,3.586872171,26558.02,0.665715526,26558.02,-1.748024076,26558.02,1.135066988,26558.02,-0.305885978
26558.65,3.663253496,26558.65,0.43047486,26558.65,-1.524825029,26558.65,1.135962727,26558.65,-0.542817225
26559.28,3.68501019,26559.28,0.533206097,26559.28,-1.33453928,26559.28,1.142077118,26559.28,-0.360310711
26559.91,3.724104679,26559.91,0.462541939,26559.91,-1.314076153,26559.91,1.153270015,26559.91,-0.414314723
26560.54,3.717972661,26560.54,0.4488589,26560.54,-2.192941916,26560.54,1.120362379,26560.54,-0.427157933
26561.17,3.804872895,26561.17,0.361200769,26561.17,-1.840343469,26561.17,1.098734718,26561.17,-0.531659711
26561.79,3.661463629,26561.79,0.483116042,26561.79,-4.388257184,26561.79,1.140474973,26561.79,-0.524024843
26562.42,3.688446027,26562.42,0.458865885,26562.42,-2.249184316,26562.42,1.153798704,26562.42,-0.52999554
26563.05,3.673206085,26563.05,0.49390915,26563.05,-2.064499962,26563.05,1.125278908,26563.05,-0.458457638
26563.68,3.675641172,26563.68,0.523492314,26563.68,-1.103017582,26563.68,1.150845296,26563.68,-0.485507816
26564.31,3.663752504,26564.31,0.661398482,26564.31,-2.098859628,26564.31,1.139797303,26564.31,-0.350512651
26564.94,3.605158521,26564.94,0.551247538,26564.94,NaN,26564.94,1.139759915,26564.94,-0.276632236
26565.57,3.662327519,26565.57,0.646166972,26565.57,NaN,26565.57,1.122962409,26565.57,-0.101610176
26566.2,3.664229158,26566.2,0.644853171,26566.2,-2.472576037,26566.2,1.106234652,26566.2,-0.221284239
26566.83,3.663288832,26566.83,0.498052933,26566.83,-2.154391477,26566.83,1.136046059,26566.83,-0.362632008
26567.46,3.771156194,26567.46,0.429992536,26567.46,-2.958075554,26567.46,1.131539066,26567.46,-0.469552264
26568.09,3.668562163,26568.09,0.493798362,26568.09,-1.560853913,26568.09,1.12588643,26568.09,-0.425137874
26568.71,3.760563226,26568.71,0.323871841,26568.71,NaN,26568.71,1.128448722,26568.71,-0.456548737
26569.34,3.734103935,26569.34,0.332705754,26569.34,-1.925869398,26569.34,1.149567272,26569.34,-0.51895575
26569.97,3.752673105,26569.97,0.244633819,26569.97,-1.861555231,26569.97,1.145002623,26569.97,-0.634948941
26570.6,3.726612345,26570.6,0.517990903,26570.6,-2.409194828,26570.6,1.143007194,26570.6,-0.176495863
26571.23,3.713944626,26571.23,0.354692783,26571.23,-2.790571225,26571.23,1.183955503,26571.23,-0.386827982
26571.86,3.707499597,26571.86,0.360145398,26571.86,-1.797913335,26571.86,1.153794893,26571.86,-0.491918916
26572.49,3.659790071,26572.49,0.570757964,26572.49,-2.427748236,26572.49,1.121697559,26572.49,-0.203124684
26573.12,3.720458301,26573.12,0.352875319,26573.12,-2.011913482,26573.12,1.170906331,26573.12,-0.464033462
26573.75,3.719914583,26573.75,0.252091127,26573.75,-2.05867955,26573.75,1.121955428,26573.75,-0.619039208
26574.38,3.679985157,26574.38,0.341009813,26574.38,-2.725047777,26574.38,1.150369571,26574.38,-0.460312909
26575.01,3.719866616,26575.01,0.318987302,26575.01,-2.06198232,26575.01,1.113730571,26575.01,-0.404487113
26575.64,3.749434869,26575.64,0.260601114,26575.64,-2.15061782,26575.64,1.162293008,26575.64,-0.515288494
26576.26,3.763081125,26576.26,0.460157212,26576.26,-1.324133962,26576.26,1.139865898,26576.26,-0.187560911
26576.89,3.729152393,26576.89,0.267927154,26576.89,-2.965654818,26576.89,1.17659962,26576.89,-0.480748169
26577.52,3.721669277,26577.52,0.28483712,26577.52,-3.17805383,26577.52,1.127682516,26577.52,-0.36919893
26578.15,3.777486677,26578.15,0.260003685,26578.15,-3.038791763,26578.15,1.160508955,26578.15,-0.601675777
26578.78,3.731758074,26578.78,0.330059277,26578.78,-2.216871575,26578.78,1.166248266,26578.78,-0.496020075
26579.41,3.682521255,26579.41,0.603791137,26579.41,-1.882396743,26579.41,1.156091318,26579.41,-0.329936266
26580.04,3.699059006,26580.04,0.452879498,26580.04,-4.438721978,26580.04,1.133157726,26580.04,-0.55715818
26580.67,3.682157158,26580.67,0.465547073,26580.67,-2.488867051,26580.67,1.146769969,26580.67,-0.602519163
26581.3,3.615540417,26581.3,0.538996501,26581.3,-3.016351561,26581.3,1.178595686,26581.3,-0.365459773
26581.93,3.677917083,26581.93,0.596520345,26581.93,-1.122826547,26581.93,1.156166274,26581.93,-0.286088447
26582.56,3.652605259,26582.56,0.499381837,26582.56,-1.613823884,26582.56,1.146769742,26582.56,-0.500665885
26583.19,3.706157698,26583.19,0.600693613,26583.19,-2.358865929,26583.19,1.183822188,26583.19,-0.323128821
26583.81,3.676453169,26583.81,0.407475159,26583.81,-1.526458799,26583.81,1.208628098,26583.81,-0.403455057
26584.44,3.699654527,26584.44,0.411734721,26584.44,-1.613639599,26584.44,1.109019194,26584.44,-0.275872279
26585.07,3.709099183,26585.07,0.345591707,26585.07,-1.577877108,26585.07,1.205029205,26585.07,-0.283016952
26585.7,3.646185676,26585.7,0.360891394,26585.7,NaN,26585.7,1.149569275,26585.7,-0.308692673
26586.33,3.805702265,26586.33,0.099471651,26586.33,NaN,26586.33,1.151465792,26586.33,-0.474785687
26586.96,3.77235561,26586.96,0.087011377,26586.96,-1.570015498,26586.96,1.13528102,26586.96,-0.395895657
26587.59,3.772895702,26587.59,0.053323035,26587.59,-1.7536266,26587.59,1.209360473,26587.59,-0.554768896
26588.22,3.818312956,26588.22,0.043249984,26588.22,-4.351199171,26588.22,1.110472929,26588.22,-0.295694442
26588.85,3.772189868,26588.85,0.123178359,26588.85,-2.388575541,26588.85,1.164975174,26588.85,-0.281459277
26589.48,3.742857249,26589.48,0.164996773,26589.48,-1.40167928,26589.48,1.129359589,26589.48,-0.305654315
26590.11,3.7668441,26590.11,0.023451661,26590.11,-3.672072336,26590.11,1.145945067,26590.11,-0.373769377
26590.74,3.748010569,26590.74,0.143227578,26590.74,NaN,26590.74,1.173968645,26590.74,-0.354504569
26591.36,3.711362892,26591.36,0.195744577,26591.36,-2.242642057,26591.36,1.117570497,26591.36,-0.409333585
26591.99,3.743069758,26591.99,0.117984669,26591.99,-2.845998906,26591.99,1.132284237,26591.99,-0.462410029
26592.62,3.644767585,26592.62,0.321971146,26592.62,-2.557227311,26592.62,1.134993551,26592.62,-0.450049015
26593.25,3.74149206,26593.25,0.300408129,26593.25,-2.971439581,26593.25,1.131359801,26593.25,-0.290418052
26593.88,3.74462899,26593.88,0.334346837,26593.88,-3.756962821,26593.88,1.154825434,26593.88,-0.415065182
26594.51,3.709127615,26594.51,0.251314428,26594.51,-1.664742758,26594.51,1.109084886,26594.51,-0.512063248
26595.14,3.606461843,26595.14,0.483566696,26595.14,NaN,26595.14,1.142707106,26595.14,-0.478442498
26595.77,3.651263312,26595.77,0.31330721,26595.77,-2.164963715,26595.77,1.097058963,26595.77,-0.438801528
26596.4,3.759953492,26596.4,0.283721671,26596.4,-1.909048556,26596.4,1.113164902,26596.4,-0.467634895
26597.03,3.713814554,26597.03,0.340172255,26597.03,-2.089471716,26597.03,1.149141212,26597.03,-0.316708748
26597.66,3.626309699,26597.66,0.498912842,26597.66,-0.918486122,26597.66,1.143510444,26597.66,-0.389151533
26598.29,3.685108147,26598.29,0.472278943,26598.29,-1.864991708,26598.29,1.110544158,26598.29,-0.41461849
26598.91,3.684060168,26598.91,0.320943566,26598.91,-1.771849309,26598.91,1.141660542,26598.91,-0.455124022
26599.54,3.639413386,26599.54,0.399690309,26599.54,-3.690800684,26599.54,1.104556947,26599.54,-0.412205625
26600.17,3.710390129,26600.17,0.43099841,26600.17,-2.169592639,26600.17,1.109567209,26600.17,-0.442791066
26600.8,3.632391343,26600.8,0.585199341,26600.8,-3.355735008,26600.8,1.111640973,26600.8,-0.353358191
26601.43,3.71055338,26601.43,0.40831006,26601.43,-1.682560177,26601.43,1.151039119,26601.43,-0.441358031
26602.06,3.717485447,26602.06,0.458624476,26602.06,-2.881788014,26602.06,1.125098084,26602.06,-0.552635894
26602.69,3.697058317,26602.69,0.517001206,26602.69,-3.341093458,26602.69,1.110295315,26602.69,-0.323722009
26603.32,3.687719842,26603.32,0.398206746,26603.32,-1.717651497,26603.32,1.112703529,26603.32,-0.518083986
26603.95,3.63232299,26603.95,0.496062003,26603.95,-1.905778048,26603.95,1.10876963,26603.95,-0.515867046
26604.58,3.68839187,26604.58,0.517346373,26604.58,-1.796443319,26604.58,1.130655345,26604.58,-0.464411816
26605.21,3.772233842,26605.21,0.380702612,26605.21,-1.380024748,26605.21,1.116834322,26605.21,-0.424513303
26605.84,3.706934107,26605.84,0.444685821,26605.84,-2.552396891,26605.84,1.105309014,26605.84,-0.417111613
26606.46,3.708125822,26606.46,0.350292792,26606.46,-1.826141015,26606.46,1.136040983,26606.46,-0.55762969
26607.09,3.701935324,26607.09,0.562045923,26607.09,-1.941055771,26607.09,1.164472052,26607.09,-0.275590027
26607.72,3.710476965,26607.72,0.350466154,26607.72,-1.985362997,26607.72,1.124036612,26607.72,-0.451985124
26608.35,3.677794622,26608.35,0.447682433,26608.35,NaN,26608.35,1.151607252,26608.35,-0.45816434
26608.98,3.752779085,26608.98,0.380950542,26608.98,-1.250628496,26608.98,1.168406628,26608.98,-0.3801473
26609.61,3.698180555,26609.61,0.463608501,26609.61,-1.877360835,26609.61,1.135131421,26609.61,-0.487449833
26610.24,3.686269098,26610.24,0.54666525,26610.24,-2.063404543,26610.24,1.16399743,26610.24,-0.393983926
26610.87,3.668413381,26610.87,0.528179638,26610.87,NaN,26610.87,1.162678435,26610.87,-0.397835643
26611.5,3.711487802,26611.5,0.499150592,26611.5,-2.367123614,26611.5,1.137435223,26611.5,-0.36500032
26612.13,3.640184342,26612.13,0.661953135,26612.13,-1.718353744,26612.13,1.178770838,26612.13,-0.345852705
26612.76,3.689400152,26612.76,0.457581109,26612.76,-3.547151294,26612.76,1.162229897,26612.76,-0.300104592
26613.39,3.730000159,26613.39,0.498909809,26613.39,-2.234351811,26613.39,1.174375598,26613.39,-0.157573387
26614.01,3.676872822,26614.01,0.4365277,26614.01,-2.294388326,26614.01,1.159889931,26614.01,-0.363162728
26614.64,3.730188864,26614.64,0.330121256,26614.64,NaN,26614.64,1.174288646,26614.64,-0.443761393
26615.27,3.719863,26615.27,0.492349348,26615.27,-1.494965716,26615.27,1.129954567,26615.27,-0.356348093
26615.9,3.689393021,26615.9,0.364533531,26615.9,-1.938051562,26615.9,1.183020572,26615.9,-0.590156334
26616.53,3.76048482,26616.53,0.446561664,26616.53,-4.000491653,26616.53,1.12537154,26616.53,-0.324190982
26617.16,3.744157363,26617.16,0.531336717,26617.16,-1.191996613,26617.16,1.148722127,26617.16,-0.301430773
26617.79,3.695618723,26617.79,0.503053564,26617.79,-1.517064592,26617.79,1.143641285,26617.79,-0.48255519
26618.42,3.664816233,26618.42,0.591956915,26618.42,-2.30701969,26618.42,1.156522247,26618.42,-0.224804221
26619.05,3.679316104,26619.05,0.57592832,26619.05,-1.089623464,26619.05,1.145383727,26619.05,-0.294477116
26619.68,3.675146261,26619.68,0.594056278,26619.68,-1.2375491,26619.68,1.149508161,26619.68,-0.238592462
26620.31,3.740960899,26620.31,0.634746338,26620.31,-1.352568726,26620.31,1.176689697,26620.31,-0.213951103
26620.93,3.742486043,26620.93,0.524811866,26620.93,-2.162619048,26620.93,1.144178258,26620.93,-0.289248243
26621.56,3.731603893,26621.56,0.502438905,26621.56,-1.871802177,26621.56,1.14296863,26621.56,-0.548143387
26622.19,3.704423809,26622.19,0.436624407,26622.19,-2.678197238,26622.19,1.174275471,26622.19,-0.477710015
26622.82,3.729896552,26622.82,0.658523216,26622.82,-2.36190167,26622.82,1.161610571,26622.82,-0.464781685
26623.45,3.685668345,26623.45,0.522115366,26623.45,-2.066426174,26623.45,1.127273221,26623.45,-0.419758919
26624.08,3.685011223,26624.08,0.494088831,26624.08,-1.572773928,26624.08,1.168338624,26624.08,-0.63276667
26624.71,3.713448876,26624.71,0.507044901,26624.71,-2.275696193,26624.71,1.128646417,26624.71,-0.515027311
26625.34,3.619978626,26625.34,0.701197828,26625.34,-2.357165661,26625.34,1.152205421,26625.34,-0.289994212
26625.97,3.735990144,26625.97,0.506844198,26625.97,-2.005018261,26625.97,1.135437449,26625.97,-0.304751133
26626.6,3.676600427,26626.6,0.574195238,26626.6,NaN,26626.6,1.19755737,26626.6,-0.445995089
26627.23,3.577934065,26627.23,0.637778045,26627.23,-2.96574156,26627.23,1.154620301,26627.23,-0.4291629
26627.86,3.576515477,26627.86,0.72345253,26627.86,-1.187023246,26627.86,1.150458005,26627.86,-0.405465108
26628.48,3.652242506,26628.48,0.630668392,26628.48,-1.093470889,26628.48,1.175375365,26628.48,-0.315558442
26629.11,3.682618329,26629.11,0.62154862,26629.11,-1.709785886,26629.11,1.13749196,26629.11,-0.597380275
26629.74,3.801042864,26629.74,0.447646722,26629.74,-1.646393619,26629.74,1.146860707,26629.74,-0.402069519
26630.37,3.590319504,26630.37,0.696629482,26630.37,-1.381653982,26630.37,1.14093088,26630.37,-0.487836106
26631,3.621696078,26631,0.573652154,26631,-1.630715311,26631,1.107924061,26631,-0.367257053
26631.63,3.657090583,26631.63,0.66248874,26631.63,-1.205584408,26631.63,1.164870728,26631.63,-0.369874163
26632.26,3.672583602,26632.26,0.599181388,26632.26,-1.718292317,26632.26,1.151268829,26632.26,-0.373471204
26632.89,3.692211204,26632.89,0.598812663,26632.89,-3.243026285,26632.89,1.160687334,26632.89,-0.470437563
26633.52,3.641799691,26633.52,0.658718461,26633.52,-3.182430205,26633.52,1.149646907,26633.52,-0.249133402
26634.15,3.601388957,26634.15,0.664415923,26634.15,-3.356461488,26634.15,1.113715842,26634.15,-0.405465108
26634.78,3.658914319,26634.78,0.730234249,26634.78,-1.171751925,26634.78,1.134979933,26634.78,-0.276826016
26635.41,3.654549907,26635.41,0.725130226,26635.41,-1.237874356,26635.41,1.173316112,26635.41,-0.389345726
26636.03,3.593030138,26636.03,0.613810438,26636.03,-2.372789352,26636.03,1.148173509,26636.03,-0.522189382
26636.66,3.733145445,26636.66,0.66031429,26636.66,-3.6558396,26636.66,1.174787536,26636.66,-0.327212911
26637.29,3.720393441,26637.29,0.691830525,26637.29,-0.977326622,26637.29,1.200159924,26637.29,-0.368017221
26637.92,3.634101386,26637.92,0.65590564,26637.92,-1.955388893,26637.92,1.098850995,26637.92,-0.432962358
26638.55,3.593955186,26638.55,0.676656819,26638.55,-2.187922185,26638.55,1.139841532,26638.55,-0.490778692
26639.18,3.714854941,26639.18,0.654757291,26639.18,-1.55879418,26639.18,1.182206246,26639.18,-0.236215633
26639.81,3.639588228,26639.81,0.617435359,26639.81,-2.849549763,26639.81,1.16994117,26639.81,-0.378066134
26640.44,3.589735404,26640.44,0.651989108,26640.44,-1.540445041,26640.44,1.182625383,26640.44,-0.389464767
26641.07,3.617537073,26641.07,0.456887094,26641.07,NaN,26641.07,1.115279341,26641.07,-0.532947541
26641.7,3.689346012,26641.7,0.486675164,26641.7,-2.039053481,26641.7,1.149225207,26641.7,-0.406550295
26642.33,3.664390572,26642.33,0.375517027,26642.33,-1.786125652,26642.33,1.153773989,26642.33,-0.564335004
