1_Fe_Mn_&_Mn_Ti: Series 1 = Ln(Fe/Mn); Series 2 = Ln(Mn/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Fe_Mn_&_Br_Ti: Series 1 = Ln(Fe/Mn); Series 2 = Ln(Br/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,3_Mn_Ti_&_Br_Ti: Series 1 = Ln(Mn/Ti); Series 2 = Ln(Br/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,4_Fe_Mn_&_Inc_Coh: Series 1 = Ln(Fe/Mn); Series 2 = Ln(inc/Coh); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,5_Mn_Ti_&_Ca_Ti: Series 1 = Ln(Mn/Ti); Series 2 = Ln(Ca/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,6_Br_Ti_&_Inc_Coh: Series 1 = Ln(Br/Ti); Series 2 = Ln(Inc/Coh); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,
s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,series2_input,s2xn,s1xn,s1n,series1ydl,series1ydlnorm,s2x,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect
27244.12,3.652831595,27244.12,0.191691745,27244,-0.22069,-0.02259,-0.21912,27244,-0.46313,-0.16148,-0.5733,,,,,,,,,,,,,,,,27244.12,3.652831595,27244.12,-1.658751226,27244,-0.22069,-0.02259,-0.21912,27372,-0.8019,-0.6176,-0.83062,,,,,,,,,,,,,,,,27244.12,0.191691745,27244.12,-1.658751226,27244,-0.46313,-0.16148,-0.5733,27372,-0.8019,-0.6176,-0.83062,,,,,,,,,,,,,,,,27244.12,3.652831595,27244.12,1.098932935,27244,-0.22069,-0.02259,-0.21912,27244,-0.68722,-0.033856,-0.80601,,,,,,,,,,,,,,,,27244.12,0.191691745,27244.12,-0.40755935,27244,-0.46313,-0.16148,-0.5733,27244,-0.48713,-0.042545,-0.36953,,,,,,,,,,,,,,,,27244.12,-1.658751226,27244.12,1.098932935,27372,-0.8019,-0.6176,-0.83062,27244,-0.68722,-0.033856,-0.80601,,,,,,,,,,,,,,,
27244.94,3.763638114,27244.94,0.110888916,27245,0.85412,0.088216,0.85569,27245,-0.75002,-0.24225,-0.86009,,,,,,,,,,,,,,,,27244.94,3.763638114,27244.94,-1.397012577,27245,0.85412,0.088216,0.85569,27373,1.2319,0.89465,1.2032,,,,,,,,,,,,,,,,27244.94,0.110888916,27244.94,-1.397012577,27245,-0.75002,-0.24225,-0.86009,27373,1.2319,0.89465,1.2032,,,,,,,,,,,,,,,,27244.94,3.763638114,27244.94,1.112540272,27245,0.85412,0.088216,0.85569,27245,-0.36327,-0.020245,-0.48196,,,,,,,,,,,,,,,,27244.94,0.110888916,27244.94,-0.470430159,27245,-0.75002,-0.24225,-0.86009,27245,-1.0332,-0.10543,-0.9157,,,,,,,,,,,,,,,,27244.94,-1.397012577,27244.94,1.112540272,27373,1.2319,0.89465,1.2032,27245,-0.36327,-0.020245,-0.48196,,,,,,,,,,,,,,,
27245.76,3.75615675,27245.76,0.283264268,27246,0.78156,0.080735,0.78312,27246,-0.13802,-0.069851,-0.248,,,,,,,,,,,,,,,,27245.76,3.75615675,27245.76,-1.430059389,27246,0.78156,0.080735,0.78312,27374,0.50372,0.35323,0.47507,,,,,,,,,,,,,,,,27245.76,0.283264268,27245.76,-1.430059389,27246,-0.13802,-0.069851,-0.248,27374,0.50372,0.35323,0.47507,,,,,,,,,,,,,,,,27245.76,3.75615675,27245.76,1.108326483,27246,0.78156,0.080735,0.78312,27246,-0.46358,-0.024454,-0.58218,,,,,,,,,,,,,,,,27245.76,0.283264268,27245.76,-0.143294623,27246,-0.13802,-0.069851,-0.248,27246,1.8082,0.2217,1.9256,,,,,,,,,,,,,,,,27245.76,-1.430059389,27245.76,1.108326483,27374,0.50372,0.35323,0.47507,27246,-0.46358,-0.024454,-0.58218,,,,,,,,,,,,,,,
27246.59,3.787015492,27246.59,-0.041910896,27247,1.0809,0.11159,1.0824,27247,-1.2925,-0.395,-1.4024,,,,,,,,,,,,,,,,27246.59,3.787015492,27246.59,-2.064626456,27247,1.0809,0.11159,1.0824,27375,0.14302,0.085062,0.1144,,,,,,,,,,,,,,,,27246.59,-0.041910896,27246.59,-2.064626456,27247,-1.2925,-0.395,-1.4024,27375,0.14302,0.085062,0.1144,,,,,,,,,,,,,,,,27246.59,3.787015492,27246.59,1.108131545,27247,1.0809,0.11159,1.0824,27247,-0.46823,-0.024645,-0.58672,,,,,,,,,,,,,,,,27246.59,-0.041910896,27246.59,-0.423347938,27247,-1.2925,-0.395,-1.4024,27247,-0.62426,-0.058368,-0.50696,,,,,,,,,,,,,,,,27246.59,-2.064626456,27246.59,1.108131545,27375,0.14302,0.085062,0.1144,27247,-0.46823,-0.024645,-0.58672,,,,,,,,,,,,,,,
27247.41,3.702063763,27247.41,-0.008779688,27247,0.25686,0.026642,0.25842,27247,-1.1749,-0.36184,-1.2847,,,,,,,,,,,,,,,,27247.41,3.702063763,27247.41,-2.611469373,27247,0.25686,0.026642,0.25842,27376,-1.2861,-0.9775,-1.3147,,,,,,,,,,,,,,,,27247.41,-0.008779688,27247.41,-2.611469373,27247,-1.1749,-0.36184,-1.2847,27376,-1.2861,-0.9775,-1.3147,,,,,,,,,,,,,,,,27247.41,3.702063763,27247.41,1.120182385,27247,0.25686,0.026642,0.25842,27247,-0.18133,-0.01259,-0.29972,,,,,,,,,,,,,,,,27247.41,-0.008779688,27247.41,-0.419549848,27247,-1.1749,-0.36184,-1.2847,27247,-0.59127,-0.054582,-0.47407,,,,,,,,,,,,,,,,27247.41,-2.611469373,27247.41,1.120182385,27376,-1.2861,-0.9775,-1.3147,27247,-0.18133,-0.01259,-0.29972,,,,,,,,,,,,,,,
27248.23,3.707768469,27248.23,0.176363943,27248,0.3122,0.032346,0.31375,27248,-0.51755,-0.17667,-0.62725,,,,,,,,,,,,,,,,27248.23,3.707768469,27248.23,NaN,27248,0.3122,0.032346,0.31375,27377,0.47394,0.33116,0.44539,,,,,,,,,,,,,,,,27248.23,0.176363943,27248.23,NaN,27248,-0.51755,-0.17667,-0.62725,27377,0.47394,0.33116,0.44539,,,,,,,,,,,,,,,,27248.23,3.707768469,27248.23,1.072560859,27248,0.3122,0.032346,0.31375,27248,-1.3151,-0.060207,-1.4333,,,,,,,,,,,,,,,,27248.23,0.176363943,27248.23,-0.264883157,27248,-0.51755,-0.17667,-0.62725,27248,0.7521,0.10007,0.8692,,,,,,,,,,,,,,,,27248.23,NaN,27248.23,1.072560859,27377,0.47394,0.33116,0.44539,27248,-1.3151,-0.060207,-1.4333,,,,,,,,,,,,,,,
27249.05,3.731233728,27249.05,0.03122384,27249,0.53981,0.055811,0.54136,27249,-1.0329,-0.32179,-1.1425,,,,,,,,,,,,,,,,27249.05,3.731233728,27249.05,NaN,27249,0.53981,0.055811,0.54136,27377,-0.84433,-0.649,-0.87285,,,,,,,,,,,,,,,,27249.05,0.03122384,27249.05,NaN,27249,-1.0329,-0.32179,-1.1425,27377,-0.84433,-0.649,-0.87285,,,,,,,,,,,,,,,,27249.05,3.731233728,27249.05,1.065232079,27249,0.53981,0.055811,0.54136,27249,-1.4895,-0.067531,-1.6077,,,,,,,,,,,,,,,,27249.05,0.03122384,27249.05,-0.431931681,27249,-1.0329,-0.32179,-1.1425,27249,-0.69882,-0.066987,-0.58182,,,,,,,,,,,,,,,,27249.05,NaN,27249.05,1.065232079,27377,-0.84433,-0.649,-0.87285,27249,-1.4895,-0.067531,-1.6077,,,,,,,,,,,,,,,
27249.88,3.775929699,27249.88,-0.057987258,27250,0.97335,0.10051,0.97491,27250,-1.3496,-0.41097,-1.4591,,,,,,,,,,,,,,,,27249.88,3.775929699,27249.88,-2.557931785,27250,0.97335,0.10051,0.97491,27378,0.16285,0.099901,0.13436,,,,,,,,,,,,,,,,27249.88,-0.057987258,27249.88,-2.557931785,27250,-1.3496,-0.41097,-1.4591,27378,0.16285,0.099901,0.13436,,,,,,,,,,,,,,,,27249.88,3.775929699,27249.88,1.107383143,27250,0.97335,0.10051,0.97491,27250,-0.48604,-0.025376,-0.60413,,,,,,,,,,,,,,,,27249.88,-0.057987258,27249.88,-0.386284049,27250,-1.3496,-0.41097,-1.4591,27250,-0.30234,-0.02135,-0.18544,,,,,,,,,,,,,,,,27249.88,-2.557931785,27249.88,1.107383143,27378,0.16285,0.099901,0.13436,27250,-0.48604,-0.025376,-0.60413,,,,,,,,,,,,,,,
27250.7,3.701064943,27250.7,0,27251,0.24717,0.025642,0.24873,27251,-1.1437,-0.35296,-1.2531,,,,,,,,,,,,,,,,27250.7,3.701064943,27250.7,NaN,27251,0.24717,0.025642,0.24873,27380,1.101,0.79745,1.0725,,,,,,,,,,,,,,,,27250.7,0,27250.7,NaN,27251,-1.1437,-0.35296,-1.2531,27380,1.101,0.79745,1.0725,,,,,,,,,,,,,,,,27250.7,3.701064943,27250.7,1.072602025,27251,0.24717,0.025642,0.24873,27251,-1.3141,-0.060153,-1.4321,,,,,,,,,,,,,,,,27250.7,0,27250.7,-0.397642382,27251,-1.1437,-0.35296,-1.2531,27251,-0.40099,-0.03272,-0.2842,,,,,,,,,,,,,,,,27250.7,NaN,27250.7,1.072602025,27380,1.101,0.79745,1.0725,27251,-1.3141,-0.060153,-1.4321,,,,,,,,,,,,,,,
27251.52,3.734417583,27251.52,-0.001816531,27252,0.57069,0.058995,0.57224,27252,-1.1502,-0.35475,-1.2595,,,,,,,,,,,,,,,,27251.52,3.734417583,27251.52,-2.217390247,27252,0.57069,0.058995,0.57224,27381,0.03909,0.0079337,0.01067,,,,,,,,,,,,,,,,27251.52,-0.001816531,27251.52,-2.217390247,27252,-1.1502,-0.35475,-1.2595,27381,0.03909,0.0079337,0.01067,,,,,,,,,,,,,,,,27251.52,3.734417583,27251.52,1.124392588,27252,0.57069,0.058995,0.57224,27252,-0.081098,-0.0083581,-0.19898,,,,,,,,,,,,,,,,27251.52,-0.001816531,27251.52,-0.36369982,27252,-1.1502,-0.35475,-1.2595,27252,-0.10618,0.0012106,0.010515,,,,,,,,,,,,,,,,27251.52,-2.217390247,27251.52,1.124392588,27381,0.03909,0.0079337,0.01067,27252,-0.081098,-0.0083581,-0.19898,,,,,,,,,,,,,,,
27252.34,3.702404417,27252.34,0.049305761,27252,0.26016,0.026982,0.26172,27252,-0.96866,-0.3036,-1.0779,,,,,,,,,,,,,,,,27252.34,3.702404417,27252.34,-3.021327821,27252,0.26016,0.026982,0.26172,27381,-1.2518,-0.95184,-1.2802,,,,,,,,,,,,,,,,27252.34,0.049305761,27252.34,-3.021327821,27252,-0.96866,-0.3036,-1.0779,27381,-1.2518,-0.95184,-1.2802,,,,,,,,,,,,,,,,27252.34,3.702404417,27252.34,1.085879027,27252,0.26016,0.026982,0.26172,27252,-0.99799,-0.046867,-1.1158,,,,,,,,,,,,,,,,27252.34,0.049305761,27252.34,-0.371744078,27252,-0.96866,-0.3036,-1.0779,27252,-0.17605,-0.0068452,-0.059454,,,,,,,,,,,,,,,,27252.34,-3.021327821,27252.34,1.085879027,27381,-1.2518,-0.95184,-1.2802,27252,-0.99799,-0.046867,-1.1158,,,,,,,,,,,,,,,
27253.17,3.704249385,27253.17,-0.012142387,27253,0.27806,0.028826,0.27961,27253,-1.1868,-0.36502,-1.296,,,,,,,,,,,,,,,,27253.17,3.704249385,27253.17,NaN,27253,0.27806,0.028826,0.27961,27382,0.83205,0.59758,0.8037,,,,,,,,,,,,,,,,27253.17,-0.012142387,27253.17,NaN,27253,-1.1868,-0.36502,-1.296,27382,0.83205,0.59758,0.8037,,,,,,,,,,,,,,,,27253.17,3.704249385,27253.17,1.103441816,27253,0.27806,0.028826,0.27961,27253,-0.57987,-0.0293,-0.69756,,,,,,,,,,,,,,,,27253.17,-0.012142387,27253.17,-0.537027996,27253,-1.1868,-0.36502,-1.296,27253,-1.6116,-0.17214,-1.4951,,,,,,,,,,,,,,,,27253.17,NaN,27253.17,1.103441816,27382,0.83205,0.59758,0.8037,27253,-0.57987,-0.0293,-0.69756,,,,,,,,,,,,,,,
27253.99,3.758675741,27253.99,-0.038501547,27254,0.80599,0.083253,0.80754,27254,-1.2804,-0.39135,-1.3894,,,,,,,,,,,,,,,,27253.99,3.758675741,27253.99,-4.374858145,27254,0.80599,0.083253,0.80754,27383,0.4809,0.33651,0.45258,,,,,,,,,,,,,,,,27253.99,-0.038501547,27253.99,-4.374858145,27254,-1.2804,-0.39135,-1.3894,27383,0.4809,0.33651,0.45258,,,,,,,,,,,,,,,,27253.99,3.758675741,27253.99,1.089917434,27254,0.80599,0.083253,0.80754,27254,-0.90185,-0.042821,-1.0194,,,,,,,,,,,,,,,,27253.99,-0.038501547,27253.99,-0.404566232,27254,-1.2804,-0.39135,-1.3894,27254,-0.46113,-0.03969,-0.34473,,,,,,,,,,,,,,,,27253.99,-4.374858145,27253.99,1.089917434,27383,0.4809,0.33651,0.45258,27254,-0.90185,-0.042821,-1.0194,,,,,,,,,,,,,,,
27254.81,3.743149084,27254.81,0.178202472,27255,0.65538,0.067726,0.65693,27255,-0.51103,-0.17462,-0.61997,,,,,,,,,,,,,,,,27254.81,3.743149084,27254.81,NaN,27255,0.65538,0.067726,0.65693,27385,-0.00011962,-0.021121,-0.028407,,,,,,,,,,,,,,,,27254.81,0.178202472,27254.81,NaN,27255,-0.51103,-0.17462,-0.61997,27385,-0.00011962,-0.021121,-0.028407,,,,,,,,,,,,,,,,27254.81,3.743149084,27254.81,1.05133641,27255,0.65538,0.067726,0.65693,27255,-1.8203,-0.081397,-1.9378,,,,,,,,,,,,,,,,27254.81,0.178202472,27254.81,-0.064837519,27255,-0.51103,-0.17462,-0.61997,27255,2.4896,0.30003,2.6059,,,,,,,,,,,,,,,,27254.81,NaN,27254.81,1.05133641,27385,-0.00011962,-0.021121,-0.028407,27255,-1.8203,-0.081397,-1.9378,,,,,,,,,,,,,,,
27255.63,3.718232617,27255.63,0.088519294,27256,0.4137,0.042809,0.41524,27256,-0.82944,-0.26428,-0.93829,,,,,,,,,,,,,,,,27255.63,3.718232617,27255.63,-2.470920408,27256,0.4137,0.042809,0.41524,27386,-0.049314,-0.057674,-0.077568,,,,,,,,,,,,,,,,27255.63,0.088519294,27255.63,-2.470920408,27256,-0.82944,-0.26428,-0.93829,27386,-0.049314,-0.057674,-0.077568,,,,,,,,,,,,,,,,27255.63,3.718232617,27255.63,1.072752106,27256,0.4137,0.042809,0.41524,27256,-1.3105,-0.059977,-1.4279,,,,,,,,,,,,,,,,27255.63,0.088519294,27255.63,-0.316945814,27256,-0.82944,-0.26428,-0.93829,27256,0.2999,0.047907,0.4161,,,,,,,,,,,,,,,,27255.63,-2.470920408,27255.63,1.072752106,27386,-0.049314,-0.057674,-0.077568,27256,-1.3105,-0.059977,-1.4279,,,,,,,,,,,,,,,
27256.46,3.757846733,27256.46,0.015474197,27256,0.79795,0.082423,0.79949,27256,-1.0888,-0.3373,-1.1975,,,,,,,,,,,,,,,,27256.46,3.757846733,27256.46,-2.602689685,27256,0.79795,0.082423,0.79949,27386,0.73195,0.52325,0.70373,,,,,,,,,,,,,,,,27256.46,0.015474197,27256.46,-2.602689685,27256,-1.0888,-0.3373,-1.1975,27386,0.73195,0.52325,0.70373,,,,,,,,,,,,,,,,27256.46,3.757846733,27256.46,1.111018413,27256,0.79795,0.082423,0.79949,27256,-0.3995,-0.021707,-0.51677,,,,,,,,,,,,,,,,27256.46,0.015474197,27256.46,-0.337642512,27256,-1.0888,-0.3373,-1.1975,27256,0.12014,0.027199,0.23624,,,,,,,,,,,,,,,,27256.46,-2.602689685,27256.46,1.111018413,27386,0.73195,0.52325,0.70373,27256,-0.3995,-0.021707,-0.51677,,,,,,,,,,,,,,,
27257.28,3.733250698,27257.28,0.013047715,27257,0.55937,0.057827,0.56091,27257,-1.0974,-0.3397,-1.2061,,,,,,,,,,,,,,,,27257.28,3.733250698,27257.28,-1.847704625,27257,0.55937,0.057827,0.56091,27387,0.99324,0.71755,0.96505,,,,,,,,,,,,,,,,27257.28,0.013047715,27257.28,-1.847704625,27257,-1.0974,-0.3397,-1.2061,27387,0.99324,0.71755,0.96505,,,,,,,,,,,,,,,,27257.28,3.733250698,27257.28,1.064470568,27257,0.55937,0.057827,0.56091,27257,-1.5077,-0.06825,-1.6248,,,,,,,,,,,,,,,,27257.28,0.013047715,27257.28,-0.386877212,27257,-1.0974,-0.3397,-1.2061,27257,-0.30749,-0.022048,-0.1915,,,,,,,,,,,,,,,,27257.28,-1.847704625,27257.28,1.064470568,27387,0.99324,0.71755,0.96505,27257,-1.5077,-0.06825,-1.6248,,,,,,,,,,,,,,,
27258.1,3.691972397,27258.1,0.076123695,27258,0.15898,0.016549,0.16052,27258,-0.87344,-0.27659,-0.98202,,,,,,,,,,,,,,,,27258.1,3.691972397,27258.1,-1.446448284,27258,0.15898,0.016549,0.16052,27389,-1.0354,-0.79078,-1.0635,,,,,,,,,,,,,,,,27258.1,0.076123695,27258.1,-1.446448284,27258,-0.87344,-0.27659,-0.98202,27389,-1.0354,-0.79078,-1.0635,,,,,,,,,,,,,,,,27258.1,3.691972397,27258.1,1.107306575,27258,0.15898,0.016549,0.16052,27258,-0.48787,-0.02541,-0.60494,,,,,,,,,,,,,,,,27258.1,0.076123695,27258.1,-0.445816404,27258,-0.87344,-0.27659,-0.98202,27258,-0.81941,-0.080998,-0.70352,,,,,,,,,,,,,,,,27258.1,-1.446448284,27258.1,1.107306575,27389,-1.0354,-0.79078,-1.0635,27258,-0.48787,-0.02541,-0.60494,,,,,,,,,,,,,,,
27258.92,3.699238617,27258.92,0.061613687,27259,0.22946,0.023815,0.231,27259,-0.92496,-0.29108,-1.0334,,,,,,,,,,,,,,,,27258.92,3.699238617,27258.92,-1.851449948,27259,0.22946,0.023815,0.231,27390,1.262,0.91744,1.2339,,,,,,,,,,,,,,,,27258.92,0.061613687,27258.92,-1.851449948,27259,-0.92496,-0.29108,-1.0334,27390,1.262,0.91744,1.2339,,,,,,,,,,,,,,,,27258.92,3.699238617,27258.92,1.072561797,27259,0.22946,0.023815,0.231,27259,-1.315,-0.060151,-1.432,,,,,,,,,,,,,,,,27258.92,0.061613687,27258.92,-0.230177578,27259,-0.92496,-0.29108,-1.0334,27259,1.0535,0.13463,1.1693,,,,,,,,,,,,,,,,27258.92,-1.851449948,27258.92,1.072561797,27390,1.262,0.91744,1.2339,27259,-1.315,-0.060151,-1.432,,,,,,,,,,,,,,,
27259.75,3.828981677,27259.75,-0.040273899,27260,1.4879,0.15356,1.4895,27260,-1.2867,-0.39294,-1.3951,,,,,,,,,,,,,,,,27259.75,3.828981677,27259.75,-1.894616855,27260,1.4879,0.15356,1.4895,27391,-0.6057,-0.47124,-0.63378,,,,,,,,,,,,,,,,27259.75,-0.040273899,27259.75,-1.894616855,27260,-1.2867,-0.39294,-1.3951,27391,-0.6057,-0.47124,-0.63378,,,,,,,,,,,,,,,,27259.75,3.828981677,27259.75,1.075173967,27260,1.4879,0.15356,1.4895,27260,-1.2528,-0.057534,-1.3697,,,,,,,,,,,,,,,,27259.75,-0.040273899,27259.75,-0.35506507,27260,-1.2867,-0.39294,-1.3951,27260,-0.031186,0.0097298,0.084509,,,,,,,,,,,,,,,,27259.75,-1.894616855,27259.75,1.075173967,27391,-0.6057,-0.47124,-0.63378,27260,-1.2528,-0.057534,-1.3697,,,,,,,,,,,,,,,
27260.57,3.753474484,27260.57,0.020092,27261,0.75554,0.07805,0.75708,27261,-1.0724,-0.33255,-1.1807,,,,,,,,,,,,,,,,27260.57,3.753474484,27260.57,-2.79875844,27261,0.75554,0.07805,0.75708,27391,0.45911,0.32051,0.43106,,,,,,,,,,,,,,,,27260.57,0.020092,27260.57,-2.79875844,27261,-1.0724,-0.33255,-1.1807,27391,0.45911,0.32051,0.43106,,,,,,,,,,,,,,,,27260.57,3.753474484,27260.57,1.081318939,27261,0.75554,0.07805,0.75708,27261,-1.1066,-0.051385,-1.2233,,,,,,,,,,,,,,,,27260.57,0.020092,27260.57,-0.398112134,27261,-1.0724,-0.33255,-1.1807,27261,-0.40507,-0.033329,-0.28948,,,,,,,,,,,,,,,,27260.57,-2.79875844,27260.57,1.081318939,27391,0.45911,0.32051,0.43106,27261,-1.1066,-0.051385,-1.2233,,,,,,,,,,,,,,,
27261.39,3.694936249,27261.39,-0.09021138,27261,0.18772,0.019512,0.18926,27261,-1.464,-0.44282,-1.5722,,,,,,,,,,,,,,,,27261.39,3.694936249,27261.39,NaN,27261,0.18772,0.019512,0.18926,27392,0.38203,0.26322,0.35401,,,,,,,,,,,,,,,,27261.39,-0.09021138,27261.39,NaN,27261,-1.464,-0.44282,-1.5722,27392,0.38203,0.26322,0.35401,,,,,,,,,,,,,,,,27261.39,3.694936249,27261.39,1.064803857,27261,0.18772,0.019512,0.18926,27261,-1.4997,-0.067896,-1.6164,,,,,,,,,,,,,,,,27261.39,-0.09021138,27261.39,-0.450388954,27261,-1.464,-0.44282,-1.5722,27261,-0.85913,-0.085617,-0.74363,,,,,,,,,,,,,,,,27261.39,NaN,27261.39,1.064803857,27392,0.38203,0.26322,0.35401,27261,-1.4997,-0.067896,-1.6164,,,,,,,,,,,,,,,
27262.21,3.724450798,27262.21,0.05960796,27262,0.47401,0.049026,0.47555,27262,-0.93208,-0.29298,-1.0402,,,,,,,,,,,,,,,,27262.21,3.724450798,27262.21,NaN,27262,0.47401,0.049026,0.47555,27394,-2.8495,-2.1395,-2.8774,,,,,,,,,,,,,,,,27262.21,0.05960796,27262.21,NaN,27262,-0.93208,-0.29298,-1.0402,27394,-2.8495,-2.1395,-2.8774,,,,,,,,,,,,,,,,27262.21,3.724450798,27262.21,1.075278545,27262,0.47401,0.049026,0.47555,27262,-1.2504,-0.057417,-1.3669,,,,,,,,,,,,,,,,27262.21,0.05960796,27262.21,-0.358596174,27262,-0.93208,-0.29298,-1.0402,27262,-0.061855,0.006164,0.053538,,,,,,,,,,,,,,,,27262.21,NaN,27262.21,1.075278545,27394,-2.8495,-2.1395,-2.8774,27262,-1.2504,-0.057417,-1.3669,,,,,,,,,,,,,,,
27263.04,3.835538585,27263.04,-0.104543856,27263,1.5515,0.16011,1.5531,27263,-1.5149,-0.4571,-1.6229,,,,,,,,,,,,,,,,27263.04,3.835538585,27263.04,NaN,27263,1.5515,0.16011,1.5531,27395,0.052313,0.018111,0.024358,,,,,,,,,,,,,,,,27263.04,-0.104543856,27263.04,NaN,27263,-1.5149,-0.4571,-1.6229,27395,0.052313,0.018111,0.024358,,,,,,,,,,,,,,,,27263.04,3.835538585,27263.04,1.089854271,27263,1.5515,0.16011,1.5531,27263,-0.90335,-0.042837,-1.0198,,,,,,,,,,,,,,,,27263.04,-0.104543856,27263.04,-0.366704059,27263,-1.5149,-0.4571,-1.6229,27263,-0.13228,-0.0019554,-0.016984,,,,,,,,,,,,,,,,27263.04,NaN,27263.04,1.089854271,27395,0.052313,0.018111,0.024358,27263,-0.90335,-0.042837,-1.0198,,,,,,,,,,,,,,,
27263.86,3.703558051,27263.86,0.079450817,27264,0.27135,0.028133,0.27289,27264,-0.86163,-0.27308,-0.96954,,,,,,,,,,,,,,,,27263.86,3.703558051,27263.86,-2.492628696,27264,0.27135,0.028133,0.27289,27395,-0.77573,-0.59755,-0.80366,,,,,,,,,,,,,,,,27263.86,0.079450817,27263.86,-2.492628696,27264,-0.86163,-0.27308,-0.96954,27395,-0.77573,-0.59755,-0.80366,,,,,,,,,,,,,,,,27263.86,3.703558051,27263.86,1.094412206,27264,0.27135,0.028133,0.27289,27264,-0.79484,-0.038275,-0.9112,,,,,,,,,,,,,,,,27263.86,0.079450817,27263.86,-0.303186259,27264,-0.86163,-0.27308,-0.96954,27264,0.41941,0.061551,0.5346,,,,,,,,,,,,,,,,27263.86,-2.492628696,27263.86,1.094412206,27395,-0.77573,-0.59755,-0.80366,27264,-0.79484,-0.038275,-0.9112,,,,,,,,,,,,,,,
27264.68,3.822615846,27264.68,-0.040901514,27265,1.4262,0.14719,1.4277,27265,-1.2889,-0.39341,-1.3967,,,,,,,,,,,,,,,,27264.68,3.822615846,27264.68,-2.597930038,27265,1.4262,0.14719,1.4277,27396,-1.4786,-1.1201,-1.5065,,,,,,,,,,,,,,,,27264.68,-0.040901514,27264.68,-2.597930038,27265,-1.2889,-0.39341,-1.3967,27396,-1.4786,-1.1201,-1.5065,,,,,,,,,,,,,,,,27264.68,3.822615846,27264.68,1.114106296,27265,1.4262,0.14719,1.4277,27265,-0.32598,-0.018576,-0.44225,,,,,,,,,,,,,,,,27264.68,-0.040901514,27264.68,-0.474594303,27265,-1.2889,-0.39341,-1.3967,27265,-1.0694,-0.10987,-0.95427,,,,,,,,,,,,,,,,27264.68,-2.597930038,27264.68,1.114106296,27396,-1.4786,-1.1201,-1.5065,27265,-0.32598,-0.018576,-0.44225,,,,,,,,,,,,,,,
27265.51,3.739530084,27265.51,0.095682689,27266,0.62028,0.064105,0.62181,27266,-0.804,-0.2568,-0.91173,,,,,,,,,,,,,,,,27265.51,3.739530084,27265.51,NaN,27266,0.62028,0.064105,0.62181,27397,0.92294,0.66553,0.89508,,,,,,,,,,,,,,,,27265.51,0.095682689,27265.51,NaN,27266,-0.804,-0.2568,-0.91173,27397,0.92294,0.66553,0.89508,,,,,,,,,,,,,,,,27265.51,3.739530084,27265.51,1.080165257,27266,0.62028,0.064105,0.62181,27266,-1.134,-0.052513,-1.2502,,,,,,,,,,,,,,,,27265.51,0.095682689,27265.51,-0.425124303,27266,-0.804,-0.2568,-0.91173,27266,-0.63969,-0.06041,-0.5247,,,,,,,,,,,,,,,,27265.51,NaN,27265.51,1.080165257,27397,0.92294,0.66553,0.89508,27266,-1.134,-0.052513,-1.2502,,,,,,,,,,,,,,,
