ID,LabID,LongID,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,SiO2_n_Z_score,TiO2_n_Z_score,Al2O3_n_Z_score,FeO_n_Z_score,Mn_Z_scoreO_n_Z_score,MgO_n_Z_score,CaO_n_Z_score,Na2O_n_Z_score,K2O_n_Z_score,SiO2_n_sqrt_transformed_Z_scores,TiO2_n_sqrt_transformed_Z_scores,Al2O3_n_sqrt_transformed_Z_scores,FeO_n_sqrt_transformed_Z_scores,Mn_sqrt_transformed_Z_scoresO_n_sqrt_transformed_Z_scores,MgO_n_sqrt_transformed_Z_scores,CaO_n_sqrt_transformed_Z_scores,Na2O_n_sqrt_transformed_Z_scores,K2O_n_sqrt_transformed_Z_scores,PC1_Z_scores_sqrt_transformed,PC2_Z_scores_sqrt_transformed,PC3_Z_scores_sqrt_transformed,PC4_Z_scores_sqrt_transformed,PC_n_sqrt_transformed_Z_scores,Variance_explained_percent,Minimum,25%_Quartile,Median,Mean,75%_Quartile,Maximum
LP16_32-15,LP16_32,LP16_32-15_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,77.27,0.24,11.03,1.26,0.03,0.15,0.97,3.74,3.25,0.06,0,0,97.9984,78.85,0.25,11.26,1.28,0.03,0.15,0.99,3.81,3.32,0.06,0,0,100,1.10591153,-0.631400042,-1.764677864,-0.689042581,-0.744286223,-0.824949613,-1.160472254,-0.966678254,0.612710787,1.092560973,-0.53520035,-1.844152201,-0.668370474,-0.658583782,-0.908980632,-1.293684065,-0.947638084,0.659204928,-2.743142527,0.961191976,0.628258932,-0.576870211,,,,,,,,
LP16_32-16,LP16_32,LP16_32-16_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.48,0.18,14.07,0.91,0.03,0.05,1.59,4.46,3.15,0.06,0,0,98.9719,75.25,0.18,14.21,0.92,0.03,0.05,1.61,4.51,3.19,0.06,0,0,100,0.472721773,-0.77633055,0.042658883,-0.919747675,-0.751819564,-1.023022252,-0.474419458,-0.24173103,0.464410515,0.483764694,-0.76800067,0.071550135,-1.023464278,-0.671172897,-1.434539233,-0.407185669,-0.188401088,0.523513546,-1.739254401,0.472146014,-1.019519196,0.558613767,,,,,,,,
LP16_32-17,LP16_32,LP16_32-17_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,68.79,0.16,16.18,0.82,0.02,0.1,3.42,5.15,1.46,0.05,0,0,96.1369,71.55,0.16,16.83,0.85,0.02,0.1,3.56,5.35,1.52,0.05,0,0,100,-0.179746043,-0.811450908,1.643399706,-0.963172277,-0.915307848,-0.918752491,1.708989993,0.640054765,-1.441672472,-0.158972989,-0.830709722,1.607276945,-1.097732765,-0.986374586,-1.120927997,1.618350946,0.660065554,-1.559517936,-0.185371226,-2.237180715,-2.281747026,1.342982135,,,,,,,,
LP16_32-18,LP16_32,LP16_32-18_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,73.72,0.29,12.74,1.16,0.04,0.1,1.92,3.74,1.98,0.07,0,0,95.7626,76.98,0.31,13.31,1.21,0.04,0.11,2,3.91,2.07,0.07,0,0,100,0.777726976,-0.497279573,-0.510732404,-0.736104953,-0.615435327,-0.914179441,-0.031061451,-0.871673374,-0.817582224,0.778792557,-0.346736408,-0.491880012,-0.736263593,-0.460259446,-1.1095116,0.076335173,-0.844414998,-0.788883882,-1.725696096,-0.837039602,0.049168881,0.503763456,,,,,,,,
LP16_32-19,LP16_32,LP16_32-19_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.82,0.28,12.76,1.37,0.03,0.13,1.65,4.41,2.2,0.07,0,0,97.719,76.57,0.28,13.05,1.4,0.03,0.13,1.69,4.52,2.25,0.07,0,0,100,0.704235224,-0.548015413,-0.666788584,-0.614268004,-0.719670359,-0.870348415,-0.380310986,-0.233186964,-0.603839841,0.708010699,-0.41558212,-0.654204183,-0.564401757,-0.61831291,-1.006279091,-0.29995755,-0.179815476,-0.548954383,-1.625932477,-0.518845275,-0.251547897,-0.178218478,,,,,,,,
LP16_32-20,LP16_32,LP16_32-20_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.38,0.25,14.09,1.09,0.02,0.14,2.34,4.6,1.85,0.04,0,0,98.7983,75.29,0.25,14.26,1.1,0.02,0.14,2.37,4.66,1.87,0.05,0,0,100,0.478704279,-0.622518195,0.07156105,-0.805512659,-0.91683524,-0.855666137,0.379176976,-0.084692309,-1.038503169,0.489583928,-0.522033769,0.100476696,-0.840299149,-0.989836684,-0.973867915,0.482576853,-0.031821668,-1.048545365,-1.252605471,-1.312366318,-0.991139276,0.38776341,,,,,,,,
LP16_32-21,LP16_32,LP16_32-21_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,78.24,0.27,11.63,1.86,0.04,0.25,1.37,3.68,2.33,0.06,0,0,99.7407,78.45,0.27,11.66,1.87,0.04,0.25,1.37,3.69,2.34,0.06,0,0,100,1.035530746,-0.571851053,-1.518551539,-0.317577738,-0.545668583,-0.650832168,-0.74041269,-1.096721161,-0.504986626,1.025586583,-0.448902758,-1.569582056,-0.189641827,-0.363556237,-0.594086877,-0.72646106,-1.090946046,-0.441355029,-2.128101041,-0.185715596,1.047696748,-0.407467909,,,,,,,,
LP16_32-22,LP16_32,LP16_32-22_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.18,0.26,13.27,1.63,0.05,0.22,2.83,4.74,1.69,0.05,0,0,96.9117,74.48,0.27,13.69,1.68,0.05,0.23,2.92,4.89,1.74,0.06,0,0,100,0.336023264,-0.585044827,-0.27640321,-0.43750239,-0.515821853,-0.682565538,0.989475426,0.15815785,-1.188371678,0.350437462,-0.467635069,-0.251033242,-0.33475009,-0.324002744,-0.646282411,1.032554396,0.205425585,-1.23237679,-0.543105774,-1.634720532,-0.426648153,0.283604334,,,,,,,,
LP16_32-23,LP16_32,LP16_32-23_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,75.21,0.27,13.28,1.2,0.04,0.09,2.2,4.39,2.2,0.06,0,0,98.9435,76.01,0.28,13.42,1.21,0.04,0.09,2.23,4.43,2.22,0.06,0,0,100,0.606584308,-0.564656567,-0.439936847,-0.736028608,-0.637993741,-0.934508284,0.216388224,-0.319877225,-0.638584889,0.613661609,-0.438775899,-0.418754141,-0.736151801,-0.492953694,-1.161357767,0.325421473,-0.267291459,-0.587261254,-1.426182308,-0.789764695,-0.412617139,0.394058518,,,,,,,,
LP16_32-24,LP16_32,LP16_32-24_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,78.17,0.33,11.55,1.44,0.03,0.12,1.47,4.08,2.61,0.07,0,0,99.8753,78.27,0.33,11.56,1.45,0.03,0.12,1.47,4.09,2.61,0.07,0,0,100,1.004071867,-0.443806523,-1.579806119,-0.58629641,-0.689823194,-0.884483807,-0.631300469,-0.679476611,-0.1914474,0.995595173,-0.276952853,-1.637467059,-0.526636032,-0.571125818,-1.038443504,-0.59238014,-0.639204249,-0.112593465,-2.225230953,0.002385098,0.454038593,-0.468981846,,,,,,,,
LP16_32-25,LP16_32,LP16_32-25_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,75.35,0.34,12.23,1.26,0.04,0.14,1.37,4.32,2.6,0.08,0,0,97.7122,77.11,0.35,12.52,1.29,0.04,0.14,1.4,4.42,2.67,0.08,0,0,100,0.799842326,-0.413829453,-0.993264096,-0.684955317,-0.65813991,-0.852673936,-0.707931177,-0.337091538,-0.132176436,0.800054892,-0.238962202,-0.999004371,-0.662567509,-0.52281013,-0.967379341,-0.686061043,-0.284758939,-0.052412488,-1.836567654,0.086288949,0.002340755,-0.382433583,,,,,,,,
LP16_32-26,LP16_32,LP16_32-26_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,71.79,0.28,16.31,0.83,0.03,0.08,3.6,4.66,1.5,0.06,0,0,99.1519,72.41,0.28,16.45,0.84,0.03,0.08,3.63,4.7,1.52,0.06,0,0,100,-0.028929449,-0.558464278,1.411337881,-0.970503746,-0.734426958,-0.964677633,1.791161486,-0.037362601,-1.448156756,-0.008955075,-0.430108218,1.39244164,-1.110560978,-0.642298879,-1.24427029,1.681752386,0.014872585,-1.56819414,-0.293965161,-2.19490679,-1.641102856,1.672014023,,,,,,,,
LP16_32-27,LP16_32,LP16_32-27_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.73,0.21,15.15,0.98,0.02,0.07,2.84,4.45,1.91,0.05,0,0,98.4117,73.91,0.21,15.4,1,0.02,0.07,2.89,4.52,1.94,0.05,0,0,100,0.235552397,-0.70785546,0.767804604,-0.87028989,-0.864081489,-0.972366136,0.95987594,-0.231690522,-0.967646417,0.252001187,-0.65340796,0.783367043,-0.942152926,-0.877057773,-1.266765195,1.007135087,-0.178312558,-0.963867046,-0.954145926,-1.408556454,-1.372680758,1.209776417,,,,,,,,
LP16_32-28,LP16_32,LP16_32-28_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,76.49,0.25,10.85,1.25,0.06,0.19,1.3,4.02,2.33,0.06,0,0,96.7969,79.02,0.25,11.21,1.29,0.06,0.2,1.35,4.15,2.41,0.06,0,0,100,1.135867107,-0.612202991,-1.792319117,-0.683437232,-0.3169681,-0.748051133,-0.764880184,-0.612888383,-0.428164723,1.121015245,-0.506876955,-1.875292158,-0.66041586,-0.082375715,-0.760547916,-0.757177039,-0.569187786,-0.359098966,-2.28814332,-0.171191946,0.90607403,-0.626215563,,,,,,,,
LP16_32-29,LP16_32,LP16_32-29_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,73.21,0.29,12.82,1.48,0.03,0.18,2.79,3.37,2.61,0.08,0,0,96.8696,75.58,0.3,13.23,1.52,0.03,0.18,2.88,3.48,2.7,0.08,0,0,100,0.530418297,-0.509620703,-0.557480547,-0.535870927,-0.696394618,-0.76897505,0.951760767,-1.317722372,-0.094604673,0.539831996,-0.363234772,-0.540341324,-0.45997714,-0.581369447,-0.799219813,1.000145665,-1.340151675,-0.014565861,-1.283108659,-0.439948901,0.140383767,1.197187823,,,,,,,,
LP16_32-30,LP16_32,LP16_32-30_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,76.74,0.32,11.1,2.48,0.07,0.31,0.72,3.31,3.98,0.08,0,0,99.1217,77.42,0.33,11.2,2.5,0.07,0.31,0.73,3.34,4.01,0.08,0,0,100,0.854822581,-0.453894595,-1.79897373,0.086534303,-0.166726629,-0.533166322,-1.455998706,-1.464996777,1.409146448,0.852839641,-0.28991473,-1.882798446,0.251883192,0.080681684,-0.414842167,-1.760883606,-1.51045223,1.346441514,-2.100230796,1.948904709,1.69112117,-0.581835403,,,,,,,,
LP16_32-31,LP16_32,LP16_32-31_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.96,0.22,14.13,1.3,0.04,0.1,2.62,4.22,1.95,0.06,0,0,97.5874,74.77,0.22,14.48,1.33,0.04,0.1,2.68,4.32,2,0.06,0,0,100,0.387337548,-0.676820546,0.20476583,-0.659443793,-0.656243952,-0.925138558,0.729014943,-0.434699942,-0.898405432,0.400567255,-0.604315399,0.233178773,-0.626668859,-0.519972705,-1.137103918,0.804743096,-0.384424966,-0.882416059,-1.035136454,-1.213941426,-0.673768566,0.948520574,,,,,,,,
LP16_32-32,LP16_32,LP16_32-32_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.63,0.22,12.61,1.4,0.05,0.11,1.82,4.72,2.28,0.06,0,0,97.8844,76.24,0.22,12.88,1.43,0.05,0.11,1.85,4.82,2.33,0.06,0,0,100,0.646471788,-0.682964759,-0.772100295,-0.598541615,-0.494355686,-0.898877924,-0.198557425,0.086569311,-0.516180846,0.6522418,-0.613907852,-0.764643612,-0.543097157,-0.296160152,-1.072260204,-0.100163387,0.136086039,-0.453438952,-1.466418667,-0.522989892,-0.265402061,-0.173093772,,,,,,,,
LP16_32-33,LP16_32,LP16_32-33_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,76.12,0.26,11.03,1.32,0.04,0.06,1.67,3.73,2.42,0.07,0,0,96.7059,78.71,0.27,11.4,1.37,0.04,0.06,1.72,3.85,2.5,0.07,0,0,100,1.082729338,-0.576842933,-1.677490272,-0.63625663,-0.605775285,-1.002620835,-0.345693322,-0.925298318,-0.318321957,1.070519561,-0.455965401,-1.746336006,-0.594507271,-0.446484634,-1.362179168,-0.261187249,-0.902529076,-0.243450856,-2.451239185,-0.238940528,0.563788772,-0.081898655,,,,,,,,
LP16_32-34,LP16_32,LP16_32-34_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,75.43,0.25,13.47,1.31,0.04,0.17,2.15,4.77,1.91,0.06,0,0,99.5584,75.77,0.25,13.53,1.31,0.04,0.17,2.16,4.8,1.91,0.06,0,0,100,0.563464213,-0.627532099,-0.375498421,-0.669813426,-0.620398012,-0.79214207,0.145647527,0.05798715,-0.99355089,0.571890081,-0.529453085,-0.352468173,-0.641194393,-0.467387702,-0.843457476,0.255529229,0.108264295,-0.994665554,-1.188986271,-1.154454185,-0.451025934,0.036450618,,,,,,,,
LP16_32-35,LP16_32,LP16_32-35_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,75.05,0.27,14.38,1.75,0.04,0.22,2.16,5.02,2.04,0.07,0,0,101.0088,74.3,0.27,14.24,1.74,0.04,0.22,2.14,4.97,2.02,0.07,0,0,100,0.305017248,-0.579941399,0.05768593,-0.400877395,-0.646504405,-0.703273092,0.120785341,0.243558384,-0.875734096,0.320099654,-0.460364279,0.086595854,-0.289607334,-0.505488161,-0.681398969,0.230722902,0.287510938,-0.856015365,-0.673812225,-0.980164836,-0.662765172,0.018586337,,,,,,,,
LP16_32-36,LP16_32,LP16_32-36_LP16_32_UK_UK,Acid,DaciteTrachyte,LP16_32,LP16_32_UK,0,UK,66.43,0.14,19.14,0.69,0.02,0.06,3.8,5,2.49,0.05,0,0,97.8208,67.91,0.14,19.57,0.71,0.02,0.06,3.89,5.11,2.55,0.05,0,0,100,-0.821877766,-0.860643623,3.318220801,-1.054318515,-0.80635279,-1.002507961,2.072901548,0.39098416,-0.267717616,-0.807979104,-0.924045894,3.090922738,-1.263971435,-0.766484319,-1.361799352,1.894406565,0.427641868,-0.190917732,0.566131585,-1.018931742,-3.091189576,2.719620437,,,,,,,,
LP16_32-37,LP16_32,LP16_32-37_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,82.04,0.06,10.69,0.25,0.02,0.03,1.1,3.53,2.84,0.02,0,0,100.5837,81.56,0.06,10.63,0.25,0.02,0.03,1.09,3.51,2.82,0.02,0,0,100,1.584799378,-1.038428954,-2.148952876,-1.34785151,-0.845371366,-1.047559309,-1.052188778,-1.281799365,0.047687433,1.543837726,-1.350212146,-2.282838584,-1.968918194,-0.839950471,-1.534332033,-1.138447465,-1.299138472,0.126723316,-4.250700653,0.259315586,0.43456406,-0.05710486,,,,,,,,
LP16_32-38,LP16_32,LP16_32-38_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.47,0.28,14.02,1.04,0.05,0.09,2.47,5.18,1.99,0.11,0,0,97.6944,74.18,0.29,14.35,1.06,0.05,0.09,2.53,5.3,2.04,0.11,0,0,100,0.283199477,-0.542520091,0.128055928,-0.829913961,-0.464352604,-0.942624189,0.553352348,0.588544189,-0.847537562,0.298730541,-0.407991836,0.156881221,-0.878090697,-0.258038079,-1.182901059,0.645469821,0.612429142,-0.823360628,-0.713993031,-1.158486268,-1.063573681,0.378729993,,,,,,,,
LP16_32-39,LP16_32,LP16_32-39_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,71,0.2,15.07,0.93,0.03,0.07,3.04,5.18,1.76,0.07,0,0,97.3374,72.94,0.2,15.48,0.96,0.03,0.07,3.12,5.32,1.81,0.07,0,0,100,0.064567383,-0.72826967,0.820738369,-0.897539834,-0.729938544,-0.971623868,1.220823298,0.605537345,-1.117639543,0.083601766,-0.686614479,0.834236525,-0.986545414,-0.634954914,-1.264566125,1.227382628,0.628168609,-1.144786524,-0.511435581,-1.697850699,-1.713848535,0.931830647,,,,,,,,
LP16_32-40,LP16_32,LP16_32-40_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.22,0.26,12.52,1.16,0.03,0.08,1.74,4.11,2.38,0.07,0,0,96.5696,76.85,0.27,12.96,1.2,0.03,0.09,1.8,4.25,2.47,0.07,0,0,100,0.754850187,-0.572411543,-0.721002248,-0.742672178,-0.717599573,-0.946780737,-0.256130169,-0.51083901,-0.360674256,0.75677991,-0.449694269,-0.710965998,-0.745900793,-0.614982931,-1.194139278,-0.162467531,-0.462918994,-0.287774698,-1.843193545,-0.333696845,-0.229857109,0.158884389,,,,,,,,
LP16_32-41,LP16_32,LP16_32-41_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,71.16,0.17,15.33,0.79,0.01,0.01,3.16,5.18,1.64,0.07,0,0,97.5186,72.98,0.17,15.72,0.81,0.01,0.01,3.24,5.31,1.69,0.07,0,0,100,0.071369029,-0.796842811,0.967509402,-0.993190568,-0.969288948,-1.086693474,1.347804181,0.594568552,-1.254866313,0.090321874,-0.804264113,0.974545188,-1.15082342,-1.118037287,-1.7526691,1.331579166,0.618011809,-1.316144626,-0.880629951,-1.93204892,-2.232777436,1.086157106,,,,,,,,
LP16_32-42,LP16_32,LP16_32-42_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.69,0.24,12.71,1.23,0.04,0.21,1.81,4.44,2.18,0.07,0,0,95.6181,76.02,0.25,13.29,1.29,0.04,0.22,1.89,4.64,2.28,0.07,0,0,100,0.608082486,-0.624940314,-0.520950944,-0.685343904,-0.558514993,-0.710020279,-0.153156694,-0.106023024,-0.570220709,0.615111721,-0.525613594,-0.502461122,-0.663118591,-0.380898585,-0.693034319,-0.051639224,-0.052940195,-0.51213335,-1.30378794,-0.587766412,-0.235570706,-0.02260525,,,,,,,,
LP16_32-43,LP16_32,LP16_32-43_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.98,0.24,13,1.68,0.03,0.26,1.86,4.47,2.08,0.08,0,0,96.6743,75.49,0.25,13.45,1.74,0.03,0.27,1.92,4.62,2.15,0.08,0,0,100,0.513886137,-0.625442695,-0.425693397,-0.399650327,-0.669094249,-0.620383655,-0.122057498,-0.121037847,-0.719484464,0.523779102,-0.526357104,-0.404079986,-0.288107941,-0.539320281,-0.545682521,-0.018699946,-0.067833546,-0.677478957,-1.090988946,-0.723267425,-0.222663348,-0.135117992,,,,,,,,
LP16_32-44,LP16_32,LP16_32-44_LP16_32_UK_UK,Acid,Dacite,LP16_32,LP16_32_UK,0,UK,66.73,0.2,17.27,1.3,0.03,0.17,4.25,5.32,1.42,0.06,0,0,96.7433,68.98,0.2,17.85,1.34,0.03,0.17,4.39,5.5,1.47,0.06,0,0,100,-0.632540169,-0.725813307,2.268503522,-0.652845346,-0.68395154,-0.794336022,2.63945924,0.790939538,-1.503785088,-0.614841955,-0.682578361,2.174219907,-0.61747218,-0.562039588,-0.847729751,2.302105715,0.798353388,-1.643301863,0.91941942,-2.485202578,-2.276818401,1.763634801,,,,,,,,
LP16_32-45,LP16_32,LP16_32-45_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,76.18,0.27,11.87,1.29,0.05,0.13,1.31,3.55,2.89,0.06,0,0,97.5958,78.06,0.27,12.17,1.32,0.05,0.14,1.34,3.64,2.96,0.06,0,0,100,0.967132004,-0.57218192,-1.209869774,-0.664734629,-0.518719659,-0.856883248,-0.774123335,-1.153494856,0.204599605,0.960334759,-0.449369956,-1.231838093,-0.634068953,-0.327799222,-0.976518217,-0.768845523,-1.154268207,0.27897199,-2.272952476,0.470847419,0.636423964,0.089743341,,,,,,,,
LP16_32-46,LP16_32,LP16_32-46_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,75.94,0.22,10.95,1.08,0.03,0.12,1.38,3.49,2.95,0.04,0,0,96.2021,78.94,0.22,11.39,1.12,0.03,0.12,1.43,3.63,3.07,0.05,0,0,100,1.122620622,-0.677023385,-1.686052282,-0.790904388,-0.736013794,-0.879194496,-0.673732838,-1.161881211,0.327707514,1.108436423,-0.604631107,-1.755914596,-0.817988976,-0.644905589,-1.026292008,-0.643976469,-1.163661883,0.39597071,-2.713412469,0.468102023,0.586038554,-0.062259392,,,,,,,,
LP16_32-47,LP16_32,LP16_32-47_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.06,0.25,14.93,1.12,0.03,0.06,2.29,4.37,3.07,0.06,0,0,98.2423,73.35,0.25,15.2,1.14,0.03,0.06,2.33,4.45,3.12,0.07,0,0,100,0.137574146,-0.611262281,0.647477403,-0.781071865,-0.724385219,-1.004081428,0.334766475,-0.305212112,0.390272244,0.155640722,-0.505501772,0.667197937,-0.803100518,-0.625927352,-1.367112471,0.440193521,-0.252436259,0.454645355,-0.930752438,0.144833302,-1.261228574,1.185265137,,,,,,,,
LP16_32-48,LP16_32,LP16_32-48_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,73.01,0.26,14.67,1.24,0.04,0.1,2.23,4.56,2.04,0.08,0,0,98.2221,74.33,0.26,14.94,1.26,0.04,0.1,2.27,4.65,2.07,0.08,0,0,100,0.309926344,-0.598312767,0.487439575,-0.704383822,-0.627973061,-0.916228682,0.2664267,-0.098999834,-0.808884333,0.324905346,-0.486688878,0.511519664,-0.690282002,-0.478337433,-1.114610584,0.374261584,-0.045981745,-0.778914032,-0.893477404,-0.960689756,-0.904330943,0.692914757,,,,,,,,
LP16_32-49,LP16_32,LP16_32-49_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,68.76,0.21,16.84,0.92,0.04,0.07,3.57,5.54,1.42,0.06,0,0,97.4404,70.57,0.21,17.29,0.95,0.04,0.07,3.67,5.68,1.46,0.06,0,0,100,-0.352784138,-0.703523128,1.923773343,-0.903344167,-0.572880189,-0.974970352,1.829707853,0.984953383,-1.518765391,-0.332204243,-0.64645686,1.863633355,-0.996128748,-0.400529571,-1.274528545,1.711272798,0.973526568,-1.663739183,0.325023764,-2.321231567,-2.233786251,1.431883282,,,,,,,,
LP16_32-50,LP16_32,LP16_32-50_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.42,0.26,13.67,1.13,0.03,0.1,2.34,4.36,1.84,0.06,0,0,96.2183,75.27,0.27,14.21,1.17,0.03,0.11,2.44,4.53,1.91,0.07,0,0,100,0.475005988,-0.576799985,0.038367064,-0.759070389,-0.681593369,-0.90994651,0.451310624,-0.217782987,-0.997813434,0.485986725,-0.45590451,0.067250597,-0.770147186,-0.558407764,-1.099063753,0.5506683,-0.164356214,-0.999750798,-1.142015718,-1.250392916,-0.686540871,0.588574801,,,,,,,,
LP16_32-51,LP16_32,LP16_32-51_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,76.83,0.27,11.97,1.52,0.05,0.08,1.53,3.53,2.62,0.09,0,0,98.4816,78.02,0.28,12.15,1.55,0.05,0.08,1.55,3.59,2.66,0.09,0,0,100,0.959465292,-0.564048733,-1.218541249,-0.522666713,-0.522794845,-0.953824092,-0.539387642,-1.204205775,-0.142774579,0.953010679,-0.437923108,-1.241229301,-0.442810116,-0.333153823,-1.213518734,-0.482857619,-1.211229623,-0.063130197,-2.232641101,0.069949912,0.651840246,0.206343566,,,,,,,,
LP16_32-52,LP16_32,LP16_32-52_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.72,0.24,11.8,1.34,0.04,0.1,2.25,3.49,2.21,0.07,0,0,96.2396,77.63,0.24,12.26,1.39,0.04,0.1,2.33,3.63,2.3,0.07,0,0,100,0.89239064,-0.634073564,-1.150886172,-0.620995622,-0.641831714,-0.925820497,0.338584978,-1.162815247,-0.549488735,0.888846367,-0.539185047,-1.168103487,-0.573573013,-0.498592315,-1.138847854,0.443851841,-1.164708752,-0.489544685,-2.003275759,-0.707580373,0.406389168,0.593223479,,,,,,,,
LP16_32-53,LP16_32,LP16_32-53_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,83.51,0.06,11.06,0.11,-0.02,0,2.03,4.09,0.51,0.02,0,0,101.3705,82.38,0.06,10.91,0.11,-0.02,0,2,4.03,0.5,0.02,0,0,100,1.728458153,-1.037480326,-1.975457923,-1.438062051,-1.31417143,-1.109411287,-0.033580171,-0.74012234,-2.60881252,1.677742745,-1.347316909,-2.083216506,-2.32075964,-1.895081243,-2.071310448,0.073730902,-0.703448586,-3.540152239,-4.527633971,-3.669912494,-0.436532635,-0.366992707,,,,,,,,
LP16_32-54,LP16_32,LP16_32-54_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,73.97,0.22,12.81,1.13,0.01,0.13,2.25,3.89,1.95,0.07,0,0,96.4245,76.71,0.23,13.28,1.17,0.01,0.13,2.33,4.04,2.02,0.07,0,0,100,0.729467198,-0.664397301,-0.525887001,-0.761130203,-0.97160082,-0.861447667,0.337521961,-0.735122777,-0.872590468,0.732333963,-0.58510275,-0.5075747,-0.773211563,-1.124178047,-0.986515072,0.442833686,-0.698134937,-0.852364862,-1.814755756,-1.103225249,-0.453004282,0.455761753,,,,,,,,
LP16_32-56,LP16_32,LP16_32-56_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,69.14,0.15,15.72,0.96,0.03,0.04,2.92,5.19,2.44,0.05,0,0,96.6588,71.53,0.16,16.27,1,0.03,0.04,3.02,5.37,2.52,0.05,0,0,100,-0.183269107,-0.821679766,1.299177387,-0.871863283,-0.680928044,-1.034472314,1.106637545,0.66151997,-0.293093136,-0.162488089,-0.849554206,1.287719338,-0.944689928,-0.55738488,-1.479010872,1.132055803,0.679851548,-0.217203021,-0.317863502,-0.797223631,-2.107964205,1.319098919,,,,,,,,
LP16_32-57,LP16_32,LP16_32-57_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,73.48,0.22,12.38,1.21,0.03,0.12,1.2,4.25,2.99,0.08,0,0,95.9697,76.56,0.23,12.9,1.26,0.03,0.12,1.25,4.43,3.12,0.08,0,0,100,0.703534609,-0.656589679,-0.757931811,-0.701550816,-0.672473729,-0.8860997,-0.872600974,-0.322747885,0.387566096,0.707334992,-0.573150043,-0.749742471,-0.68622001,-0.544454499,-1.042184416,-0.895471122,-0.27020208,0.452118135,-1.916646163,0.615992433,-0.238645642,-0.211644899,,,,,,,,
