LP08_depth_cm,SH20M1H_mean_age,LP08_LnFe_Mn,LP16_depth_cm,SH20M1H_mean_age,LP16_LnFe_Mn,10yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,10yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore
314,5389.42,2.528566718,80,12916.76,4.09221074,,,,,,,,,,,,
314.2,5391.48,2.593302657,80.05,12920.16,4.138791048,,,,,,,,,,,,
314.4,5393.53,2.642413037,80.1,12923.56,4.197664728,,,,,,,,,,,,
314.6,5395.59,2.788902298,80.15,12926.96,4.147147827,,,,,,,,,,,,
314.8,5397.64,2.803469772,80.2,12930.36,4.176303183,,,,,,,,,,,,
315,5399.7,2.917077491,80.25,12933.76,4.339173276,,,,,,,,,,,,
315.2,5401.75,2.698465796,80.3,12937.16,4.172544679,,,,,,,,,,,,
315.4,5403.81,2.78045906,80.35,12940.56,3.677324058,,,,,,,,,,,,
315.6,5405.86,3.164044308,80.4,12943.96,3.43431168,,,,,,,,,,,,
315.8,5407.92,3.010498109,80.45,12947.36,4.176913622,,,,,,,,,,,,
316,5409.97,2.851622566,80.5,12950.77,4.337315038,,,,,,,,,,,,
316.2,5412.03,2.814135842,80.55,12954.17,4.40077829,,,,,,,,,,,,
316.4,5414.08,2.868623978,80.6,12957.57,4.578605162,,,,,,,,,,,,
316.6,5416.14,2.816354586,80.65,12960.97,4.631366422,,,,,,,,,,,,
316.8,5418.19,2.613676828,80.7,12964.37,4.634784677,,,,,,,,,,,,
317,5420.25,2.651569789,80.75,12967.77,4.554849819,,,,,,,,,,,,
317.2,5422.3,2.861614428,80.8,12971.17,4.461462256,,,,,,,,,,,,
317.4,5424.36,2.847764625,80.85,12974.57,4.490188299,,,,,,,,,,,,
317.6,5426.41,2.638954104,80.9,12977.97,4.618430297,,,,,,,,,,,,
317.8,5428.47,2.621167765,80.95,12981.37,4.657937289,,,,,,,,,,,,
318,5430.52,2.617246498,81,12984.77,4.535486066,,,,,,,,,,,,
318.2,5432.58,2.706219765,81.05,12985.31,4.596195796,,,,,,,,,,,,
318.4,5434.63,2.744371761,81.1,12985.86,4.534533526,,,,,,,,,,,,
318.6,5436.68,2.717438951,81.15,12986.41,4.626795565,,,,,,,,,,,,
318.8,5438.74,2.740355551,81.2,12986.95,4.533967897,,,,,,,,,,,,
319,5440.79,2.510391333,81.25,12987.5,4.831647305,,,,,,,,,,,,
319.2,5442.85,2.582155083,81.3,12988.04,4.815150193,,,,,,,,,,,,
319.4,5444.9,2.646030048,81.35,12988.59,4.843649608,,,,,,,,,,,,
319.6,5446.96,2.9347688,81.4,12989.14,4.680871687,,,,,,,,,,,,
319.8,5449.01,2.980775808,81.45,12989.68,4.475950044,,,,,,,,,,,,
320,5451.07,2.917052148,81.5,12990.23,4.459252774,,,,,,,,,,,,
320.2,5458.83,2.679741167,81.55,12990.77,4.395165888,,,,,,,,,,,,
320.4,5466.6,2.830655454,81.6,12991.32,4.400106138,,,,,,,,,,,,
320.6,5474.36,2.826715319,81.65,12991.87,4.929448072,,,,,,,,,,,,
320.8,5482.13,2.901306116,81.7,12992.41,4.266930535,,,,,,,,,,,,
321,5489.89,2.796603598,81.75,12992.96,4.117904716,,,,,,,,,,,,
321.2,5497.66,2.750769062,81.8,12993.5,3.885863587,,,,,,,,,,,,
321.4,5505.43,2.909427844,81.85,12994.05,3.482417697,,,,,,,,,,,,
321.6,5513.19,3.192542273,81.9,12994.6,3.831419319,,,,,,,,,,,,
321.8,5520.96,3.109229408,81.95,12995.14,3.950302521,,,,,,,,,,,,
322,5528.72,3.050896159,82,12995.69,2.98911888,,,,,,,,,,,,
322.2,5536.49,3.083061238,82.05,12996.24,2.476468683,,,,,,,,,,,,
322.4,5544.25,3.139998728,82.1,12996.78,3.18047168,,,,,,,,,,,,
322.6,5552.02,3.191337306,82.15,12997.33,3.960756275,,,,,,,,,,,,
322.8,5559.78,3.09682839,82.2,12997.87,3.299178854,,,,,,,,,,,,
323,5567.55,3.215207132,82.25,12998.42,2.664659978,,,,,,,,,,,,
323.2,5575.31,3.171971206,82.3,12998.97,3.293996868,,,,,,,,,,,,
323.4,5583.08,3.00367363,82.35,12999.51,3.942884796,,,,,,,,,,,,
323.6,5590.84,2.928624417,82.4,13000.06,3.950458967,,,,,,,,,,,,
323.8,5598.61,3.087427802,82.45,13000.6,3.921418727,,,,,,,,,,,,
324,5606.37,3.186492699,82.5,13001.15,4.043545749,,,,,,,,,,,,
324.2,5614.14,3.159188264,82.55,13001.7,3.943372175,,,,,,,,,,,,
324.4,5621.9,3.03129531,82.6,13002.24,4.029744233,,,,,,,,,,,,
324.6,5629.67,3.172976506,82.65,13002.79,4.064616604,,,,,,,,,,,,
324.8,5637.43,3.152942783,82.7,13003.34,4.112281525,,,,,,,,,,,,
325,5645.2,3.036932895,82.75,13003.88,3.612691303,,,,,,,,,,,,
325.2,5652.97,3.047274473,82.8,13004.43,2.500127896,,,,,,,,,,,,
325.4,5660.73,3.038368007,82.85,13004.97,1.671336511,,,,,,,,,,,,
325.6,5668.5,3.123172177,82.9,13005.52,1.359914486,,,,,,,,,,,,
325.8,5676.26,3.307788081,82.95,13006.07,1.563871683,,,,,,,,,,,,
326,5684.03,3.230700245,83,13006.61,1.505599178,,,,,,,,,,,,
326.2,5691.79,3.106226468,83.05,13007.16,1.894556321,,,,,,,,,,,,
326.4,5699.56,2.868252571,83.1,13007.7,1.61293918,,,,,,,,,,,,
326.6,5707.32,2.611894594,83.15,13008.25,1.694340375,,,,,,,,,,,,
326.8,5715.09,2.500762629,83.2,13008.8,3.231995251,,,,,,,,,,,,
327,5722.85,2.30461295,83.25,13009.34,3.86903165,,,,,,,,,,,,
327.2,5730.62,1.997183071,83.3,13009.89,3.997685381,,,,,,,,,,,,
327.4,5738.38,1.047515291,83.35,13010.43,3.912299374,,,,,,,,,,,,
327.6,5746.15,1.768363678,83.4,13010.98,3.958046466,,,,,,,,,,,,
327.8,5753.91,1.484050669,83.45,13011.53,3.809383961,,,,,,,,,,,,
328,5761.68,2.762508368,83.5,13012.07,3.869637817,,,,,,,,,,,,
328.2,5769.44,2.979500848,83.55,13012.62,3.927241303,,,,,,,,,,,,
328.4,5777.21,3.134633836,83.6,13013.17,3.951772519,,,,,,,,,,,,
328.6,5784.97,3.101952246,83.65,13013.71,3.963509025,,,,,,,,,,,,
328.8,5792.74,3.148495777,83.7,13014.26,3.966503405,,,,,,,,,,,,
329,5800.51,3.178873167,83.75,13014.8,3.948432077,,,,,,,,,,,,
329.2,5808.27,3.334509544,83.8,13015.35,3.998113138,,,,,,,,,,,,
329.4,5816.04,3.19231239,83.85,13015.9,3.965654633,,,,,,,,,,,,
329.6,5823.8,3.150283033,83.9,13016.44,3.960783925,,,,,,,,,,,,
329.8,5831.57,3.170260076,83.95,13016.99,3.974336146,,,,,,,,,,,,
330,5839.33,3.285489983,84,13017.53,3.987761265,,,,,,,,,,,,
330.2,5846.82,3.394716862,84.05,13018.08,3.99842219,,,,,,,,,,,,
330.4,5854.31,3.370320647,84.1,13018.63,4.064217971,,,,,,,,,,,,
330.6,5861.8,3.289294909,84.15,13019.17,3.929756341,,,,,,,,,,,,
330.8,5869.29,3.376475699,84.2,13019.72,3.927682201,,,,,,,,,,,,
331,5876.78,3.162472154,84.25,13020.27,3.928460866,,,,,,,,,,,,
331.2,5884.27,3.332157017,84.3,13020.81,3.917890338,,,,,,,,,,,,
331.4,5891.76,3.372892436,84.35,13021.36,3.934545243,,,,,,,,,,,,
331.6,5899.25,3.368905877,84.4,13021.9,3.911000456,,,,,,,,,,,,
331.8,5906.74,3.352205177,84.45,13022.45,3.91818454,,,,,,,,,,,,
332,5914.23,3.384040013,84.5,13023,3.878784035,,,,,,,,,,,,
332.2,5921.72,3.483478797,84.55,13023.54,3.976337142,,,,,,,,,,,,
332.4,5929.2,3.714995301,84.6,13024.09,4.077092985,,,,,,,,,,,,
332.6,5936.69,3.654070049,84.65,13024.63,3.935002556,,,,,,,,,,,,
332.8,5944.18,3.629456034,84.7,13025.18,4.155320369,,,,,,,,,,,,
333.2,5959.16,3.522202514,84.75,13025.73,4.254661068,,,,,,,,,,,,
333.4,5966.65,3.314050057,84.8,13026.27,4.334987818,,,,,,,,,,,,
333.6,5974.14,3.437482786,84.85,13026.82,4.108146986,,,,,,,,,,,,
333.8,5981.63,3.419617819,84.9,13027.36,4.017108022,,,,,,,,,,,,
334,5989.12,3.480010385,84.95,13027.91,3.967857792,,,,,,,,,,,,
334.2,5996.61,3.431801411,85,13028.46,4.10702739,,,,,,,,,,,,
334.4,6004.1,3.281136593,85.05,13029,4.08279709,,,,,,,,,,,,
334.6,6011.59,3.315239931,85.1,13029.55,4.118489712,,,,,,,,,,,,
334.8,6019.08,3.339127792,85.15,13030.1,4.058261425,,,,,,,,,,,,
335,6026.57,3.402676771,85.2,13030.64,4.029409137,,,,,,,,,,,,
335.2,6034.06,3.511447883,85.25,13031.19,4.06153646,,,,,,,,,,,,
335.4,6041.55,3.503375756,85.3,13031.73,4.019486007,,,,,,,,,,,,
335.6,6049.03,3.308588229,85.35,13032.28,3.997347449,,,,,,,,,,,,
335.8,6056.52,3.340569826,85.4,13032.83,3.92541442,,,,,,,,,,,,
336,6064.01,3.441837266,85.45,13033.37,3.97973306,,,,,,,,,,,,
336.2,6071.5,3.431743898,85.5,13033.92,3.973689527,,,,,,,,,,,,
336.4,6078.99,3.554274645,85.55,13034.46,3.968655478,,,,,,,,,,,,
336.6,6086.48,3.644770723,85.6,13035.01,4.178782881,,,,,,,,,,,,
336.8,6093.97,3.661445919,85.65,13035.56,4.090750745,,,,,,,,,,,,
337,6101.46,3.596483789,85.7,13036.1,4.024530134,,,,,,,,,,,,
337.2,6108.95,3.517708402,85.75,13036.65,4.121594205,,,,,,,,,,,,
337.4,6116.44,3.5180049,85.8,13037.2,4.051223781,,,,,,,,,,,,
337.6,6123.93,3.464522988,85.85,13037.74,4.101850815,,,,,,,,,,,,
337.8,6131.42,3.492797225,85.9,13038.29,4.052030763,,,,,,,,,,,,
338,6138.91,3.460640583,85.95,13038.83,4.103591297,,,,,,,,,,,,
338.2,6146.4,3.330517552,86,13039.38,4.108036876,,,,,,,,,,,,
338.4,6153.89,3.372115808,86.05,13039.93,4.100421403,,,,,,,,,,,,
338.6,6161.38,3.298196137,86.1,13040.47,4.084440607,,,,,,,,,,,,
338.8,6168.86,3.162626315,86.15,13041.02,4.009156861,,,,,,,,,,,,
339,6176.35,3.019895961,86.2,13041.56,4.048105921,,,,,,,,,,,,
339.2,6183.84,2.952879744,86.25,13042.11,4.037500124,,,,,,,,,,,,
339.4,6191.33,2.966107335,86.3,13042.66,4.089302825,,,,,,,,,,,,
339.6,6198.82,2.775992582,86.35,13043.2,4.013434442,,,,,,,,,,,,
339.8,6206.31,2.88274655,86.4,13043.75,3.996263281,,,,,,,,,,,,
340,6213.8,2.760115916,86.45,13044.29,4.094921596,,,,,,,,,,,,
340.2,6220.9,2.593743576,86.5,13044.84,4.053298413,,,,,,,,,,,,
340.4,6228.01,2.549551347,86.55,13045.39,4.120280444,,,,,,,,,,,,
340.6,6235.11,2.495601939,86.6,13045.93,4.008046967,,,,,,,,,,,,
340.8,6242.21,2.241627395,86.65,13046.48,4.090332999,,,,,,,,,,,,
341,6249.32,2.531247138,86.7,13047.03,4.023803547,,,,,,,,,,,,
341.2,6256.42,2.467729214,86.75,13047.57,4.025283466,,,,,,,,,,,,
341.4,6263.52,2.746198631,86.8,13048.12,4.101072056,,,,,,,,,,,,
341.6,6270.63,2.553423601,86.85,13048.66,4.061787775,,,,,,,,,,,,
341.8,6277.73,2.833786602,86.9,13049.21,4.003938375,,,,,,,,,,,,
342,6284.83,2.81094322,86.95,13049.76,4.087624048,,,,,,,,,,,,
342.2,6291.93,2.380375629,87,13050.3,4.053107517,,,,,,,,,,,,
342.4,6299.04,2.866504276,87.05,13050.85,4.028604003,,,,,,,,,,,,
342.6,6306.14,3.304019913,87.1,13051.39,4.050779164,,,,,,,,,,,,
342.8,6313.24,2.955510115,87.15,13051.94,4.055290825,,,,,,,,,,,,
343,6320.35,3.174246592,87.2,13052.49,3.969871791,,,,,,,,,,,,
343.2,6327.45,3.179485785,87.25,13053.03,4.009246122,,,,,,,,,,,,
343.4,6334.55,2.416299763,87.3,13053.58,4.037599575,,,,,,,,,,,,
343.6,6341.66,3.042484679,87.35,13054.13,4.071007977,,,,,,,,,,,,
343.8,6348.76,2.90153353,87.4,13054.67,4.007060761,,,,,,,,,,,,
344,6355.86,2.962093628,87.45,13055.22,3.981417558,,,,,,,,,,,,
344.2,6362.96,2.885339035,87.5,13055.76,4.078070497,,,,,,,,,,,,
344.4,6370.07,2.523896902,87.55,13056.31,3.952962066,,,,,,,,,,,,
344.6,6377.17,2.79081979,87.6,13056.86,4.046198844,,,,,,,,,,,,
344.8,6384.27,2.464705919,87.65,13057.4,3.943898908,,,,,,,,,,,,
345,6391.38,2.798650177,87.7,13057.95,4.049018239,,,,,,,,,,,,
345.2,6398.48,2.709644371,87.75,13058.49,3.964184322,,,,,,,,,,,,
345.4,6405.58,2.996776832,87.8,13059.04,4.063907163,,,,,,,,,,,,
345.6,6412.69,2.694473514,87.85,13059.59,4.052290749,,,,,,,,,,,,
345.8,6419.79,2.810879299,87.9,13060.13,3.922169921,,,,,,,,,,,,
346,6426.89,2.260905994,87.95,13060.68,3.922141654,,,,,,,,,,,,
346.2,6434,2.779038583,88,13061.22,3.927516262,,,,,,,,,,,,
346.4,6441.1,2.406564003,88.05,13061.77,4.001656151,,,,,,,,,,,,
346.6,6448.2,2.574367625,88.1,13062.32,4.026414764,,,,,,,,,,,,
346.8,6455.3,2.438390551,88.15,13062.86,4.038416462,,,,,,,,,,,,
347,6462.41,2.551710748,88.2,13063.41,3.997235969,,,,,,,,,,,,
347.2,6469.51,2.636489446,88.25,13063.96,4.085806623,,,,,,,,,,,,
347.4,6476.61,2.650461507,88.3,13064.5,4.053649399,,,,,,,,,,,,
347.6,6483.72,2.747339106,88.35,13065.05,4.062180403,,,,,,,,,,,,
347.8,6490.82,2.491462428,88.4,13065.59,4.053685084,,,,,,,,,,,,
348,6497.92,2.032361453,88.45,13066.14,3.964875505,,,,,,,,,,,,
348.2,6505.03,2.498013312,88.5,13066.69,3.98895486,,,,,,,,,,,,
348.4,6512.13,2.987033128,88.55,13067.23,3.917406217,,,,,,,,,,,,
348.6,6519.23,2.740725897,88.6,13067.78,3.912454849,,,,,,,,,,,,
348.8,6526.33,2.755094449,88.65,13068.32,3.954534114,,,,,,,,,,,,
349,6533.44,2.687173059,88.7,13068.87,3.913399107,,,,,,,,,,,,
349.2,6540.54,1.846393705,88.75,13069.42,3.978134363,,,,,,,,,,,,
349.4,6547.64,2.670196478,88.8,13069.96,4.112920948,,,,,,,,,,,,
349.6,6554.75,3.002831368,88.85,13070.51,4.139415806,,,,,,,,,,,,
349.8,6561.85,2.540873496,88.9,13071.06,4.134025012,,,,,,,,,,,,
350,6568.95,2.566828644,88.95,13071.6,3.928042049,,,,,,,,,,,,
350.2,6576.26,2.584273033,89,13072.15,3.933173887,,,,,,,,,,,,
350.4,6583.57,2.913276342,89.05,13072.69,3.939556191,,,,,,,,,,,,
350.6,6590.87,2.62410378,89.1,13073.24,3.917236838,,,,,,,,,,,,
350.8,6598.18,2.476354114,89.15,13073.79,3.932771046,,,,,,,,,,,,
351,6605.48,2.199702985,89.2,13074.33,3.932501537,,,,,,,,,,,,
351.2,6612.79,2.295877667,89.25,13074.88,3.966928295,,,,,,,,,,,,
351.4,6620.1,2.294082324,89.3,13075.42,3.950074396,,,,,,,,,,,,
351.6,6627.4,2.74714657,89.35,13075.97,3.988588988,,,,,,,,,,,,
351.8,6634.71,2.821153695,89.4,13076.52,4.023464911,,,,,,,,,,,,
352,6642.02,3.120922301,89.45,13077.06,4.113149381,,,,,,,,,,,,
352.2,6649.32,2.933331384,89.5,13077.61,3.998511035,,,,,,,,,,,,
352.4,6656.63,3.111764622,89.55,13078.15,3.992250028,,,,,,,,,,,,
352.6,6663.94,3.10426811,89.6,13078.7,3.954379462,,,,,,,,,,,,
352.8,6671.24,3.081502139,89.65,13079.25,3.988215167,,,,,,,,,,,,
353,6678.55,3.092794565,89.7,13079.79,4.018039879,,,,,,,,,,,,
353.2,6685.85,3.114010389,89.75,13080.34,3.954160403,,,,,,,,,,,,
353.4,6693.16,2.880401586,89.8,13080.89,3.911407882,,,,,,,,,,,,
353.6,6700.47,2.844628186,89.85,13081.43,4.003729147,,,,,,,,,,,,
353.8,6707.77,2.667754028,89.9,13081.98,3.918403807,,,,,,,,,,,,
354,6715.08,2.938436279,89.95,13082.52,4.125253816,,,,,,,,,,,,
354.2,6722.39,3.456787778,90,13083.07,4.018363196,,,,,,,,,,,,
354.4,6729.69,3.424880643,90.05,13083.62,4.006718226,,,,,,,,,,,,
354.6,6737,3.321108099,90.1,13084.16,4.078035824,,,,,,,,,,,,
354.8,6744.3,3.227418938,90.15,13084.71,4.07432966,,,,,,,,,,,,
355,6751.61,3.172981464,90.2,13085.25,4.136246662,,,,,,,,,,,,
355.2,6758.92,2.890371758,90.25,13085.8,4.047844236,,,,,,,,,,,,
355.4,6766.22,2.908987621,90.3,13086.35,3.960417639,,,,,,,,,,,,
355.6,6773.53,2.846741496,90.35,13086.89,4.01025316,,,,,,,,,,,,
355.8,6780.84,3.031268433,90.4,13087.44,3.951134091,,,,,,,,,,,,
356,6788.14,2.864356233,90.45,13087.99,4.050440814,,,,,,,,,,,,
356.2,6795.45,2.602712338,90.5,13088.53,4.070742927,,,,,,,,,,,,
356.4,6802.76,2.446919474,90.55,13089.08,4.064667774,,,,,,,,,,,,
356.6,6810.06,3.167011483,90.6,13089.62,4.038493552,,,,,,,,,,,,
356.8,6817.37,3.084148158,90.65,13090.17,4.073203108,,,,,,,,,,,,
357,6824.67,3.041719712,90.7,13090.72,4.096356547,,,,,,,,,,,,
357.2,6831.98,2.796921209,90.75,13091.26,4.172085606,,,,,,,,,,,,
357.4,6839.29,2.813269772,90.8,13091.81,4.214455566,,,,,,,,,,,,
357.6,6846.59,2.770257051,90.85,13092.35,4.127869341,,,,,,,,,,,,
357.8,6853.9,2.722564981,90.9,13092.9,4.174934067,,,,,,,,,,,,
358,6861.21,2.783734454,90.95,13093.45,4.135517652,,,,,,,,,,,,
358.2,6868.51,2.919814973,91,13093.99,4.032192578,,,,,,,,,,,,
358.4,6875.82,2.867962542,91.05,13094.57,4.116086574,,,,,,,,,,,,
358.6,6883.13,2.334046829,91.1,13095.14,4.020873374,,,,,,,,,,,,
358.8,6890.43,2.618607681,91.15,13095.72,4.133293459,,,,,,,,,,,,
359,6897.74,2.946302572,91.2,13096.3,4.178501568,,,,,,,,,,,,
359.2,6905.04,2.819841607,91.25,13096.87,4.031187105,,,,,,,,,,,,
359.4,6912.35,2.693721489,91.3,13097.45,4.00544565,,,,,,,,,,,,
359.6,6919.66,2.637143876,91.35,13098.03,4.081019108,,,,,,,,,,,,
359.8,6926.96,2.799145268,91.4,13098.6,4.071746988,,,,,,,,,,,,
360,6934.27,2.808581324,91.45,13099.18,3.997079022,,,,,,,,,,,,
360.2,6939.73,2.499969389,91.5,13099.75,4.050539906,,,,,,,,,,,,
360.4,6945.19,2.312625767,91.55,13100.33,4.151978568,,,,,,,,,,,,
360.6,6950.65,2.433357674,91.6,13100.91,4.089275358,,,,,,,,,,,,
360.8,6956.11,2.306652744,91.65,13101.48,4.046612001,,,,,,,,,,,,
361,6961.57,2.549020232,91.7,13102.06,3.967566869,,,,,,,,,,,,
361.2,6967.02,2.72266424,91.75,13102.63,3.970878667,,,,,,,,,,,,
361.4,6972.48,2.776451577,91.8,13103.21,3.984732598,,,,,,,,,,,,
361.6,6977.94,2.76446897,91.85,13103.79,4.150563891,,,,,,,,,,,,
361.8,6983.4,2.905144394,91.9,13104.36,3.946899743,,,,,,,,,,,,
362,6988.86,2.651059923,91.95,13104.94,4.008628988,,,,,,,,,,,,
362.2,6994.32,3.173454578,92,13105.52,3.936171875,,,,,,,,,,,,
362.4,6999.78,3.097047205,92.05,13106.09,3.902052088,,,,,,,,,,,,
362.6,7005.24,3.145055652,92.1,13106.67,3.979155099,,,,,,,,,,,,
362.8,7010.7,2.722820309,92.15,13107.24,4.016086519,,,,,,,,,,,,
363,7016.16,0.839018728,92.2,13107.82,4.007510036,,,,,,,,,,,,
363.2,7021.61,1.916064867,92.25,13108.4,4.035140056,,,,,,,,,,,,
363.4,7027.07,2.562963483,92.3,13108.97,3.964124796,,,,,,,,,,,,
363.6,7032.53,2.583986563,92.35,13109.55,3.978378904,,,,,,,,,,,,
363.8,7037.99,2.385442437,92.4,13110.12,4.090238314,,,,,,,,,,,,
364,7043.45,2.250826912,92.45,13110.7,4.106536334,,,,,,,,,,,,
364.2,7048.91,2.313122455,92.5,13111.28,4.045968436,,,,,,,,,,,,
364.4,7054.37,0.5363338,92.55,13111.85,4.071313768,,,,,,,,,,,,
364.6,7059.83,0.605795725,92.6,13112.43,4.003549352,,,,,,,,,,,,
364.8,7065.29,2.011470078,92.65,13113,4.053190948,,,,,,,,,,,,
365,7070.75,2.386535996,92.7,13113.58,4.021234365,,,,,,,,,,,,
365.2,7076.21,2.389331599,92.75,13114.16,4.061137719,,,,,,,,,,,,
365.4,7081.66,2.546812279,92.8,13114.73,4.01236517,,,,,,,,,,,,
365.6,7087.12,2.535223752,92.85,13115.31,3.889252812,,,,,,,,,,,,
365.8,7092.58,2.868102743,92.9,13115.89,4.00972897,,,,,,,,,,,,
366,7098.04,3.11780561,92.95,13116.46,3.960404923,,,,,,,,,,,,
366.2,7103.5,3.04652928,93,13117.04,4.030090851,,,,,,,,,,,,
366.4,7108.96,3.260761278,93.05,13117.61,3.907721314,,,,,,,,,,,,
366.6,7114.42,3.348681495,93.1,13118.19,4.061038417,,,,,,,,,,,,
366.8,7119.88,3.50871443,93.15,13118.77,4.109828706,,,,,,,,,,,,
367,7125.34,3.526454188,93.2,13119.34,4.117338085,,,,,,,,,,,,
367.2,7130.8,3.623019929,93.25,13119.92,4.103669244,,,,,,,,,,,,
367.4,7136.25,3.582755521,93.3,13120.49,4.133474404,,,,,,,,,,,,
367.6,7141.71,3.637419941,93.35,13121.07,4.094611702,,,,,,,,,,,,
367.8,7147.17,3.761823138,93.4,13121.65,4.133912135,,,,,,,,,,,,
368,7152.63,3.561731584,93.45,13122.22,4.110888488,,,,,,,,,,,,
368.2,7158.09,3.417088495,93.5,13122.8,4.082657229,,,,,,,,,,,,
368.4,7163.55,3.464478257,93.55,13123.38,4.036589677,,,,,,,,,,,,
368.6,7169.01,3.383326221,93.6,13123.95,4.043846428,,,,,,,,,,,,
368.8,7174.47,3.261229278,93.65,13124.53,4.124010216,,,,,,,,,,,,
369,7179.93,3.194917636,93.7,13125.1,4.075281362,,,,,,,,,,,,
369.2,7185.39,3.009486536,93.75,13125.68,4.021079717,,,,,,,,,,,,
369.4,7190.85,2.838408925,93.8,13126.26,4.021302149,,,,,,,,,,,,
369.6,7196.3,3.122844593,93.85,13126.83,4.078891306,,,,,,,,,,,,
369.8,7201.76,3.25983624,93.9,13127.41,4.053911309,,,,,,,,,,,,
370,7207.22,3.0311772,93.95,13127.98,4.046658489,,,,,,,,,,,,
370.2,7211.04,3.035651535,94,13128.56,4.154032719,,,,,,,,,,,,
370.4,7214.87,2.837418022,94.05,13129.14,4.157128828,,,,,,,,,,,,
370.6,7218.69,2.5638304,94.1,13129.71,4.07525681,,,,,,,,,,,,
370.8,7222.51,2.620623198,94.15,13130.29,4.141001942,,,,,,,,,,,,
371,7226.33,2.538502714,94.2,13130.86,4.070745823,,,,,,,,,,,,
371.2,7230.15,2.504150837,94.25,13131.44,4.044657049,,,,,,,,,,,,
371.4,7233.97,1.976197709,94.3,13132.02,4.090703503,,,,,,,,,,,,
371.6,7237.8,2.30812305,94.35,13132.59,4.032215654,,,,,,,,,,,,
371.8,7241.62,1.758895699,94.4,13133.17,3.96634157,,,,,,,,,,,,
372,7245.44,1.44920564,94.45,13133.75,3.98940111,,,,,,,,,,,,
372.2,7249.26,1.9667091,94.5,13134.32,3.996154673,,,,,,,,,,,,
372.4,7253.08,2.695624155,94.55,13134.9,3.934336304,,,,,,,,,,,,
372.6,7256.91,2.655102801,94.6,13135.47,3.887151487,,,,,,,,,,,,
372.8,7260.73,2.752403369,94.65,13136.05,3.982705743,,,,,,,,,,,,
373,7264.55,2.979964856,94.7,13136.63,3.987965081,,,,,,,,,,,,
373.2,7268.37,3.336054233,94.75,13137.2,3.951840946,,,,,,,,,,,,
373.4,7272.19,3.264883354,94.8,13137.78,3.981314786,,,,,,,,,,,,
373.6,7276.01,3.089138504,94.85,13138.35,3.998512291,,,,,,,,,,,,
373.8,7279.84,3.32923206,94.9,13138.93,3.983979224,,,,,,,,,,,,
374,7283.66,2.958413869,94.95,13139.51,3.96362791,,,,,,,,,,,,
374.2,7287.48,2.568652068,95,13140.08,3.857929134,,,,,,,,,,,,
374.4,7291.3,2.457743813,95.05,13140.66,3.668438799,,,,,,,,,,,,
374.6,7295.12,2.459103244,95.1,13141.24,3.977888126,,,,,,,,,,,,
374.8,7298.94,2.46432518,95.15,13141.81,4.045574398,,,,,,,,,,,,
375,7302.77,2.552876238,95.2,13142.39,4.066153331,,,,,,,,,,,,
375.2,7306.59,2.694455692,95.25,13142.96,4.11030894,,,,,,,,,,,,
375.4,7310.41,2.801657287,95.3,13143.54,4.00006546,,,,,,,,,,,,
375.6,7314.23,2.674853501,95.35,13144.12,4.084940178,,,,,,,,,,,,
375.8,7318.05,2.768825172,95.4,13144.69,4.066128808,,,,,,,,,,,,
376,7321.88,2.560578025,95.45,13145.27,4.111155958,,,,,,,,,,,,
376.2,7325.7,2.418239637,95.5,13145.84,4.186614251,,,,,,,,,,,,
376.4,7329.52,2.691354899,95.55,13146.42,4.307915232,,,,,,,,,,,,
376.6,7333.34,2.798229453,95.6,13147,4.265831345,,,,,,,,,,,,
376.8,7337.16,2.622084604,95.65,13147.57,4.069516048,,,,,,,,,,,,
377,7340.98,2.055261515,95.7,13148.15,4.163834205,,,,,,,,,,,,
377.2,7344.81,2.333953304,95.75,13148.72,4.147731558,,,,,,,,,,,,
377.4,7348.63,2.169148934,95.8,13149.3,4.054925853,,,,,,,,,,,,
377.6,7352.45,1.901408842,95.85,13149.88,4.040244892,,,,,,,,,,,,
377.8,7356.27,0.935927615,95.9,13150.45,4.014061675,,,,,,,,,,,,
378,7360.09,1.609830482,95.95,13151.03,4.026341669,,,,,,,,,,,,
378.2,7363.91,1.508611564,96,13151.61,3.946337419,,,,,,,,,,,,
378.4,7367.74,1.677954955,96.05,13152.18,3.930757437,,,,,,,,,,,,
378.6,7371.56,1.976350409,96.1,13152.76,3.956461503,,,,,,,,,,,,
378.8,7375.38,1.753027373,96.15,13153.33,4.123205047,,,,,,,,,,,,
379,7379.2,1.508025006,96.2,13153.91,3.992922621,,,,,,,,,,,,
379.2,7383.02,1.839076305,96.25,13154.49,3.959659465,,,,,,,,,,,,
379.4,7386.85,1.816900708,96.3,13155.06,3.980435642,,,,,,,,,,,,
379.6,7390.67,1.603219202,96.35,13155.64,4.00474051,,,,,,,,,,,,
379.8,7394.49,1.545270558,96.4,13156.21,3.918425713,,,,,,,,,,,,
380,7398.31,1.801496574,96.45,13156.79,4.05528388,,,,,,,,,,,,
