LP08_Fe_Mn,LP08_Fe_Mn,LP16_Fe_Mn,LP16_Fe_Mn
SH20M1H_mean_age,LnFe_Mn,SH20M1H_mean_age,LnFe_Mn
cal a BP,NA,cal a BP,NA
4985.51,2.952831595,12207.8,3.937469671
4987.6,2.994386076,12214.26,3.963793351
4989.69,2.856589723,12220.72,3.903039435
4991.78,2.925114706,12227.19,3.861747868
4993.87,2.993464897,12233.65,4.057145255
4995.96,2.917650068,12240.11,4.120004851
4998.06,2.91519925,12246.57,4.287143629
5000.15,2.975900555,12253.04,4.074003579
5002.24,3.035630765,12259.5,4.015774866
5004.33,3.087639712,12265.96,4.001450815
5006.42,2.927214213,12272.42,4.046784728
5008.51,2.969258797,12278.89,3.968587483
5010.6,2.97672154,12285.35,3.981582334
5012.69,3.033033627,12291.81,4.031859209
5014.78,3.090940303,12298.27,3.828307406
5016.87,3.028522096,12304.74,4.068333513
5018.97,3.161083726,12308.14,3.82988495
5021.06,3.14743097,12311.54,3.867731392
5023.15,3.009125331,12314.94,3.877889787
5025.24,3.068732699,12318.34,3.918167055
5027.33,3.168167155,12321.74,3.920286069
5029.42,2.867006591,12325.14,3.905150962
5031.51,3.013080912,12328.54,3.857016376
5033.6,3.172676361,12331.94,3.905742195
5035.69,3.075080697,12335.34,3.950915698
5037.78,3.028443223,12338.74,3.938499456
5039.88,2.94207276,12342.14,3.93425062
5041.98,3.111471179,12345.54,3.89909426
5044.08,3.070258332,12348.94,3.904274267
5046.18,3.052579029,12352.34,3.876648956
5048.27,3.444471812,12355.74,3.875688283
5050.37,3.276845197,12359.14,3.920327411
5052.47,3.025716963,12362.54,4.01107638
5054.57,2.962921353,12365.94,3.798132384
5056.67,2.991595288,12369.34,3.952985171
5058.76,3.044834645,12372.74,3.934684227
5060.86,3.17175734,12376.14,3.925874456
5062.96,3.233928627,12379.54,3.866416858
5065.06,3.234275041,12382.94,3.804362295
5067.16,3.398847204,12386.34,3.917888125
5069.25,3.244235737,12389.74,3.862498627
5071.35,3.090911452,12393.14,4.140108234
5073.45,3.05067441,12396.54,3.990602432
5075.55,3.098309068,12399.94,3.974905342
5077.65,3.049674174,12403.34,3.838664436
5079.74,3.2907871,12406.74,3.801032281
5081.84,2.992827828,12410.14,3.896410232
5083.94,3.083232904,12413.54,3.993929979
5086.04,3.078278966,12416.94,3.99543046
5088.14,3.054231252,12420.34,3.906468687
5090.23,2.994609194,12423.74,3.962660867
5092.33,3.003968936,12427.14,3.965382011
5094.43,2.728208277,12430.54,3.951352823
5096.53,2.666135225,12433.94,3.958714888
5098.63,2.759336104,12437.34,3.894653291
5100.72,2.916041483,12440.74,4.015475132
5102.82,2.918471476,12444.14,3.923906467
5104.92,3.005929413,12447.54,3.942967809
5107.02,2.983047114,12450.94,3.961134474
5109.12,2.918210815,12454.34,3.922512213
5111.21,2.956200588,12457.74,3.898113769
5113.31,2.918239299,12461.14,3.853101478
5115.41,3.022029226,12464.54,3.88956941
5117.51,3.023652115,12467.94,3.887475173
5119.61,2.984902872,12471.34,3.901445827
5121.7,2.851227341,12474.74,3.980427051
5123.8,2.737178474,12478.14,3.927837592
5125.9,2.642872978,12481.54,3.868537893
5128,2.535566713,12484.94,3.891871317
5130.1,2.505669646,12488.34,3.876443145
5132.19,2.622550033,12491.74,3.873778392
5134.29,2.928280947,12495.14,3.903863285
5136.39,2.775172527,12498.54,3.974183863
5138.49,2.544064842,12501.94,3.920922067
5140.59,2.527112302,12505.34,3.943552295
5142.68,2.434875443,12508.74,3.940529373
5144.74,2.527107004,12512.14,3.952979931
5146.79,2.76078221,12515.55,3.935119374
5148.84,2.863483408,12518.95,3.999311782
5150.9,2.839263119,12522.35,3.978242805
5152.95,3.00867926,12525.75,3.865175738
5155.01,2.948563197,12529.15,3.944657978
5157.06,2.914726921,12532.55,3.906013334
5159.11,2.984395938,12535.95,4.001545524
5161.17,2.985681938,12539.35,3.927045822
5163.22,3.08814874,12542.75,4.052936229
5165.27,2.970813468,12546.15,3.958998836
5167.33,2.90416508,12549.55,3.972214219
5169.38,2.808424484,12552.95,3.962108227
5171.43,2.897751865,12556.35,3.928870576
5173.49,2.927311321,12559.75,3.910871595
5175.54,2.911243952,12563.15,3.932323675
5177.6,2.834868974,12566.55,3.957007752
5179.65,2.865668806,12569.95,3.902929742
5181.7,2.849128799,12573.35,4.077473321
5183.76,2.899920575,12576.75,3.909368322
5185.81,2.804727042,12580.15,3.943609379
5187.86,2.915511752,12583.55,3.927888178
5189.92,3.02516498,12586.95,3.91730431
5191.97,3.432519853,12590.35,3.978881518
5194.03,3.024185405,12593.75,3.865968404
5196.08,2.833773411,12597.15,3.913593041
5198.13,3.054560667,12600.55,3.94897068
5200.19,2.887364237,12603.95,3.982535709
5202.24,2.940130229,12607.35,3.903493303
5204.29,2.6683153,12610.75,3.975611511
5206.35,2.864123532,12614.15,3.939154788
5208.4,2.862024135,12617.55,4.036153513
5210.45,3.016600542,12620.95,3.903578145
5212.51,3.106299797,12624.35,3.882332177
5214.56,3.050044263,12627.75,3.987318609
5216.62,2.98307583,12631.15,3.899154558
5218.67,2.893259517,12634.55,3.883387107
5220.72,2.999593006,12637.95,3.929484721
5222.78,2.936405374,12641.35,4.027241745
5224.83,2.838810582,12644.75,3.961790813
5226.88,3.049486676,12648.15,3.887534958
5228.94,2.643473693,12651.55,4.017013888
5230.99,2.702164946,12654.95,4.022934413
5233.04,2.898872729,12658.35,3.968252454
5235.1,2.881165709,12661.75,3.977324114
5237.15,2.897650673,12665.15,3.922661981
5239.21,3.065022499,12668.55,3.960096347
5241.26,2.870984531,12671.95,3.960778537
5243.31,2.873659588,12675.35,3.924246134
5245.37,2.942037697,12678.75,3.876196293
5247.43,2.958953022,12682.15,4.007290303
5249.49,2.858286681,12685.55,4.079673982
5251.54,2.747059855,12688.95,4.122203891
5253.6,2.528643524,12692.35,4.060879959
5255.66,2.481455821,12695.75,4.054370224
5257.72,2.494364705,12699.15,4.034950021
5259.78,2.358449741,12702.55,4.057956844
5261.84,2.366906199,12705.95,4.043589829
5263.9,2.500869351,12709.35,4.097915045
5265.96,2.637595222,12712.75,4.065643928
5268.02,2.699700667,12716.15,4.109492912
5270.08,2.874631528,12719.55,4.123622982
5272.14,2.986876471,12722.95,4.124354008
5274.2,3.037029831,12726.35,4.103078242
5276.26,3.039318836,12729.75,4.18577483
5278.31,3.296214724,12733.16,4.126535911
5280.37,3.204253306,12736.56,4.111680977
5282.43,3.108099435,12739.96,4.20266943
5284.49,3.165891693,12743.36,4.079736877
5286.55,3.178927574,12746.76,4.056303408
5288.61,3.12037747,12750.16,4.050588396
5290.67,3.019949197,12753.56,4.102947451
5292.73,3.131716014,12756.96,4.222024801
5294.79,2.832757244,12760.36,4.145333297
5296.85,2.946016681,12763.76,4.054873258
5298.91,3.077077913,12767.16,4.376959338
5300.97,3.045904608,12770.56,4.248900018
5303.03,3.017872128,12773.96,4.165124454
5305.09,3.143912786,12777.36,4.231435247
5307.14,3.048474622,12780.76,4.262777851
5309.2,3.08970203,12784.16,4.250427361
5311.26,3.146022127,12787.56,4.149109174
5313.32,2.944959948,12790.96,4.382899002
5315.38,2.90332714,12794.36,4.384062604
5317.44,2.946439869,12797.76,4.435630786
5319.5,3.038835377,12801.16,4.319238406
5321.56,2.948191329,12804.56,4.286362619
5323.62,2.966927712,12807.96,4.392445799
5325.68,2.925773685,12811.36,4.378117006
5327.74,3.007473232,12814.76,4.396042434
5329.8,2.96935533,12818.16,4.290295699
5331.86,3.156201643,12821.56,4.43776655
5333.91,2.85285391,12824.96,4.18352134
5335.97,2.500980475,12828.36,4.098327231
5338.03,2.603787912,12831.76,4.030942346
5340.09,2.777009015,12835.16,4.262703708
5342.15,2.735484275,12838.56,4.198467352
5344.21,2.643560827,12841.96,4.154489303
5346.27,2.773455065,12845.36,4.336627831
5348.33,2.721409178,12848.76,4.256610565
5350.38,2.657897536,12852.16,4.262883488
5352.44,2.775824971,12855.56,4.149861789
5354.49,2.752067087,12858.96,4.073198459
5356.55,2.901058255,12862.36,3.888100349
5358.6,2.865148746,12865.76,4.034989527
5360.66,2.907269166,12869.16,3.913569312
5362.71,2.800480769,12872.56,4.02363985
5364.77,2.802262188,12875.96,4.074858683
5366.82,2.828067875,12879.36,4.128349934
5368.88,2.799977381,12882.76,4.215625826
5370.93,2.818676826,12886.16,4.10908519
5372.99,2.703880271,12889.56,4.073391481
5375.04,2.787248274,12892.96,4.179019516
5377.1,2.652003412,12896.36,4.0985095
5379.15,2.700335602,12899.76,4.148404032
5381.21,2.798426399,12903.16,4.106375534
5383.26,2.678419292,12906.56,3.943879284
5385.32,2.704387899,12909.96,4.094866619
5387.37,2.605402655,12913.36,4.081232812
5389.42,2.528566718,12916.76,4.09221074
5391.48,2.593302657,12920.16,4.138791048
5393.53,2.642413037,12923.56,4.197664728
5395.59,2.788902298,12926.96,4.147147827
5397.64,2.803469772,12930.36,4.176303183
5399.7,2.917077491,12933.76,4.339173276
5401.75,2.698465796,12937.16,4.172544679
5403.81,2.78045906,12940.56,3.677324058
5405.86,3.164044308,12943.96,3.43431168
5407.92,3.010498109,12947.36,4.176913622
5409.97,2.851622566,12950.77,4.337315038
5412.03,2.814135842,12954.17,4.40077829
5414.08,2.868623978,12957.57,4.578605162
5416.14,2.816354586,12960.97,4.631366422
5418.19,2.613676828,12964.37,4.634784677
5420.25,2.651569789,12967.77,4.554849819
5422.3,2.861614428,12971.17,4.461462256
5424.36,2.847764625,12974.57,4.490188299
5426.41,2.638954104,12977.97,4.618430297
5428.47,2.621167765,12981.37,4.657937289
5430.52,2.617246498,12984.77,4.535486066
5432.58,2.706219765,12985.31,4.596195796
5434.63,2.744371761,12985.86,4.534533526
5436.68,2.717438951,12986.41,4.626795565
5438.74,2.740355551,12986.95,4.533967897
5440.79,2.510391333,12987.5,4.831647305
5442.85,2.582155083,12988.04,4.815150193
5444.9,2.646030048,12988.59,4.843649608
5446.96,2.9347688,12989.14,4.680871687
5449.01,2.980775808,12989.68,4.475950044
5451.07,2.917052148,12990.23,4.459252774
5458.83,2.679741167,12990.77,4.395165888
5466.6,2.830655454,12991.32,4.400106138
5474.36,2.826715319,12991.87,4.929448072
5482.13,2.901306116,12992.41,4.266930535
5489.89,2.796603598,12992.96,4.117904716
5497.66,2.750769062,12993.5,3.885863587
5505.43,2.909427844,12994.05,3.482417697
5513.19,3.192542273,12994.6,3.831419319
5520.96,3.109229408,12995.14,3.950302521
5528.72,3.050896159,12995.69,2.98911888
5536.49,3.083061238,12996.24,2.476468683
5544.25,3.139998728,12996.78,3.18047168
5552.02,3.191337306,12997.33,3.960756275
5559.78,3.09682839,12997.87,3.299178854
5567.55,3.215207132,12998.42,2.664659978
5575.31,3.171971206,12998.97,3.293996868
5583.08,3.00367363,12999.51,3.942884796
5590.84,2.928624417,13000.06,3.950458967
5598.61,3.087427802,13000.6,3.921418727
5606.37,3.186492699,13001.15,4.043545749
5614.14,3.159188264,13001.7,3.943372175
5621.9,3.03129531,13002.24,4.029744233
5629.67,3.172976506,13002.79,4.064616604
5637.43,3.152942783,13003.34,4.112281525
5645.2,3.036932895,13003.88,3.612691303
5652.97,3.047274473,13004.43,2.500127896
5660.73,3.038368007,13004.97,1.671336511
5668.5,3.123172177,13005.52,1.359914486
5676.26,3.307788081,13006.07,1.563871683
5684.03,3.230700245,13006.61,1.505599178
5691.79,3.106226468,13007.16,1.894556321
5699.56,2.868252571,13007.7,1.61293918
5707.32,2.611894594,13008.25,1.694340375
5715.09,2.500762629,13008.8,3.231995251
5722.85,2.30461295,13009.34,3.86903165
5730.62,1.997183071,13009.89,3.997685381
5738.38,1.047515291,13010.43,3.912299374
5746.15,1.768363678,13010.98,3.958046466
5753.91,1.484050669,13011.53,3.809383961
5761.68,2.762508368,13012.07,3.869637817
5769.44,2.979500848,13012.62,3.927241303
5777.21,3.134633836,13013.17,3.951772519
5784.97,3.101952246,13013.71,3.963509025
5792.74,3.148495777,13014.26,3.966503405
5800.51,3.178873167,13014.8,3.948432077
5808.27,3.334509544,13015.35,3.998113138
5816.04,3.19231239,13015.9,3.965654633
5823.8,3.150283033,13016.44,3.960783925
5831.57,3.170260076,13016.99,3.974336146
5839.33,3.285489983,13017.53,3.987761265
5846.82,3.394716862,13018.08,3.99842219
5854.31,3.370320647,13018.63,4.064217971
5861.8,3.289294909,13019.17,3.929756341
5869.29,3.376475699,13019.72,3.927682201
5876.78,3.162472154,13020.27,3.928460866
5884.27,3.332157017,13020.81,3.917890338
5891.76,3.372892436,13021.36,3.934545243
5899.25,3.368905877,13021.9,3.911000456
5906.74,3.352205177,13022.45,3.91818454
5914.23,3.384040013,13023,3.878784035
5921.72,3.483478797,13023.54,3.976337142
5929.2,3.714995301,13024.09,4.077092985
5936.69,3.654070049,13024.63,3.935002556
5944.18,3.629456034,13025.18,4.155320369
5959.16,3.522202514,13025.73,4.254661068
5966.65,3.314050057,13026.27,4.334987818
5974.14,3.437482786,13026.82,4.108146986
5981.63,3.419617819,13027.36,4.017108022
5989.12,3.480010385,13027.91,3.967857792
5996.61,3.431801411,13028.46,4.10702739
6004.1,3.281136593,13029,4.08279709
6011.59,3.315239931,13029.55,4.118489712
6019.08,3.339127792,13030.1,4.058261425
6026.57,3.402676771,13030.64,4.029409137
6034.06,3.511447883,13031.19,4.06153646
6041.55,3.503375756,13031.73,4.019486007
6049.03,3.308588229,13032.28,3.997347449
6056.52,3.340569826,13032.83,3.92541442
6064.01,3.441837266,13033.37,3.97973306
6071.5,3.431743898,13033.92,3.973689527
6078.99,3.554274645,13034.46,3.968655478
6086.48,3.644770723,13035.01,4.178782881
6093.97,3.661445919,13035.56,4.090750745
6101.46,3.596483789,13036.1,4.024530134
6108.95,3.517708402,13036.65,4.121594205
6116.44,3.5180049,13037.2,4.051223781
6123.93,3.464522988,13037.74,4.101850815
6131.42,3.492797225,13038.29,4.052030763
6138.91,3.460640583,13038.83,4.103591297
6146.4,3.330517552,13039.38,4.108036876
6153.89,3.372115808,13039.93,4.100421403
6161.38,3.298196137,13040.47,4.084440607
6168.86,3.162626315,13041.02,4.009156861
6176.35,3.019895961,13041.56,4.048105921
6183.84,2.952879744,13042.11,4.037500124
6191.33,2.966107335,13042.66,4.089302825
6198.82,2.775992582,13043.2,4.013434442
6206.31,2.88274655,13043.75,3.996263281
6213.8,2.760115916,13044.29,4.094921596
6220.9,2.593743576,13044.84,4.053298413
6228.01,2.549551347,13045.39,4.120280444
6235.11,2.495601939,13045.93,4.008046967
6242.21,2.241627395,13046.48,4.090332999
6249.32,2.531247138,13047.03,4.023803547
6256.42,2.467729214,13047.57,4.025283466
6263.52,2.746198631,13048.12,4.101072056
6270.63,2.553423601,13048.66,4.061787775
6277.73,2.833786602,13049.21,4.003938375
6284.83,2.81094322,13049.76,4.087624048
6291.93,2.380375629,13050.3,4.053107517
6299.04,2.866504276,13050.85,4.028604003
6306.14,3.304019913,13051.39,4.050779164
6313.24,2.955510115,13051.94,4.055290825
6320.35,3.174246592,13052.49,3.969871791
6327.45,3.179485785,13053.03,4.009246122
6334.55,2.416299763,13053.58,4.037599575
6341.66,3.042484679,13054.13,4.071007977
6348.76,2.90153353,13054.67,4.007060761
6355.86,2.962093628,13055.22,3.981417558
6362.96,2.885339035,13055.76,4.078070497
6370.07,2.523896902,13056.31,3.952962066
6377.17,2.79081979,13056.86,4.046198844
6384.27,2.464705919,13057.4,3.943898908
6391.38,2.798650177,13057.95,4.049018239
6398.48,2.709644371,13058.49,3.964184322
6405.58,2.996776832,13059.04,4.063907163
6412.69,2.694473514,13059.59,4.052290749
6419.79,2.810879299,13060.13,3.922169921
6426.89,2.260905994,13060.68,3.922141654
6434,2.779038583,13061.22,3.927516262
6441.1,2.406564003,13061.77,4.001656151
6448.2,2.574367625,13062.32,4.026414764
6455.3,2.438390551,13062.86,4.038416462
6462.41,2.551710748,13063.41,3.997235969
6469.51,2.636489446,13063.96,4.085806623
6476.61,2.650461507,13064.5,4.053649399
6483.72,2.747339106,13065.05,4.062180403
6490.82,2.491462428,13065.59,4.053685084
6497.92,2.032361453,13066.14,3.964875505
6505.03,2.498013312,13066.69,3.98895486
6512.13,2.987033128,13067.23,3.917406217
6519.23,2.740725897,13067.78,3.912454849
6526.33,2.755094449,13068.32,3.954534114
6533.44,2.687173059,13068.87,3.913399107
6540.54,1.846393705,13069.42,3.978134363
6547.64,2.670196478,13069.96,4.112920948
6554.75,3.002831368,13070.51,4.139415806
6561.85,2.540873496,13071.06,4.134025012
6568.95,2.566828644,13071.6,3.928042049
6576.26,2.584273033,13072.15,3.933173887
6583.57,2.913276342,13072.69,3.939556191
6590.87,2.62410378,13073.24,3.917236838
6598.18,2.476354114,13073.79,3.932771046
6605.48,2.199702985,13074.33,3.932501537
6612.79,2.295877667,13074.88,3.966928295
6620.1,2.294082324,13075.42,3.950074396
6627.4,2.74714657,13075.97,3.988588988
6634.71,2.821153695,13076.52,4.023464911
6642.02,3.120922301,13077.06,4.113149381
6649.32,2.933331384,13077.61,3.998511035
6656.63,3.111764622,13078.15,3.992250028
6663.94,3.10426811,13078.7,3.954379462
6671.24,3.081502139,13079.25,3.988215167
6678.55,3.092794565,13079.79,4.018039879
6685.85,3.114010389,13080.34,3.954160403
6693.16,2.880401586,13080.89,3.911407882
6700.47,2.844628186,13081.43,4.003729147
6707.77,2.667754028,13081.98,3.918403807
6715.08,2.938436279,13082.52,4.125253816
6722.39,3.456787778,13083.07,4.018363196
6729.69,3.424880643,13083.62,4.006718226
6737,3.321108099,13084.16,4.078035824
6744.3,3.227418938,13084.71,4.07432966
6751.61,3.172981464,13085.25,4.136246662
6758.92,2.890371758,13085.8,4.047844236
6766.22,2.908987621,13086.35,3.960417639
6773.53,2.846741496,13086.89,4.01025316
6780.84,3.031268433,13087.44,3.951134091
6788.14,2.864356233,13087.99,4.050440814
6795.45,2.602712338,13088.53,4.070742927
6802.76,2.446919474,13089.08,4.064667774
6810.06,3.167011483,13089.62,4.038493552
6817.37,3.084148158,13090.17,4.073203108
6824.67,3.041719712,13090.72,4.096356547
6831.98,2.796921209,13091.26,4.172085606
6839.29,2.813269772,13091.81,4.214455566
6846.59,2.770257051,13092.35,4.127869341
6853.9,2.722564981,13092.9,4.174934067
6861.21,2.783734454,13093.45,4.135517652
6868.51,2.919814973,13093.99,4.032192578
6875.82,2.867962542,13094.57,4.116086574
6883.13,2.334046829,13095.14,4.020873374
6890.43,2.618607681,13095.72,4.133293459
6897.74,2.946302572,13096.3,4.178501568
6905.04,2.819841607,13096.87,4.031187105
6912.35,2.693721489,13097.45,4.00544565
6919.66,2.637143876,13098.03,4.081019108
6926.96,2.799145268,13098.6,4.071746988
6934.27,2.808581324,13099.18,3.997079022
6939.73,2.499969389,13099.75,4.050539906
6945.19,2.312625767,13100.33,4.151978568
6950.65,2.433357674,13100.91,4.089275358
6956.11,2.306652744,13101.48,4.046612001
6961.57,2.549020232,13102.06,3.967566869
6967.02,2.72266424,13102.63,3.970878667
6972.48,2.776451577,13103.21,3.984732598
6977.94,2.76446897,13103.79,4.150563891
6983.4,2.905144394,13104.36,3.946899743
6988.86,2.651059923,13104.94,4.008628988
6994.32,3.173454578,13105.52,3.936171875
6999.78,3.097047205,13106.09,3.902052088
7005.24,3.145055652,13106.67,3.979155099
7010.7,2.722820309,13107.24,4.016086519
7016.16,0.839018728,13107.82,4.007510036
7021.61,1.916064867,13108.4,4.035140056
7027.07,2.562963483,13108.97,3.964124796
7032.53,2.583986563,13109.55,3.978378904
7037.99,2.385442437,13110.12,4.090238314
7043.45,2.250826912,13110.7,4.106536334
7048.91,2.313122455,13111.28,4.045968436
7054.37,0.5363338,13111.85,4.071313768
7059.83,0.605795725,13112.43,4.003549352
7065.29,2.011470078,13113,4.053190948
7070.75,2.386535996,13113.58,4.021234365
7076.21,2.389331599,13114.16,4.061137719
7081.66,2.546812279,13114.73,4.01236517
7087.12,2.535223752,13115.31,3.889252812
7092.58,2.868102743,13115.89,4.00972897
7098.04,3.11780561,13116.46,3.960404923
7103.5,3.04652928,13117.04,4.030090851
7108.96,3.260761278,13117.61,3.907721314
7114.42,3.348681495,13118.19,4.061038417
7119.88,3.50871443,13118.77,4.109828706
7125.34,3.526454188,13119.34,4.117338085
7130.8,3.623019929,13119.92,4.103669244
7136.25,3.582755521,13120.49,4.133474404
7141.71,3.637419941,13121.07,4.094611702
7147.17,3.761823138,13121.65,4.133912135
7152.63,3.561731584,13122.22,4.110888488
7158.09,3.417088495,13122.8,4.082657229
7163.55,3.464478257,13123.38,4.036589677
7169.01,3.383326221,13123.95,4.043846428
7174.47,3.261229278,13124.53,4.124010216
7179.93,3.194917636,13125.1,4.075281362
7185.39,3.009486536,13125.68,4.021079717
7190.85,2.838408925,13126.26,4.021302149
7196.3,3.122844593,13126.83,4.078891306
7201.76,3.25983624,13127.41,4.053911309
7207.22,3.0311772,13127.98,4.046658489
7211.04,3.035651535,13128.56,4.154032719
7214.87,2.837418022,13129.14,4.157128828
7218.69,2.5638304,13129.71,4.07525681
7222.51,2.620623198,13130.29,4.141001942
7226.33,2.538502714,13130.86,4.070745823
7230.15,2.504150837,13131.44,4.044657049
7233.97,1.976197709,13132.02,4.090703503
7237.8,2.30812305,13132.59,4.032215654
7241.62,1.758895699,13133.17,3.96634157
7245.44,1.44920564,13133.75,3.98940111
7249.26,1.9667091,13134.32,3.996154673
7253.08,2.695624155,13134.9,3.934336304
7256.91,2.655102801,13135.47,3.887151487
7260.73,2.752403369,13136.05,3.982705743
7264.55,2.979964856,13136.63,3.987965081
7268.37,3.336054233,13137.2,3.951840946
7272.19,3.264883354,13137.78,3.981314786
7276.01,3.089138504,13138.35,3.998512291
7279.84,3.32923206,13138.93,3.983979224
7283.66,2.958413869,13139.51,3.96362791
7287.48,2.568652068,13140.08,3.857929134
7291.3,2.457743813,13140.66,3.668438799
7295.12,2.459103244,13141.24,3.977888126
7298.94,2.46432518,13141.81,4.045574398
7302.77,2.552876238,13142.39,4.066153331
7306.59,2.694455692,13142.96,4.11030894
7310.41,2.801657287,13143.54,4.00006546
7314.23,2.674853501,13144.12,4.084940178
7318.05,2.768825172,13144.69,4.066128808
7321.88,2.560578025,13145.27,4.111155958
7325.7,2.418239637,13145.84,4.186614251
7329.52,2.691354899,13146.42,4.307915232
7333.34,2.798229453,13147,4.265831345
7337.16,2.622084604,13147.57,4.069516048
7340.98,2.055261515,13148.15,4.163834205
7344.81,2.333953304,13148.72,4.147731558
7348.63,2.169148934,13149.3,4.054925853
7352.45,1.901408842,13149.88,4.040244892
7356.27,0.935927615,13150.45,4.014061675
7360.09,1.609830482,13151.03,4.026341669
7363.91,1.508611564,13151.61,3.946337419
7367.74,1.677954955,13152.18,3.930757437
7371.56,1.976350409,13152.76,3.956461503
7375.38,1.753027373,13153.33,4.123205047
7379.2,1.508025006,13153.91,3.992922621
7383.02,1.839076305,13154.49,3.959659465
7386.85,1.816900708,13155.06,3.980435642
7390.67,1.603219202,13155.64,4.00474051
7394.49,1.545270558,13156.21,3.918425713
7398.31,1.801496574,13156.79,4.05528388
7402.22,1.606627573,13157.37,4.042332383
7406.12,1.746803227,13157.94,4.014404239
7410.03,1.782256865,13158.52,4.020290287
7413.93,1.67737569,13159.1,4.064908447
7417.84,1.372571291,13159.67,3.992956897
7421.75,1.464152391,13160.25,4.055386074
7425.65,1.414781397,13160.82,4.073308578
7429.56,1.665507454,13161.4,4.015013107
7433.46,1.752490733,13161.98,3.988849194
7437.37,1.616309529,13162.55,3.955968899
7441.27,0.96501448,13163.13,4.018815854
7445.18,1.243985394,13163.7,4.003693195
7449.09,1.422976432,13164.28,3.95625158
7452.99,1.808255533,13164.86,3.908042387
7456.9,1.734437188,13165.43,3.953243659
7460.8,1.794645931,13166.01,3.948486254
7464.71,1.66732075,13166.58,4.00948777
7468.61,1.330591116,13167.16,3.937333771
7472.52,1.562208856,13167.74,3.949970284
7476.43,1.682480794,13168.31,3.922986529
7480.33,1.608179011,13168.89,3.952150954
7484.24,1.133477834,13169.47,3.941381963
7488.14,2.115254501,13170.04,3.96353158
7492.05,2.039282296,13170.62,3.889139475
7495.96,1.748401421,13171.19,3.96557911
7499.86,1.151492488,13171.77,3.784659245
7503.77,0.920163558,13172.35,3.926459777
7507.67,1.112598531,13172.92,3.762792301
7511.58,0.553877621,13173.5,3.899012077
7515.48,1.125096456,13174.07,3.880048293
7519.39,1.814580564,13174.65,3.849666659
7523.3,1.887044749,13175.23,3.85603037
7527.2,1.977861749,13175.8,3.64886819
7531.11,1.736814604,13176.38,2.511715699
7535.01,1.456831509,13176.95,1.817666293
7538.92,1.785359706,13177.53,2.226508413
7542.82,2.152750734,13178.11,3.948827704
7546.73,2.006743841,13178.68,3.974232904
7550.64,1.734615641,13179.26,3.716240628
7554.54,0.967376655,13179.84,3.78524515
7558.45,2.331832698,13180.41,3.91240403
7562.35,2.654674007,13180.99,3.964381036
7566.26,2.313226851,13181.56,3.900970478
7570.17,2.308980422,13182.14,3.921322695
7574.07,2.652543315,13182.72,3.936296579
7577.98,2.516648118,13183.29,4.045226841
7581.88,3.181201564,13183.87,4.018341966
7585.79,2.892461979,13184.44,4.004931852
7589.69,2.210474591,13185.02,4.092026664
7593.6,1.971965263,13185.6,3.929030335
7597.44,1.931324184,13186.17,3.951954198
7601.27,1.696964301,13186.75,3.914523393
7605.11,1.784348368,13187.33,3.907430302
7608.95,1.81898951,13187.9,4.016145546
7612.79,1.884486404,13188.48,3.913611873
7616.62,1.509725384,13189.05,4.012329526
7620.46,1.170389108,13189.63,3.984324314
7624.3,1.570801411,13190.21,3.967320312
7628.13,1.384628592,13190.78,3.887673097
7631.97,1.372616883,13191.36,3.8742253
7635.81,0.895369575,13191.93,3.377030454
7639.65,1.111540717,13192.51,3.525966479
7643.48,1.674012188,13193.09,3.746466758
7647.32,1.800598688,13193.66,3.808999703
7651.16,2.044464291,13194.24,3.823444411
7654.99,2.094412487,13194.81,3.900399237
7658.83,1.919995492,13195.39,3.875552305
7662.67,1.861579075,13195.97,3.91017454
7666.5,1.707221762,13196.54,3.91832034
7670.34,1.325741293,13197.12,3.802057953
7674.18,1.11194746,13197.7,3.630034757
7678.02,1.194070324,13198.27,3.555640559
7681.85,0.838714393,13198.85,3.691095697
7685.69,1.153823181,13199.42,3.634226549
7689.53,1.271919552,13200,3.35461556
7693.36,1.423799683,13200.58,3.399193865
7697.2,1.462483499,13201.15,3.169773255
7701.04,1.722972521,13201.73,2.835506774
7704.88,1.657337929,13202.3,2.726569806
7708.71,1.986626567,13202.88,2.86386181
7712.55,1.470734606,13203.46,2.653818888
7716.39,2.015013941,13204.03,2.839084652
7720.22,2.400950429,13204.61,2.706481393
7724.06,2.307776641,13205.19,2.63264913
7727.9,2.688825895,13205.76,2.452198932
7731.74,2.886173679,13206.34,2.092507178
7735.57,2.954028927,13206.91,1.678253339
7739.41,3.060710397,13207.49,1.376035256
7743.25,2.985212013,13208.07,1.805865455
7747.08,2.8243012,13208.64,2.884025707
7750.92,3.07562575,13209.22,3.073669126
7754.76,3.326520883,13209.79,3.176036318
7758.6,3.241882669,13210.37,3.759731629
7762.43,3.622577673,13210.95,4.427584959
7766.27,3.964676252,13211.52,4.21542455
7770.11,3.613202204,13212.1,3.75785375
7773.94,3.460883152,13212.67,3.755377284
7777.78,3.365894534,13213.25,3.751782244
7781.62,3.512841562,13213.83,3.893157644
7785.45,3.415603887,13214.4,3.937645992
7789.22,3.363438975,13214.98,3.922396902
7792.98,3.268952693,13215.56,3.919076816
7796.75,3.289707006,13216.13,3.944115296
7800.51,3.144605896,13216.71,4.01459729
7804.28,3.183652501,13217.28,3.918037331
7808.04,3.211417862,13217.86,3.970675161
7811.8,3.212360893,13218.44,3.935081698
