ID,Section,Section_depth_min,Section_depth_max,Strat_depth_midpoint,95%_min_age_SH20M1H,95%_max_age_SH20M1H,median_age_SH20M1H,mean_age_SH20M1H,accumulation_rate,Nothofagus_dombeyi_type,Nothofagus_obliqua_type,Maytenus,Podocarpus,Saxegothea,Weinmannia_trichosperma,Eucryphia_/_Tepualia,Drimys_winteri,Misodendrum,Berberis,Embothrium_coccineum,Fuchsia,Myrteola_nummularia,Poaceae,Empetrum_rubrum,Gaultheria,Asteraceae_Subf._Asteroideae,Asteraceae_Subf._Cichoriodeae,Artemisia,Anthemsis,Naussavia,Caryophyllaceae,Amaranthaceae,Cardamine_glacialis,Codonorchis,Crassula,Brassicaceae,Donatia_fascicularis,Gentianella,Gunnera,Acaena,Ranunculus_type,Anemone,Caltha_type,Geum_magellanicum,Potentilla_anserina,Rumex_acetosella,Plantago,Litorella,Aristotelia_chilensis,Armeria,Azara/Microcala,Elodea,Escallonia_rosea,Frankenia,Fabaceae,Lathyrus,Lonicera,Myrica_pavonis,Netera_depressa,Oldenlandia_uniflora,Phacelia,Pinguicula,Primulaceae,Portulaceae_(Calandrinia),Rhamnaceae,Ribes,Galium_type,Lythrum,Saxifragaceae,Schrophulariaceae,Solanaceae,Grabowskia,Apiaceae,Urtica,Valeriana,Valerianella,Polygonum,Viola,Cyperaceae,Unidentified,Myriophyllum,Sphagnum,Drosera_uniflora,Polypodiaceae,Polypodiaceae_-_trilete,Sysirinchium,Lycopodium,Pediastrum,Tephra,Charcoal_25um,Charcoal_25-50um,Charcoal_50-75um,Charcoal_75-100um,Charcoal_101um,Lycopodium_spike,Lycopodium_tablets,Lycopodium_tablets,Sample_quantity,Trees_and_Shrubs,Dwarf_Shrubs,Cyperaceae,Unidentifed,Aquatics_and_Spores,Algae,Tephra,Charcoal,Total_Land_Pollen,Cyperaceae+TLP,Unidentified+TLP,Aquatics_and_Spores+TLP,Algae+TLP,Tephra+TLP,Charcoal+TLP
LP08_P28,LP08-1B,58,59,171.5,2982.75,3629.16,3234.76,3254.31,0.041338694,288333,3559.7,0,0,0,0,0,0,16611.8,0,0,0,0,36783.2,0,0,3559.7,0,0,0,0,1186.6,0,0,0,0,0,0,0,0,3559.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.6,0,0,1186.6,0,5932.8,0,0,0,0,0,0,0,0,0,0,0,46275.7,0,0,0,0,2373.1,0,0,0,201714.4,2373.1,0,1186.6,0,1186.6,0,9,1,10679,1,308504.4,53395,46275.7,0,2373.1,201714.4,2373.1,2373.1,361899.4,408175.1,361899.4,364272.6,563613.9,364272.6,364272.6
LP08_P29,LP08-1B,66,67,178.8,3063.32,3877.63,3417.49,3430.9,0.042898551,123505,464.3,0,0,0,0,0,0,5107.3,0,0,0,0,22286.6,928.6,0,1392.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.3,0,0,0,0,0,0,464.3,0,0,0,0,0,0,0,0,0,0,0,1392.9,0,464.3,0,2321.5,0,464.3,0,0,0,0,0,20893.7,0,0,0,0,4643,0,0,464.3,85432,2785.8,0,0,0,0,0,23,1,10679,1,129076.6,30179.8,20893.7,0,5107.3,85432,2785.8,0,159256.4,180150.1,159256.4,164363.7,244688.4,162042.2,159256.4
LP08_P30,LP08-1C,10,11,182.5,3135.41,3977.39,3501.69,3517.15,0.04368932,96111,1232.2,410.7,0,0,0,0,0,821.5,0,0,0,0,26697.5,1232.2,410.7,2053.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.2,0,0,0,0,410.7,0,0,0,410.7,0,0,0,410.7,0,0,0,0,0,0,0,0,0,0,0,0,0,821.5,0,0,0,0,0,0,0,0,0,0,0,19304.3,410.7,0,0,0,2053.7,0,0,410.7,52984.3,410.7,0,0,821.5,0,410.7,26,1,10679,1,98575.4,33679.9,19304.3,410.7,2464.4,52984.3,410.7,1232.2,132255.3,151559.7,132666,134719.7,185239.6,132666,133487.5
LP08_P31,LP08-1B,74,75,186.1,3197.58,4036.17,3592.27,3599.55,0.043465376,53395,232.2,232.2,0,0,0,0,0,464.3,0,0,0,0,15786.3,696.5,0,696.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.9,0,0,0,0,0,0,0,0,0,0,0,0,232.2,0,0,0,0,0,0,0,232.2,0,0,0,0,0,464.3,0,0,0,232.2,0,0,0,0,0,232.2,0,17643.6,0,232.2,0,0,2553.7,0,0,0,46198.3,1160.8,232.2,0,696.5,464.3,232.2,46,1,10679,1,54323.6,19965.1,17643.6,0,2785.8,46198.3,1160.8,1625.1,74288.7,91932.3,74288.7,77074.5,120487,75449.5,75913.8
LP08_P32,LP08-1C,18,19,190.5,3245.01,4144.01,3702.84,3700.78,0.041750648,103625.9,0,0,0,0,0,0,0,395.5,0,395.5,0,395.5,19380.4,0,0,1977.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1582.1,0,0,0,0,0,0,0,0,0,0,0,0,395.5,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,395.5,0,395.5,0,0,0,18589.4,395.5,0,0,0,4746.2,0,0,395.5,92946.9,0,0,1582.1,1977.6,791,1186.6,27,1,10679,1,104812.4,24917.7,18589.4,395.5,5141.7,92946.9,0,5537.3,129730.1,148319.4,130125.6,134871.8,222676.9,129730.1,135267.3
LP08_P33,LP08-1B,82,83,193.4,3323.07,4190.58,3773.71,3770.24,0.041751944,407136.9,0,4004.6,0,0,0,0,0,17353.4,0,0,0,0,32037,0,0,4004.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.9,0,0,0,0,0,0,0,0,0,0,1334.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.9,0,0,0,1334.9,0,0,0,0,0,0,0,18688.3,0,0,0,0,6674.4,0,0,0,65408.9,4004.6,0,0,0,0,0,8,1,10679,1,428494.9,41381.1,18688.3,0,6674.4,65408.9,4004.6,0,469876,488564.3,469876,476550.4,535284.9,473880.6,469876
LP08_P34,LP08-1C,26,27,198.5,3405.47,4287.8,3902.89,3892.39,0.04054739,230830.7,1642.9,0,0,0,0,0,0,5750.2,0,0,0,0,27929.7,1642.9,0,4928.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2464.4,0,0,0,0,0,0,0,1642.9,0,0,821.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3285.8,0,0,0,0,0,0,0,0,0,0,0,0,0,25465.3,821.5,0,0,0,4928.8,0,0,821.5,41894.5,3285.8,0,0,0,0,0,13,1,10679,1,238223.8,42716,25465.3,821.5,5750.2,41894.5,3285.8,0,280939.8,306405.2,281761.3,286690.1,322834.4,284225.7,280939.8
LP08_P35,LP08-1C,34,35,206.5,3674.76,4405.78,4109.39,4089.69,0.041339396,365459.1,2373.1,1186.6,0,0,0,0,0,14238.7,0,0,0,0,58141.2,0,0,8305.9,0,0,0,0,0,0,0,0,0,0,0,0,1186.6,2373.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.6,0,0,0,0,0,0,0,81872.3,1186.6,0,0,0,10679,0,0,0,150692.6,5932.8,0,3559.7,1186.6,0,2373.1,9,1,10679,1,383257.4,71193.3,81872.3,1186.6,10679,150692.6,5932.8,7119.3,454450.8,536323.1,455637.3,465129.8,605143.3,460383.6,461570.1
LP08_P36,LP08-1C,42,43,214.5,3972.81,4502.01,4297.13,4283.21,0.048614487,225901.9,2464.4,0,0,0,0,0,0,4928.8,0,0,0,0,20536.5,1642.9,0,4107.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4107.3,821.5,0,0,0,821.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464.4,0,0,821.5,0,0,0,0,0,0,0,0,32037,1642.9,0,0,0,1642.9,0,0,1642.9,35322.8,0,821.5,0,1642.9,0,1642.9,13,1,10679,1,233295.1,35322.8,32037,1642.9,3285.8,35322.8,0,4107.3,268617.9,300654.9,270260.8,271903.8,303940.8,268617.9,272725.2
LP08_P37,LP08-1C,50,51,222.5,4263.48,4596.7,4446.64,4447.77,0.074661689,404615.4,1186.6,0,0,0,0,0,0,10679,0,0,0,0,29663.9,0,0,4746.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2373.1,0,0,0,0,0,0,0,0,0,0,1186.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.6,0,0,0,0,0,0,0,0,0,0,0,0,0,27290.8,0,1186.6,0,0,3559.7,0,0,0,58141.2,2373.1,0,1186.6,0,1186.6,0,9,1,10679,1,416481,39156.3,27290.8,0,4746.2,58141.2,2373.1,2373.1,455637.3,482928.1,455637.3,460383.6,513778.6,458010.4,458010.4
LP08_P38,LP08-1C,58,59,230.5,4387.51,4704.51,4554.75,4554.92,0.112060513,145736.9,628.2,0,0,0,0,0,0,2512.7,0,0,0,0,32665.2,628.2,0,1884.5,0,0,0,0,628.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1256.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884.5,0,0,0,0,0,0,0,1256.4,0,0,0,33921.5,0,0,0,0,3769.1,0,0,1256.4,21986.2,1256.4,0,0,0,0,0,17,1,10679,1,148877.8,40203.3,33921.5,0,5025.4,21986.2,1256.4,0,189081.1,223002.6,189081.1,194106.5,211067.3,190337.5,189081.1
LP08_P39,LP08-1C,66,67,238.5,4480.02,4771.02,4626.94,4626.31,0.117837679,264305.3,2669.8,889.9,0,0,0,0,0,8899.2,0,0,0,0,42716,0,0,8009.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.8,0,0,0,0,0,0,0,1779.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.9,0,0,0,0,0,0,0,0,0,0,0,40936.2,0,0,0,0,5339.5,0,0,889.9,39156.3,8899.2,0,0,0,889.9,889.9,12,1,10679,1,276764.1,55174.8,40936.2,0,6229.4,39156.3,8899.2,1779.8,331938.9,372875.1,331938.9,338168.3,371095.3,340838.1,333718.8
LP08_P40,LP08-1C,74,75,246.5,4553.52,4815.54,4694.56,4694.2,0.101820033,157672.3,3140.9,0,0,0,0,0,0,4397.2,0,628.2,0,1256.4,35177.9,0,0,1256.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1884.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256.4,0,0,0,0,0,0,0,0,0,0,0,0,35177.9,0,0,0,0,1884.5,0,0,0,76009.4,5025.4,0,0,0,0,0,17,1,10679,1,167094.9,39575.1,35177.9,0,1884.5,76009.4,5025.4,0,206670.1,241847.9,206670.1,208554.6,282679.4,211695.5,206670.1
LP08_P41,LP08-1C,82,83,254.5,4623.44,4912.7,4774.19,4772.77,0.093863663,109014.8,2224.8,445,0,0,0,0,0,1334.9,0,0,0,889.9,28477.3,1334.9,0,4449.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,445,0,445,0,0,0,38266.4,0,889.9,0,0,7564.3,0,0,889.9,31592,27142.5,0,445,889.9,0,445,24,1,10679,1,113909.3,40936.2,38266.4,0,9344.1,31592,27142.5,1779.8,154845.5,193111.9,154845.5,164189.6,186437.5,181988,156625.3
LP08_P42,LP08-1C,90,91,262.5,4681.08,5065.61,4854.83,4858,0.099632931,125774.9,593.3,0,0,0,0,0,0,5339.5,0,593.3,0,0,48055.5,0,0,4746.2,0,0,0,0,593.3,0,0,0,0,0,0,0,0,4746.2,0,0,0,0,593.3,0,0,1186.6,0,0,593.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.3,0,0,0,593.3,0,0,0,0,0,0,0,42716,0,593.3,0,0,3559.7,0,0,0,49835.3,2373.1,0,593.3,2373.1,0,0,18,1,10679,1,132300.9,61700.9,42716,0,4152.9,49835.3,2373.1,2966.4,194001.8,236717.8,194001.8,198154.8,243837.2,196374.9,196968.2
LP08_P43,LP08-1D,19,20,270.1,4728.03,5168.35,4929.53,4934.28,0.095648015,148171.1,0,667.4,0,0,0,0,0,4672.1,0,0,0,0,27364.9,1334.9,0,2002.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.9,0,0,0,1334.9,0,0,0,0,0,0,0,27364.9,0,667.4,0,0,9344.1,0,0,667.4,20690.6,5339.5,0,0,667.4,667.4,1334.9,16,1,10679,1,153510.6,35374.2,27364.9,0,10679,20690.6,5339.5,2669.8,188884.8,216249.8,188884.8,199563.8,209575.4,194224.3,191554.6
LP08_P44,LP08-1D,27,28,278.1,4795.66,5249.41,5018.93,5017.92,0.095408468,244430.4,5932.8,0,0,0,1186.6,0,0,14238.7,0,0,0,1186.6,79499.2,3559.7,0,10679,0,0,0,0,0,0,0,0,0,1186.6,0,0,0,1186.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.6,1186.6,0,0,0,0,0,0,0,1186.6,0,0,0,97297.6,1186.6,0,0,0,20171.4,0,0,0,147132.9,1186.6,0,0,1186.6,3559.7,0,9,1,10679,1,266975,99670.7,97297.6,1186.6,20171.4,147132.9,1186.6,4746.2,366645.7,463943.2,367832.2,386817.1,513778.6,367832.2,371391.9
LP08_P45,LP08-1D,35,36,286.1,4872.7,5332.41,5098.91,5101.77,0.096373931,246438.5,821.5,821.5,0,0,0,0,0,3285.8,0,0,0,0,14786.3,821.5,0,2464.4,0,0,0,0,0,0,0,0,0,0,0,0,2464.4,821.5,0,0,0,0,0,0,0,1642.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.5,0,0,0,0,0,0,0,0,0,0,0,20536.5,0,821.5,0,0,3285.8,0,0,821.5,37787.2,2464.4,0,0,0,0,0,13,1,10679,1,251367.2,23822.4,20536.5,0,4928.8,37787.2,2464.4,0,275189.6,295726.2,275189.6,280118.4,312976.8,277654,275189.6
LP08_P46,LP08-1D,43,44,294.1,4955.94,5424.47,5180.64,5184.78,0.097370983,225784.6,1525.6,0,0,0,0,0,0,3051.1,0,0,0,0,26697.5,762.8,0,3051.1,0,762.8,0,0,0,0,0,0,0,0,0,0,762.8,762.8,0,0,0,0,0,0,0,2288.4,0,0,0,0,0,0,762.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27460.3,0,0,0,0,7627.9,0,0,762.8,80855.3,762.8,0,0,0,762.8,762.8,14,1,10679,1,230361.3,35850.9,27460.3,0,8390.6,80855.3,762.8,1525.6,266212.2,293672.5,266212.2,274602.9,347067.5,266975,267737.8
LP08_P47,LP08-1D,48,49,299.1,5004.03,5477.7,5237.23,5236.13,0.097213221,262525.4,0,0,0,0,0,0,0,6229.4,0,0,0,0,24027.8,0,0,2669.8,0,889.9,0,0,0,0,0,0,0,889.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229.4,0,889.9,0,0,3559.7,0,0,889.9,48945.4,4449.6,0,889.9,0,0,0,12,1,10679,1,268754.8,28477.3,6229.4,0,5339.5,48945.4,4449.6,889.9,297232.2,303461.6,297232.2,302571.7,346177.6,301681.8,298122.1
LP08_P48,LP08-1D,51,52,302.1,5037.85,5498.89,5268.08,5266.99,0.097122739,312894.7,2135.8,1067.9,0,0,0,0,0,6407.4,0,0,0,0,34172.8,2135.8,1067.9,4271.6,0,0,0,0,0,0,0,0,0,0,0,0,1067.9,2135.8,0,0,0,0,0,0,0,1067.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.9,0,0,0,0,0,0,0,23493.8,1067.9,2135.8,0,0,8543.2,0,0,0,99314.7,2135.8,0,0,0,0,0,10,1,10679,1,322505.8,46987.6,23493.8,1067.9,10679,99314.7,2135.8,0,369493.4,392987.2,370561.3,380172.4,468808.1,371629.2,369493.4
LP08_P49,LP08-1D,59,60,310.1,5124.68,5556.55,5351.25,5349.36,0.097335442,140513.2,562.1,0,562.1,0,0,0,0,1686.2,0,0,0,0,25292.4,562.1,562.1,2810.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.1,0,0,0,0,0,0,0,0,0,33161.1,562.1,1686.2,0,0,6744.6,0,0,1686.2,66884.3,562.1,0,562.1,0,0,0,19,1,10679,1,143323.4,29788.8,33161.1,562.1,10116.9,66884.3,562.1,562.1,173112.2,206273.3,173674.3,183229.2,239996.5,173674.3,173674.3
LP08_P50,LP08-1D,67,68,318.1,5287.38,5602.58,5419.57,5431.55,0.031206116,80290.3,791,0,0,0,0,0,0,2373.1,395.5,0,0,0,36783.2,1186.6,0,3955.2,0,0,0,0,395.5,0,0,0,0,0,0,0,0,5141.7,0,395.5,0,0,0,0,0,395.5,0,0,395.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.5,0,0,0,0,0,0,0,0,0,0,0,13052.1,0,0,0,0,3164.1,0,0,0,34410.1,6328.3,0,395.5,395.5,791,1186.6,27,1,10679,1,83849.9,49044.3,13052.1,0,3164.1,34410.1,6328.3,2768.6,132894.2,145946.3,132894.2,136058.4,167304.3,139222.5,135662.9
LP08_P51,LP08-1D,75,76,326.1,5408.97,6083.17,5661.83,5687.91,0.025959192,106790,1941.6,970.8,0,0,0,0,0,6795.7,0,485.4,0,0,27668.3,485.4,485.4,4368.7,0,0,0,0,0,0,0,0,0,0,0,485.4,0,2912.5,0,0,0,485.4,0,0,0,0,0,970.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.4,0,1456.2,0,0,0,0,0,0,0,0,0,0,0,33978.6,0,485.4,0,0,0,0,0,970.8,352407,2427,0,0,1456.2,0,0,22,1,10679,1,116983.6,39803.5,33978.6,0,1456.2,352407,2427,1456.2,156787.1,190765.8,156787.1,158243.4,509194.1,159214.2,158243.4
LP08_P52,LP08-1D,80,81,331.1,5493.97,6484.8,5834.11,5880.52,0.026704647,63362.1,1423.9,1067.9,356,0,0,0,0,2847.7,0,356,356,0,32037,711.9,0,3559.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6051.4,0,0,0,0,0,0,0,2847.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.9,0,356,0,0,0,0,0,356,0,0,0,0,0,17798.3,0,0,0,0,3203.7,0,0,0,69413.5,53395,0,356,2135.8,711.9,0,30,1,10679,1,69769.5,46631.6,17798.3,0,3203.7,69413.5,53395,3203.7,116401.1,134199.4,116401.1,119604.8,185814.6,169796.1,119604.8
LP08_P53,LP08-1D,83,84,334.1,5579.77,6572.36,5960.14,5992.86,0.027070926,90771.5,2669.8,2135.8,0,0,0,0,0,2135.8,0,0,0,0,44851.8,1601.8,0,6941.4,0,0,0,0,0,0,0,0,0,534,0,534,0,3203.7,0,0,0,0,0,0,0,3737.7,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,1067.9,0,534,0,534,0,0,0,534,0,0,0,20290.1,0,534,0,0,5873.4,0,0,0,55530.8,81694.4,0,0,534,0,0,20,1,10679,1,97712.9,64607.9,20290.1,0,6407.4,55530.8,81694.4,534,162320.8,182610.9,162320.8,168728.2,217851.6,244015.1,162854.8
LP08_P54,LP08-1D,91,92,342.1,5740.26,6852.15,6285.59,6288.38,0.02815655,42716,547.6,2464.4,0,0,0,0,0,273.8,0,0,0,0,29298.8,2464.4,0,3285.8,0,0,0,0,273.8,0,0,0,0,0,0,0,0,3285.8,273.8,0,0,0,0,0,0,2464.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8,1095.3,0,273.8,0,273.8,0,0,0,273.8,0,0,0,15881.6,0,0,0,0,3285.8,0,0,821.5,88991.7,3559.7,0,0,0,0,273.8,39,1,10679,1,46001.8,43537.5,15881.6,0,4107.3,88991.7,3559.7,273.8,89539.3,105420.9,89539.3,93646.6,178531,93099,89813.1
LP08_P55,LP08-1D,98,99,349.1,5913.28,6988.05,6567.43,6536.99,0.027760642,38809,520.9,0,0,0,0,520.9,0,260.5,0,0,0,0,29692.8,1041.9,0,4948.8,0,0,0,0,520.9,0,0,0,0,0,0,0,260.5,2865.1,0,0,0,0,520.9,0,0,4948.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.9,0,0,0,0,0,0,0,0,0,0,0,15106.9,781.4,1823.2,0,0,6251.1,0,0,0,41153.2,1302.3,0,1302.3,2083.7,260.5,260.5,41,1,10679,1,40111.4,45841.6,15106.9,781.4,8074.4,41153.2,1302.3,3907,85952.9,101059.8,86734.3,94027.3,127106.1,87255.2,89859.9
LP08_P56,LP08-1E,15,16,350.9,6017.34,7027.26,6629.17,6601.83,0.027372887,34549.7,1884.5,628.2,0,0,0,0,0,209.4,0,0,0,209.4,22195.6,837.6,0,2512.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1884.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.4,0,0,0,209.4,0,209.4,0,0,0,0,0,0,0,418.8,0,0,0,17379.5,209.4,418.8,0,0,3350.3,0,0,837.6,37481.2,1884.5,0,0,628.2,209.4,0,51,1,10679,1,37481.2,28477.3,17379.5,209.4,4606.6,37481.2,1884.5,837.6,65958.5,83338.1,66167.9,70565.2,103439.7,67843.1,66796.1
LP08_P57,LP08-1E,23,24,358.9,6557.59,7153.97,6909.92,6894.09,0.035007877,30213.8,0,260.5,0,0,0,0,0,520.9,0,0,0,260.5,37767.2,1562.8,0,5730.2,0,260.5,0,0,520.9,260.5,0,0,0,0,0,0,781.4,4167.4,520.9,0,0,0,0,0,520.9,2083.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.9,0,0,0,0,0,260.5,0,520.9,0,0,0,38027.7,0,260.5,0,0,7553.4,0,0,520.9,72148.4,3386,0,1041.9,2083.7,1041.9,1562.8,41,1,10679,1,31255.6,55478.7,38027.7,0,8334.8,72148.4,3386,5730.2,86734.3,124762,86734.3,95069.1,158882.7,90120.3,92464.5
LP08_P58,LP08-1E,31,32,366.9,6944.08,7299.74,7113.99,7122.61,0.044880785,61609.6,2190.6,3285.8,273.8,0,0,0,0,273.8,0,0,0,0,30667.9,3285.8,0,5750.2,0,0,0,0,273.8,0,0,0,0,0,0,0,0,8488.4,0,0,0,0,0,0,0,7119.3,0,0,0,0,0,0,0,0,0,0,0,0,273.8,0,0,0,0,0,547.6,0,0,0,0,0,0,0,547.6,0,0,0,12595.7,273.8,0,0,0,4381.1,0,0,547.6,82693.8,8762.3,0,273.8,273.8,0,0,39,1,10679,1,67633.7,56954.7,12595.7,273.8,4928.8,82693.8,8762.3,547.6,124588.3,137184.1,124862.2,129517.1,207282.1,133350.6,125136
LP08_P59,LP08-1E,39,40,374.9,7063.79,7554.07,7295.47,7300.86,0.05192108,26152.7,217.9,435.9,217.9,0,217.9,0,0,217.9,0,0,0,0,23973.3,1525.6,0,3705,435.9,0,0,0,217.9,217.9,0,0,0,217.9,0,0,435.9,4140.8,0,0,0,0,0,0,217.9,2179.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.8,0,217.9,0,0,0,217.9,0,217.9,0,0,0,35959.9,217.9,217.9,0,0,6974,0,0,217.9,234938,653.8,0,0,0,217.9,435.9,49,1,10679,1,27460.3,38793.1,35959.9,217.9,7409.9,234938,653.8,653.8,66253.4,102213.3,66471.3,73663.3,301191.4,66907.2,66907.2
LP08_P60,LP08-1E,47,48,382.9,7170.78,7766.83,7448.89,7454.94,0.051305073,32297.5,260.5,260.5,0,0,0,0,0,260.5,0,0,0,0,29171.9,2344.2,0,3907,0,0,0,260.5,260.5,0,0,0,0,260.5,0,0,0,4688.3,0,781.4,0,0,0,0,520.9,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.9,0,0,0,0,0,0,0,520.9,0,0,0,37246.3,260.5,0,0,0,7293,0,0,1302.3,122938.7,2083.7,0,260.5,781.4,260.5,260.5,41,1,10679,1,33078.9,47143.9,37246.3,260.5,8595.3,122938.7,2083.7,1562.8,80222.7,117469,80483.2,88818,203161.5,82306.4,81785.5
LP08_P61,LP08-1E,55,56,390.9,7276.86,7934.32,7612.43,7610.87,0.052124055,12236.4,445,222.5,0,0,0,0,0,0,0,0,0,0,15351.1,2113.6,0,1891.1,111.2,0,0,0,0,0,0,0,0,0,0,0,0,1112.4,0,0,0,0,0,0,0,1223.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.9,0,0,0,0,0,111.2,0,111.2,0,0,0,12903.8,445,0,0,111.2,2892.2,0,0,333.7,113241.9,4227.1,0,0,445,556.2,222.5,96,1,10679,1,12903.8,22915.4,12903.8,445,3337.2,113241.9,4227.1,1223.6,35819.1,48722.9,36264.1,39156.3,149061,40046.3,37042.8
LP08_P62,LP08-1E,63,64,398.9,7436.07,8048.18,7775.6,7764.35,0.05299066,25214.3,0,0,0,0,889.9,0,0,296.6,0,0,0,0,41826.1,1483.2,0,5042.9,593.3,296.6,0,0,296.6,0,0,0,0,0,0,0,593.3,5636.1,593.3,0,0,0,0,0,889.9,1779.8,0,0,0,0,0,0,0,0,0,0,0,0,1483.2,0,0,0,0,296.6,2076.5,0,296.6,0,0,0,593.3,0,296.6,0,0,0,67633.7,889.9,1186.6,296.6,0,11568.9,296.6,0,296.6,232861.5,0,0,0,0,0,2076.5,36,1,10679,1,26400.9,64074,67633.7,889.9,13645.4,232861.5,0,2076.5,90474.9,158108.5,91364.8,104120.3,323336.4,90474.9,92551.3
LP08_P63,LP08-1E,71,72,406.9,7648.84,8153.46,7926.64,7915.32,0.039702233,31668.8,1104.7,1473,0,0,0,0,0,368.2,0,0,0,368.2,57077.4,2209.4,0,9574.3,0,0,0,0,736.5,0,0,0,0,0,0,0,368.2,5891.9,0,0,0,0,0,0,2577.7,5523.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.2,368.2,0,736.5,0,0,0,0,0,368.2,0,0,0,74753,736.5,0,0,0,13624.9,368.2,0,0,395123,0,0,0,0,368.2,1104.7,29,1,10679,1,34982.9,85800.2,74753,736.5,13993.2,395123,0,1473,120783.2,195536.2,121519.7,134776.3,515906.2,120783.2,122256.1
LP08_P64,LP08-1E,79,80,414.9,7988.13,8296.06,8117.2,8116.82,0.033161996,21654.6,1483.2,296.6,0,0,0,0,0,296.6,0,0,0,0,48055.5,2966.4,296.6,5932.8,296.6,0,0,296.6,593.3,0,0,0,0,0,0,0,296.6,3856.3,296.6,296.6,0,0,0,0,1186.6,4152.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.6,889.9,0,0,0,0,0,296.6,0,296.6,0,0,0,45089.1,889.9,0,296.6,0,9789.1,0,0,1186.6,547298.8,0,0,1186.6,296.6,0,889.9,36,1,10679,1,23731.1,71193.3,45089.1,889.9,11272.3,547298.8,0,2373.1,94924.4,140013.6,95814.4,106196.7,642223.2,94924.4,97297.6
