depth,Si,S,K,Ca,Ti,Mn,Fe,Zn,Br,Rb,Sr,Mo inc,Mo coh
263.9,0.205596905,0.234808213,0.315028275,0.703118938,0.340269427,0.822387621,3.857101627,0,0.67102036,0,0.718630781,8.12868366,3.68182472
264.1,0,0.267501355,0.315407115,0.593758368,0.361796774,0.859219732,4.157568124,0,0.667120288,0.257528831,0.87432141,8.025910533,3.638891448
264.3,0.081852494,0.212659018,0.334995771,0.664972808,0.479029442,0.862369539,4.274589294,0.183027741,0.734395249,0.129420157,0.777598696,7.962758568,3.57630774
264.5,0.113194149,0.288589588,0.325125441,0.605615145,0.413971912,0.829876017,4.172475144,0,0.847067449,0.246700929,0.825037049,8.003234607,3.661572664
264.7,0.225395243,0.265459411,0.323857445,0.681015687,0.43223141,0.945066023,4.472135955,0,0.730924801,0.473831776,0.725297891,7.880935512,3.528458075
264.9,0.206718534,0.245385516,0.302146109,0.653701403,0.394196778,0.959527106,4.437340956,0.158905801,0.877032465,0.311639916,0.910714003,7.832646338,3.580470046
265.1,0.096398361,0.258663945,0.262231892,0.545311476,0.313850324,0.744205334,3.577924859,0.187914999,0.781956502,0.592673554,0.883505569,8.260838944,3.680599997
265.3,0.185019082,0.224795556,0.228392513,0.531043291,0.213641634,0.795284902,3.637289711,0,0.798353537,0.526418733,0.821499012,8.202181417,3.733929475
265.5,0.141982752,0.275652511,0.305027881,0.556902171,0.297304403,0.851896511,3.893737957,0,0.77767156,0.465937785,1.005513049,8.109382935,3.664568627
265.7,0.144905296,0.237764278,0.352661415,0.539198699,0.501966671,1.005540923,4.642365458,0,0.80177797,0.350363922,0.665254567,7.77601881,3.518819505
265.9,0,0.24697005,0.41571254,0.714365583,0.453152467,1.079346713,4.97385663,0,0.839940262,0.537313601,0.850763131,7.558789948,3.414087386
266.1,0.164841386,0.285513655,0.315647222,0.563040521,0.386587316,0.797680165,3.746290226,0,0.687937171,0,0.859180543,8.182787924,3.74780101
266.3,0.120999926,0.254634317,0.258708725,0.596294148,0.382635364,0.811692182,3.716265512,0.34829728,0.751480937,0.289245148,0.82700848,8.1849222,3.701885917
266.5,0.158087537,0.341508112,0.281318834,0.547631293,0.365087529,0.815083971,3.633434929,0,0.69958573,0.379080597,0.738682239,8.2214386,3.70017156
266.7,0.195395171,0.260526895,0.280142136,0.546873816,0.302003379,0.706011061,3.503214976,0.379779948,0.707511618,0.145638962,0.855435209,8.248747027,3.770614938
266.9,0.217539854,0.307647812,0.347761497,0.711714596,0.374456992,0.938012897,4.548920434,0.182487765,0.766265645,0.364975529,0.938946708,7.799364768,3.547967651
267.1,0,0.279687608,0.358053547,0.722150299,0.473086534,0.948466825,4.360645844,0.242216574,0.781403108,0.400993963,0.919383648,7.874281071,3.532267362
267.3,0,0.266992142,0.377583908,0.641042844,0.473642767,0.791761928,3.983886531,0.165093774,0.755167816,0.412098971,0.857852416,8.055962015,3.700401621
267.5,0.213242863,0.355713686,0.32370434,0.603141899,0.326743884,0.888171913,4.073756533,0.177856843,0.606410985,0.668443658,0.831849212,7.999481003,3.650942235
267.7,0.25948266,0.236874177,0.236874177,0.540156232,0.329360178,0.782043603,3.619346482,0,0.771206447,0.695996369,0.883130978,8.215357444,3.681596787
267.9,0,0.362012296,0.386394584,0.599983964,0.47672734,0.934119951,4.395775022,0.254356054,0.699553259,0.157744928,0.816625247,7.895444898,3.588133703
268.1,0.181597145,0.282560293,0.355953811,0.612292715,0.395233248,0.905113862,4.188560892,0,0.73588426,0,0.778296236,7.999067029,3.608209949
268.3,0.17715598,0.283587937,0.33142849,0.574050984,0.422490085,0.935326533,4.180562081,0.212402558,0.763262718,0.4154676,0.772205013,7.95391386,3.648940164
268.5,0.19938485,0.189153077,0.318392072,0.644540632,0.42530242,0.830504318,3.780696384,0,0.812355639,0,0.773500156,8.195056903,3.636792777
268.7,0.143436449,0.268345025,0.187018249,0.523100755,0.390189327,0.818970628,3.617329616,0,0.686399988,0,0.802475339,8.24778293,3.771314967
268.9,0.218753593,0.333064958,0.333064958,0.65127013,0.432506939,0.946656589,4.260465224,0.26382676,0.757784674,0,0.830373508,7.915764599,3.641084092
269.1,0.212823313,0.282494771,0.344422009,0.640156783,0.443027054,0.968621668,4.222634778,0.293724077,0.537603331,0,0.756018614,7.998792075,3.599468418
269.3,0.161801495,0.28024841,0.255830627,0.526373198,0.238165352,0.624911364,2.811810198,0.260059518,0.503061292,0,0.694365355,8.515612326,3.863240118
269.5,0,0.173163418,0.263327988,0.47224747,0.329693326,0.771986524,3.488609035,0.283877118,0.735944528,0.669260371,0.749819596,8.297288313,3.656988375
269.7,0,0.227783848,0.231815733,0.59802944,0.319245845,0.730533529,3.488674745,0.307417791,0.654259292,0.477415445,0.934231191,8.292351125,3.688762323
269.9,0.23217279,0.266890532,0.266890532,0.524687024,0.274008862,0.805466079,3.145981084,0,0.706125975,0.392443643,0.767525862,8.396597479,3.784080721
270.1,0.191065363,0.298725329,0.174418015,0.489200299,0.321610929,0.693297898,2.992001967,0.201400576,0.658798493,0,0.517407448,8.470085534,3.850650501
270.3,0.306075644,0.265069283,0.302870575,0.608954654,0.392664554,0.898893674,3.517928675,0.286307549,0.644759805,0.446178089,0.745814089,8.240628443,3.777689376
270.5,0.211809271,0.206939442,0.191588694,0.447040287,0.377818001,0.649708873,2.994414093,0,0.574766083,0.27094733,0.512895018,8.477423878,3.842668312
270.7,0.113823922,0.236943388,0.202551154,0.54389893,0.418215794,0.842860826,3.658041841,0.410397987,0.781719847,0,0.531855394,8.236585069,3.68538822
270.9,0.241080332,0.303627916,0.340939076,0.738324423,0.392833164,0.898701167,3.832003334,0,0.590523801,0.328972551,0.819379673,8.133158392,3.693521725
271.1,0.11794829,0.305626888,0.2748112,0.510244436,0.375639976,0.761787875,3.15198541,0.126092026,0.728447506,0.490382897,0.862141263,8.360077257,3.784599182
271.3,0,0.306996993,0.284697299,0.550886408,0.388323893,0.901338153,3.491137626,0.229735513,0.658435196,0,0.739346665,8.268882941,3.73730226
271.5,0.178726442,0.209575331,0.134044832,0.483305514,0.351823354,0.768731496,3.069402256,0,0.511404408,0.505514718,0.837109706,8.448015344,3.775265596
271.7,0.259674572,0.255827329,0.255827329,0.509712887,0.281656619,0.734470603,3.24974865,0,0.745193369,0,0.536258226,8.400618188,3.746668294
271.9,0.159771553,0.266666059,0.327990636,0.568096446,0.325199175,0.876146009,3.714473856,0,0.627570202,0.273418167,0.706823077,8.238145487,3.651100865
272.1,0.135686334,0.306422886,0.284618056,0.557801223,0.400217188,0.79697676,3.584790843,0.171631146,0.741944986,0.422592687,0.970892376,8.197296492,3.728042227
272.3,0.221006843,0.24294004,0.278094179,0.582986282,0.366498388,0.904509488,4.013774719,0,0.710437604,0.418359202,0.800673357,8.049070039,3.65218963
272.5,0.145586475,0.21947987,0.252163172,0.651082511,0.361975474,0.865763934,3.902793979,0.29771698,0.685677032,0,0.823561471,8.132728762,3.672338332
272.7,0.103948831,0.258133783,0.32319005,0.696017444,0.365056297,0.855080497,3.868051326,0.189783732,0.647771662,0.395825356,0.73747526,8.125647603,3.697374827
272.9,0,0.274214225,0,0.26975516,0,0.291368874,1.813589439,0,0.649656454,0.190745703,0.794137688,8.774025884,3.961208561
273.1,0.199880108,0.295626666,0,0.254798143,0,0.3160382,1.12071085,0.303955808,0.593361194,0.37726543,0.92140177,8.811035058,4.019404591
273.3,0.150033761,0.173244065,0,0.141453187,0,0.150033761,0.765025077,0.282906374,0.158149471,0.406293347,0.72127256,8.898209379,4.038544221
273.5,0,0.156615583,0,0.198104783,0,0.148578587,0.918574091,0.353687783,0.528795068,0,0.66814491,8.866019061,4.035093426
273.7,0,0.276493813,0.172026437,0.258039655,0,0.172026437,1.148633456,0.271997679,0.409504829,0.602092529,0.927720779,8.830085328,4.029178411
273.9,0,0.240458269,0,0.201181822,0.152079163,0.246396405,1.309338885,0,0.284514061,0.246396405,0.767962127,8.834673732,4.018963432
274.1,0.271055137,0.358572242,0.214287901,0.479162313,0.379315815,0.682140468,3.243708264,0.292773009,0.564246262,0.435660179,0.73402078,8.313891892,3.812879725
274.3,0.172415395,0.34483079,0.358047458,0.705640415,0.510011616,1.099781839,4.753359853,0.322559668,0.761365768,0.383115387,0.762584929,7.67006312,3.493539681
274.5,0.176906313,0.250183307,0.276194892,0.598286061,0.38555837,0.787431838,3.6378881,0.207441039,0.634770813,0.508124698,1.00268588,8.191593281,3.702110678
274.7,0.160529982,0.234991831,0.332328635,0.586695749,0.395550193,0.894822234,3.691441692,0.388507193,0.760250934,0.577206783,0.917170839,8.160230208,3.6881991
274.9,0.172526962,0.20067646,0.257943336,0.60202938,0.37659541,0.895499304,3.943998929,0.243989969,0.736738491,0.585815083,0.856523977,8.08173105,3.593465881
275.1,0.158394368,0.291403253,0.277842101,0.545165568,0.270806981,0.768473279,3.363783261,0.124254765,0.720516943,0.428183434,0.731152455,8.349259138,3.73126528
275.3,0.158862299,0.25285236,0.158862299,0.56091366,0.414262192,0.866248793,3.871375677,0.136041545,0.733753528,0.525287586,0.795369871,8.149083656,3.597918355
275.5,0.176452631,0.267261242,0.311559941,0.640512615,0.370624658,1.02799638,4.288369141,0,0.765559002,0.567753752,0.868664927,7.959835071,3.551040708
275.7,0.143218568,0.323433064,0.341929645,0.650029307,0.450626704,0.984985637,4.252168695,0.163294292,0.701624827,0.412608693,0.79740724,7.943790594,3.5732961
275.9,0,0.258118078,0.254177112,0.557598777,0.34219641,0.761206346,3.400361133,0,0.59947552,0.453796914,0.865462803,8.278700133,3.797534928
276.1,0,0.234825341,0.332093182,0.511789966,0.318857017,0.878635972,3.778928216,0.171156908,0.721395525,0.400323834,0.820839697,8.17884814,3.635529347
276.3,0.147961906,0.236065538,0.183940785,0.454956888,0.282152284,0.663207932,2.84889987,0,0.766239582,0.204438752,0.816537206,8.490510294,3.828599606
276.5,0.199457218,0.270066349,0.347860859,0.684916066,0.388387131,0.954828735,4.227991205,0.335736526,0.786318605,0.415203308,0.711040037,7.953213263,3.608191541
276.7,0,0.209478891,0.258410627,0.564461835,0.352154325,0.771531469,3.519917544,0,0.686475156,0.157488202,0.822982356,8.319400469,3.657870005
276.9,0,0.317208899,0.30451536,0.612261675,0.317208899,0.744583545,3.48646957,0,0.699497417,0.346916688,0.752490849,8.280020845,3.753003467
277.1,0.208611616,0.218319616,0.305376137,0.620848037,0.394238898,0.882719585,3.814690015,0,0.517039467,0.404615379,0.980590836,8.145653651,3.665361812
277.3,0.195917938,0.250252398,0.280691786,0.518350141,0.362371538,0.820199532,3.61981081,0.17978663,0.586032715,0.233549683,0.738548946,8.24253565,3.725966758
277.5,0.158786845,0.286257056,0.275026883,0.506295203,0.246844182,0.696674455,3.08614805,0.282563262,0.643364376,0,0.77247257,8.365118467,3.816118448
277.7,0.139347956,0.253138133,0.260696154,0.534268131,0.36069324,0.819669266,3.734681198,0.098533884,0.64612989,0.468424739,0.991233247,8.203796543,3.635886985
277.9,0.18912983,0.241581725,0.333279988,0.628771543,0.427335623,0.915299523,4.292916043,0,0.795340081,0.241581725,0.694229738,7.951506922,3.565327653
278.1,0.221632936,0.310010668,0.323495633,0.656819544,0.443265872,0.919640259,4.180740315,0.231068309,0.875623899,0.528939536,0.671292213,7.964854564,3.627993213
278.3,0.185013955,0.248222268,0.135115089,0.376144489,0.302126524,0.596652078,2.898289522,0.302126524,0.647989203,0.357480924,0.894978116,8.467092458,3.826704064
278.5,0.138531929,0.234892314,0.129584754,0.379385312,0.244892166,0.501879593,2.421338395,0.109519106,0.522946564,0,0.813690844,8.591213689,3.96332077
278.7,0,0.212681022,0,0.263021319,0.199779033,0.486630451,2.190899946,0.305167514,0.422222798,0,0.919851748,8.646378712,3.968183605
278.9,0.122048497,0.385951235,0.252664392,0.425297547,0.34827383,0.603227969,2.798003854,0,0.66529626,0.498972195,0.920290525,8.490049954,3.863369931
279.1,0.130493382,0.221262295,0.172626518,0.422846886,0.306034108,0.553636532,2.698879511,0,0.566933301,0.216398793,0.978700366,8.509504365,3.915073315
279.3,0,0.183105624,0.262522356,0.535581777,0.314197964,0.80046925,3.356659001,0,0.591758298,0.299010232,0.872824816,8.331473582,3.801616533
279.5,0.111549217,0.298624289,0.182159108,0.51723244,0.284395817,0.705499193,3.182575593,0.208689476,0.711354058,0,0.854401952,8.39440283,3.789938336
279.7,0,0.240516221,0.130920448,0.320688294,0.179270206,0.465182294,2.272799338,0.130920448,0.831885875,0,0.8647194,8.647070115,3.936059635
279.9,0,0.13154479,0.26308958,0.550291338,0.405448273,0.830921699,3.866387604,0.176485856,0.715681034,0.645776407,0.653765697,8.143993102,3.660634133
280.1,0.221031066,0.256448798,0.312585132,0.59435452,0.426925909,0.876654162,3.985165751,0,0.789833749,0,0.70963339,8.060934997,3.679711533
280.3,0.244467703,0.28742925,0.330124592,0.658916692,0.435706372,1.008837727,4.392222148,0.350776954,0.706547238,0.39774368,0.783239798,7.863866335,3.547879573
280.5,0.117129429,0.290302805,0.225737483,0.410550165,0.322296018,0.602147474,2.853318492,0.322296018,0.794410436,0.39098879,0.914810082,8.47539444,3.811658686
280.7,0.277440815,0.205755615,0.236232341,0.575313518,0.392360563,0.779801196,3.61977872,0,0.800502094,0.359068872,0.683822667,8.235951034,3.67281763
280.9,0.23157275,0.235984056,0.23157275,0.491239985,0.371739046,0.802191537,3.690941737,0.217803421,0.642267249,0,0.764001122,8.204445623,3.74558013
281.1,0.23856906,0.261339311,0.315597202,0.471136144,0.261339311,0.536117283,3.000663937,0.232528356,0.829863769,0.250213341,0.816031738,8.406301672,3.872615943
281.3,0.159259361,0.225226749,0.130034724,0.212345815,0.260069448,0.421360664,2.16876194,0.191405931,0.593524596,0,0.549130547,8.665621712,3.986082201
281.5,0.10103072,0.174990339,0.380265814,0.644277158,0.406222232,0.96465381,4.379228176,0,0.805082356,0,0.741274537,7.911206391,3.584811392
281.7,0.189292344,0.29257083,0.178466533,0.496829803,0.240267924,0.793122623,3.48923753,0.348467046,0.724934486,0.223083167,0.816618473,8.271904575,3.743811456
281.9,0.125735195,0.307987071,0.243485159,0.55344914,0.347197656,0.803869857,3.587586711,0.277615795,0.769967679,0.576191051,0.887970045,8.221245534,3.657684163
282.1,0.118320412,0.296644973,0.334660664,0.551356437,0.360551522,0.781017157,3.579628993,0.275678218,0.509896852,0,0.711329656,8.266476475,3.727964866
282.3,0,0.216856994,0.290944188,0.573749676,0.321650902,0.766091645,3.741270257,0.362871157,0.565493855,0.456946041,0.898322082,8.177435426,3.747047897
282.5,0,0.290936123,0.266981297,0.583783162,0.353183058,0.731158393,3.683410728,0.249738135,0.62790289,0.606244513,0.785499175,8.165329545,3.766530368
282.7,0.178898796,0.248748682,0.273272426,0.609307345,0.372407542,0.798725194,4.024494008,0.265349797,0.683571342,0.248748682,0.73906353,8.088652772,3.66458803
282.9,0.140773723,0.257016478,0.325102987,0.566991788,0.311262412,0.684841615,3.7466268,0.300463879,0.650205974,0.568930227,0.775321209,8.170133012,3.72688664
283.1,0.23175991,0.254608757,0.30431567,0.596334491,0.362633973,0.838940407,4.24822932,0.155171154,0.645551023,0.421672162,0.703226042,7.964470752,3.61790251
283.3,0,0.240560437,0.251584127,0.527727317,0.321060326,0.792161903,3.715325309,0,0.65190325,0.329400944,0.771342327,8.228982377,3.710210965
283.5,0.185890947,0.327294786,0.359976271,0.637202063,0.415664794,0.89440401,4.111300954,0,0.775412619,0.380963077,0.655907982,8.03502733,3.613415918
283.7,0.22645094,0.280877823,0.251224762,0.542101475,0.363517109,0.727034218,3.422505204,0.108783513,0.463661145,0.291220325,0.748422137,8.356292253,3.703701877
283.9,0.16318911,0.28265183,0.263134533,0.53629414,0.323646974,0.819202831,3.763741408,0,0.563731185,0,0.671525336,8.209780144,3.735094179
284.1,0.176551282,0.311734127,0.230592625,0.503020817,0.360807527,0.67704326,3.509148592,0,0.769569196,0.382993504,0.883794337,8.276227322,3.754508587
284.3,0.154015896,0.21358162,0.33905031,0.587252363,0.391501576,0.88681393,3.960197194,0.186196139,0.703199441,0.524906976,0.593434138,8.090882215,3.693912481
284.5,0.18062787,0.263308105,0.337923802,0.512884559,0.302922147,0.779530122,3.642071099,0.211804952,0.677354512,0,0.964288951,8.199192257,3.726475971
284.7,0.150364606,0.264031572,0.309984577,0.598317629,0.420841854,0.873539424,4.071198657,0,0.698561876,0.383356031,0.879986297,8.054688251,3.630093511
284.9,0.282062273,0.292199462,0.35240581,0.802642432,0.509924023,1.092422487,5.030469508,0,0.869932141,0.282062273,0.771831077,7.536151085,3.412723233
285.1,0.228577372,0.311054405,0.256502033,0.623662142,0.435476166,0.973754311,4.352316978,0,0.737402343,0.368044535,0.824147435,7.880304123,3.638937723
285.3,0.209032699,0.32029281,0.250384408,0.588011749,0.392276977,0.870636275,3.909672002,0.24656152,0.786971691,0.3082019,0.563259526,8.117010652,3.685558687
285.5,0.180176118,0.297275428,0.312074191,0.576062871,0.384563356,0.928485063,3.63243475,0,0.53042413,0.337078652,0.751334173,8.232754015,3.694220724
285.7,0.232694177,0.264322823,0.2955219,0.574560242,0.371465269,0.881626578,3.343709833,0,0.656830249,0.09345223,0.814697656,8.336232291,3.728029564
285.9,0.162168796,0.304831328,0.287058619,0.609662655,0.374512792,0.889221457,3.533394719,0,0.6943653,0.410258208,0.691835728,8.276859798,3.722353837
286.1,0.250877365,0.281289678,0.293797487,0.508872174,0.417650807,0.887492134,3.813948944,0,0.512393823,0,0.723392417,8.148136644,3.739191055
286.3,0,0.235321636,0.231228773,0.505842434,0.272894739,0.814005983,3.502399044,0.107038123,0.636254387,0,0.69368632,8.297468444,3.750918847
286.5,0.180989481,0.228092369,0.27413291,0.544739959,0.372473278,0.83403154,3.748968167,0.175585587,0.560431678,0.696833697,0.844364052,8.170745649,3.666597473
286.7,0,0.269066412,0.205502867,0.524890268,0.332574986,0.691825739,3.07437731,0.161688791,0.687451665,0.257611477,0.770227898,8.452426305,3.774929204
286.9,0.167511003,0.255877283,0.244665479,0.570521917,0.18349911,0.757821455,3.260230631,0.259506929,0.580275135,0,0.744121006,8.383140527,3.7876259
287.1,0.166549506,0.223449611,0.344023181,0.674474095,0.384629609,0.938212461,4.113694139,0.250747827,0.840483906,0.554053579,0.738599022,8.032913653,3.58087894
287.3,0,0,0.243202319,0.605193111,0.33044688,0.887195003,3.816864119,0,0.671140787,0.543816917,0.603310702,8.181063294,3.664212401
287.5,0.143916925,0.269243913,0.213463297,0.566601501,0.419586334,0.812844017,3.68326123,0,0.434142765,0,0.536561209,8.260756288,3.731585762
287.7,0.21259664,0.153305618,0.303648738,0.522486251,0.398866653,0.866184567,3.928150836,0,0.732764832,0.570456648,0.845054932,8.08359413,3.668016038
287.9,0.286393593,0.242572381,0.307413062,0.577437766,0.400595103,0.886755062,3.944274205,0,0.696416149,0.485144762,0.736242991,8.121647906,3.639565677
288.1,0,0.215596135,0.274017905,0.552907336,0.378180638,0.91274036,3.797374289,0,0.657751701,0.614179794,0.672534484,8.196470992,3.616769438
288.3,0,0.249208736,0.263460555,0.518182177,0.379872058,0.861165892,3.3842121,0.15409746,0.754920294,0,0.726562075,8.347015643,3.705740161
288.5,0.196833033,0.246743265,0.254110353,0.499062827,0.364463957,0.809286907,3.033856883,0,0.66402937,0.219015581,0.458607089,8.486133639,3.795162949
288.7,0.265828529,0.206811035,0.247723245,0.560600064,0.380852746,0.905584718,3.217513673,0,0.618932661,0,0.623423162,8.408448077,3.788209951
288.9,0.259117395,0.284454752,0.304902612,0.594074889,0.310497622,0.988868249,3.461287572,0.223441204,0.700465411,0.419048558,0.709015436,8.290614605,3.68648801
289.1,0.258620949,0.306594607,0.29456657,0.684246716,0.401104785,0.98892071,3.669787998,0,0.702496497,0.190141904,0.572008032,8.242602175,3.696781119
289.3,0.093933367,0.24852433,0.226221506,0.574454575,0.297043389,0.903910403,3.908350581,0,0.709181372,0.396305311,0.730026055,8.144624234,3.642144435
289.5,0.198064971,0.257914679,0.267650711,0.546339727,0.280106168,0.884810157,3.543815937,0,0.774845452,0.515829358,0.676100339,8.275146943,3.657038088
289.7,0.219810558,0.287799577,0.313622318,0.583045766,0.398440472,0.984776532,3.513778262,0,0.659431673,0.477261606,0.610515098,8.245930839,3.813344396
289.9,0.178259067,0.265732927,0.244993654,0.608870627,0.255573746,0.958113695,3.389787796,0,0.694219326,0,0.745711178,8.386179224,3.664562087
290.1,0,0.26819195,0.228357217,0.587579124,0.314482938,0.961384913,3.248058085,0,0.615966326,0,0.678477931,8.420757466,3.697257304
290.3,0.161131712,0.243608251,0.288883848,0.694390352,0.352496172,0.983902934,3.481020405,0.247385348,0.745894889,0,0.572932736,8.328231813,3.660968831
290.5,0.148305556,0.263911672,0.214060632,0.632113471,0.331621305,0.883632333,3.513725565,0,0.611479473,0,0.652094882,8.323298393,3.713319601
290.7,0.189734193,0.31748603,0.278204938,0.533284732,0.331356523,0.872571031,3.652568018,0,0.707380371,0.491114782,0.661353633,8.233239797,3.682994342
290.9,0.139216417,0.209876646,0.290813611,0.544062447,0.316906785,0.914831089,3.783372191,0,0.650279002,0.192355123,0.748527344,8.218379262,3.672061673
291.1,0.153545925,0.279254929,0.240902667,0.500271961,0.345970116,0.800117873,3.601474731,0,0.725213063,0.288832151,0.825772739,8.279660304,3.658926113
291.3,0.084073698,0.241483312,0.226375359,0.531728752,0.291239832,0.874730161,3.820731018,0,0.818370108,0,0.688172874,8.20537323,3.637098514
291.5,0.142955641,0.322311345,0.294710604,0.595171795,0.337791001,0.920927297,3.955034306,0,0.643300385,0.254391428,0.660283823,8.121046462,3.709737909
291.7,0.262808127,0.306368721,0.29155944,0.624191469,0.341883748,0.890728801,3.960945246,0,0.699134976,0.317719533,0.681172543,8.132692447,3.607863995
291.9,0.263097168,0.339656984,0.26644886,0.550911611,0.342259757,0.831986298,3.702105314,0,0.707470645,0,0.703697441,8.228374792,3.657004533
292.1,0.272765444,0.269648022,0.328967503,0.571270327,0.407076517,0.831619503,3.895001633,0,0.789907422,0.41733194,0.787763843,8.103224873,3.674058578
292.3,0.237016679,0.225986537,0.332643175,0.555087217,0.340232969,0.935413209,4.131497044,0,0.734601093,0.446287651,0.724097915,8.001114949,3.62894319
292.5,0.223738683,0.280471282,0.313576426,0.618541649,0.335608024,0.866536192,3.701844234,0.298983391,0.772743382,0.295978456,0.726228133,8.215789401,3.599491826
292.7,0.210221783,0.253866921,0.300379392,0.502264377,0.386202075,0.838694462,3.415430115,0.246506891,0.534241896,0.386202075,0.527303395,8.340379783,3.721182879
292.9,0.098370702,0.224319714,0.224319714,0.491853511,0.329211337,0.742682515,3.162583652,0.210981651,0.471769314,0,0.417351543,8.451297192,3.789762421
293.1,0.166283156,0.227692589,0.288010875,0.502301756,0.39217804,0.86901843,3.755662553,0,0.455385179,0.207853946,0.646689712,8.218093964,3.662714449
293.3,0.197175752,0.197175752,0.302124864,0.536060798,0.421292994,0.929394371,3.98445228,0,0.4070077,0.275801005,0.623524476,8.14731502,3.596240179
293.5,0.149923184,0.274962404,0.358791982,0.661270793,0.428838442,1.007744993,4.158480075,0.338272325,0.50133152,0.531021369,0.667422282,8.001282106,3.626158057
293.7,0,0.328808639,0.282851886,0.609849175,0.347978355,0.933492301,3.911855599,0,0.702143113,0,0.723379005,8.120308632,3.681482251
293.9,0,0.200814034,0.308733952,0.582329222,0.314615127,0.909224209,3.778778614,0,0.65910847,0.515545168,0.794075764,8.166424911,3.686952823
294.1,0.219053977,0.243018568,0.264823345,0.548476811,0.39839483,0.813976174,3.469935842,0,0.548476811,0.246786523,0.534847928,8.338892776,3.710761044
294.3,0.232607286,0.253477913,0.281901414,0.601527119,0.315845236,0.843702572,3.429478714,0,0.719298307,0.341564613,0.917620265,8.303807265,3.712619235
294.5,0.128676579,0.345275494,0.335547466,0.741427259,0.438256637,0.944699944,4.058721225,0,0.640804197,0,0.416959772,8.07695416,3.62265137
294.7,0.147411516,0.302103709,0.251032765,0.537597489,0.322962449,0.708495998,3.215463842,0,0.57848456,0,0.683519079,8.436911077,3.764625752
294.9,0.162690905,0.295542706,0,0.252039667,0.224253937,0.241309609,1.342569669,0.241309609,0.370992344,0,0.474321421,8.864639127,3.965455237
295.1,0.190350804,0.252866258,0.21156309,0.339255685,0.265208369,0.512015149,2.32261019,0,0.646335917,0.252866258,0.921025789,8.635669636,3.884879493
295.3,0.229832229,0.260025484,0.178027279,0.395418317,0.255930338,0.666117082,2.747240302,0,0.68179257,0,0.79881166,8.523150869,3.869654048
295.5,0.20109086,0.246285,0.206056815,0.460757045,0.304969389,0.69076979,3.18143282,0,0.684890791,0.368056707,0.715216615,8.438391661,3.768509252
295.7,0.157942366,0.223364236,0.227619175,0.431432472,0.350442645,0.753655405,3.19268444,0,0.581143382,0.547128404,0.44457555,8.426806755,3.805521128
295.9,0,0.201845226,0.275549146,0.570904512,0.227712125,0.810814148,3.526651011,0,0.794665449,0,0.767398068,8.322180602,3.680563429
296.1,0.227589133,0.277132048,0.319072923,0.579470655,0.332773219,0.943120521,3.580836566,0.198227482,0.732003488,0.430991984,0.747695371,8.225191971,3.703194962
296.3,0.122314436,0.228829357,0.302712786,0.53139957,0.419272764,0.849623228,3.557647377,0.220505486,0.600774346,0,0.701310917,8.263808998,3.69912709
296.5,0.206516895,0.36263175,0.306893649,0.590171185,0.369909366,0.928369438,3.883304798,0,0.691394795,0.32104356,0.835691993,8.140189414,3.635860777
296.7,0.211923393,0.239763949,0.293649667,0.565482142,0.344334756,0.822961595,3.718998927,0.169538714,0.615673018,0,0.843444453,8.224266049,3.670865531
296.9,0.142412194,0.236163907,0.278827414,0.550025812,0.339008831,0.758046791,3.582782501,0,0.689143581,0.406976744,0.854473166,8.291460058,3.646373321
297.1,0.258835669,0.27670697,0.371241356,0.659178496,0.403366257,0.951526029,4.372495482,0.180390874,0.892353164,0,0.783867428,7.890880361,3.543308108
297.3,0.289453417,0.323618758,0.388941342,0.564660897,0.439507688,0.871036252,3.870819467,0,0.774885052,0.285404918,0.678828434,8.106418428,3.67655218
297.5,0.163262482,0.27913,0.326524963,0.570969986,0.296926491,0.865089717,3.675568079,0,0.604122093,0.412528316,0.742661409,8.221937877,3.72598519
297.7,0.262583573,0.321597884,0.277600276,0.701990495,0.37134925,0.841280473,3.769590322,0,0.756227819,0.470155308,0.829140147,8.15328399,3.68911093
297.9,0.213465507,0.424498339,0.182043996,1.225421152,0.31200769,0.783000834,3.399339572,0,0.514898177,0,0.764259637,8.236987931,3.756794452
298.1,0.209763867,0.313052647,0.209763867,0.843809363,0.322493535,0.723885682,2.993021745,0,0.630878721,0.404973184,0.692827251,8.480414987,3.784743913
298.3,0.132110656,0.25411992,0.33939842,0.626655863,0.434159917,0.922885365,4.239702442,0,0.557375467,0.295408407,0.69656275,8.005840335,3.593555543
298.5,0.085150338,0.265881845,0.288758845,0.566425782,0.335237216,0.921041728,3.45384088,0.221227067,0.754433916,0.638627534,0.691764615,8.308705391,3.689820684
298.7,0.133699876,0.223722684,0.242877887,0.552877684,0.330214335,0.855052261,3.301872675,0.26062904,0.594926892,0.451422739,0.522969933,8.364100129,3.740013576
298.9,0.197081511,0.281864772,0.305895071,0.55901206,0.396396259,0.877359915,3.738178226,0,0.698054104,0,0.744559429,8.191770294,3.698054355
299.1,0.140493334,0.267910275,0.239626235,0.54905268,0.290407818,0.83440181,3.523809501,0,0.569900007,0.652129052,0.805960319,8.27155349,3.708404701
299.3,0.129201171,0.32514915,0.285674538,0.554880214,0.370476833,0.778787678,3.31616339,0,0.716778681,0.563174848,0.558212858,8.349568407,3.753757893
299.5,0,0.156810905,0.217094868,0.481199161,0.341761445,0.742440713,3.437343691,0.260041468,0.668365288,0.289852845,0.750675058,8.327850084,3.730649754
