ID,depth,mean,kcps,MSE,Si,S,K,Ca,Ti,Cr,Mn,Fe,Co,Zn,As,Br,Rb,Sr,Zr,inc,coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
LP2A-1861,99,13186.17,22236,1.52,0.224599843,0.010424465,1.638536405,1.07561528,1.163749396,0.13457037,1.333383876,69.38524085,0.052122326,0.350641105,0,0.040750182,0.869969011,0.777096502,0.650107562,15.79590792,4.166943073,3.790766432,0.263798896,5.009304534,2A-B,Unit 2
LP2A-1862,99.05,13186.75,21878,1.65,0.171762948,0.007763297,1.433298722,1.030577686,1.055808402,0.126153577,1.379926055,69.16903609,0.200875312,0.379431144,0,0,0.86851886,0.861725975,0.647264893,15.74978894,4.367825015,3.605865363,0.27732594,4.970768414,2A-B,Unit 2
LP2A-1863,99.1,13187.33,22146,1.49,0.206419156,0.013441247,1.425732308,1.072419521,1.079140144,0.179536661,1.378687942,68.6185278,0.139212919,0.326430293,0,0.103689622,0.750789673,1.014814175,0.639419338,16.24662769,4.59978686,3.53203924,0.283122562,4.79698798,2A-B,Unit 2
LP2A-1864,99.15,13187.9,22301,1.49,0.209251207,0.016317755,1.430203204,1.100968507,1.035697488,0.115184151,1.23822962,68.70542613,0.292759716,0.334034037,0,0.042234189,0.851402847,0.903235715,0.669027942,16.50300919,4.662078498,3.539839407,0.282498691,4.724761905,2A-B,Unit 2
LP2A-1865,99.2,13188.48,22677,1.48,0.226738169,0.014112334,1.444162198,1.133690846,1.045253552,0.151472387,1.372659705,68.74212061,0.262489416,0.33022862,0.134537586,0.058330981,0.785586603,0.928591589,0.674569574,16.36278107,4.358829617,3.753939132,0.266386845,4.825879682,2A-B,Unit 2
LP2A-1866,99.25,13189.05,22529,1.52,0.203687412,0.027732089,1.535783957,1.125540298,1.102589603,0.19603718,1.228818422,67.92353594,0.221856711,0.371992503,0,0.090846498,0.801361741,0.82909383,0.562292009,16.79130169,4.702023486,3.571079927,0.280027336,4.652607225,2A-B,Unit 2
LP2A-1867,99.3,13189.63,23088,1.53,0.165083125,0.0197382,1.451654869,1.048816157,1.090984129,0.138167398,1.293749271,69.53767753,0.27095165,0.407324666,0.086130326,0.057420217,0.798499897,0.837079105,0.576893746,15.65059798,4.291264052,3.64708342,0.274191699,5.014576866,2A-B,Unit 2
LP2A-1868,99.35,13190.21,22443,1.57,0.151390169,0.029113494,1.337279829,1.031588141,0.93648406,0.152360619,1.289727789,68.1527488,0.348391479,0.321218885,0.014556747,0.04949294,0.801591538,0.783152991,0.571594934,17.00422146,4.666893105,3.643584945,0.274454971,4.614437329,2A-B,Unit 2
LP2A-1869,99.4,13190.78,22429,1.72,0.177732765,0,1.26994529,1.348386008,0.968097465,0.105249571,1.351364769,65.94282764,0.324684996,0.255180563,0.032766376,0,0.764548767,0.980012511,0.674193004,18.17243057,4.957651942,3.665531744,0.272811715,4.323374115,2A-B,Unit 2
LP2A-1870,99.45,13191.36,23426,1.71,0.1748013,0.005462541,1.147133532,1.036061872,0.981436466,0.193920192,1.440289879,69.34331157,0.273127031,0.326842014,0.284962536,0,0.602700316,0.756561877,0.538970675,16.48867888,4.362749115,3.77942404,0.26459058,4.795834607,2A-B,Unit 2
LP2A-1871,99.5,13191.93,23526,1.39,0.136200717,0.042114695,1.209677419,1.088709677,0.921146953,0.126344086,2.394265233,70.11290323,0.050179211,0.239247312,0.256272401,0.011648746,0.51344086,0.710573477,0.589605735,15.74283154,3.891577061,4.04536035,0.247196767,5.093099671,2A-B,Unit 2
LP2A-1872,99.55,13192.51,22896,1.57,0.198076887,0.026038276,1.414436364,1.075938773,0.9290085,0.133911135,2.013316718,68.42580021,0.224115164,0.247363625,0,0.020458646,0.730001674,0.807186564,0.599810293,16.45061097,4.413487827,3.727349347,0.268287168,4.792922089,2A-B,Unit 2
LP2A-1873,99.6,13193.09,22782,1.59,0.226798254,0.02562156,1.492693111,1.180489656,1.073258683,0.15372936,1.616056178,68.47409376,0.1850446,0.353008161,0.272347694,0,0.633896375,0.742076295,0.461188081,16.779275,4.296830518,3.905035336,0.256079629,4.74470959,2A-B,Unit 2
LP2A-1874,99.65,13193.66,22494,1.55,0.211038172,0,1.375151957,1.13785558,0.998784342,0.1711646,1.486992463,67.07123754,0.291757841,0.303428155,0.075857039,0.031120836,0.56892779,0.897641624,0.745927547,17.77291515,4.637977146,3.83204026,0.260957592,4.462115952,2A-B,Unit 2
LP2A-1875,99.7,13194.24,22508,1.42,0.204384087,0.010655095,1.456842024,1.107161192,1.128471381,0.11914333,1.466528473,67.11062894,0.174356093,0.336119802,0.102676366,0,0.779759195,0.946366128,0.570531883,17.6525858,4.693084844,3.761403509,0.265858209,4.475139798,2A-B,Unit 2
LP2A-1876,99.75,13194.81,22939,1.53,0.215535497,0.029177294,1.409922163,1.111560797,1.053206208,0.143062863,1.366626822,67.54167176,0.078119853,0.384010843,0.019765264,0.080002259,0.704961081,0.727549954,0.54401536,17.3670786,4.805782752,3.613787701,0.276717971,4.510017828,2A-B,Unit 2
LP2A-1877,99.8,13195.39,23339,1.43,0.258325327,0.018128093,1.625183547,1.066838279,1.095843228,0.156808005,1.420336095,68.47343328,0.226601164,0.372532313,0.135960698,0.034443377,0.77497598,0.875586897,0.695212371,16.3361311,4.367057629,3.740763802,0.267325085,4.83017381,2A-B,Unit 2
LP2A-1878,99.85,13195.97,23268,1.43,0.226671019,0.009973525,1.570376818,1.146955355,1.020019584,0.139629348,1.384506583,69.09748667,0.155042977,0.276538643,0.017226997,0,0.786095093,0.810575563,0.643745693,16.37652776,4.182533638,3.915456319,0.255398073,4.864035281,2A-B,Unit 2
LP2A-1879,99.9,13196.54,23116,1.62,0.186308611,0,1.515248855,1.289475858,1.07655173,0.122064263,1.3656513,68.71391991,0.088106535,0.388219422,0.01284887,0.128488698,0.791123267,0.892996448,0.497434815,16.57045311,4.367697941,3.793864257,0.263583495,4.775970895,2A-B,Unit 2
LP2A-1880,99.95,13197.12,23075,1.64,0.215904668,0.006486406,1.412183324,1.414036583,1.10083582,0.123241721,1.515039196,67.86356308,0.341926277,0.33729313,0.012972813,0,0.740376953,0.978520729,0.641227599,17.00550418,4.470987231,3.803523316,0.262914124,4.656254045,2A-B,Unit 2
LP2A-1881,100,13197.7,22528,1.42,0.234089673,0.026225814,1.431735178,1.514297925,1.127710001,0.154440904,1.75324423,66.12207631,0.182609371,0.372989354,0,0.032053773,0.654674023,1.08691429,0.504118424,17.34400497,4.695392027,3.693835333,0.270721326,4.53732922,2A-B,Unit 2
LP2A-1882,100.05,13198.27,22791,1.56,0.20990606,0,1.465577289,1.516406559,0.993994616,0.136486003,1.930570982,67.58975131,0.092245712,0.383102092,0.017884373,0.029179766,0.638189725,0.902690186,0.536531185,16.62399518,4.449443702,3.736196319,0.267651888,4.745309987,2A-B,Unit 2
LP2A-1883,100.1,13198.85,23029,1.55,0.184276305,0.00821033,1.543542119,1.23428634,1.044536481,0.157820796,1.726906165,69.2295061,0.097611706,0.339360324,0.033753581,0,0.692404532,0.921381525,0.534583736,15.94081264,4.290353774,3.715500744,0.269142726,4.942868738,2A-B,Unit 2
LP2A-1884,100.15,13199.42,23264,1.54,0.169038271,0.019676412,1.461420816,1.289699398,1.008863329,0.144889946,1.824540064,69.09998301,0.086755091,0.364908013,0.130579828,0,0.792422792,0.840719441,0.571510344,15.79479291,4.355642211,3.626283368,0.275764439,4.962671993,2A-B,Unit 2
LP2A-1885,100.2,13200,23109,1.57,0.170081801,0.0242974,1.456044203,1.287762209,0.961997066,0.165582283,2.40364281,68.82733548,0.136785364,0.352762254,0.011698748,0.058493741,0.704624605,0.846809391,0.484148196,16.0551821,4.252944935,3.775074058,0.264895466,4.924137014,2A-B,Unit 2
LP2A-1886,100.25,13200.58,23413,1.54,0.179300814,0.023615229,1.537613812,1.669684168,0.9017519,0.143440651,2.316041738,69.34218467,0.214286339,0.319242913,0.073469602,0,0.693588028,0.870264928,0.418077021,15.02628288,4.108175242,3.657653822,0.273399302,5.226173607,2A-B,Unit 2
LP2A-1887,100.3,13201.15,22648,1.42,0.175210483,0.023976171,1.403528186,2.181831595,0.88435186,0.137401905,2.828266062,67.3186341,0.071928514,0.323678314,0.16967752,0,0.708219216,1.035586171,0.473068304,15.61217621,4.391328003,3.555228895,0.281275842,4.999124101,2A-B,Unit 2
LP2A-1888,100.35,13201.73,23097,1.63,0.187556135,0.007924907,1.272387863,2.006762587,0.951869398,0.125037423,3.970378458,67.65140975,0.162900868,0.326682282,0.122395787,0.056354895,0.619903844,1.000299385,0.60405403,14.85567864,4.105982424,3.618057045,0.276391441,5.273799573,2A-B,Unit 2
LP2A-1889,100.4,13202.3,21916,1.67,0.130075619,0.016502131,1.122144889,1.889979324,0.844520807,0.165021307,4.265315433,65.17565062,0.336837609,0.324218333,0.370812584,0,0.773658717,1.059048507,0.626110254,16.307988,4.414805323,3.693931398,0.270714286,4.825604272,2A-B,Unit 2
LP2A-1890,100.45,13202.88,21496,1.45,0.12368646,0.026145105,1.188596712,2.178088391,0.945246116,0.177987832,3.681431947,64.53215345,0.182010156,0.318769169,0.185026899,0,0.70189552,0.99049726,0.599326261,17.09990447,4.658856654,3.670407943,0.27244928,4.595849894,2A-B,Unit 2
LP2A-1891,100.5,13203.46,22226,1.49,0.142824497,0,1.190204144,2.212827544,0.87313376,0.187576173,4.578001219,65.04513254,0.187576173,0.287553321,0.236136502,0.009521633,0.631284278,1.006436624,0.609384522,16.15630713,4.556101463,3.546081505,0.282001414,4.828023721,2A-B,Unit 2
LP2A-1892,100.55,13204.03,23603,1.67,0.163588435,0.03305673,1.312097916,2.537739767,0.963730833,0.180540605,4.004950033,68.48506938,0.059332593,0.30513905,0.285644055,0.009323693,0.622144619,0.823875435,0.476355962,13.93214047,3.919341578,3.554714533,0.281316542,5.601775794,2A-B,Unit 2
LP2A-1893,100.6,13204.61,23223,1.64,0.20096846,0.019057354,1.515925884,2.518169455,1.049020712,0.128204018,4.531319029,67.8632375,0.074496929,0.360357239,0.139465181,0.098751743,0.579516809,0.913886747,0.485096283,13.70570248,3.915419998,3.500442478,0.28567817,5.675007374,2A-B,Unit 2
LP2A-1894,100.65,13205.19,22268,1.52,0.222060365,0,1.609493525,1.629923078,1.154713897,0.162548187,4.906645823,68.25425024,0.04885328,0.364178998,0.130571495,0,0.681281199,0.960189018,0.413032279,13.50748788,3.890497593,3.471917808,0.288025252,5.747791903,2A-B,Unit 2
LP2A-1895,100.7,13205.76,21633,1.58,0.184180533,0.019147481,1.293822658,1.467973558,0.956462275,0.129473444,5.829952131,67.70822886,0.186915888,0.304536129,0.134944153,0,0.744928197,0.847959881,0.518805562,13.57465238,4.007294279,3.387485779,0.295204191,5.687652336,2A-B,Unit 2
LP2A-1896,100.75,13206.34,21288,1.46,0.175702568,0,1.248361889,2.321991943,1.082366646,0.109692763,7.824103286,63.41600738,0.082512255,0.305780712,0,0,0.633888269,0.984322671,0.472746687,14.77260593,4.407125176,3.351982379,0.298330924,5.213837433,2A-B,Unit 2
LP2A-1897,100.8,13206.91,22060,1.49,0.178124486,0.018269178,1.102544897,3.05734695,1.077881506,0.115095822,11.18895811,59.93021174,0.010048048,0.263076164,0.00822113,0,0.631200102,1.134515958,0.532546541,14.32303561,4.362679723,3.283082077,0.304591837,5.351681658,2A-B,Unit 2
LP2A-1898,100.85,13207.49,23177,1.55,0.12640627,0.035393756,1.036531412,2.63514937,0.878944929,0.142417731,15.00610964,59.41178949,0.016011461,0.208991699,0.127248978,0.005898959,0.56545738,1.013778283,0.534277167,12.93304681,3.862975604,3.347949389,0.298690298,5.953790577,2A-B,Unit 2
LP2A-1899,100.9,13208.07,23257,1.53,0.168890102,0.02814835,1.211232045,1.90555802,0.878569723,0.095533795,10.38759425,63.21095909,0.051178819,0.385547102,0.061414583,0,0.535671637,0.910982975,0.556996145,13.83789962,3.967211437,3.488067082,0.286691734,5.616364856,2A-B,Unit 2
LP2A-1900,100.95,13208.64,22769,1.58,0.177027731,0.010783415,1.352419978,1.58965511,1.06126777,0.112327241,3.803849679,68.03616039,0.088963175,0.283064647,0,0,0.690138567,0.929170935,0.611958807,15.01590554,4.120163189,3.644492912,0.274386595,5.22573374,2A-B,Unit 2
LP2A-1901,101,13209.22,22324,1.55,0.227443609,0.005639098,1.396616541,2.30075188,1.116541353,0.161654135,3.093045113,66.875,0.123120301,0.359962406,0.07612782,0,0.686090226,0.997180451,0.530075188,15.33176692,4.447368421,3.447379544,0.2900754,5.055832739,2A-B,Unit 2
LP2A-1902,101.05,13209.79,22457,1.61,0.207854114,0.039723231,1.43835047,1.837430369,1.015251873,0.145959778,2.864691591,68.61402877,0,0.257739102,0.110855528,0,0.619867158,1.001394932,0.484069137,15.12069396,4.231909764,3.573018991,0.279875367,5.167263354,2A-B,Unit 2
LP2A-1903,101.1,13210.37,22050,1.61,0.140643046,0.041913491,1.276964346,1.328191945,1.077642413,0.126671883,1.65325435,70.98561902,0.157408442,0.363250251,0.180693715,0.003725644,0.563503595,0.655713274,0.638947878,14.75634291,3.997615588,3.691286114,0.270908288,5.332207599,2A-B,Unit 2
LP2A-1904,101.15,13210.95,22823,1.49,0.10203915,0.109385969,0.863659369,0.83345578,0.710192487,0.085712886,0.921617606,77.16608708,0.154283195,0.216322999,0.422850239,0,0.568153989,0.622030661,0.408156602,11.79001159,3.390965045,3.476889745,0.287613377,6.587191482,2A-B,Unit 2
LP2A-1905,101.2,13211.52,21623,1.46,0.148562836,0.125010191,0.981058238,0.822530822,0.760025727,0.111422127,1.095197978,74.16999574,0.209256189,0.261796704,0.352383799,0.051634644,0.596063085,0.777237275,0.463805926,13.41957225,3.993079146,3.360707804,0.297556366,5.742950786,2A-B,Unit 2
LP2A-1906,101.25,13212.1,20760,1.41,0.205655006,0.039510075,1.403114204,1.033340425,1.043471213,0.135752566,1.636122339,70.1182263,0.192484981,0.336342178,0.175262641,0.018235419,0.605821151,0.789188423,0.57137647,15.37549767,4.463625404,3.444620971,0.290307702,5.040545371,2A-B,Unit 2
LP2A-1907,101.3,13212.67,19788,1.54,0.193151313,0.017460006,1.336781684,1.10761911,1.067242847,0.138588795,1.577948013,67.45782317,0.267356337,0.304458849,0.146227548,0.111307536,0.842445274,0.951570309,0.533621423,16.88819049,4.809140313,3.511685954,0.284763505,4.608861842,2A-B,Unit 2
LP2A-1908,101.35,13213.25,20833,1.4,0.203989801,0.01699915,1.502924854,1.080945953,1.168941553,0.14099295,1.629918504,69.42952852,0.0759962,0.340982951,0,0.05699715,0.777961102,0.920953952,0.614969252,15.29323534,4.511774411,3.38962766,0.295017654,5.049227507,2A-B,Unit 2
LP2A-1909,101.4,13213.83,20678,1.38,0.209817015,0.010087357,1.497972441,1.044041399,1.153993584,0.118022071,1.415256118,69.44035346,0.13920552,0.38029334,0,0.113987129,0.806988521,0.884661166,0.636512196,15.38624488,4.416244679,3.484010964,0.287025503,5.049870103,2A-B,Unit 2
LP2A-1910,101.45,13214.4,20200,1.39,0.25745186,0.007385914,1.481403324,1.182801372,1.140596149,0.162490108,1.332629913,68.36085466,0.058032181,0.46109206,0,0,0.843049327,0.978106041,0.634133474,16.11606436,4.665787391,3.454093171,0.289511588,4.811890739,2A-B,Unit 2
LP2A-1911,101.5,13214.98,19992,1.49,0.248878972,0.021455084,1.486837306,1.263704435,1.251904139,0.169495162,1.353815787,68.39666159,0.166276899,0.431247184,0,0.068656268,0.790619837,1.042717072,0.573923491,15.69224828,4.63751636,3.383761277,0.295529122,4.9188961,2A-B,Unit 2
LP2A-1912,101.55,13215.56,18694,1.48,0.240760392,0.02282089,1.56779516,1.18098107,1.256290008,0.148335787,1.347573569,67.85563505,0.368557377,0.385673045,0,0.111822362,0.778192357,1.081710198,0.541996143,15.86051872,4.796951129,3.306374881,0.302446043,4.840863897,2A-B,Unit 2
LP2A-1913,101.6,13216.13,16970,1.33,0.258818892,0.015765618,1.401826184,1.154831505,1.220521579,0.201011627,1.252052815,64.64428825,0.260132694,0.39808185,0.024962228,0.019707022,0.772515273,1.166655718,0.829008737,18.60868423,5.490376404,3.38932759,0.295043773,4.149539334,2A-B,Unit 2
LP2A-1914,101.65,13216.71,18597,1.32,0.256774027,0.005862421,1.429258169,1.267455358,1.133792165,0.186424979,1.195933825,66.25590639,0.146560518,0.408024481,0,0,0.827773804,1.238143254,0.732802589,17.25896657,5.108513407,3.378471425,0.295991848,4.470776328,2A-B,Unit 2
LP2A-1915,101.7,13217.28,20734,1.54,0.266482333,0.016029013,1.579859546,1.313377213,1.329406225,0.155281059,1.35845881,68.33268215,0.173313698,0.374678167,0,0,0.788427053,1.096985544,0.633145994,15.54313307,4.647411815,3.344470791,0.299000967,4.952813337,2A-B,Unit 2
LP2A-1916,101.75,13217.86,21109,1.64,0.264857944,0.005864014,1.61260372,1.376088508,1.314516365,0.134872311,1.298878996,68.86697485,0.122166948,0.369432852,0,0.010750691,0.803369853,1.076046482,0.735933698,15.22688846,4.634525357,3.28553353,0.30436457,5.034888298,2A-B,Unit 2
LP2A-1917,101.8,13218.44,22050,1.51,0.240855312,0,1.483742266,1.395489938,1.241048364,0.139732853,1.365153201,69.84987911,0.097445279,0.448616001,0.078140082,0,0.807141084,0.991000101,0.603976871,14.6057603,4.29402734,3.401412974,0.293995468,5.291064741,2A-B,Unit 2
LP2A-1918,101.85,13219.01,21420,1.67,0.211379076,0.014747377,1.369539784,1.263358666,1.212234424,0.18974959,1.463922999,69.34511813,0.125844287,0.345088632,0.010814743,0.045225291,0.786526796,1.111952258,0.610541425,15.26648511,4.524495394,3.374185137,0.296367852,5.052806756,2A-B,Unit 2
LP2A-1919,101.9,13219.59,21434,1.55,0.227383305,0.008936462,1.52515614,1.591683133,1.245147005,0.133053986,1.365292768,67.83966002,0.082414036,0.422992523,0.086385797,0,0.798323917,1.165711789,0.759599249,15.65767394,4.686677721,3.340889831,0.299321453,4.915369223,2A-B,Unit 2
LP2A-1920,101.95,13220.16,20833,1.53,0.257785324,0,1.491841974,1.810708961,1.263044559,0.14079841,1.375890343,67.38135663,0.025882061,0.374772238,0.009317542,0.020705649,0.776461819,1.249585887,0.533170449,16.19181713,4.979708464,3.251559252,0.307544757,4.723325183,2A-B,Unit 2
LP2B-2101,102,13220.74,23577,1.62,0.254818062,0,1.68980032,1.251478467,1.326271481,0.161761636,1.149725179,69.89668128,0.248730258,0.31047798,0.108710777,0,0.686182425,0.789675085,0.615737842,15.06296528,4.366694497,3.449512049,0.289896074,5.146770512,2A-B,Unit 2
LP2B-2102,102.05,13221.32,21822,1.44,0.206028309,0.02773458,1.5204493,1.140089345,1.092544351,0.128767693,1.16089028,67.83878285,0.205037788,0.287251008,0.02773458,0.075279574,0.786473449,0.984577592,0.601246075,17.38859118,4.598987688,3.780960586,0.264483053,4.548022344,2A-B,Unit 2
LP2B-2103,102.1,13221.89,21251,1.45,0.19596894,0.020018333,1.331745915,1.064132416,0.959826367,0.194915344,1.192671183,64.95106044,0.194915344,0.320293321,0,0,0.852359529,1.051489259,0.675355325,19.44201532,5.289054186,3.675896414,0.272042486,4.043496784,2A-B,Unit 2
LP2B-2104,102.15,13222.47,24111,1.59,0.220821888,0.012567099,1.493689521,1.170535538,1.198362686,0.143623992,1.13732249,68.62085061,0.273783235,0.294429184,0.067323746,0.080788496,0.714529362,0.953304249,0.605913718,16.57600402,4.492738012,3.68951049,0.271038666,4.746367858,2A-B,Unit 2
LP2B-2105,102.2,13223.05,23800,1.43,0.223905995,0.023286224,1.485840185,1.203718631,1.206405503,0.176437924,1.200136135,68.95767281,0.26331345,0.249879091,0.030451215,0.010747488,0.746054776,0.986082003,0.534687517,16.20900281,4.394826876,3.68820053,0.271134932,4.853466638,2A-B,Unit 2
LP2B-2106,102.25,13223.62,22717,1.45,0.208229855,0.023879571,1.348718145,1.038283728,1.126160547,0.14232224,1.073625492,68.55729187,0.263630459,0.222557598,0.031521033,0.073549077,0.66003133,0.947541359,0.484277691,16.94207771,4.478852252,3.782682875,0.264362632,4.668331401,2A-B,Unit 2
LP2B-2107,102.3,13224.2,22418,1.44,0.138882,0.018848271,1.230097713,1.085263628,1.069391399,0.165666386,1.049551114,66.85779475,0.254947671,0.258915728,0.029760429,0,0.824363871,0.876940628,0.667625614,18.14691732,4.976935668,3.64620291,0.274257913,4.324538825,2A-B,Unit 2
LP2B-2108,102.35,13224.77,22131,1.63,0.210347478,0,1.379394037,1.12657255,1.159944986,0.131467174,1.146798269,65.00950609,0.281137494,0.299340642,0,0.095060879,0.733182315,1.102301687,0.503620404,18.95149873,4.96541402,3.816700611,0.262006403,4.181141649,2A-B,Unit 2
LP2B-2109,102.4,13225.35,22919,1.53,0.217568156,0.009459485,1.44635526,1.117165182,1.087840778,0.163649091,1.169192349,67.65518285,0.247838508,0.284730499,0.05675691,0,0.837164425,0.952570142,0.599731351,17.01099192,4.615282744,3.68579627,0.271311794,4.624004899,2A-B,Unit 2
LP2B-2110,102.45,13225.93,22768,1.45,0.261373537,0.006629039,1.579605288,1.093791431,1.169551877,0.160043941,1.229213228,68.23269821,0.089018523,0.295465737,0.11742869,0,0.744346377,0.928065457,0.626917686,16.87942725,4.595818023,3.672779724,0.272273339,4.656524232,2A-B,Unit 2
LP2B-2111,102.5,13226.5,22710,1.42,0.244858447,0.010439701,1.527992635,1.040173868,1.208158152,0.12907267,1.220495981,68.29937267,0.016134084,0.294209762,0.171780538,0.043656932,0.733626278,0.915846517,0.613095182,17.05942088,4.313494737,3.95489549,0.252851182,4.678818828,2A-B,Unit 2
LP2B-2112,102.55,13227.08,23177,1.87,0.212242761,0,1.474479444,1.109833291,1.141622956,0.111263826,1.142557946,67.83259937,0.116873767,0.301066824,0,0.116873767,0.528269427,1.005114396,0.570343983,17.44224098,4.67869064,3.728017586,0.268239078,4.520605266,2A-B,Unit 2
LP2B-2113,102.6,13227.65,23351,1.46,0.206753963,0.005513439,1.570411211,1.09257983,1.250631748,0.135998162,1.16609235,67.81162417,0.093728463,0.403399954,0,0.102917528,0.671720652,0.883988054,0.591775787,16.99241902,4.637721112,3.663958787,0.272928834,4.623178555,2A-B,Unit 2
LP2B-2114,102.65,13228.23,22753,1.46,0.22676616,0,1.4555674,1.157088865,1.26175017,0.144393837,1.206512259,66.81558291,0.296540362,0.377943599,0.085279581,0,0.659947669,0.852795814,0.529121039,18.05892044,4.814420002,3.751006441,0.266595117,4.371901877,2A-B,Unit 2
LP2B-2115,102.7,13228.81,22908,1.61,0.205446682,0.04502941,1.355572859,1.160445416,1.245813672,0.207322908,1.122920908,67.9390602,0.041276959,0.421212604,0,0.197941781,0.59663968,0.837734645,0.591949117,17.15620515,4.506693434,3.806827644,0.262685914,4.616187424,2A-B,Unit 2
LP2B-2116,102.75,13229.38,21918,1.36,0.182177484,0.016468021,1.314353939,1.180551267,1.177463513,0.137919677,1.140410465,65.64667861,0.26451759,0.355091706,0.016468021,0.021614278,0.605199778,0.971613249,0.608287532,18.94542909,5.047448486,3.753466558,0.266420384,4.167903565,2A-B,Unit 2
LP2B-2117,102.8,13229.96,21966,1.56,0.169698964,0.03599675,1.229031893,1.086073372,0.951342679,0.112104164,1.095329679,65.19628514,0,0.270489864,0,0.094620029,0.822782857,1.121041643,0.731248264,19.53697895,5.052915223,3.866476694,0.258633397,4.06671128,2A-B,Unit 2
LP2B-2118,102.85,13230.53,24323,1.63,0.212092857,0.031190126,1.274339438,1.038185626,1.013233525,0.153277191,1.109477343,68.12547342,0.15595063,0.309227822,0.083767767,0.120304772,0.646081183,0.974023081,0.597068128,17.17150114,4.644655349,3.69704528,0.270486273,4.583758833,2A-B,Unit 2
LP2B-2119,102.9,13231.11,23733,1.43,0.199912367,0.008215577,1.394822361,1.176653157,1.24237777,0.138751963,1.216818198,68.63384087,0.069375981,0.33866433,0.212692153,0,0.647204878,0.940227115,0.646292036,16.77438201,4.427283017,3.788865979,0.263931215,4.716610695,2A-B,Unit 2
LP2B-2120,102.95,13231.69,21835,1.51,0.189821465,0.028729735,1.230248307,1.119433614,1.120459676,0.147752924,1.144059101,65.36322594,0.113892879,0.274984609,0.09337164,0,0.856761748,0.932690334,0.633080238,19.03344962,5.105684383,3.727893891,0.268247978,4.142650684,2A-B,Unit 2
LP2B-2121,103,13232.26,22374,1.37,0.169552382,0.008976303,1.283611266,1.178887736,1.163927232,0.160576079,1.130016756,66.53235458,0.097741961,0.307189021,0.039894678,0.033910476,0.639312216,1.098101013,0.552541291,18.54204899,4.84820075,3.824521703,0.261470604,4.27528569,2A-B,Unit 2
LP2B-2122,103.05,13232.84,21597,1.43,0.179280989,0.015726403,1.250773215,1.075685933,1.020119311,0.189765257,1.102945031,65.07061155,0.24847716,0.267348843,0,0.097503696,0.777932712,1.068346945,0.716075529,19.56469318,5.061804762,3.865161558,0.258721398,4.060666695,2A-B,Unit 2
LP2B-2123,103.1,13233.42,22590,1.53,0.166459823,0.041368713,1.139609558,1.153399129,1.000728877,0.136910742,1.047022438,67.29803203,0.154640191,0.294505841,0.179264425,0,0.624470579,0.973149735,0.618560763,18.10964679,4.654965231,3.890393567,0.257043403,4.39278297,2A-B,Unit 2
LP2B-2124,103.15,13233.99,22002,1.73,0.203504345,0.015262826,1.247481634,1.305480372,1.228148721,0.144488085,1.094853375,65.08475956,0.159750911,0.336799691,0,0.022385478,0.712265207,0.957487942,0.774334032,18.92590407,5.133397098,3.686818632,0.271236559,4.156396701,2A-B,Unit 2
LP2B-2125,103.2,13234.57,21829,1.54,0.181482589,0,1.358025964,1.136328483,1.185823735,0.122706978,1.166231865,65.95345384,0.256756617,0.325843739,0,0,0.678497407,0.942472082,0.790892874,18.96699285,4.903123357,3.868349106,0.258508209,4.189338632,2A-B,Unit 2
LP2B-2126,103.25,13235.14,22718,1.54,0.221960456,0.006814575,1.51380925,1.030947907,1.16042484,0.154788213,1.200338782,66.81009725,0.249218758,0.27745057,0,0,0.751550316,0.918994169,0.644464131,17.95835321,4.941540678,3.634160757,0.275166694,4.366832462,2A-B,Unit 2
LP2B-2127,103.3,13235.72,23703,1.49,0.216399684,0.020652252,1.47708498,1.163709504,1.196034768,0.149953308,1.253501904,68.37511673,0.21999138,0.27835644,0,0.041304504,0.79017312,0.87996552,0.769520868,16.65200057,4.252568063,3.915751689,0.255378808,4.783643314,2A-B,Unit 2
LP2B-2128,103.35,13236.3,22032,1.48,0.233022636,0.012105072,1.558528023,1.261953759,1.166121938,0.153330912,1.19840213,66.27123431,0.012105072,0.317758141,0,0.084735504,0.743453174,0.949239398,0.668805229,18.04765363,4.934834362,3.657195421,0.27343357,4.351139007,2A-B,Unit 2
LP2B-2129,103.4,13236.87,21455,1.47,0.207687539,0.013432527,1.426947716,1.077702005,1.058069849,0.166356685,1.113866501,66.27918992,0.11572639,0.318247572,0.041330853,0.099194048,0.781153131,1.02810498,0.796652201,18.33126679,4.787146105,3.829268293,0.261146497,4.325556449,2A-B,Unit 2
LP2B-2130,103.45,13237.45,21602,1.37,0.211815532,0,1.31283686,1.113604429,1.061174842,0.189795105,1.149256548,64.90468301,0.195038064,0.367007109,0.078644381,0,0.8126586,1.173374159,0.703605058,19.17874295,5.112933331,3.751025431,0.266593767,4.11663645,2A-B,Unit 2
LP2B-2131,103.5,13238.02,22888,1.55,0.224583057,0.028316994,1.411943913,1.133656212,1.150255829,0.143537867,1.191266648,65.88681014,0.084950982,0.415966879,0.022458306,0.041010819,0.808499004,1.119985939,0.64347928,18.41190485,4.785572003,3.847378086,0.259917268,4.310813655,2A-B,Unit 2
