depth,Si,P,S,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Br,Rb,Sr,Zr,Ba,Mo inc,Mo coh
181,0.6044746,0.07900422,0.109634369,1.160422384,1.22162471,1.361476782,0.418144831,1.178201023,8.058465163,0.413775928,0.213032338,0.146277592,0.815837332,1.28366237,0.910357556,0.31604904,4.115181928,2.315943173
181.1,0.587445584,3.76E-26,0.075607886,1.175636883,1.172998774,1.299232175,0.404614481,1.214893524,8.13437348,0.406441671,0.331823521,0.048248906,0.815438229,1.182783988,0.894025458,0.295233948,4.058689653,2.243824224
181.2,0.598807246,0.035567126,0.048118464,1.183216781,1.15681909,1.219845814,0.368826614,1.293322891,8.207035577,0.422589539,0.372533951,0,0.830481045,1.140646162,0.798261438,0.378249174,3.988671962,2.199222191
181.3,0.623124741,0.035567126,0.022063746,1.15243669,1.207642387,1.297638261,0.385511664,1.261493162,8.142465654,0.373135701,0.310073243,0,0.81195817,1.195949147,0.868928174,0.36828701,4.054915529,2.251710251
181.4,0.690255772,0.113975636,0.075533413,1.135751739,1.309405939,1.349372494,0.427441901,1.2360871,7.997673214,0.379580206,0.253022428,0.243075665,0.818331324,1.333669458,0.944570918,0.365908841,4.144370935,2.313713243
181.5,0.690527621,0.059411877,0.091180698,1.126455884,1.326687732,1.399714098,0.390882939,1.211262331,7.936109194,0.400736479,0.351069412,0.066544767,0.823363269,1.422645324,0.918048507,0.334585415,4.198472469,2.375873046
181.6,0.68026641,0.020822612,0.051375995,1.152485282,1.287818403,1.367331077,0.413597272,1.193859746,7.964486315,0.422242828,0.366130166,0,0.809133031,1.389315587,0.946086822,0.367258812,4.167739623,2.349348927
181.7,0.653848217,0.083825654,0.051364517,1.154106888,1.218920405,1.314838635,0.375205231,1.175167129,8.033826471,0.398805962,0.300320383,0.160843321,0.788128728,1.298224845,0.865289595,0.352648557,4.172789991,2.32233668
181.8,0.601560681,0.053324021,0.052154888,1.172854661,1.153348236,1.253934517,0.374661963,1.191036543,8.100000606,0.39254315,0.329519006,0.135888327,0.826797049,1.209460294,0.883795208,0.310797381,4.143086249,2.250700805
181.9,0.562054352,0.053868005,0.026292758,1.179498598,1.11346098,1.21609369,0.403136762,1.246444204,8.199511621,0.368320091,0.361998426,0.070461737,0.825139355,1.104074297,0.811400259,0.286651905,4.062591114,2.17381642
182,0.557254505,0.042126354,0,1.184513583,1.102767383,1.192149381,0.395102888,1.247031293,8.210536975,0.396391834,0.378029723,0,0.856081675,1.044179783,0.790027178,0.331340121,4.053787763,2.21194674
182.1,0.59704663,0.089317424,0.071754802,1.179746674,1.094554711,1.217100562,0.385366546,1.211470348,8.200688454,0.420448021,0.298231327,0,0.837224281,1.083252294,0.818456267,0.311485903,4.059581823,2.181091862
182.2,0.583032754,0.05919736,0.068068834,1.160568988,1.117703294,1.231305172,0.367161267,1.216388794,8.197116991,0.400797229,0.236943424,0.076502331,0.858266225,1.061463006,0.824489141,0.297047475,4.079792699,2.187994251
182.3,0.586255283,0.048861841,0.064160842,1.183758996,1.146868828,1.265484813,0.378525373,1.215409277,8.162276741,0.372740018,0.292019868,0.112934848,0.793611266,1.159254345,0.862593902,0.338490109,4.080144377,2.252046403
182.4,0.588291747,0.018109762,0.074676026,1.15770381,1.173936829,1.25934185,0.396575377,1.224218734,8.176352328,0.381095931,0.317052202,0.035302425,0.739296789,1.184330009,0.836855668,0.342517627,4.059110243,2.223418675
182.5,0.583374599,0.09937825,0,1.141069857,1.234351667,1.307941759,0.407407656,1.238084016,8.034801705,0.360566484,0.274900467,0,0.833086074,1.299096275,0.935159899,0.306822563,4.158736256,2.32110127
182.6,0.570183393,0.093097122,0,1.157071395,1.199097533,1.299662176,0.401366459,1.229194723,8.083676166,0.380702824,0.204112464,0,0.853713476,1.252888848,0.891473579,0.290123366,4.108215698,2.281910873
182.7,0.571897531,1.17E-26,0,1.198765689,1.161019228,1.251751228,0.368698963,1.250183564,8.129094349,0.366293162,0.311196099,0.049699127,0.866960678,1.142070893,0.881307905,0.288838312,4.098478656,2.256315166
182.8,0.539443387,0.074068278,0,1.208161457,1.088969471,1.188078316,0.363670943,1.29688476,8.192919802,0.400050452,0.339947499,0,0.82399261,1.11915824,0.856945669,0.30467057,4.053595134,2.215700011
182.9,0.5362471,0.049498423,0.022066723,1.223337396,1.041711569,1.120735029,0.382342754,1.246456006,8.308126986,0.364165639,0.285019819,0,0.76732863,0.969924363,0.769092354,0.308414815,4.00370512,2.126740797
183,0.571851022,0.14156855,0.022066723,1.215969679,1.103886274,1.18857058,0.419921142,1.225087857,8.238812299,0.369202091,0.289623531,0.097175674,0.800084464,1.05481332,0.787735548,0.377659491,4.025481978,2.144798673
183.1,0.593944873,0.035815112,0.05514827,1.225436726,1.103026583,1.243394235,0.419392673,1.216760718,8.20304814,0.333385349,0.264881111,0.048782198,0.779530082,1.091033055,0.803073586,0.312833068,4.048914114,2.215332751
183.2,0.585167058,0.079966867,0.017674842,1.192705432,1.07623118,1.220949613,0.411141793,1.199845385,8.232571042,0.398602788,0.274777509,0.072495487,0.805840593,1.04280274,0.847275888,0.297318446,4.028943297,2.179225085
183.3,0.551884263,0.020913155,0.0532689,1.162197277,1.131281328,1.210317583,0.399345011,1.228818971,8.236128713,0.381203636,0.346160486,0.170876943,0.779883963,1.071359867,0.800795774,0.307705652,4.039780201,2.145548195
183.4,0.616453029,0.079554271,0.035594058,1.159910784,1.223419178,1.34013277,0.401941123,1.27449231,8.129153549,0.378944366,0.280872237,0.126270457,0.802534421,1.21116605,0.860678425,0.301322229,4.052102181,2.234976239
183.5,0.619536656,0.087897208,0.068073276,1.197376953,1.195053915,1.300582,0.352950528,1.266444872,8.13131118,0.350440926,0.240984613,0,0.861480877,1.265864193,0.927475403,0.333772849,4.034628246,2.23890935
183.6,0.584852422,0.058889714,4.40E-26,1.160721472,1.187637726,1.309738847,0.391140208,1.245468978,8.164326572,0.388028345,0.242877331,0,0.812451191,1.166664027,0.882403828,0.315027921,4.022167455,2.215277208
183.7,0.631785968,0.072450444,0,1.165026508,1.210326152,1.331599399,0.372703128,1.285428745,8.094725619,0.361862783,0.347094681,0.087419852,0.816024006,1.206338963,0.839171279,0.312459766,4.059175647,2.288868346
183.8,0.589174955,0.048030737,0.055498125,1.170244021,1.177119667,1.256360917,0.365376347,1.334142374,8.170764367,0.368202922,0.265379529,0,0.798884272,1.184466483,0.860294795,0.371344513,4.015055838,2.211340114
183.9,0.600903502,0.118497511,0.022916018,1.137602993,1.169849225,1.272344681,0.389231994,1.294623883,8.130472827,0.413585554,0.297569012,0,0.804259889,1.183715986,0.929604575,0.366359278,4.069937143,2.232458004
184,0.581337974,0.066554602,0.082781584,1.108294047,1.229811292,1.298394748,0.401630871,1.238953454,7.992067168,0.403842867,0.303079548,0.100241031,0.781656389,1.353519369,0.90379737,0.326336913,4.193334403,2.358746806
184.1,0.6404699,0.070619953,0.04319252,1.109369324,1.266867982,1.353610416,0.375007554,1.212860549,7.926301129,0.396901067,0.240939515,0.041967398,0.74588003,1.369663801,0.906504942,0.315225719,4.292267219,2.408365476
184.2,0.654817284,0.031317072,0.097900035,1.107057815,1.251940394,1.347760027,0.418763261,1.172318473,7.906174807,0.409782734,0.124980187,0.14496303,0.83685192,1.34428198,0.953609243,0.368246841,4.3194124,2.401426222
184.3,0.630669966,0.039647809,0.027429996,1.098446167,1.230299707,1.322569249,0.38440937,1.21147661,7.972691602,0.36753713,0.205147636,0.144851613,0.819267377,1.23261249,0.90335737,0.34917152,4.299678971,2.335240983
184.4,0.559130477,0.082995626,0.075080621,1.137407783,1.14977112,1.224043412,0.385025964,1.242464825,8.131779042,0.381747855,0.249459499,0.119276845,0.811716677,1.088663902,0.869881139,0.329149416,4.176666779,2.222887041
184.5,0.58746476,0,0,1.143606281,1.17082181,1.236993793,0.437843624,1.231804136,8.192014094,0.379631894,0.292875031,0.059527704,0.814729851,1.06437799,0.807238649,0.310457004,4.07328926,2.191224852
184.6,0.598068454,0.0771127,0.065235399,1.097564721,1.25815401,1.275831824,0.417099111,1.294026411,8.147215074,0.383328499,0.313880615,0.059527704,0.810658832,1.199642514,0.854059412,0.342038116,4.026884967,2.245290328
184.7,0.592032533,0.14170218,0.089410027,1.101204257,1.245379662,1.30412424,0.427646236,1.334300002,8.100217919,0.365111562,0.293462231,0,0.819212244,1.283341661,0.926644186,0.322318683,4.052268463,2.289463542
184.8,0.612217356,0.040422604,0.027739961,1.10371685,1.302432039,1.360527071,0.429950094,1.285435914,8.018133628,0.401678842,0.190482784,0,0.744248193,1.36133105,0.880578298,0.285029524,4.139428104,2.360704342
184.9,0.650615365,0.025534144,0.092080211,1.094203024,1.340650899,1.366505261,0.412719079,1.224355747,7.888141085,0.412182892,0.27062414,0,0.772755602,1.42241842,0.980022689,0.377222049,4.252852486,2.409893323
185,0.676098781,0.080882022,0.048027995,1.100335868,1.353430277,1.399109919,0.380802792,1.226896152,7.889704355,0.408940075,0.321228513,0,0.722704217,1.490449834,0.938762608,0.325870942,4.235855598,2.40911022
185.1,0.645820431,0.052250855,0.08464822,1.076506888,1.362153293,1.383780827,0.390817225,1.242362549,7.93010336,0.40465312,0.262255896,0.052442909,0.707494696,1.444269115,0.978510531,0.343779568,4.202257583,2.386856975
185.2,0.625577247,0.079270328,0.087850679,1.098146734,1.328043897,1.387771046,0.410016458,1.215125924,7.972280056,0.343833221,0.246436732,0.052442909,0.738536127,1.397565279,0.912756046,0.373072425,4.18411309,2.379513676
185.3,0.668551393,0.114738183,0.077165058,1.072913087,1.393061062,1.395068429,0.396147876,1.207652418,7.880711439,0.365679029,0.339463905,0,0.71238517,1.504642894,0.966202522,0.300936005,4.262227065,2.432349798
185.4,0.679128159,1.36E-26,8.71E-27,1.075161861,1.393042706,1.425191269,0.444089108,1.233248157,7.938637762,0.394461295,0.271427035,0,0.733873496,1.453594056,0.960373238,0.295261163,4.158243079,2.408539893
185.5,0.656910071,0.038848268,0.039807629,1.074614337,1.412364336,1.434256799,0.372484667,1.234424591,7.956178915,0.36899522,0.287549167,0.093961425,0.717370546,1.478336787,0.992678778,0.294831522,4.133227309,2.361389016
185.6,0.672779712,0.117220975,0.091520086,1.057995748,1.409798202,1.40224052,0.424191817,1.283735524,7.917129298,0.366539053,0.399017251,0.200220422,0.796524261,1.49619033,1.06077103,0.354494374,4.151099172,2.38288507
185.7,0.680732256,0.104313029,0.019016714,1.031456491,1.4503688,1.403828058,0.426027048,1.391351901,7.973343082,0.369229722,0.379590993,0.029460566,0.742759584,1.480613436,1.003541881,0.297820593,4.057293015,2.317722125
185.8,0.670915964,0.125300819,0.074371036,1.026886328,1.461143041,1.350670545,0.407950423,1.421212619,7.949276751,0.284392869,0.363414398,0.092574204,0.719566496,1.503393967,0.954562272,0.331204862,4.140552891,2.339123768
185.9,0.649556097,0.025581184,8.94E-27,1.018435065,1.370388352,1.345512135,0.374759669,1.6080638,8.126571285,0.330179518,0.321352862,1.02E-26,0.688307298,1.372572157,0.906103616,0.291088156,3.888917125,2.225728846
186,0.607324375,0.060452635,0,0.948446726,1.275738778,1.228057426,0.383562194,1.936266774,8.438424388,0.317790925,0.244776814,0.040818685,0.651163189,1.168934418,0.760874877,0.291363556,3.456556068,2.014821454
186.1,0.528575793,0.054936765,0,0.895679954,1.155607377,1.084380194,0.343670605,2.130725202,8.732872104,0.300907951,0.24453897,0.129944764,0.568176847,0.955961727,0.63629871,0.253350665,2.996967286,1.777254851
186.2,0.40767553,0.03175331,0,0.817968375,1.043414523,0.897273758,0.321968972,2.336780174,9.038421002,0.167594694,0.139069694,0.053126374,0.559895683,0.652910631,0.495676358,0.187598122,2.390744003,1.439312649
186.3,0.365635549,0.026256157,0,0.733557939,1.009345346,0.777923404,0.289593499,2.508409417,9.166681462,0.143467185,0.120482367,0.111836925,0.476674935,0.543995535,0.364039455,0.180738982,2.041138154,1.289948555
186.4,0.381416604,0.028449608,0,0.778730024,1.067267557,0.853222102,0.283711156,2.459856838,9.068377672,0.229984117,0.153781574,0.093639123,0.482265323,0.660173672,0.484581139,0.224222397,2.268619517,1.407199516
186.5,0.366372114,0,0,0.756169101,1.06974789,0.830438049,0.283846211,2.531906023,9.083144137,0.220975129,0.150701422,0.067558066,0.469942587,0.63496692,0.440938992,0.233285914,2.189204872,1.358772061
186.6,0.374087202,0,0,0.759146866,1.042959203,0.83429955,0.31129537,2.485150295,9.113160797,0.18856033,0.058028635,4.37E-26,0.480787495,0.59066959,0.394874457,0.208839141,2.177991266,1.351320362
186.7,0.456209232,0,0,0.829977486,1.100970414,0.938991667,0.325638896,2.368695631,8.971803075,0.204779926,0.173594437,0.071266566,0.530364742,0.740582825,0.525201644,0.24729289,2.476943737,1.54902652
186.8,0.534863586,0.037903541,0,0.892621833,1.167854642,1.058231186,0.342551627,2.22386585,8.764436436,0.253595161,0.156005851,0,0.562726559,0.911450123,0.617913202,0.260027494,2.906846388,1.736395369
186.9,0.577334398,0.032399706,0,0.938630754,1.186319859,1.138159814,0.353761278,2.040193311,8.605598231,0.298506539,0.151567633,0,0.642545026,1.016159242,0.670613931,0.280989417,3.224963288,1.897956898
187,0.554804805,0.035320478,0.04559854,0.976868526,1.169970091,1.117492317,0.357445075,1.959590892,8.580254934,0.313669165,0.114998363,0.04559854,0.656375229,1.024640723,0.719708153,0.316956922,3.302266163,1.930788195
187.1,0.516314076,0.033731977,2.95E-26,1.029112266,1.077820789,1.053091426,0.351745394,1.895888068,8.675273501,0.322140468,0.274503388,0.083765857,0.66701273,0.874929976,0.637999267,0.310151096,3.242115,1.818167027
187.2,0.53734828,0.017359856,0.030068152,1.070068055,1.123733899,1.106086618,0.34360852,1.743687624,8.540941725,0.340783831,0.234657091,1.35E-26,0.693009812,0.963667184,0.719116528,0.33963229,3.467223864,1.928041011
187.3,0.538004706,0.070837968,0.030068152,1.106621657,1.11413604,1.175058551,0.39639972,1.559135269,8.429166481,0.339304346,0.272670537,0,0.793277414,1.039558386,0.760012569,0.319026092,3.688596317,2.000962464
187.4,0.550987953,0.078677942,0.064240271,1.14772468,1.162865122,1.206847364,0.402971274,1.529872885,8.417793994,0.359774719,0.321168717,0,0.755736997,1.013686221,0.76369825,0.309741445,3.683302705,2.016880192
187.5,0.624787826,0.020044092,0.030617856,1.113613132,1.227942937,1.304852071,0.38100733,1.414714246,8.188098627,0.363810563,0.384793053,0,0.789727667,1.224098859,0.832548204,0.322845357,3.916913823,2.219275755
187.6,0.599274971,0.04776222,0.104515227,1.090970883,1.209140854,1.274094908,0.364320419,1.435241487,8.161033857,0.38544005,0.312695946,0,0.804590773,1.24135793,0.868072643,0.32166075,3.925740857,2.22597328
187.7,0.558221266,0.027718128,0.062789875,1.10040925,1.15359174,1.23551663,0.36418902,1.322226802,8.024965443,0.399256392,0.34061937,0.086380397,0.806188005,1.27637208,0.919713687,0.322387267,4.192938397,2.357190737
187.8,0.582940228,0.053431713,0.093319105,1.163028978,1.148241812,1.23121432,0.385261239,1.308893065,8.179951194,0.313360285,0.301347723,0.048330803,0.814263043,1.150580332,0.873821066,0.313229978,4.028437648,2.200585041
187.9,0.666624337,8.63E-27,0.017755252,1.12861944,1.227188398,1.321824027,0.396615838,1.267076379,8.112637041,0.392132045,0.355987518,0.044875741,0.824999486,1.23725813,0.889699744,0.346480518,4.046581164,2.264383447
188,0.69218756,0.062125046,0,1.127922717,1.31822964,1.392645313,0.415229803,1.211718008,8.014256602,0.392289123,0.318927573,0.086862329,0.69458286,1.32832025,0.872635115,0.339545479,4.159362647,2.324196139
188.1,0.666567883,0.017509618,0.060805537,1.089225615,1.397752998,1.425206386,0.421320845,1.165805705,7.876786341,0.406915259,0.276551287,0.068605774,0.730752948,1.472391034,0.995666326,0.337373831,4.260513295,2.414707588
188.2,0.688289367,0.067632004,9.82E-27,1.112473039,1.349768953,1.438747726,0.427390169,1.17118003,7.868279988,0.42120027,0.333077006,0.026619186,0.776939499,1.491077414,0.974214253,0.319115249,4.27946152,2.395543899
188.3,0.691937923,0.049443253,0.025563495,1.117072797,1.36226491,1.398285402,0.390441242,1.176929848,7.871824825,0.353436116,0.348340196,0,0.770364216,1.469467649,1.001973176,0.347282777,4.248119581,2.406477624
188.4,0.725241617,0.105649003,0.025563495,1.121242065,1.343184296,1.428028338,0.39934723,1.158820159,7.961391921,0.306910079,0.342747374,0.223149975,0.792002356,1.393088687,0.915926268,0.308053455,4.199456683,2.336409642
188.5,0.709673626,0.097603372,0.072751166,1.120177767,1.424752485,1.460918903,0.421162951,1.128786192,7.863774472,0.390060891,0.074833755,0.063498546,0.716697511,1.473996856,0.934433287,0.346834434,4.286690321,2.391274888
188.6,0.753158417,0.070429829,0.094416895,1.11043242,1.416846346,1.461786708,0.442702816,1.121871028,7.868482761,0.36310108,0.213245259,0,0.787096064,1.450733396,0.974964897,0.309988323,4.264269643,2.411499404
188.7,0.726371739,0.115369323,1.04E-26,1.084446707,1.383642144,1.453516682,0.431693761,1.087808744,7.879430686,0.387180148,0.253627428,0.131795501,0.768574489,1.432203513,0.992531481,0.352127489,4.2630992,2.421029283
188.8,0.727150367,0.129475863,0,1.089150094,1.385334963,1.458180629,0.391749791,1.130068523,7.873816014,0.330436277,0.322876083,0.104950934,0.746336621,1.47019843,0.979004583,0.334657649,4.249098616,2.453061641
188.9,0.688038301,0.022809693,0.024384587,1.121296946,1.41199943,1.479115377,0.397955186,1.123735703,7.871427296,0.380125674,0.305767881,0.111083976,0.757544561,1.495866838,0.956826656,0.265377749,4.253955889,2.410992287
189,0.697576749,0.101930239,0.0866363,1.117729972,1.360136874,1.41591997,0.400172315,1.147203652,7.866869973,0.379074878,0.279861724,0.027262797,0.778855531,1.456852192,1.024660173,0.353177554,4.283704487,2.399339763
189.1,0.66291971,0.05294584,4.02E-26,1.114966592,1.305480594,1.380294147,0.406803085,1.147779551,8.040443805,0.314365433,0.327383824,0,0.785789922,1.308341773,0.937751244,0.343038979,4.131080663,2.290647736
189.2,0.600624388,0.074792116,0.036258148,1.137910684,1.203803377,1.292669031,0.3786429,1.220665985,8.105285618,0.337768675,0.35327359,0.037200075,0.798376873,1.215177359,0.926923705,0.306013752,4.122958498,2.24225422
189.3,0.604267971,0.031123815,0.099277907,1.165259017,1.193156926,1.261966455,0.403357635,1.182919016,8.120303082,0.368338278,0.332593337,0.037200075,0.822900777,1.116713102,0.886594304,0.33649967,4.100732098,2.256577373
189.4,0.581711873,0,0.065374169,1.208185995,1.075770686,1.187934351,0.40148057,1.220201483,8.229324684,0.405723049,0.309179132,0,0.909944914,1.063715773,0.827244557,0.328088189,4.02068367,2.150808016
189.5,0.534562878,0.09347868,0.016328155,1.256085255,0.975812198,1.120341199,0.392583744,1.245450077,8.31313247,0.322727957,0.307045847,0.185327433,0.857328047,0.94781863,0.762271169,0.328331935,3.986541434,2.089263238
189.6,0.550992573,0.071038317,0,1.254154182,0.983187519,1.137946634,0.399403112,1.231096478,8.286331633,0.366400765,0.345405378,0.086345315,0.81256746,0.940202766,0.796757865,0.333098514,4.024371112,2.093269057
189.7,0.520316398,0.033393082,0,1.220499616,0.991413243,1.097454364,0.390253492,1.214136544,8.271458251,0.407590791,0.353548358,0.128141958,0.818793996,0.944583667,0.808024046,0.333469528,4.081541509,2.107731097
189.8,0.545025211,0.064007331,0.049091382,1.248268826,1.010786763,1.130536378,0.382532446,1.184038095,8.314157451,0.382747659,0.289630465,0.127069891,0.826833682,0.901496242,0.782986748,0.344402907,3.996493439,2.10964437
189.9,0.59146765,0.016034456,0.039008966,1.231446683,1.099147649,1.18990218,0.386342878,1.169325943,8.212348801,0.359442215,0.268795561,2.05E-26,0.841024823,1.051500802,0.824161658,0.332652076,4.078780149,2.169750637
190,0.500195752,0.071141959,0.074184618,1.22377004,1.0388142,1.141819645,0.386433427,1.141898725,8.231249162,0.370397717,0.280932247,0,0.850319932,0.997312717,0.856164128,0.316436717,4.101341746,2.159096451
190.1,0.511655221,0.031243441,0.044982808,1.234907986,0.963704902,1.083887816,0.362865292,1.162555993,8.33724713,0.352144443,0.308206851,0.10670536,0.866823515,0.869705597,0.762746056,0.329516577,4.024896942,2.077350253
190.2,0.548382767,0.069022416,0.025905693,1.213259447,1.119366852,1.232324108,0.403945659,1.166321977,8.229707865,0.391842169,0.353895915,0.109518204,0.810358577,1.025048813,0.782776957,0.317073858,4.039651271,2.17074087
190.3,0.609130494,0.095964092,0.083982982,1.192933131,1.190388319,1.296463643,0.393683144,1.138452251,8.042375908,0.377581688,0.310287783,0,0.830799323,1.19697574,0.919847721,0.339238103,4.199488851,2.285984633
190.4,0.563063653,0.093218489,1.36E-26,1.194212402,1.078601565,1.194466149,0.386836947,1.135714539,8.163375035,0.31621534,0.320279135,0.113698045,0.900440431,1.112730285,0.830251468,0.301962101,4.126661205,2.19368133
190.5,0.517705751,0.095416784,0.022885273,1.234080485,1.064429401,1.16794892,0.41033952,1.190419261,8.27989855,0.38871495,0.321569748,0,0.828187814,1.029139363,0.783847565,0.317180227,3.970757439,2.120491234
190.6,0.610739013,0.050110299,0.056349559,1.203138473,1.176939618,1.277390928,0.380254188,1.182910886,8.141479844,0.360163811,0.209139371,0.105178753,0.791217547,1.185586942,0.818235849,0.356308773,4.071288023,2.232751561
190.7,0.668852522,0.062857403,0.086526332,1.167990763,1.22903513,1.344340602,0.414268295,1.136583631,8.020298219,0.382167471,0.32452324,0.034190282,0.846776417,1.326034788,0.87549303,0.35510741,4.145526142,2.362117612
190.8,0.653611429,0.073185853,0.045110607,1.139855069,1.220372611,1.333763043,0.398739344,1.13323263,8.026513023,0.348973379,0.315693935,0.172057717,0.832786765,1.275872124,0.844457464,0.35702839,4.193832429,2.332503711
190.9,0.58430665,0.105402327,0.018051224,1.199967473,1.103414548,1.190042007,0.390725866,1.177406854,8.24749504,0.417128089,0.27495436,0.118254843,0.823110323,1.058929777,0.788030123,0.329590334,4.018128377,2.162162979
191,0.588900881,0.09204732,0.039304541,1.194115928,1.115714958,1.212850512,0.370164542,1.176972285,8.257066692,0.409777664,0.36840645,0,0.825492959,1.055868324,0.811740133,0.316565421,3.977768686,2.140093431
191.1,0.627737771,0.030953237,0.030953237,1.180017322,1.198748163,1.26901434,0.372777081,1.134485845,8.140797275,0.386813925,0.284384175,0,0.793781643,1.185860494,0.841280128,0.315446547,4.059325554,2.259731031
191.2,0.639471431,0.08538473,0.030953237,1.160927879,1.244299896,1.319604991,0.371120874,1.160011087,8.062202131,0.416142452,0.316145769,0,0.855994931,1.275014239,0.893838915,0.313474601,4.127108831,2.296188613
191.3,0.638115501,0.037132545,0,1.198379756,1.231885692,1.33375958,0.407115348,1.204463079,8.10736256,0.346908081,0.280360688,0,0.834169019,1.261627735,0.904168489,0.308930803,4.072147414,2.259820135
191.4,0.678480975,0.071294605,0,1.169108178,1.30641275,1.361699715,0.426767863,1.168755823,8.022618756,0.373446724,0.381893002,0,0.764228268,1.354582512,0.884693098,0.334945126,4.131471264,2.324409581
191.5,0.68109967,0.053812529,0.055840657,1.155737013,1.329076281,1.394812415,0.428271561,1.142171081,7.914657921,0.389473276,0.333169434,0,0.803199332,1.411522218,0.933927981,0.350051244,4.237634441,2.384826221
191.6,0.684946032,0.122880849,0.06527091,1.148062008,1.287217641,1.382785748,0.428220375,1.163421302,7.929985675,0.365863402,0.320272357,0,0.822425058,1.357537551,0.939135344,0.318345561,4.266090174,2.36808175
191.7,0.647302051,0.085674048,1.05E-26,1.171889534,1.238324479,1.330177031,0.398036458,1.151988763,8.03303971,0.392661084,0.254565633,0,0.771856449,1.263581374,0.917672079,0.347346524,4.191347458,2.313191852
191.8,0.6299164,0.056813176,0.061940644,1.188986362,1.171962179,1.270915254,0.397671331,1.179823353,8.102117467,0.405372609,0.23746468,0.118540097,0.837567853,1.176845619,0.894247822,0.306291365,4.146305435,2.26198836
191.9,0.608141827,0.068551516,0.069416585,1.221481768,1.142239338,1.249449417,0.398846338,1.183536946,8.180720216,0.378285903,0.317215345,0.067007742,0.841084254,1.136359246,0.841426671,0.339940568,4.009005039,2.21431726
192,0.634700403,0,0,1.146897415,1.251488653,1.317301434,0.41837338,1.153020671,8.04092951,0.376082551,0.333695545,0.113660185,0.761316637,1.31205966,0.938807158,0.346462296,4.144005274,2.331407216
192.1,0.680823693,0.05789549,0,1.127505549,1.308805416,1.384102822,0.38165678,1.20111042,8.013004802,0.383533257,0.370780942,0.047305,0.783438557,1.356075835,0.911339626,0.313388028,4.108160272,2.345626859
192.2,0.678104418,0.14494037,0.032068606,1.109031938,1.282665843,1.346813417,0.409196877,1.189011229,7.958316621,0.397062639,0.427835187,0,0.788399734,1.353652139,0.91752935,0.363625874,4.202935971,2.370844327
192.3,0.617672801,0.108961361,0.092485904,1.164113103,1.215086415,1.292526355,0.411477513,1.17774198,8.069569677,0.378391478,0.437861572,0.074938436,0.807262977,1.261689037,0.889085294,0.338091485,4.128221393,2.267078402
192.4,0.590699589,0.063173387,0.054717864,1.170017108,1.161041578,1.270524032,0.395807029,1.184823867,8.123278829,0.358779905,0.367979167,0.199199742,0.825785941,1.191612032,0.845433626,0.331533227,4.107150197,2.26247472
192.5,0.593189982,0.075798938,0.069360501,1.200545891,1.175860919,1.26747087,0.404476776,1.218347695,8.150121165,0.390789289,0.309412819,0.150652368,0.810960557,1.156622095,0.85412663,0.34980918,4.045718965,2.223296202
192.6,0.629001798,0.016853848,0.059659398,1.185736816,1.206634898,1.242110264,0.409039604,1.231885608,8.138068129,0.401287504,0.298548727,6.34E-26,0.792991275,1.178270361,0.848319989,0.362400929,4.053280112,2.234414305
192.7,0.60714163,0.046420405,0.07975687,1.152933057,1.167624005,1.300575881,0.381144278,1.182562756,8.08690619,0.408147276,0.333229194,0,0.821269957,1.272729986,0.853333931,0.303417383,4.129384696,2.27767754
192.8,0.660228709,0,0.026091889,1.128710865,1.262487995,1.371929675,0.379077294,1.15992652,8.009386673,0.362408317,0.330911071,0.052291797,0.823589975,1.305348411,0.877605814,0.332384664,4.163663972,2.343406499
192.9,0.66726045,0,0.026261528,1.141200013,1.241074844,1.368046189,0.406224045,1.160972722,8.013828189,0.381259705,0.312365971,0.060020651,0.787494766,1.298688898,0.880879522,0.340574505,4.171645552,2.364760305
193,0.666671831,0,0.026261528,1.114417421,1.315640048,1.402597553,0.421738323,1.160512637,7.909564126,0.390700506,0.254975001,0,0.803977754,1.415076427,0.96103666,0.362612389,4.237116228,2.410962257
193.1,0.702912633,0.037021327,0.020077634,1.097809817,1.347805126,1.382332574,0.396184082,1.127449304,7.849037951,0.383488332,0.305166336,0,0.809696683,1.485267442,0.974634521,0.358449832,4.279462799,2.44737714
193.2,0.667194852,0.072937754,0.04397729,1.092659495,1.312238051,1.391106593,0.422123365,1.125203254,7.873703515,0.371684759,0.277260568,0.027099663,0.775302036,1.457822127,1.029828053,0.349201188,4.301406731,2.390547546
193.3,0.662904246,0.068346027,0.096475072,1.080481061,1.307181773,1.409056097,0.391007432,1.117305103,7.869851818,0.30236544,0.301353365,0.194979892,0.718222252,1.466836863,0.987975568,0.347521147,4.308336242,2.436493946
193.4,0.666485196,0.092525961,0.017947913,1.099062878,1.310926519,1.383446796,0.403196531,1.146972077,7.892529233,0.383197187,0.260635856,0.113692901,0.839470015,1.41637345,0.974442715,0.342308308,4.291204687,2.403752182
193.5,0.66099385,0.117808536,0,1.092725778,1.257933229,1.361050796,0.362000219,1.193669632,7.933143548,0.386890376,0.298429389,0,0.830304637,1.356799255,0.957801835,0.344358421,4.242681832,2.397386313
193.6,0.630290135,0.087077902,0,1.130347164,1.195814216,1.340936806,0.426108327,1.226440206,7.952885718,0.36542587,0.302057659,0.043058417,0.837010577,1.333726011,0.928797378,0.33243763,4.256526275,2.391237586
