depth,Si,P,S,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Br,Rb,Sr,Zr,Ba,Mo inc,Mo coh
28.2,0.3078256,0.037186286,0.297153471,0.534548073,1.836813979,1.05526949,0.379996126,0.899123221,5.947373885,0.460843679,0.612387446,0.495074184,0.4409722,1.814048148,1.232949364,0.231093976,6.367383552,2.901053579
28.3,0.381698016,0.083921789,0.322786059,0.583262277,1.879069987,1.020913561,0.444914021,0.861186603,5.950834319,0.548928577,0.535182801,0.466199557,0.566716276,1.812196602,1.203256289,0.271896037,6.300611548,2.924098876
28.4,0.330234452,0.092156989,0.298944098,0.532270568,1.95170111,0.916904746,0.420267826,0.859925302,5.505613454,0.462474896,0.477626836,0.504014318,0.531717281,1.904996639,1.240055069,0.238974745,6.616873449,3.022187887
28.5,0.339884814,0.126103176,0.302323898,0.488088197,1.968220286,0.945253694,0.434906242,0.907493337,5.652130625,0.513808258,0.52944779,0.451767699,0.294229272,1.822526484,1.206132936,0.305607251,6.579260882,3.01104867
28.6,0.330002814,0.116149808,0.319147186,0.490598805,1.867944105,0.949114276,0.404690255,0.853684328,5.716931858,0.547548951,0.570020781,0.464935667,0.447726468,1.85507751,1.246901383,0.287066705,6.523995325,3.020911827
28.7,0.298023688,0.115611285,0.298917422,0.511587756,1.808190702,0.992522008,0.41427632,0.898032263,5.841666613,0.505309141,0.588181761,0.475075134,0.562118202,1.776002069,1.273029648,0.328338634,6.462925978,2.98016069
28.8,0.36872463,0.10007099,0.24723454,0.569724812,1.843153217,1.04219788,0.432360725,0.856250611,5.814261819,0.490630605,0.515129519,0.435504027,0.565988712,1.809340066,1.26926437,0.283286427,6.483750434,2.957331273
28.9,0.462221512,0.106425925,0.347692146,0.620815088,1.840308816,1.112182943,0.410046003,0.893270449,6.05041564,0.508448488,0.577274979,0.443005109,0.501850807,1.733670308,1.221792016,0.348080723,6.30698048,2.875415004
29,0.446942578,0.101780953,0.314381236,0.664381459,1.88546569,1.179378074,0.392460587,0.921390155,6.095683916,0.531497239,0.543787444,0.225996547,0.567151878,1.742309352,1.210954066,0.328764361,6.241203687,2.862610378
29.1,0.405623336,0.154928541,0.276292485,0.641243674,1.856722097,1.140683796,0.446953368,0.863290217,5.935561604,0.473988042,0.430247631,0.368295164,0.602972402,1.817682671,1.279848997,0.348427509,6.368649718,2.884835393
29.2,0.350149481,0.15887979,0.290966472,0.522080621,1.838453987,1.025872859,0.377483464,0.879276419,5.733574021,0.387420576,0.493450518,0.261258804,0.504772773,1.778296318,1.231463467,0.317950911,6.602581778,2.969987777
29.3,0.288979248,0.088412878,0.293632045,0.492904705,1.853798112,0.979723246,0.416711569,0.902369864,5.630617712,0.498995096,0.597178956,0.343543738,0.536701168,1.783191328,1.248631315,0.230727985,6.643265383,2.984270222
29.4,0.343504947,0.14394748,0.279295496,0.500232713,1.820867239,1.00138912,0.411889991,0.878994964,5.595569293,0.492926619,0.406393279,0.433809107,0.489879479,1.776470807,1.3068681,0.252749587,6.688077281,3.010549312
29.5,0.293050429,0.029578953,0.260120216,0.474650629,1.862957707,0.904007082,0.363094324,0.758729432,5.34236927,0.476561829,0.466272591,0.576920507,0.371492529,1.772816071,1.299286901,0.144151138,6.91000986,3.002355562
29.6,0.311736129,0.042163786,0.299494149,0.46830521,1.87324695,0.902284713,0.398442497,0.82646396,5.276094513,0.533063494,0.491842925,0.500128406,0.444455206,1.795513126,1.153782503,0.079184395,6.94978427,3.005356247
29.7,0.365317565,0.042163786,0.352342534,0.491482898,1.869032146,0.947015761,0.427984736,0.751675288,5.274702035,0.511458864,0.496242229,0.545677185,0.523004427,1.700405753,1.153582268,0.167491258,6.948066511,3.015228978
29.8,0.318056603,0,0.300361617,0.46034741,1.827273687,0.90395826,0.36184972,0.737255767,5.195181602,0.448291484,0.497280793,0.500266044,0.467031549,1.704249631,1.200067715,0.22822371,7.059019453,3.047573123
29.9,0.264560002,0.065329927,0.248664765,0.498475227,1.803399281,0.91205347,0.431697692,0.843335532,5.328845024,0.463327058,0.501505288,0.461660278,0.530832504,1.762502265,1.205309251,0.241678627,6.939490057,2.977913895
30,0.316542012,0.031941221,0.294702804,0.527590506,1.826201294,0.92866327,0.393978159,0.83254757,5.473050122,0.501673155,0.450737221,0.482768144,0.516261167,1.724256195,1.156749166,0.226918614,6.863270143,2.939384811
30.1,0.318106531,0.109085435,0.314159696,0.548930704,1.785203951,0.929105694,0.404721034,0.764012122,5.403637113,0.492603294,0.406847472,0.455906219,0.581919721,1.693037442,1.255033524,0.272636929,6.913654621,2.963321698
30.2,0.30564924,0.095913207,0.29783596,0.561391094,1.861027913,0.970125622,0.400837534,0.780951797,5.379712573,0.512161574,0.470593136,0.486366172,0.468306714,1.630342276,1.260925886,0.265026538,6.929528649,2.953983823
30.3,0.32214597,0.170753401,0.308795323,0.551424297,1.92182112,0.965466395,0.362175294,0.795402163,5.422337344,0.54723969,0.511667146,0.534278284,0.49030133,1.627891352,1.261111333,0.136525074,6.859993431,2.924907521
30.4,0.280995928,0.03805685,0.303426174,0.530466597,1.907764835,0.952443693,0.386204171,0.860024426,5.462311672,0.500571805,0.538014154,0.592524713,0.562790058,1.680330839,1.244330005,0.142734493,6.817995391,2.932730158
30.5,0.25516004,0,0.298816147,0.491696138,1.867607823,0.965883903,0.37592363,0.854097727,5.404653681,0.480707269,0.461942259,0.465219236,0.504871388,1.747580293,1.210669806,0.233971822,6.857284814,2.974376991
30.6,0.32289778,0.024295329,0.299923354,0.518258112,1.853753193,0.892629057,0.384764848,0.787081838,5.414627274,0.462313609,0.432678144,0.379400534,0.520793101,1.822383146,1.22254436,0.234027684,6.840417144,2.98955443
30.7,0.289005461,0.118916286,0.266908688,0.488536056,1.733024553,0.914275948,0.324918599,0.859698732,5.856020195,0.424340242,0.35418086,0.505191552,0.651679139,1.72277319,1.243318243,0.140583326,6.579331363,2.894939627
30.8,0.326230241,0.134076592,0.289197253,0.559217656,1.822565942,0.946596617,0.345919666,0.918947974,5.872144317,0.502203581,0.515146927,0.432921989,0.569123133,1.77100103,1.215901689,0.21039176,6.508975083,2.894407056
30.9,0.388741933,0.116874996,0.28751212,0.581527892,1.828616372,0.959670231,0.391264291,0.796844732,5.608660465,0.474289766,0.431424971,0.399086299,0.532560335,1.764018056,1.279168587,0.289613751,6.693811969,2.979305475
31,0.324695184,0.15560487,0.30505367,0.509380986,1.770139591,0.829443701,0.371420347,0.896872236,5.097772767,0.467560609,0.491238187,0.540187986,0.363157895,1.676722714,1.107569845,0.212828914,7.125163505,3.056164698
31.1,0.313339556,0.097592908,0.246764342,0.515164858,1.686464178,0.738437682,0.294163617,0.831933651,4.862648274,0.485397729,0.586135838,0.49327633,0.334415624,1.627781471,1.226762675,0.043203604,7.296403175,3.077547552
31.2,0.325814401,0.030243435,0.295100921,0.515443693,1.880233965,0.835950589,0.360388667,0.737027998,5.21529258,0.499586653,0.630390363,0.333866234,0.43861524,1.615754846,1.121335312,0.104996105,7.043417442,2.974603296
31.3,0.293262832,0.106702502,0.37254316,0.535387987,2.040348565,0.855606318,0.432688091,0.645970579,5.028580919,0.509726959,0.644408513,0.332826487,0.488617036,1.716750299,1.118145724,0.172244515,7.070268118,3.020469961
31.4,0.323891824,0.172026503,0.368692586,0.53178569,1.90913443,0.847029605,0.423482793,0.588007711,4.496785862,0.578925414,0.626105284,0.608412278,0.614853046,1.869110346,1.258237713,0.082424227,7.324391316,3.168598704
31.5,0.322821188,0,0.344181353,0.578392429,1.979112234,0.81672068,0.396156142,0.707489798,4.780255087,0.509201967,0.656498583,0.399879514,0.439337935,1.898132031,1.16929557,0.219347174,7.1712126,3.108143543
31.6,0.37629732,0.140334654,0.356430499,0.685708531,2.146210092,0.912206368,0.432301461,0.688936262,5.03980977,0.550815036,0.596136285,0.506036047,0.197975523,1.908230106,1.206395508,0.263217238,6.937631062,3.03651486
31.7,0.501503223,0.154798896,0.387712693,0.742129569,2.253605261,0.867704603,0.447282111,0.753239458,5.077293379,0.516253038,0.582580379,0.51698372,0.477711003,2.05529688,1.208970408,0.309140808,6.802344419,3.025853031
31.8,0.441085671,0.060306866,0.371515037,0.708448392,2.289043938,0.878644563,0.387853297,0.807677571,5.18053388,0.514759296,0.585647042,0.331160017,0.442772381,2.238236582,1.19313321,0.194689771,6.666221673,3.038983336
31.9,0.514567632,0.11509815,0.28222125,0.84134059,2.355028353,0.997740842,0.412664362,0.880474238,5.710754369,0.470893669,0.433914213,0.343958303,0.543977739,2.343248948,1.167592129,0.163519812,6.199125375,2.940648814
32,0.568679175,0.033251748,0.265121057,0.986156641,2.424675086,1.126721008,0.41065728,0.903961447,5.929239746,0.437152695,0.367978839,0.232379001,0.464592975,2.412545792,1.157076094,0.183122535,5.941840014,2.938203543
32.1,0.625184905,0.033251748,0.22544415,0.958608071,2.431207538,1.112143432,0.366623306,0.938979973,6.310845882,0.403497954,0.339723225,0.062156407,0.571683613,2.452480589,1.070252907,0.332852371,5.602171197,2.828755897
32.2,0.601597622,0.051032176,0.230881427,0.93676629,2.450378448,1.00936471,0.319137557,0.974255519,6.439091556,0.345727416,0.295648374,0.225823478,0.586582631,2.453065158,1.089984299,0.269375308,5.494250507,2.778904791
32.3,0.584402776,0.032773536,0.244843879,0.969456206,2.518793905,0.946458786,0.35431351,0.948544285,6.241594451,0.400620532,0.312760366,0,0.597937175,2.488797938,1.106442894,0.286743281,5.600733245,2.879322063
32.4,0.627846308,0.106551244,0.208954869,1.007950502,2.528639737,1.033293159,0.376990304,0.920002928,6.342381464,0.357800993,0.286464841,0.171896858,0.625791324,2.563879137,1.021518918,0.322661027,5.489710699,2.857007066
32.5,0.652896722,0.0457763,0.204830648,1.079442901,2.494098467,1.16171362,0.364312898,0.97864496,6.628953317,0.393942886,0.291239214,0.097395219,0.531509971,2.482313684,1.031673897,0.263551587,5.236488095,2.769703594
32.6,0.65499571,0.088774716,0.209793853,1.063666312,2.491038462,1.110744938,0.343935752,0.954535378,6.508716271,0.343277303,0.201562001,0.142892057,0.61924386,2.567854463,1.081483052,0.264261941,5.330668136,2.805167167
32.7,0.673425962,0.112159936,0.198152727,1.021479936,2.4198684,1.076876653,0.311294039,0.933271811,6.353088165,0.309874961,0.186318193,0.278299288,0.50580993,2.392936832,1.066089325,0.312525401,5.6681295,2.762210256
32.8,0.684537704,0,0.159125068,1.013498467,2.393453524,1.096692018,0.269167047,0.879464212,6.152809224,0.312469612,0.134293458,0.217428725,0.425217378,2.216954091,1.077905709,0.237620329,5.971391752,2.789339337
32.9,0.610657359,0,0.233232208,0.974966284,2.248994478,1.025718833,0.30088517,0.854188945,5.958141711,0.333886204,0.262831102,0.247879029,0.522522084,2.119131372,1.079037233,0.257027137,6.230206293,2.853594066
33,0.613884811,0.100333822,0.224296326,0.939597693,2.184584437,1.022957332,0.26325371,0.829554543,5.761709723,0.388693365,0.282807001,0.333583227,0.345660099,2.037689362,1.099877779,0.255609696,6.467689262,2.860770385
33.1,0.56359999,0.121229321,0.22316465,0.912826078,2.204531332,0.92744596,0.297458299,0.786893965,5.51507976,0.210008115,0.226477498,0.258315181,0.255675209,1.965533588,1.084525738,0.273225976,6.687331737,2.944559072
33.2,0.525561798,0.083915026,0.223299944,0.850655924,2.098262507,0.860927853,0.280840394,0.771920448,5.317047804,0.434406319,0.393869037,0.282435702,0.310095116,1.925181268,1.133532217,0.265497306,6.860244219,2.99454511
33.3,0.503244079,0.061090193,0.225030609,0.848290067,2.10532728,0.885984798,0.294823136,0.736804716,5.321795337,0.376109052,0.328996566,0.567380383,0.265583208,1.903348498,1.135504591,0.285491205,6.8646058,2.948406988
33.4,0.496986917,0.049364331,0.232397458,0.831077667,2.118278389,0.855276572,0.31563376,0.694744481,5.134843107,0.374138866,0.487620685,0.391875324,0.403305367,1.825534692,1.110395754,0.21507591,6.996938133,3.027614518
33.5,0.431707621,0.049364331,0.244275224,0.768672933,2.045296261,0.832577274,0.332973236,0.688314928,4.823051456,0.498610084,0.553800597,0.441272229,0.476378486,1.815877434,1.241695543,0.200858386,7.178173952,3.045969157
33.6,0.468726008,0,0.213183807,0.789092408,2.067142842,0.845269708,0.353024938,0.777491284,5.071892604,0.496468116,0.45635196,0.373277218,0.4022705,1.826295972,1.195885504,0.22240833,7.050088422,2.973894162
33.7,0.524472336,0.024832765,0.267934662,0.854773442,2.14463459,0.906075691,0.36345215,0.761282664,5.30297458,0.424193684,0.393504371,0.463428574,0.313821125,1.789044266,1.210365883,0.243683955,6.906628698,2.914203245
33.8,0.488341933,0.11949459,0.274517474,0.79496468,2.091077829,0.953286364,0.344102874,0.766305223,5.318389103,0.390265845,0.38406137,0.438782574,0.256249632,1.795171593,1.139581659,0.161092293,6.914627793,2.916089036
33.9,0.462412731,0.081966189,0.228587935,0.742547258,1.998331144,0.846444476,0.314370712,0.66498426,5.192679427,0.421993478,0.342820801,0.43694264,0.314772252,1.711934267,1.21255104,0.117856454,7.057304399,2.96507327
34,0.407295254,0.077434055,0.287679606,0.737926064,2.002818616,0.862494263,0.327857346,0.658054055,5.141338048,0.418575444,0.39961912,0.428635733,0.413124142,1.794744438,1.174088519,0.217811742,7.065410014,2.986837148
34.1,0.421033582,0.115158714,0.284663445,0.720573895,2.058619931,0.81041414,0.356320842,0.673267012,5.2110306,0.456297861,0.387868796,0.376788495,0.257314553,1.81887365,1.121896422,0.179436864,7.020644283,2.967469403
34.2,0.367640105,0.052974504,0.283118715,0.709432728,1.973890758,0.79271618,0.325782855,0.689385489,5.106516073,0.428635834,0.465068583,0.496073355,0.444731737,1.748408958,1.128511898,0.040153771,7.116181384,2.995063967
34.3,0.383636188,0.162892575,0.329304848,0.660160162,1.954760567,0.749379679,0.299693406,0.594997111,4.871192119,0.496424997,0.509087482,0.449750005,0.433225064,1.699566916,1.157591246,0.157236859,7.265510684,3.007002956
34.4,0.319780391,0.16109107,0.345626694,0.532841544,1.910375837,0.711240259,0.338578195,0.570604417,4.850615974,0.53430244,0.460384011,0.453937366,0.414989232,1.57496329,1.142536962,0.092929657,7.33243093,3.02359444
34.5,0.277355065,0.183900718,0.314624342,0.517413034,1.734318889,0.682780124,0.338791182,0.512445327,4.464656518,0.484487806,0.475607816,0.513951008,0.384393708,1.585205734,1.175914352,0,7.591247427,3.119945241
34.6,0.145660799,0.17983115,0.230663492,0.383014566,1.500851484,0.616379406,0.288905743,0.396582037,3.872043244,0.465511906,0.484596611,0.605489173,0.338514873,1.56709431,1.194453914,0.020122395,7.909337035,3.245430678
34.7,0.128894776,0.092275251,0.323393464,0.312997542,1.662067664,0.497592444,0.359161651,0.428698386,3.875230449,0.521580483,0.505132637,0.549551173,0.022497521,1.453863977,1.170708766,0.061662327,7.90157051,3.236134574
34.8,0.143902647,0.133394683,0.34769953,0.322563818,1.713423775,0.46145178,0.374663638,0.509431061,3.590794012,0.545920417,0.569939084,0.507922164,0.323140067,1.488854044,1.22745525,0.068256244,7.971681765,3.260303728
34.9,0.181059519,0.063815593,0.285560602,0.365194729,1.738606822,0.530105432,0.303763707,0.545743949,4.072564244,0.511091289,0.497513218,0.595159525,0.252802676,1.451989615,1.191745967,0.089848329,7.81285548,3.138912685
35,0.252414414,0.084761868,0.37688065,0.391335084,1.778869936,0.574873562,0.330968819,0.49020901,4.43827765,0.510043412,0.513430592,0.631283284,0.330852254,1.419466202,1.189758669,0.089201099,7.644449348,3.069718241
35.1,0.150653026,0.113798708,0.359304898,0.281794605,1.723018266,0.444245733,0.385542301,0.452306354,4.643396661,0.507774159,0.526361255,0.614879648,0.344115922,1.291938434,1.160678097,0.133490904,7.57562404,3.085014075
35.2,0.197296874,0.107607869,0.329407916,0.250007113,1.649542334,0.426916017,0.355445954,0.399920705,4.688096601,0.488833909,0.540344082,0.55602113,0.078558016,1.316299719,1.143802563,0.033906813,7.578997461,3.091395339
35.3,0.186945248,0.163732282,0.332534949,0.270808391,1.617035152,0.447932322,0.29625741,0.393621047,4.510364115,0.505393774,0.439221346,0.4527919,0.174729647,1.353447552,1.216223715,0.04839037,7.669021709,3.14239685
35.4,0.157893302,0.105486944,0.341117631,0.239331627,1.660051167,0.324374833,0.323163614,0.32181548,4.428827821,0.476500552,0.537644945,0.590500019,0.368063641,1.327925238,1.160028531,0.027595685,7.697433184,3.132312738
35.5,0.095357973,0.097494123,0.319945784,0.180372006,1.640835165,0.322763287,0.323529124,0.367681617,4.414841081,0.55030098,0.548188236,0.493763412,0.243170082,1.300423631,1.180083319,0.027595685,7.735869321,3.135361982
35.6,0.153206364,0.120116914,0.273790202,0.04142477,1.491355955,0.370013102,0.372085272,0.282847513,4.803057854,0.528440006,0.549250772,0.202747905,0.139456555,1.240046576,1.189327525,0,7.599762865,3.019569048
35.7,0,0,0.33777078,0.122901597,1.522629827,0.272876775,0.34316327,0.274913426,5.359449052,0.440058452,0.482260241,0.307939587,0.084314818,1.217769034,1.104274304,0,7.323549488,2.945393259
35.8,0.095865214,0.081842488,0.346835843,0.11949115,1.739634539,0.302431372,0.321036006,0.288918441,5.322977597,0.479420023,0.487423571,0.370784898,0.378547821,1.228825745,1.15085265,0,7.283748501,2.928113618
35.9,0.105543441,0.123158641,0.378211036,0.10277973,1.824585973,0.28051285,0.345867125,0.33242966,5.229572408,0.479309029,0.476439695,0.526297273,0.083180919,1.262563356,1.05097645,0,7.320015213,2.942940647
36,0.055596372,0.074128465,0.324593096,0.295974267,1.788229626,0.377499281,0.326527328,0.424604223,4.874999877,0.510336657,0.514864864,0.565558568,0.252776619,1.317785483,1.081871804,0,7.497512563,3.014199037
36.1,0.195171637,0.137438456,0.365345408,0.260433353,1.7907825,0.448134083,0.366253787,0.39383706,4.415779026,0.541634744,0.48924713,0.392186756,0.150337407,1.333120597,1.17865165,0,7.720193848,3.065043817
36.2,0.113174132,0,0.348854192,0.22112878,1.694172508,0.392234921,0.349307695,0.329837711,3.993587393,0.564600405,0.452632359,0.539723502,0.253798578,1.156942462,1.149371258,0,7.947838481,3.161469845
36.3,0.039356661,0.044771858,0.303159018,0.267421696,1.637432022,0.445642394,0.351798727,0.366595963,4.099443335,0.613448936,0.534534119,0.573542519,0.31373403,1.178385212,1.10957273,0,7.889336998,3.119625831
36.4,0.133941751,0.080148935,0.353668392,0.30513777,1.634886941,0.389959715,0.348480054,0.417102175,4.410283965,0.556976775,0.503433669,0.573152069,0.209792181,1.187082308,1.21031426,0.06045061,7.766290039,3.075379232
36.5,0.161428408,0.035377077,0.33972921,0.256574083,1.615826339,0.346115974,0.340360792,0.357845207,4.48996722,0.521380145,0.468678734,0.24829313,0,1.14827204,1.142539626,0.019154558,7.757647243,3.0718084
36.6,0.169705799,0.065651785,0.31262722,0.28464857,1.612068998,0.32922817,0.329234053,0.380865372,4.422048024,0.563395778,0.534074087,0.601242095,0,1.137588717,1.176892029,0.141114447,7.784028549,3.060879522
36.7,0.043377869,0.040089092,0.311238065,0.251318662,1.659462156,0.717988599,0.337418629,0.510687185,4.610338929,0.521393691,0.585500169,0.395346595,0.254334662,1.220183791,1.129980215,0.03666099,7.632859291,3.010884246
36.8,0.114595747,0.101906424,0.319278843,0.179621738,1.664819871,0.36461438,0.340036642,0.32174644,4.411931681,0.522723407,0.565565146,0.485783028,0.081333374,1.165838558,1.128542968,0,7.78211249,3.085632867
36.9,0.144012619,0.180113373,0.350627991,0.08854151,1.693453726,0.285887607,0.311044155,0.295741723,4.427533309,0.542159653,0.527429448,0.559472288,0.202914702,1.107166697,1.122047229,0,7.782768954,3.051918632
37,0.120013587,0.044082544,0.320348697,0.078844059,1.673001137,0.280110455,0.31932548,0.317037226,4.586076288,0.56970039,0.546967313,0.579748363,0.060189795,1.182963239,1.154870192,0,7.692956567,3.011258347
37.1,0.126182678,0.100623204,0.362911225,0.135365522,1.704753028,0.288795097,0.351581487,0.357501803,3.797549585,0.528250336,0.556246544,0.537834804,0.444711896,1.200647802,1.157241232,0.035578542,8.010559628,3.170452463
37.2,0.120072852,0.103106617,0.339781934,0.173260265,1.722669234,0.258219805,0.345523733,0.317415907,3.727949911,0.513886481,0.55091509,0.538752906,0.133282391,1.266547016,1.103918982,0.035578542,8.051705741,3.167682177
37.3,0.057916674,0.062110603,0.33445839,0.196177595,1.697396519,0.316762644,0.348337147,0.316118384,3.740068225,0.490864949,0.458035975,0.59859871,0.277884332,1.160175274,1.198344865,0,8.066177552,3.15295863
37.4,0.053029117,6.27E-28,0.366337504,0.149835976,1.666801902,0.257567879,0.352370486,0.328587512,3.984300501,0.509661423,0.519108894,0.572594985,0.075829603,1.094084252,1.203359829,0.058752194,7.967255046,3.154215822
37.5,0.152826982,0.096979121,0.384343387,0.141915749,1.664975552,0.277202661,0.335330595,0.349696669,4.653966422,0.540405479,0.5555297,0.593579283,0,1.00451873,1.168395851,0,7.675727477,3.026628843
37.6,0.134512311,0.154741696,0.384369325,0.190622737,1.61329733,0.289622166,0.315547911,0.362543909,4.729182878,0.506580081,0.456806699,0.395867301,0.051120723,0.99472454,1.180012813,0.036765766,7.677207234,3.017069898
37.7,0.090218948,0.105748254,0.376092381,0.171727687,1.588603489,0.255384399,0.324555399,0.345110155,4.479530696,0.586024234,0.509619007,0.486115888,0.162241112,1.099195856,1.108857527,0.036765766,7.788895383,3.069423137
37.8,0.090322411,0.103828642,0.342806768,0.186779682,1.521187204,0.253295617,0.333534719,0.39523747,4.555305053,0.505158763,0.464549693,0.485965464,0.3530547,1.053406295,1.125611888,0.059313609,7.757940656,3.061686461
37.9,0.092646605,0.079439035,0.312641099,0.157670826,1.5968106,0.325421223,0.292049861,0.348050546,4.383025239,0.518990498,0.5097015,0.632586934,0.263532976,1.049181849,1.154770805,5.99E-28,7.818790567,3.057084967
38,0.020575609,0.154656579,0.371300545,0.151481069,1.638837423,0.307338034,0.364523061,0.281066574,4.723811911,0.498038357,0.564852949,0.58119872,0.046919608,1.058330672,1.133957808,0.018403384,7.661868436,2.973166956
38.1,0.059825683,0.050399743,0.361287247,0.048822111,1.54602118,0.286780517,0.343259904,0.355316105,4.949446562,0.535661713,0.473952035,0.442210085,0.129666029,0.958646108,1.085907736,0.018403384,7.592278327,2.967209744
38.2,0.039250074,0.131090786,0.351737291,0.170161341,1.598887388,0.293958485,0.312094045,0.314220176,4.448079912,0.535903011,0.512770316,0.444252124,0.256222506,1.07993223,1.127686029,0,7.79960243,3.065229397
38.3,0.126923929,0.150236946,0.348668727,0.202940824,1.734490676,0.308449055,0.327318386,0.306893748,4.553542271,0.498837568,0.472917238,0.523027159,0.138210697,1.084707398,1.093451502,0,7.731205413,3.019948174
38.4,0.221524016,0.180421915,0.412841216,0.222947503,1.916395516,0.278948729,0.304904126,0.319428012,3.754924212,0.507661211,0.463074188,0.575392925,0.02963825,1.043187469,1.205249568,0.044182095,8.027926916,3.141681599
38.5,0.122634217,0.143969166,0.367433861,0.096813257,1.745678952,0.123281403,0.365234146,0.315913615,3.071756971,0.620590538,0.545246708,0.498830903,0.02963825,1.217820282,1.159350979,0.044182095,8.270947495,3.251036522
38.6,0,0.035543949,0.308832508,0.035543949,1.584715332,0.247596175,0.349732559,0.343946336,2.754203417,0.570618894,0.518550131,0.655732357,0.074427157,1.164121394,1.216229331,0,8.382710861,3.285875605
38.7,0.114688473,0.076016377,0.361858422,0.212240955,1.687922478,0.219837147,0.356803532,0.315269252,2.66381951,0.543970429,0.570776058,0.612007389,0.196460552,1.110925057,1.229209554,0.047075909,8.394233792,3.289629946
38.8,0.060221429,0.06855877,0.385151829,0.133329533,1.733934033,0.27946209,0.328668028,0.313331576,2.632874582,0.552634511,0.520955989,0.595203171,0.299917466,1.236201457,1.183277182,0.080010064,8.394753877,3.268026292
38.9,0.135536837,0.173543601,0.342461057,0.089925614,1.644666287,0.177062838,0.353457341,0.347645844,2.911882095,0.562940277,0.495688161,0.645165242,0.318021502,1.162908245,1.240212745,0.097590747,8.340943458,3.249463036
39,0.119817095,0.190137578,0.354331073,0.147364373,1.672903962,0.237538673,0.279993926,0.362782787,3.237604473,0.509671281,0.515852394,0.55147539,0.088169556,1.13767427,1.186103183,0,8.248354526,3.251761285
39.1,0.139707507,0.131094557,0.376196772,0.159556958,1.70648304,0.209483224,0.380468641,0.340050103,3.597178349,0.536440522,0.481863125,0.627886588,0.152427568,1.104741062,1.179438817,0.019185272,8.114347139,3.196110823
39.2,9.93E-28,0.146084941,0.345481817,0.153528732,1.677256464,0.201929832,0.312346209,0.327695707,3.876692791,0.560780819,0.430048347,0.517238101,0.183902156,1.249345763,1.160958687,0.019185272,7.996342702,3.13022067
39.3,0,0.122994852,0.344852115,0.216910891,1.740534878,0.26553627,0.332680074,0.342831877,4.264163736,0.538887001,0.471185879,0.516706343,0.440635942,1.239544304,1.194844949,0,7.812955067,3.103392723
39.4,0.042201682,0.068666512,0.327859652,0.238137186,1.750017172,0.335933317,0.321743601,0.397353763,4.151944973,0.496582879,0.409692848,0.506190498,0.255624799,1.232606145,1.127610867,0,7.865864078,3.115398155
39.5,0.069339748,0.18058901,0.346406656,0.228141603,1.802394954,0.254865106,0.292034064,0.399803048,4.060415542,0.462759305,0.449914702,0.601678105,0.201576656,1.320783094,1.143108476,0.120752405,7.89103896,3.130133529
39.6,0.073089627,0.146522032,0.323076715,0.198578236,1.927674366,0.270781712,0.291308807,0.389399732,4.527271229,0.530866853,0.419635429,0.585541759,0.091528133,1.314182282,1.068154043,0.056986211,7.632774942,3.021236731
39.7,0.055452581,0.037612564,0.380180832,0.168864018,2.179457967,0.260111853,0.355211661,0.453046325,4.755492795,0.517452553,0.434594344,0.526665955,0.055452581,1.334273714,1.108609276,0.069692962,7.453181673,2.979023318
39.8,0.045906025,0.058779614,0.382845515,0.078798783,2.03918334,0.044307193,0.329541489,0.428073469,4.775283693,0.490154599,0.392867216,0.535594233,0,1.316584007,1.049493792,0.149062832,7.525454221,2.972628964
39.9,0.045906025,0.037941717,0.345902219,0.140096985,1.924085681,0.164788605,0.337609818,0.37738011,4.419597393,0.441962257,0.494360652,0.273565413,0.161364968,1.346601488,1.132553328,0.043951673,7.716863527,3.043767534
40,0.038162658,0.085645039,0.365800007,0.18095523,1.935703845,0.250696818,0.339176725,0.347234414,4.445174379,0.481878472,0.445244027,0.656483449,0.035697898,1.331738225,1.03542741,0.026985074,7.67132489,3.07698977
40.1,0.143896053,0.142010667,0.422494031,0.147180378,1.951159789,0.284290411,0.381467645,0.422497493,4.509483593,0.514041249,0.463912358,0.599909659,0.2677995,1.303028468,1.037568746,0.109761778,7.643608809,2.995409194
40.2,0.132670794,0.079111532,0.422188235,0.170294858,1.951472525,0.323014631,0.38795531,0.424277494,4.458739664,0.508427522,0.432575363,0.593076163,0.14273631,1.270466815,1.055345825,0.046835796,7.677253654,3.035867438
40.3,0.037067626,0.057399687,0.405747768,0.178197748,1.969777657,0.259004201,0.360365077,0.373171648,4.413119315,0.520174619,0.438907443,0.464715818,0.064912458,1.208235426,1.071857107,0.023535211,7.703888069,3.047233716
40.4,0.027782494,0.097131788,0.369809855,0.17063423,1.954688959,0.238016732,0.310416303,0.337018471,4.193370928,0.536931252,0.39385532,0.581119281,0.068052935,1.247283821,1.156605864,0.09118622,7.816623717,3.106534367
40.5,0.079321061,0.075591874,0.375523183,0.18849373,2.040510505,0.271518555,0.328744459,0.372873785,4.124718242,0.5179881,0.36401588,0.539232476,0.174733334,1.286148285,1.12013532,0.055097046,7.819008919,3.11534953
40.6,0.044487085,0.071426757,0.43582649,0.2109599,2.250910777,0.30071366,0.366823522,0.423666611,4.258061847,0.519167702,0.453512117,0.539959517,0.292887162,1.293929459,1.069332909,0,7.70007289,3.056894898
