ID,depth,mean,kcps,MSE,S,K,Ca,Ti,Mn,Fe,Co,Zn,As,Br,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
PAT1F_2mm_2126,439.1,8802.08,15277.2,1.314,0.0685696,0.934533,0.677868,0.81668,10.0338,49.1136,0.168054,0.32054,0.138521,0.14511,0.856684,1.40206,1.18635,25.0117,8.3314,3.00286,0.333182,3.00755,5B,Unit 5B
PAT1F_2mm_2131,440.1,8825.73,16077.2,1.344,0.0582613,0.972343,0.893258,0.656602,11.1379,49.3245,0.209467,0.33038,0.0746888,0.187984,0.795714,1.38828,1.02533,24.1052,7.9279,3.04096,0.328909,3.13072,5B,Unit 5B
PAT1F_2mm_2136,441.1,8847.2,14678.4,1.244,0.0824516,0.817872,0.99602,0.557505,11.0422,49.2569,0.127698,0.253588,0.117588,0.173966,0.774167,1.29067,0.947344,24.5909,8.1152,3.03387,0.329689,3.07678,5B,Unit 5B
PAT1F_2mm_2141,442.1,8868.67,14499,1.288,0.0712399,0.88298,1.15634,0.600548,9.79721,49.7438,0.136986,0.278484,0.1322,0.170103,0.755083,1.27709,1.03833,24.9157,8.19015,3.04231,0.328873,3.02338,5B,Unit 5B
PAT1F_2mm_2146,443.1,8890.14,15606.1,1.28,0.0492969,0.884968,2.29634,0.55729,12.8535,47.2152,0.182086,0.304351,0.159883,0.108637,0.764045,1.44724,1.0227,23.5967,7.82437,3.01446,0.331958,3.18761,5B,Unit 5B
PAT1F_2mm_2151,444.1,8911.62,15858.8,1.262,0.0864996,0.850215,1.14648,0.602509,11.8887,50.0895,0.128214,0.212354,0.129491,0.187569,0.746307,1.12747,0.917862,23.58,7.55669,3.11506,0.32147,3.23444,5B,Unit 5B
PAT1F_2mm_2156,445.1,8933.09,14708.5,1.27,0.31397,0.779232,3.29708,0.526614,11.861,49.2983,0.10991,0.206118,0.194051,0.145139,0.705898,0.968386,0.870372,22.4305,7.6544,2.92269,0.342338,3.4074,5B,Unit 5B
PAT1F_2mm_2161,446.1,8954.56,17006.2,1.3,0.7856,0.356287,8.86202,0.401396,6.50935,30.6014,0.263327,0.121889,0.206156,0.34117,0.495457,1.94005,1.26976,37.0681,10.2983,3.60076,0.277925,2.12961,5B,Unit 5B
PAT1F_2mm_2166,447.1,8976.03,17112,1.318,0.0848405,0.479617,1.39945,0.563109,6.1707,36.0848,0.174467,0.18283,0.194509,0.365068,0.597608,2.03163,1.51131,38.9298,10.3967,3.74399,0.267504,2.02989,5B,Unit 5B
PAT1F_2mm_2171,448.1,8997.51,16481.2,1.3,0.0961654,0.409193,1.50886,0.461545,16.6388,32.9465,0.154104,0.0995818,0.218844,0.458546,0.450705,1.81693,1.18164,33.7376,9.15944,3.6484,0.276124,2.4488,5B,Unit 5B
PAT1F_2mm_2176,449.1,9018.98,16351.6,1.336,0.0667027,0.335173,1.66001,0.422913,26.1263,30.9271,0.0456967,0.123572,0.261871,0.281032,0.351113,1.52028,1.09747,27.981,8.33434,3.31173,0.307299,2.89943,5B,Unit 5B
PAT1F_2mm_2181,450.1,9042.85,17218,1.216,0.169335,0.402452,2.2623,0.487521,14.7534,35.4342,0.145589,0.160143,0.189448,0.284061,0.37631,1.66561,1.16908,32.8151,9.02954,3.6326,0.275376,2.39524,5B,Unit 5B
PAT1F_2mm_2186,451.1,9088.34,16963.8,1.34,0.0544218,0.23091,2.0481,0.31701,42.2243,21.8783,0.0202745,0.0783513,0.241387,0.300837,0.238866,1.18862,0.877025,22.9276,6.87232,3.31138,0.303098,3.49655,5B,Unit 5B
PAT1F_2mm_2191,452.1,9133.83,15899.5,1.236,0.132274,0.456003,2.06748,0.574559,7.41785,35.6558,0.189277,0.118678,0.300972,0.423722,0.453607,2.23367,1.49583,37.3404,10.4379,3.57787,0.279703,2.09465,5B,Unit 5B
PAT1F_2mm_2196,453.1,9179.33,16392,1.214,0.0659196,0.5211,1.14235,0.573744,6.44656,37.9647,0.153843,0.127764,0.177122,0.382247,0.517182,2.39496,1.62302,36.918,10.1916,3.6225,0.276198,2.12607,5B,Unit 5B
PAT1F_2mm_2201,454.1,9224.82,14157.8,1.22,0.0791382,0.38968,1.44305,0.521825,20.8509,30.9671,0.0721748,0.0933504,0.16618,0.242501,0.408235,1.85677,1.37718,31.5369,9.35432,3.34777,0.299868,2.51748,5B,Unit 5B
PAT1F_2mm_2206,455.1,9270.31,14394,1.206,0.0264034,0.391269,1.36788,0.478955,19.1664,30.607,0.135259,0.087664,0.189981,0.272323,0.504475,2.13035,1.46738,32.8045,9.76073,3.36999,0.297047,2.36158,5B,Unit 5B
PAT1F_2mm_2211,456.1,9315.8,16146.6,1.272,0.0668341,0.481895,1.01323,0.587675,6.53193,37.1232,0.142822,0.107857,0.146969,0.36802,0.634221,2.4855,1.57872,37.5231,10.4226,3.60157,0.277679,2.08888,5B,Unit 5B
PAT1F_2mm_2216,457.1,9361.29,16033.5,1.212,0.0657839,0.38597,0.951752,0.497647,17.9522,34.1085,0.0725612,0.104932,0.299872,0.375934,0.51527,1.99912,1.40342,31.584,9.06436,3.4831,0.287122,2.47543,5B,Unit 5B
PAT1F_2mm_2221,458.1,9406.78,16792.1,1.326,0.0614356,0.364531,1.39441,0.422161,29.9106,30.683,0.0718018,0.113987,0.275393,0.284417,0.321367,1.44949,1.00545,25.5356,7.56657,3.36198,0.297756,3.17022,5B,Unit 5B
PAT1F_2mm_2226,459.1,9452.27,15986.7,1.308,0.0844835,0.448849,1.12206,0.551004,2.64772,41.6536,0.221275,0.107952,0.221461,0.315417,0.586565,2.13706,1.54792,37.2197,10.3566,3.59428,0.278349,2.10596,5B,Unit 5B
PAT1F_2mm_2231,460.1,9497.94,14610.4,1.226,0.066476,0.384571,0.62376,0.413055,2.02636,33.8632,0.242505,0.0734668,0.221577,0.45586,0.627682,2.28426,1.7953,43.804,12.2376,3.58586,0.279159,1.78875,5B,Unit 5B
PAT1F_2mm_2236,461.1,9545.14,13158.7,1.326,0.0531591,0.303026,0.631807,0.365092,2.01238,28.2408,0.262684,0.161862,0.195371,0.458029,0.601415,2.01966,1.71371,48.5658,13.6686,3.55717,0.281475,1.61409,5B,Unit 5B
PAT1F_2mm_2241,462.1,9592.35,13721.2,1.248,0.0822269,0.356669,0.908963,0.387062,10.6595,30.314,0.165717,0.103443,0.266739,0.360094,0.563661,1.61218,1.45156,40.5823,11.4871,3.51738,0.285507,1.95997,5B,Unit 5B
PAT1F_2mm_2246,463.1,9639.56,14267.8,1.306,0.0842238,0.375923,0.69187,0.417414,7.38764,34.103,0.206761,0.186998,0.223029,0.384016,0.62543,1.75099,1.36861,40.0197,11.4212,3.52489,0.284572,1.96727,5B,Unit 5B
PAT1F_2mm_2251,464.1,9686.77,16943,1.332,0.089769,0.374664,1.60191,0.374661,30.5854,30.3595,0.0614077,0.169744,0.32652,0.316159,0.29429,1.38843,0.840994,25.2447,7.47277,3.30844,0.304753,3.51951,5B,Unit 5B
PAT1F_2mm_2256,465.1,9733.98,15013.9,1.174,0.0680559,0.576278,0.724646,0.603734,3.27997,42.5687,0.204589,0.204911,0.251344,0.350708,0.610026,1.91123,1.32009,35.9087,10.6414,3.3757,0.296518,2.14957,5B,Unit 5B
PAT1F_2mm_2261,466.1,9781.19,16420.9,1.298,0.0788647,0.560225,0.758451,0.595666,2.13768,38.7012,0.217602,0.24514,0.255782,0.380317,0.621528,1.98692,1.45166,40.0551,11.1459,3.59498,0.278418,1.95504,5B,Unit 5B
PAT1F_2mm_2266,467.1,9828.4,16356.4,1.268,0.168106,0.522387,1.01494,0.499469,1.61488,41.7244,0.210588,0.149439,0.452306,0.369622,0.563053,2.26145,1.40007,37.4994,10.7927,3.47408,0.287945,2.07313,5B,Unit 5B
PAT1F_2mm_2271,468.1,9875.6,13424.7,1.276,0.171162,0.372939,0.789066,0.402649,1.17359,36.9254,0.0784941,0.122942,0.334142,0.301632,0.56261,3.45596,1.79513,40.5388,12.2049,3.30522,0.303709,1.95265,5B,Unit 5B
PAT1F_2mm_2276,469.1,9922.81,11801.9,1.198,0.110124,0.29275,0.76947,0.290295,0.653758,29.5949,0.148985,0.161931,0.614379,0.19347,1.0206,5.86731,2.22229,42.5789,14.7013,2.91905,0.343639,1.87097,5B,Unit 5B
PAT1F_2mm_2281,470.1,9970.02,12530.9,1.226,0.0674089,0.751189,0.608334,0.622452,1.21732,44.0391,0.240527,0.330521,0.142072,0.0750161,1.14006,1.97488,1.59778,34.418,11.8735,2.9289,0.342096,2.23981,1A,Unit 1
PAT1F_2mm_2286,471.1,10017.2,14734.3,1.28,0.0534955,0.944004,0.476533,0.69307,1.54099,51.6166,0.275467,0.331412,0.104101,0.0996801,1.08791,1.35281,1.27089,29.5615,9.74884,3.03331,0.32989,2.54501,1A,Unit 1
PAT1F_2mm_2291,472.1,10064.4,14500.3,1.232,0.0222709,0.885091,0.521231,0.73899,1.56521,50.2812,0.221443,0.320028,0.0144807,0.168949,1.04087,1.5846,1.37454,30.396,10.1173,3.00525,0.332929,2.46853,1A,Unit 1
PAT1F_2mm_2296,473.1,19198.7,14630.2,1.254,0.0520519,0.852784,0.489368,0.71997,1.44693,50.884,0.223023,0.318088,0.00649653,0.168151,1.0726,1.4418,1.31925,30.2167,9.71529,3.11201,0.321509,2.5051,1A,Unit 1
PAT1F_2mm_2301,474.1,19472.5,14092.2,1.274,0.0493308,0.89241,0.504786,0.737947,1.25639,49.7362,0.182373,0.283277,0.252702,0.089381,1.13211,1.68249,1.38983,30.5991,10.3264,2.96393,0.337477,2.44614,1A,Unit 1
PAT1F_2mm_2306,475.1,19746.4,13641.4,1.252,0.0457771,0.849735,0.62104,0.888084,1.16634,47.3329,0.224824,0.320541,0.0909335,0.0587689,1.11221,2.01929,1.61662,31.8177,10.8441,2.9356,0.340833,2.34439,1A,Unit 1
PAT1F_2mm_2311,476.1,20020.2,14431.3,1.318,0.0424388,0.860928,0.53261,0.798233,1.41145,49.5476,0.106915,0.330848,0.0118484,0.157095,1.11614,1.73039,1.32624,30.9054,10.2291,3.0222,0.330953,2.4318,1A,Unit 1
PAT1F_2mm_2316,477.1,20294,14729.4,1.302,0.0450815,1.02264,0.533399,0.753237,1.4673,52.3428,0.300291,0.344716,0.0728097,0.127368,1.09528,1.47846,1.2175,28.9514,9.32376,3.10616,0.32206,2.61416,1A,Unit 1
PAT1F_2mm_2321,478.1,20567.9,15037.2,1.262,0.0507899,1.02396,0.529805,0.779914,1.40189,52.4137,0.209693,0.347337,0.024935,0.138515,1.10266,1.3915,1.23745,28.8953,9.45752,3.05606,0.327335,2.60778,1A,Unit 1
PAT1F_2mm_2326,479.1,20841.7,14705.8,1.334,0.0408254,0.992936,0.6362,0.842368,1.26275,50.6114,0.180046,0.377379,0.094969,0.131276,1.09249,1.6946,1.36724,29.7932,9.95877,2.99231,0.334285,2.51566,1A,Unit 1
PAT1F_2mm_2331,480.1,21115.5,14759.1,1.244,0.0337685,1.03679,0.624051,0.789433,1.25569,50.4515,0.196259,0.350626,0.0710349,0.12182,1.07964,1.65559,1.43066,30.0508,9.98143,3.01229,0.332178,2.49807,1A,Unit 1
PAT1F_2mm_2336,481.1,21389.4,14250.8,1.254,0.0531099,1.03239,0.554976,0.8503,1.42344,50.4766,0.168985,0.376061,0.155251,0.117404,1.14882,1.6184,1.37834,29.8617,9.80823,3.04453,0.328518,2.52178,1A,Unit 1
PAT1F_2mm_2341,482.1,21663.2,14577.4,1.262,0.0387949,0.958438,0.58386,0.71912,1.45796,50.2463,0.269622,0.344277,0.00257017,0.125892,1.20868,1.47055,1.35321,30.2729,9.9146,3.05355,0.327534,2.48864,1A,Unit 1
PAT1F_2mm_2346,483.1,21937,14655.1,1.298,0.0484799,0.944894,0.475213,0.700836,1.26151,49.7761,0.24723,0.290961,0.0593264,0.126573,1.12386,1.51811,1.47523,31.0885,9.94082,3.12813,0.319824,2.43773,1A,Unit 1
PAT1F_2mm_2351,484.1,22210.9,14535.4,1.296,0.044086,0.940337,0.516387,0.720759,1.24431,49.0228,0.184704,0.326026,0.0725802,0.136096,1.17181,1.65601,1.37241,31.5067,10.2295,3.08134,0.324668,2.3963,1A,Unit 1
PAT1F_2mm_2356,485.1,22484.7,14507.6,1.2768,0.0442245,0.991707,0.477201,0.694411,1.33931,51.2593,0.209838,0.326032,0.0518019,0.0710449,1.13853,1.34144,1.3158,30.2109,9.72775,3.10782,0.321876,2.51148,1A,Unit 1
PAT1G_2mm_2361,486.1,22758.5,14568.7,1.2644,0.0395448,1.02043,0.531355,0.764487,1.36967,52.4679,0.197532,0.313764,0.0703728,0.116146,1.07931,1.26791,1.24301,29.2668,9.33933,3.13472,0.319121,2.59121,1A,Unit 1
PAT1G_2mm_2366,487.1,23032.4,14360.1,1.2646,0.0440684,1.02146,0.535267,0.76094,1.35582,51.4039,0.17282,0.320575,0.0790898,0.11946,1.03233,1.40975,1.30888,29.8746,9.60775,3.11069,0.321619,2.53352,1A,Unit 1
PAT1G_2mm_2371,488.1,23306.2,14365.2,1.2712,0.0375685,1.03684,0.508423,0.7337,1.34277,51.6128,0.210183,0.315139,0.0795539,0.132432,1.08577,1.38447,1.27467,29.7132,9.61456,3.0915,0.323579,2.54275,1A,Unit 1
PAT1G_2mm_2376,489.1,23580,14473.5,1.2694,0.0431199,1.03325,0.473597,0.71446,1.30105,52.464,0.234164,0.281023,0.0531345,0.137695,1.08515,1.27812,1.21878,29.393,9.39822,3.12864,0.319755,2.57806,1A,Unit 1
PAT1G_2mm_2381,490.1,23831.7,14448,1.2666,0.0377361,1.02104,0.476453,0.728376,1.23771,51.8674,0.202679,0.299517,0.061154,0.10175,1.09324,1.25575,1.2521,29.9102,9.53057,3.13907,0.318647,2.53554,1A,Unit 1
PAT1G_2mm_2386,491.1,23883.8,14575.1,1.2666,0.0401802,1.00771,0.48153,0.743147,1.30331,53.0942,0.217089,0.311488,0.15856,0.127262,1.087,1.20047,1.20819,28.8552,9.25638,3.11765,0.320994,2.62819,1A,Unit 1
PAT1G_2mm_2391,492.1,23935.9,14234.1,1.2662,0.0425356,1.05596,0.533255,0.772027,1.36892,52.0253,0.215847,0.327209,0.0619323,0.13231,1.0937,1.38418,1.30598,29.1975,9.50883,3.07041,0.325943,2.58626,1A,Unit 1
PAT1G_2mm_2396,493.1,23988,14800.8,1.2682,0.0383583,1.00019,0.523291,0.743563,1.29243,51.4963,0.182827,0.281668,0.0669881,0.120069,1.06388,1.38805,1.26497,30.0919,9.55788,3.14954,0.317632,2.52211,1A,Unit 1
PAT1G_2mm_2401,494.1,24040,14683.4,1.2608,0.0369037,1.02583,0.525933,0.748322,1.33015,52.2494,0.224556,0.289924,0.0699353,0.123284,1.07549,1.35585,1.23642,29.4152,9.41487,3.12569,0.320043,2.57579,1A,Unit 1
PAT1G_2mm_2406,495.1,24092.1,14218.1,1.258,0.0420621,0.986196,0.557546,0.792193,1.22976,51.6741,0.17691,0.289781,0.0643201,0.119431,1.07154,1.4798,1.32119,29.6076,9.63702,3.07347,0.32549,2.54829,1A,Unit 1
PAT1G_2mm_2411,496.1,24144.2,13935.4,1.256,0.0382596,0.93506,0.54098,0.801166,1.22523,50.951,0.216983,0.285564,0.0516916,0.115401,1.07614,1.43539,1.30346,30.3279,9.74474,3.11382,0.321304,2.49789,1A,Unit 1
PAT1G_2mm_2416,497.1,24196.3,14832.8,1.2756,0.0333241,0.941062,0.497434,0.740862,1.27548,52.8168,0.199756,0.246939,0.0638601,0.105407,0.92921,1.42664,1.24385,29.3019,9.29649,3.15495,0.317188,2.59176,1A,Unit 1
PAT1G_2mm_2421,498.1,24248.4,14543.1,1.257,0.0411907,0.979975,0.54299,0.809038,1.20858,52.7527,0.213121,0.269619,0.0799399,0.114562,1.06139,1.42708,1.26191,28.9315,9.39104,3.0824,0.324593,2.60989,1A,Unit 1
PAT1G_2mm_2426,499.1,24300.5,14471.8,1.274,0.0366593,1.01868,0.487667,0.750008,1.20186,53.9452,0.183095,0.298492,0.0860646,0.096955,1.08205,1.30635,1.22087,28.2143,9.15685,3.08265,0.324557,2.67607,1A,Unit 1
PAT1G_2mm_2431,500.1,24351,14038,1.244,0.0382544,1.01698,0.510952,0.794199,1.15928,53.0852,0.204304,0.317137,0.0548405,0.113956,1.12066,1.34714,1.28075,28.6492,9.39443,3.0506,0.327969,2.62918,1A,Unit 1
PAT1G_2mm_2436,501.1,24387.8,13885.5,1.257,0.0398664,0.962968,0.578006,0.839403,1.17481,52.0348,0.191836,0.300164,0.05068,0.105546,1.06385,1.46222,1.31441,29.3276,9.62557,3.04787,0.328237,2.5673,1A,Unit 1
PAT1G_2mm_2441,502.1,24424.6,14104.9,1.2424,0.0427845,1.01407,0.568848,0.849219,1.24259,52.0133,0.205306,0.316228,0.0679141,0.103623,1.06083,1.53851,1.34743,29.1278,9.57552,3.04426,0.328694,2.58482,1A,Unit 1
PAT1G_2mm_2446,503.1,24461.4,14532.2,1.2708,0.0390324,1.01769,0.577102,0.833761,1.29645,53.0807,0.212801,0.309035,0.0518126,0.111776,1.0657,1.30194,1.25652,28.6809,9.23226,3.1077,0.32189,2.63788,1A,Unit 1
PAT1G_2mm_2451,504.1,24498.2,14767.9,1.2778,0.033686,1.23165,0.480753,0.668619,1.10324,55.4764,0.219923,0.304124,0.0571824,0.12005,1.15929,0.9609,1.12362,27.3793,8.78131,3.11929,0.320682,2.77047,1A,Unit 1
PAT1G_2mm_2456,505.1,24535,14789,1.2642,0.0347651,1.05397,0.586105,0.870864,1.29532,53.0271,0.216641,0.318644,0.0526665,0.0984582,1.12159,1.34517,1.24324,28.5425,9.28237,3.07586,0.325253,2.64442,1A,Unit 1
PAT1G_2mm_2461,506.1,24571.8,15339,1.2746,0.0351121,1.02828,0.589874,0.825854,1.37368,52.8721,0.214317,0.295723,0.0532331,0.106404,1.02582,1.40768,1.24693,28.8774,9.15703,3.15488,0.317097,2.62939,1A,Unit 1
PAT1G_2mm_2466,507.1,24608.6,15500.9,1.289,0.0357443,0.971879,0.598917,0.849948,1.31074,52.0579,0.206754,0.262739,0.0620679,0.115256,1.0263,1.40562,1.19865,29.6583,9.33641,3.17858,0.314789,2.56599,1A,Unit 1
PAT1G_2mm_2471,508.1,24645.4,15520,1.2712,0.0368393,1.07163,0.533803,0.784177,1.30971,53.8557,0.22575,0.29689,0.0985779,0.111992,1.08007,1.22574,1.17041,28.3299,8.98888,3.15335,0.317261,2.68067,1A,Unit 1
PAT1G_2mm_2476,509.1,24682.2,14630.8,1.2592,0.0381556,0.964558,0.717263,1.04241,1.23163,50.7583,0.198279,0.301234,0.0729959,0.100028,1.02258,1.80329,1.38344,29.5925,9.79596,3.02222,0.331074,2.54143,1A,Unit 1
PAT1G_2mm_2481,510.1,24719.2,15310.3,1.28,0.0367615,0.977692,0.579207,0.850811,1.32532,53.9709,0.204897,0.312883,0.125185,0.102626,1.00635,1.40954,1.19382,28.0073,9.02167,3.10647,0.322115,2.70191,1A,Unit 1
PAT1H_2mm_2486,511.1,24758.2,15271.7,1.2564,0.0378609,0.982794,0.554034,0.839233,1.32885,53.7653,0.216104,0.301247,0.103569,0.0979075,1.03012,1.34582,1.19425,28.3593,8.9841,3.15724,0.31683,2.67871,1A,Unit 1
PAT1H_2mm_2491,512.1,24797.1,15145.3,1.2454,0.0338411,1.06375,0.537139,0.841947,1.25412,55.0324,0.197855,0.310376,0.0722043,0.0851928,1.072,1.28125,1.13569,27.3373,8.85625,3.08826,0.32397,2.76318,1A,Unit 1
PAT1H_2mm_2496,513.1,24836.1,15353.9,1.2376,0.0360896,1.03049,0.548752,0.806992,1.41214,54.0767,0.196908,0.321972,0.0463032,0.102229,1.04629,1.33051,1.16923,28.0045,8.97029,3.12309,0.320341,2.70574,1A,Unit 1
PAT1H_2mm_2501,514.1,24875.1,15033,1.246,0.036479,0.898735,0.624504,0.92275,1.2927,50.9781,0.205795,0.278535,0.0533757,0.103695,0.956235,1.60608,1.29489,30.3058,9.51243,3.18827,0.313886,2.51244,1A,Unit 1
PAT1H_2mm_2506,515.1,24914.1,15254.5,1.2586,0.0370151,0.989408,0.567549,0.856099,1.32321,53.1381,0.205079,0.29582,0.0446177,0.0965761,1.03294,1.41147,1.22182,28.7481,9.12983,3.15067,0.317566,2.6414,1A,Unit 1
PAT1H_2mm_2511,516.1,24953,14831.7,1.2364,0.0334546,0.97665,0.682094,0.977202,1.26277,51.8514,0.181808,0.295389,0.0747024,0.112124,1.03992,1.73542,1.32992,29.043,9.46065,3.07207,0.325682,2.59896,1A,Unit 1
PAT1H_2mm_2516,517.1,24992,15149.3,1.2704,0.0358441,0.916228,0.686263,0.98843,1.24596,51.5333,0.202161,0.28554,0.0781994,0.101288,0.984207,1.75486,1.31168,29.4564,9.46652,3.1134,0.321383,2.56941,1A,Unit 1
PAT1H_2mm_2521,518.1,25031,15397.8,1.2482,0.0311037,0.848735,0.636132,0.948048,1.243,50.3965,0.186372,0.249542,0.058794,0.110811,0.924552,1.69192,1.35291,30.7792,9.70873,3.17406,0.315304,2.47234,1A,Unit 1
PAT1H_2mm_2526,519.1,25070,15329.9,1.261,0.0378644,0.873812,0.645546,0.975747,1.24372,51.2398,0.233577,0.281428,0.0489884,0.132587,0.950219,1.66339,1.3056,29.9962,9.44222,3.17807,0.314785,2.53637,1A,Unit 1
PAT1H_2mm_2531,520.1,25108.8,15382,1.2472,0.0357507,1.0115,0.589826,0.880831,1.32918,53.8896,0.205916,0.308946,0.0649155,0.0920717,1.06097,1.48689,1.22217,27.9718,8.99698,3.11158,0.321621,2.7052,1A,Unit 1
PAT1H_2mm_2536,521.1,25146.6,15405.3,1.26,0.0338909,1.01066,0.584286,0.857555,1.33354,53.3943,0.210514,0.307611,0.0635306,0.102031,1.07434,1.45953,1.22948,28.3939,9.06839,3.13323,0.319343,2.66989,1A,Unit 1
PAT1H_2mm_2541,522.1,25184.4,15439.3,1.2514,0.0346487,0.980034,0.542534,0.838307,1.386,54.0413,0.237946,0.304077,0.13604,0.106717,1.06197,1.35261,1.20094,28.0067,8.91486,3.14279,0.31836,2.70891,1A,Unit 1
PAT1H_2mm_2546,523.1,25222.2,15276.1,1.2796,0.0322999,1.09662,0.542867,0.858792,1.25084,55.562,0.225345,0.327,0.0526107,0.0868477,1.10907,1.30629,1.14973,26.7894,8.72509,3.07137,0.325675,2.81811,1A,Unit 1
PAT1H_2mm_2551,524.1,25260,15277.5,1.2514,0.0303764,1.0446,0.565376,0.851568,1.3964,54.5442,0.200335,0.319376,0.0610188,0.0980388,1.0645,1.43303,1.17683,27.4303,8.9172,3.07768,0.325111,2.75177,1A,Unit 1
PAT1H_2mm_2556,525.1,25297.8,15240.3,1.2658,0.0314115,0.940026,0.596207,0.873483,1.34422,52.4949,0.207504,0.270345,0.0618471,0.099022,0.998936,1.52795,1.24278,29.2712,9.18401,3.18847,0.313777,2.60252,1A,Unit 1
PAT1H_2mm_2561,526.1,25335.6,15109.1,1.2616,0.0319903,0.947678,0.573285,0.87572,1.30618,52.8645,0.221993,0.287898,0.0765652,0.0927639,1.01953,1.49084,1.2622,28.8765,9.19697,3.14267,0.318369,2.63006,1A,Unit 1
PAT1H_2mm_2566,527.1,25373.4,15256.1,1.2646,0.0298283,1.0292,0.56675,0.870345,1.50462,54.1606,0.218143,0.322023,0.0789432,0.0991467,1.07375,1.42106,1.20114,27.6407,8.89781,3.10787,0.321932,2.73717,1A,Unit 1
PAT1H_2mm_2571,528.1,25411.2,14975.4,1.2504,0.0311173,0.94406,0.673737,0.994239,1.45561,52.3625,0.231268,0.276062,0.0790293,0.0940326,0.999476,1.77534,1.33034,28.5101,9.33838,3.05581,0.327535,2.64541,1A,Unit 1
PAT1H_2mm_2576,529.1,25449,15394.3,1.2414,0.0312681,0.902853,0.614024,0.889857,1.4591,53.1697,0.244485,0.268912,0.0587178,0.0991018,1.02408,1.59644,1.24575,28.3865,9.17147,3.09767,0.323691,2.66735,1A,Unit 1
PAT1H_2mm_2581,530.1,25486.9,15217.4,1.2596,0.0305261,0.837341,0.714127,1.05699,1.2947,50.1677,0.208624,0.25435,0.0666002,0.119649,0.903487,1.85864,1.39947,30.4529,9.72618,3.13417,0.31929,2.4913,1A,Unit 1
PAT1H_2mm_2586,531.1,25526.5,15622.8,1.2574,0.0323363,0.887674,0.621039,0.940124,1.35323,51.2554,0.241751,0.295356,0.0732621,0.0997395,0.996155,1.62962,1.28643,30.0179,9.40934,3.19172,0.313464,2.53663,1A,Unit 1
PAT1H_2mm_2591,532.1,25566.2,15105.5,1.2666,0.0311498,0.943858,0.644121,0.975449,1.22474,52.8484,0.226675,0.290151,0.0812819,0.0962185,1.02261,1.65795,1.31314,28.4673,9.25808,3.07553,0.325365,2.65376,1A,Unit 1
PAT1H_2mm_2596,533.1,25605.8,15262.9,1.2762,0.0305877,0.989887,0.583527,0.863093,1.28455,54.9861,0.258258,0.305693,0.0686298,0.0976618,1.04426,1.45401,1.21499,27.1012,8.85996,3.06156,0.326858,2.78159,1A,Unit 1
PAT1H_2mm_2601,534.1,25645.4,15375.8,1.301,0.0295311,0.968738,0.548712,0.836719,1.35217,53.5277,0.22227,0.310299,0.0655616,0.116063,1.05511,1.49581,1.22054,28.3266,9.05511,3.12992,0.319708,2.67517,1A,Unit 1
PAT1H_2mm_2606,535.1,25685,15250,1.2824,0.0320987,1.00154,0.550392,0.843306,1.3772,54.9548,0.282828,0.306642,0.0535801,0.0914892,1.05155,1.43977,1.17722,27.2015,8.76349,3.1027,0.323129,2.79055,1A,Unit 1
PAT1H_2mm_2611,536.1,25724.7,15083.5,1.2826,0.0326504,0.974867,0.651597,0.9536,1.28057,52.8964,0.216545,0.319082,0.0786428,0.099194,1.05774,1.74627,1.27801,28.2171,9.27049,3.04591,0.328514,2.66784,1A,Unit 1
PAT1H_2mm_2616,537.1,25764.3,15436.9,1.2594,0.0285044,0.893149,0.579825,0.865263,1.26428,52.4152,0.225318,0.284769,0.0714418,0.0897234,0.987425,1.54442,1.2438,29.3837,9.2524,3.17777,0.314869,2.58906,1A,Unit 1
PAT1H_2mm_2621,538.1,25803.9,15100.9,1.2464,0.0308143,0.91686,0.593165,0.890384,1.22118,53.2533,0.204214,0.290785,0.0802431,0.0959863,1.0009,1.51537,1.25565,28.5686,9.20732,3.10648,0.322307,2.64791,1A,Unit 1
PAT1H_2mm_2626,539.1,25843.5,15302.2,1.2572,0.032791,0.95092,0.566173,0.87391,1.24122,54.0896,0.227329,0.288532,0.0511945,0.0983814,1.04475,1.54606,1.22316,27.8838,9.02386,3.09347,0.323662,2.71,1A,Unit 1
PAT1H_2mm_2631,540.1,25882.8,15702.9,1.2638,0.0338745,0.946377,0.527018,0.801699,1.31077,54.4461,0.261988,0.288296,0.0617635,0.123224,0.998003,1.35336,1.14024,28.0854,8.77595,3.20165,0.312494,2.71345,1A,Unit 1
PAT1H_2mm_2636,541.1,25918.8,14962.6,1.2732,0.0330888,0.883932,0.619415,0.934541,1.21183,52.8444,0.271029,0.269063,0.0939167,0.0847923,0.966945,1.65828,1.27401,28.7102,9.3001,3.089,0.323864,2.63461,1A,Unit 1
PAT1H_2mm_2641,542.1,25954.8,15334.5,1.2796,0.0325325,0.994157,0.61163,0.914872,1.2739,54.5282,0.211671,0.3107,0.0602826,0.088001,1.04955,1.6196,1.2529,27.1715,8.97093,3.02972,0.330164,2.76712,1A,Unit 1
PAT1H_2mm_2646,543.1,25990.9,15711.2,1.2708,0.0314967,1.00962,0.532836,0.83281,1.2648,55.3808,0.24214,0.308544,0.0637269,0.0809631,1.07546,1.29851,1.1542,27.2498,8.67235,3.14385,0.318263,2.78397,1A,Unit 1
