ID,depth,mean_age,kcps,MSE,S,K,Ca,Ti,Mn,Fe,Co,Cu,Zn,As,Br,Rb,Sr,Zr,inc,coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
PAT1D_2mm_1296,272.7,4959.21,21691.9,1.45,0.066633,0.104452,0.48444,0.133266,0.731163,14.9618,0.144071,0,0.0360179,0.0972482,0.419608,0.156678,0.54387,2.03861,66.0261,13.6706,4.8298,0.207047978,1.25476,6A,Unit 6
PAT1D_2mm_1297,272.9,4961.3,17380.9,1.42,0.0751934,0,0.0727678,0,0.0848958,3.28911,0.0751934,0,0,0,0.422054,0.0363839,0.630655,2.24368,76.9835,15.6912,4.90617,0.203825068,1.07904,6A,Unit 6
PAT1D_2mm_1298,273.1,4963.39,16600.1,1.28,0.0873951,0,0.0649221,0,0.0998801,1.25599,0,0,0.0923891,0,0.352078,0.142329,0.848981,2.81412,77.6343,16.1556,4.80541,0.208098807,1.06621,6A,Unit 6
PAT1D_2mm_1299,273.3,4965.47,16974.2,1.52,0.0300135,0,0.020009,0,0.0225101,0.585263,0,0.035015757,0.080036,0.150068,0.0250113,0.165074,0.520234,2.30604,79.1781,16.3098,4.85462,0.205989197,1.04725,6A,Unit 6
PAT1D_2mm_1300,273.5,4967.56,17117.5,1.6,0.0245284,0,0.0392455,0,0.0220756,0.843778,0.0245284,0.046604037,0.125095,0.166793,0.279624,0,0.446418,2.53624,78.6063,16.282,4.82781,0.207133273,1.05387,6A,Unit 6
PAT1D_2mm_1301,273.7,4969.65,16992.2,1.76,0.0764488,0.0295931,0.0665845,0,0.0295931,1.31936,0.0443896,0.017262639,0.0739827,0,0.167694,0.362515,0.860666,2.36745,77.9704,16.2343,4.80283,0.208210773,1.06152,6A,Unit 6
PAT1D_2mm_1302,273.9,4971.73,14753.7,1.41,0.0578202,0,0.0404741,0.0231281,0.0607112,1.71437,0.0751662,0,0,0.205262,0.0809483,0.0607112,0.589766,2.56432,78.0515,16.1521,4.83229,0.206941255,1.06153,6A,Unit 6
PAT1D_2mm_1303,274.1,4973.82,13194.4,1.29,0.128574,0.0459193,0.229597,0.14388,0.465316,10.5216,0.198984,0.052041878,0.085716,0.107145,0.318374,0.1898,0.538787,2.02963,69.1208,14.5381,4.75447,0.210328181,1.19533,6A,Unit 6
PAT1D_2mm_1304,274.3,4975.91,20493.6,1.27,0.118908,0.128198,0.497928,0.260112,1.20952,22.5944,0.24339,0,0.104045,0,0.579678,0.146777,0.581536,1.7316,58.8299,12.2048,4.82022,0.207459576,1.40776,6A,Unit 6
PAT1D_2mm_1305,274.5,4977.99,20024.9,1.24,0.0625917,0.0762836,0.357946,0.148655,0.620049,13.2342,0.183863,0,0.0430318,0.213203,0.402934,0.258191,1.00538,2.06748,67.1022,13.7056,4.89596,0.204249985,1.2375,6A,Unit 6
PAT1D_2mm_1306,274.7,4980.08,21483.2,1.49,0.0552212,0.110442,0.344212,0.15646,0.800707,13.6267,0.215363,0.018407054,0.150938,0,0.577981,0.333168,0.841202,1.9806,66.5894,13.6028,4.89526,0.20427908,1.247,6A,Unit 6
PAT1D_2mm_1307,274.9,4982.17,22423,1.2,0.040271,0.0665348,0.362439,0.141824,0.801919,15.5551,0.199604,0.052527446,0.0595311,0.302908,0.542784,0.343179,0.733633,2.08184,65.3144,12.913,5.05803,0.197705278,1.27832,6A,Unit 6
PAT1D_2mm_1308,275.1,4984.25,20570.3,1.24,0.0849159,0.0771962,0.297205,0.0733364,0.590551,11.315,0.111935,0.044387834,0.0154392,0.0578972,0.519145,0.183341,0.534584,1.89324,69.7101,13.9223,5.00707,0.199717616,1.19571,6A,Unit 6
PAT1D_2mm_1309,275.3,4986.34,23308.4,1.31,0.0639343,0.0252372,0.314624,0.171613,0.750387,14.9875,0.218723,0.030284676,0.0185073,0,0.538394,0.275927,0.632613,2.00888,66.4076,12.945,5.12997,0.19493286,1.2602,6A,Unit 6
PAT1D_2mm_1310,275.5,4988.42,21360.7,1.27,0.0714286,0.0970696,0.410256,0.137363,1.05678,18.3901,0.130037,0,0,0.010989,0.586081,0.322344,0.754579,1.47253,63.359,12.6099,5.02455,0.199022952,1.31633,6A,Unit 6
PAT1D_2mm_1311,275.7,4990.51,18821.5,1.35,0.104609,0.116916,0.422538,0.203064,0.970197,18.0809,0.225627,0,0.026665,0.369208,0.492277,0.170246,0.635858,1.72092,63.1038,12.7684,4.94217,0.202340322,1.318,6A,Unit 6
PAT1D_2mm_1312,275.9,4992.6,19423.9,1.36,0.0666249,0.064606,0.310916,0.117098,0.579435,11.5625,0.199875,0.052492379,0,0,0.359371,0.205932,0.749026,2.03509,68.5369,14.4213,4.75248,0.210416237,1.20543,6A,Unit 6
PAT1D_2mm_1313,276.1,4994.68,22686.6,1.3,0.0551429,0.110286,0.261929,0.10167,0.772001,14.2803,0.110286,0,0.0292947,0.0189554,0.520412,0.160259,0.673778,2.20744,66.8936,13.2171,5.06115,0.197583657,1.24827,6A,Unit 6
PAT1D_2mm_1314,276.3,4996.77,20577.4,1.37,0.0557269,0.0338342,0.206986,0.0796099,0.439845,8.11623,0.141308,0,0,0.356254,0.587123,0.0417952,0.666733,1.89671,72.0888,14.6582,4.91799,0.203335082,1.15278,6A,Unit 6
PAT1D_2mm_1315,276.5,4998.86,23011,1.32,0.0729358,0.121007,0.46911,0.150845,0.911698,17.8759,0.200574,0.114376647,0.112719,0,0.618297,0.172394,0.505578,1.66426,63.2536,13.019,4.85854,0.205823004,1.31109,6A,Unit 6
PAT1D_2mm_1316,276.7,5000.94,20676.5,1.27,0.0438814,0.0667761,0.318617,0.124013,0.595261,12.3898,0,0,0,0,0.471248,0.0248025,0.6773,1.85637,69.2124,13.38,5.17282,0.19331808,1.21076,6A,Unit 6
PAT1D_2mm_1317,276.9,5003.03,20258.5,1.4,0.100621,0.0927296,0.374864,0.100621,0.554405,12.1555,0.297919,0.027621584,0,0.258459,0.489297,0.120351,0.566242,1.76581,68.5587,14.085,4.86749,0.205444761,1.21001,6A,Unit 6
PAT1D_2mm_1318,277.1,5005.12,19096.4,1.22,0.0476635,0.0932546,0.385452,0.155424,0.779194,14.5519,0.0725313,0,0,0.0994716,0.26733,0.163714,0.961558,1.98114,66.3517,13.4349,4.93876,0.202479855,1.25334,6A,Unit 6
PAT1D_2mm_1319,277.3,5007.2,19451.3,1.33,0.0626263,0.0787879,0.268687,0.131313,0.672727,13.103,0.115152,0,0.0323232,0,0.343434,0.0545455,0.545455,1.9697,67.9394,13.8828,4.89377,0.204341362,1.22216,6A,Unit 6
PAT1D_2mm_1320,277.5,5009.29,18992.3,1.32,0.0819431,0.0756398,0.256335,0.0609321,0.485355,9.52431,0.245829,0.058830945,0.079842,0.352986,0.413918,0,0.596714,2.52343,69.9752,14.5628,4.80508,0.20811314,1.1829,6A,Unit 6
PAT1D_2mm_1321,277.7,5011.38,20175.1,1.18,0.0640789,0.0679625,0.285442,0.1301,0.671858,13.9478,0.151459,0,0.00970893,0.0349521,0.417484,0.219422,0.982543,2.14179,67.3023,13.2197,5.09107,0.196422389,1.2419,6A,Unit 6
PAT1D_2mm_1322,277.9,5013.46,20662.6,1.26,0.0583617,0.111076,0.395354,0.182616,0.837773,18.4291,0.303104,0,0,0.0583617,0.632566,0.0583617,0.481955,1.7565,63.2265,12.7116,4.97393,0.201048118,1.31686,6A,Unit 6
PAT1D_2mm_1323,278.1,5015.55,18038.8,1.24,0.0961066,0.104649,0.431412,0.196485,0.845738,17.4786,0.202892,0.064071076,0.0533926,0.241334,0.766717,0.279777,0.450633,1.5612,63.4389,13.1623,4.81973,0.207480474,1.30546,6A,Unit 6
PAT1D_2mm_1324,278.3,5017.64,17523.4,1.19,0.0616143,0.0182561,0.141485,0.0912804,0.355994,8.40008,0.0638963,0.031948153,0.0912804,0.251021,0.41989,0.127793,0.800986,2.07663,71.6917,14.6437,4.89575,0.204258976,1.15827,6A,Unit 6
PAT1D_2mm_1325,278.5,5019.72,17204,1.25,0.0551744,0.0167922,0.143933,0.0599722,0.251883,5.86288,0,0,0.0119944,0.369429,0.273473,0,0.662093,2.06064,73.809,15.7079,4.69884,0.212818513,1.11711,6A,Unit 6
PAT1D_2mm_1326,278.7,5021.81,15271.5,1.39,0.0452332,0,0.0691802,0.0399117,0.236809,4.80004,0.194237,0,0.0931272,0.0771625,0.178272,0,0.846127,2.42131,74.7599,15.7465,4.74772,0.210627469,1.10489,6A,Unit 6
PAT1D_2mm_1327,278.9,5023.89,18709.2,1.18,0.148958,0.0638393,0.180878,0.121295,0.363884,7.82883,0.148958,0.053199413,0,0.225566,0.442619,0.248973,0.846935,1.83857,72.0809,14.9256,4.82934,0.207067576,1.14934,6A,Unit 6
PAT1D_2mm_1328,279.1,5025.98,18873.8,1.18,0.048957,0.0297999,0.178799,0.0936569,0.306513,7.28395,0.225628,0.048957003,0,0,0.321413,0.0468284,0.957854,2.05619,72.4117,15.3278,4.7242,0.211675828,1.13974,6A,Unit 6
PAT1D_2mm_1329,279.3,5028.07,21359.8,1.52,0.0335277,0.068918,0.286848,0.0987204,0.640751,11.2672,0.0800939,0,0,0,0.350178,0.0894071,0.761823,1.95578,69.4135,14.4523,4.80294,0.208205871,1.19238,6A,Unit 6
PAT1D_2mm_1330,279.5,5030.15,19259.8,1.13,0.0891765,0.0331819,0.267529,0.080881,0.497729,10.1288,0.0331819,0,0.0435513,0,0.506025,0,0.730003,2.15268,70.466,14.3636,4.90586,0.203837777,1.17883,6A,Unit 6
PAT1D_2mm_1331,279.7,5032.24,18953.1,1.35,0.0578481,0.0171402,0.102841,0.0321378,0.216395,5.16562,0.0728457,0,0.0171402,0,0.692034,0,0.74774,1.96898,74.7718,15.4926,4.8263,0.207197914,1.10786,6A,Unit 6
PAT1D_2mm_1332,279.9,5034.33,22204.2,1.14,0.017304,0.0692161,0.302821,0.164388,0.690431,14.949,0.0519121,0.027686451,0.0311473,0.0969026,0.512199,0.417027,0.42741,2.009,66.3246,13.4002,4.94951,0.202040231,1.25431,6A,Unit 6
PAT1D_2mm_1333,280.1,5036.44,20744,1.39,0.065766,0.0977095,0.353257,0.182266,0.768523,15.8815,0.0826772,0.015032225,0,0.0394596,0.623837,0,0.50358,2.23604,64.9787,13.5403,4.79892,0.208380324,1.27358,6A,Unit 6
PAT1D_2mm_1334,280.3,5038.57,21533.5,1.3,0.0826156,0.108982,0.434171,0.18984,1.01775,19.2916,0.235542,0,0.123044,0.312885,0.499209,0.1582,0.613465,1.6611,61.8404,12.5874,4.91286,0.203547369,1.34358,6A,Unit 6
PAT1D_2mm_1335,280.5,5040.71,20343.3,1.2,0.0842757,0.0509574,0.168551,0.103875,0.362582,8.14143,0.133273,0,0.103875,0,0.631088,0.152872,0.836877,2.15001,71.8323,14.5287,4.94415,0.202259147,1.15793,6A,Unit 6
PAT1D_2mm_1336,280.7,5042.84,20373.6,1.22,0.0423354,0.0558057,0.330986,0.153947,0.60809,13.1028,0.125082,0.084670746,0,0.317515,0.640804,0.12893,0.467613,1.74922,67.8309,13.4896,5.02839,0.19887089,1.2297,6A,Unit 6
PAT1D_2mm_1337,280.9,5044.98,18932.5,1.44,0.0556885,0.0536259,0.241317,0.13819,0.643511,13.6231,0.160878,0,0.0474383,0.303193,0.412507,0,0.583698,1.84597,67.3129,14.0294,4.798,0.20842015,1.22937,6A,Unit 6
PAT1D_2mm_1338,281.1,5047.11,14336.9,1.43,0.0682982,0.0996016,0.221969,0.0682982,0.287422,9.00398,0.0796813,0.014228799,0.0540694,0,0.688674,0.0626067,0.665908,1.8469,70.6659,14.9972,4.71195,0.21222616,1.16736,6A,Unit 6
PAT1D_2mm_1339,281.3,5049.25,14782.5,1.06,0.0507271,0.016909,0.0450907,0.0676361,0.177545,4.70353,0.0535453,0.039454402,0.0366362,0.115545,0.352271,0,0.301544,2.21226,75.093,15.8889,4.72614,0.211588981,1.09912,6A,Unit 6
PAT1D_2mm_1340,281.5,5051.38,22394.6,1.47,0.0306216,0.144602,0.415093,0.165017,0.930557,19.1776,0.153108,0,0,0.205845,0.648158,0,0.549488,1.48515,62.5872,12.8509,4.87027,0.205327535,1.32559,6A,Unit 6
PAT1D_2mm_1341,281.7,5053.52,19648.9,1.34,0.0855977,0.0318503,0.24684,0.0577287,0.629043,12.1748,0.151289,0,0.121429,0.171195,0.52553,0.0497661,0.666866,2.0006,68.4244,14.0161,4.88183,0.204841009,1.213,6A,Unit 6
PAT1D_2mm_1342,281.9,5055.65,19731.8,1.16,0.094856,0.059285,0.306306,0.120546,0.646207,12.8708,0.23714,0,0.0770705,0.0632374,0.59285,0.331996,0.788491,2.13228,67.5889,13.3787,5.05199,0.197941641,1.23506,6A,Unit 6
PAT1D_2mm_1343,282.1,5057.79,20007.1,1.61,0.0879982,0.111998,0.303994,0.129997,0.609988,12.8137,0.193996,0,0.0759985,0.0779984,0.259995,0,0.50599,1.97996,68.3346,13.8977,4.91697,0.203377429,1.21607,6A,Unit 6
PAT1D_2mm_1344,282.3,5059.92,20720.2,1.21,0.047027,0.0846485,0.329189,0.103459,0.586896,13.9971,0.150486,0,0.131675,0.137319,0.319783,0.2088,0.806983,1.73247,66.8705,14.0404,4.76273,0.209963712,1.23593,6A,Unit 6
PAT1D_2mm_1345,282.5,5062.06,17272.4,1.21,0.0846438,0.071279,0.340803,0.124738,0.534593,13.5675,0.0311846,0,0.0623691,0.102464,0.394262,0.367532,0.617009,2.1651,66.6726,14.1868,4.69964,0.212782307,1.23672,6A,Unit 6
PAT1D_2mm_1346,282.7,5064.19,18097.6,1.35,0.0618759,0.0746778,0.371255,0.138687,0.637962,16.1966,0.13442,0.046940343,0.0704105,0.0384057,0.46727,0.0618759,0.546215,1.64078,65.4263,13.4292,4.87194,0.205256979,1.26814,6A,Unit 6
PAT1D_2mm_1347,282.9,5066.33,17815.5,1.39,0.0660575,0.105692,0.32148,0.0968843,0.469008,14.0372,0,0,0.0902785,0.147528,0.422768,0.323682,0.601123,1.91126,66.7511,13.8897,4.8058,0.208081808,1.24007,6A,Unit 6
PAT1D_2mm_1348,283.1,5068.46,20783.5,1.32,0.0648256,0.092608,0.355615,0.131503,0.703821,18.0475,0.268563,0,0.0240781,0.109277,0.416736,0.177807,0.494527,2.04664,63.4328,13.0892,4.84619,0.206347816,1.30681,6A,Unit 6
PAT1D_2mm_1349,283.3,5070.6,21766.5,1.21,0.0578693,0.0632946,0.278496,0.10308,0.62752,13.8036,0.0578693,0.041593577,0,0,0.424978,0.108505,0.594969,1.66193,67.7162,13.7657,4.91921,0.203284818,1.22727,6A,Unit 6
PAT1D_2mm_1350,283.5,5072.73,22566.4,1.31,0.107122,0.129583,0.406026,0.172777,0.799959,16.9028,0.155499,0,0,0.0535609,0.601265,0.145133,0.430215,1.80898,64.5617,13.0568,4.94469,0.202237268,1.28835,6A,Unit 6
PAT1D_2mm_1351,283.7,5074.87,20510.5,1.14,0.0788924,0.0631139,0.293874,0.132145,0.528579,11.7135,0.15384,0.04930772,0.0118339,0.0433908,0.214982,0.0848093,0.560136,2.02359,69.8276,13.7174,5.09044,0.196446729,1.19696,6A,Unit 6
PAT1D_2mm_1352,283.9,5077,22305.1,1.4,0.0798921,0.0692398,0.287611,0.104747,0.671093,14.1657,0.158009,0,0,0.284061,0.317793,0,0.450946,1.68483,67.4005,13.9509,4.83125,0.206985565,1.22923,6A,Unit 6
PAT1D_2mm_1353,284.1,5079.14,21701.1,1.24,0.0971782,0.053173,0.25303,0.130182,0.458388,12.3141,0.104512,0,0,0.0806762,0.592237,0.146684,0.781092,1.92156,68.4959,14.0963,4.85913,0.20579811,1.21077,6A,Unit 6
PAT1D_2mm_1354,284.3,5081.27,21410.2,1.49,0.0456171,0.114955,0.344865,0.153273,0.786439,15.6832,0.176994,0.036493687,0.034669,0.0492665,0.494489,0.275527,0.352164,1.84658,65.4624,13.645,4.79754,0.208440183,1.2641,6A,Unit 6
PAT1D_2mm_1355,284.5,5083.41,19180.1,1.25,0.0693312,0.114192,0.263051,0.0917618,0.607667,13.2647,0.093801,0,0.0448613,0,0.458809,0,0.929853,2.0575,67.2268,13.8866,4.84112,0.206563941,1.23284,6A,Unit 6
PAT1D_2mm_1356,284.7,5085.54,20650.2,1.23,0.0697127,0.0960904,0.357984,0.177108,0.763071,16.5747,0.0471032,0,0,0.310881,0.487989,0.146962,0.774376,1.61093,64.878,13.1776,4.92336,0.203113202,1.28114,6A,Unit 6
PAT1D_2mm_1357,284.9,5087.68,19516.8,1.21,0.0853805,0.12419,0.644235,0.260023,1.19339,25.3056,0.170761,0,0,0.170761,0.756782,0.0795591,0.595723,1.30011,56.7936,11.6467,4.87637,0.205070384,1.46113,6A,Unit 6
PAT1D_2mm_1358,285.1,5089.81,19932.5,1.32,0.0967548,0.0657933,0.388954,0.189639,0.948197,18.9427,0.0580529,0,0,0,0.543762,0.135457,0.679219,1.61,62.0992,13.2419,4.68961,0.213237356,1.3273,6A,Unit 6
PAT1D_2mm_1359,285.3,5091.95,21092.5,1.13,0.102587,0.0626924,0.345758,0.153881,0.758008,15.2855,0,0,0.0607926,0.0531935,0.619324,0.0949884,0.317261,1.86937,65.8859,13.5833,4.85049,0.206164759,1.25835,6A,Unit 6
PAT1D_2mm_1360,285.5,5094.08,22468.6,1.34,0.0883727,0.0973903,0.331848,0.147889,0.862085,13.1946,0.2561,0,0,0,0.28135,0.113622,0.564503,2.19309,67.7782,13.6473,4.96643,0.201351747,1.22812,6A,Unit 6
PAT1D_2mm_1361,285.7,5096.22,23228.5,1.34,0.0698666,0.0873332,0.330119,0.137986,0.777265,11.1804,0.0558932,0,0,0.328373,0.431426,0.00873332,0.663732,1.86544,69.4928,13.8982,5.00013,0.199994973,1.19917,6A,Unit 6
PAT1D_2mm_1362,285.9,5098.35,23056.2,1.44,0.0929221,0.0824027,0.371689,0.14026,0.790715,12.4849,0.0631169,0,0,0.0666234,0.482143,0.168312,0.478637,1.75851,68.5064,13.8559,4.9442,0.202257255,1.21415,6A,Unit 6
PAT1D_2mm_1363,286.1,5100.49,21985.9,1.18,0.0791239,0.086317,0.258951,0.174432,0.787642,14.5462,0,0.014386161,0,0.143862,0.262547,0,0.523297,2.07341,66.3921,13.9815,4.74855,0.210590466,1.24419,6A,Unit 6
PAT1D_2mm_1364,286.3,5102.62,21052.1,1.31,0.0553763,0.0534667,0.255877,0.0744715,0.662606,12.2668,0.101205,0,0.0114572,0.20241,0.40482,0,0.481201,2.18641,68.848,14.0694,4.89346,0.204354458,1.20602,6A,Unit 6
PAT1D_2mm_1365,286.5,5104.76,20434.3,1.29,0.0520261,0.0751489,0.296742,0.138736,0.695609,14.0548,0,0,0.0308303,0.354548,0.314084,0.485577,0.712951,2.02131,66.7611,13.4439,4.96589,0.201373856,1.2468,6A,Unit 6
PAT1D_2mm_1366,286.7,5106.89,20109.9,1.44,0.0723967,0.0422314,0.27551,0.110606,0.478623,9.4518,0.0764188,0,0.0261433,0,0.47259,0.0663637,0.593251,1.96879,71.4435,14.2501,5.01355,0.199459551,1.16695,6A,Unit 6
PAT1D_2mm_1367,286.9,5109.03,21412.1,1.18,0.0654732,0.0598612,0.325495,0.0336719,0.574293,10.6291,0.127205,0,0.0673438,0.188937,0.336719,0,0.553716,1.77152,70.277,14.3461,4.89868,0.204136499,1.18171,6A,Unit 6
PAT1D_2mm_1368,287.1,5111.16,21383.9,1.3,0.0499297,0.118352,0.454915,0.14794,0.880243,16.9225,0.0351357,0,0.0628745,0,0.706413,0.306975,0.545529,1.56446,64.5277,12.8227,5.0323,0.198716112,1.29282,6A,Unit 6
PAT1D_2mm_1369,287.3,5113.3,17760.1,1.28,0,0.0591474,0.366259,0.109195,0.787115,14.5685,0.0614223,0,0,0.245689,0.45043,0.295737,0.363984,1.79262,66.9298,13.4265,4.98492,0.20060501,1.24446,6A,Unit 6
PAT1D_2mm_1370,287.5,5115.43,19625.8,1.37,0.0724923,0.0455666,0.321037,0.176053,0.660715,13.5664,0.0642075,0,0,0.298254,0.18848,0,0.287898,1.68389,68.2401,13.9247,4.90064,0.204054997,1.21707,6A,Unit 6
PAT1D_2mm_1371,287.7,5117.57,22040.8,1.3,0.0235026,0.0922026,0.272992,0.159095,0.750276,15.4304,0.0542368,0,0,0.229602,0.536944,0.325421,0.714118,1.82236,65.3445,13.4543,4.85676,0.205898628,1.26905,6A,Unit 6
PAT1D_2mm_1372,287.9,5119.7,22285.2,1.44,0.0588414,0.0945028,0.333434,0.160476,0.786335,15.5573,0.130164,0,0,0,0.484995,0.235365,0.542054,1.70818,65.9612,13.2464,4.97954,0.200821777,1.26251,6A,Unit 6
PAT1D_2mm_1373,288.1,5121.84,22651.7,1.33,0.0464817,0.0750858,0.305707,0.143021,0.833095,14.4201,0.166261,0,0,0.0250286,0.432637,0.377217,0.452303,1.95581,67.1821,13.081,5.13585,0.194709811,1.2459,6A,Unit 6
PAT1D_2mm_1374,288.3,5123.97,22071.9,1.22,0.062105,0.0694115,0.268513,0.144303,0.741607,11.4529,0.208234,0,0.023746,0,0.569905,0,0.527892,1.79191,69.6727,13.7325,5.07356,0.197100385,1.19897,6A,Unit 6
PAT1D_2mm_1375,288.5,5126.11,22637.8,1.26,0.0608822,0.0645721,0.249064,0.132834,0.654945,9.20429,0.0184492,0,0,0.226925,0.440935,0.0479678,0.21032,1.74898,72.0145,14.4033,4.99987,0.200005124,1.15717,6A,Unit 6
PAT1D_2mm_1376,288.7,5128.24,22629.8,1.33,0.0427708,0.0613668,0.314272,0.145049,0.820084,10.3524,0.0260344,0.007438401,0,0.238029,0.383078,0,0.388656,1.72013,70.702,14.3505,4.92679,0.20297212,1.17574,6A,Unit 6
PAT1D_2mm_1377,288.9,5130.38,23765.5,1.34,0.0809145,0.0929656,0.352925,0.0964088,0.97786,11.9805,0.139448,0,0.049926,0.156664,0.490652,0.175602,0.502703,1.96433,68.7343,13.5902,5.05764,0.197720726,1.21471,6A,Unit 6
PAT1D_2mm_1378,289.1,5132.51,22810.2,1.38,0.0940003,0.0867695,0.468194,0.160885,0.977964,13.4673,0.215116,0,0,0.0542309,0.493501,0.0361539,0.327193,1.3395,67.9405,13.6662,4.97143,0.201149425,1.22539,6A,Unit 6
PAT1D_2mm_1379,289.3,5134.65,22679.2,1.32,0.0617643,0.0511762,0.329998,0.0882348,0.817054,15.2752,0.058235,0,0,0.464115,0.502938,0.157058,0.532938,1.55823,66.3349,13.2652,5.00067,0.199973397,1.25628,6A,Unit 6
PAT1D_2mm_1380,289.5,5136.78,23762,1.18,0.06652,0.0716369,0.298487,0.0784595,0.782889,12.5586,0.112572,0,0,0.163741,0.600385,0.26608,0.457112,1.87279,68.4781,13.3739,5.12027,0.195302381,1.22172,6A,Unit 6
PAT1D_2mm_1381,289.7,5138.92,23570.6,1.37,0.0828286,0.098359,0.339942,0.158755,0.969785,12.3466,0.210523,0,0,0.241583,0.43485,0.227779,0.372729,1.56684,67.9954,14.5416,4.67592,0.213861537,1.21158,6A,Unit 6
PAT1D_2mm_1382,289.9,5141.05,23516.8,1.26,0.070614,0.0600219,0.370723,0.0653179,0.917982,11.4907,0.0741447,0,0,0.035307,0.48194,0,0.556085,1.50937,70.328,13.429,5.23702,0.190948341,1.19393,6A,Unit 6
PAT1D_2mm_1383,290.1,5143.17,23429,1.32,0.0719269,0.052147,0.345249,0.0988995,0.924261,10.5499,0.0701287,0,0,0.124074,0.379415,0,0.460332,1.79098,70.9092,13.6697,5.18732,0.192777806,1.18233,6A,Unit 6
PAT1D_2mm_1384,290.3,5145.27,22604.3,1.37,0.059345,0.0834539,0.482178,0.124254,0.968065,12.1175,0.103854,0,0.0611995,0.0111272,0.556359,0,0.328252,1.38719,69.3594,13.4027,5.17504,0.193235294,1.20828,6A,Unit 6
PAT1D_2mm_1385,290.5,5147.37,22447.1,1.29,0.0696494,0.045822,0.399567,0.109973,0.780806,12.3463,0.0586521,0,0,0.0256603,0.373907,0,0.425228,1.77972,69.2773,13.7887,5.02419,0.199036961,1.20386,6A,Unit 6
PAT1D_2mm_1386,290.7,5149.47,22473.2,1.31,0.100797,0.077398,0.284393,0.109797,0.76138,13.3413,0.0863978,0.035999064,0,0.158396,0.500387,0.241194,0.437389,1.90615,67.7862,13.5644,4.99735,0.200106213,1.22925,6A,Unit 6
PAT1D_2mm_1387,290.9,5151.56,23267.8,1.21,0.0440482,0.0845726,0.296004,0.10043,0.836916,14.3139,0.114525,0,0,0,0.422863,0.0370005,0.560293,1.53993,67.5418,13.484,5.00902,0.199640006,1.23417,6A,Unit 6
PAT1D_2mm_1388,291.1,5153.66,22587.6,1.33,0.0779833,0.0580341,0.250272,0.119695,0.640189,12.9706,0.0979325,0,0,0.105187,0.525934,0.083424,0.681901,1.91694,68.5528,13.3877,5.12056,0.195291005,1.2204,6A,Unit 6
PAT1D_2mm_1389,291.3,5155.76,23025.5,1.23,0.0583142,0.0512458,0.282735,0.0848206,0.765153,14.598,0.0618484,0.077752253,0,0.0706839,0.66973,0,0.473582,1.68051,67.3281,13.2285,5.08963,0.196477783,1.24136,6A,Unit 6
PAT1D_2mm_1390,291.5,5157.86,23451.9,1.23,0.103885,0.0868543,0.354229,0.114103,0.848107,15.6423,0.0323575,0,0,0.0391696,0.413835,0.064715,0.435975,1.62639,65.9514,13.7622,4.79223,0.208671177,1.25449,6A,Unit 6
PAT1D_2mm_1391,291.7,5159.96,22710.9,1.36,0.0938618,0.0850069,0.389615,0.116884,0.793398,15.6891,0.0832359,0,0,0.079694,0.48879,0.100946,0.463996,1.63284,66.1407,13.0167,5.08122,0.196802956,1.26331,6A,Unit 6
PAT1D_2mm_1392,291.9,5162.06,22765.2,1.48,0.115367,0.070995,0.303504,0.117142,0.692201,13.7056,0.0461467,0,0,0.104718,0.500515,0,0.49519,1.75713,67.7062,13.3737,5.06264,0.197525362,1.23335,6A,Unit 6
PAT1D_2mm_1393,292.1,5164.16,23097.5,1.17,0.0727101,0.10822,0.32635,0.165711,0.691591,15.171,0.32635,0,0,0.0659463,0.623954,0.174166,0.620572,1.7721,65.6623,13.4987,4.86434,0.205577874,1.26325,6A,Unit 6
PAT1D_2mm_1394,292.3,5166.26,23357.5,1.51,0.0510699,0.110651,0.308122,0.115758,0.874998,17.0693,0.139591,0,0,0.0902235,0.539639,0.199173,0.524318,1.89129,64.0178,13.1692,4.86117,0.205711854,1.29555,6A,Unit 6
PAT1D_2mm_1395,292.5,5168.36,22534,1.18,0.0786641,0.0983302,0.382594,0.112633,0.750885,13.7037,0.116208,0,0.0893911,0,0.597132,0.0876032,0.527407,1.99878,67.4992,12.9563,5.20974,0.191948086,1.24292,6A,Unit 6
PAT1D_2mm_1396,292.7,5170.45,22054.8,1.25,0.0644484,0.0902278,0.25227,0.149152,0.703408,11.6652,0.0773381,0.058924264,0.0607656,0.130738,0.285414,0.149152,0.278049,2.11207,69.5619,13.8472,5.02354,0.199062922,1.19891,6A,Unit 6
PAT1D_2mm_1397,292.9,5172.55,21259.6,1.41,0.0503193,0.0503193,0.24192,0.10838,0.551577,10.0019,0.0619315,0.01935359,0.0445133,0.21676,0.222566,0,0.174182,1.90439,71.4244,14.3623,4.97305,0.201083864,1.16568,6A,Unit 6
PAT1D_2mm_1398,293.1,5174.65,23260.6,1.4,0.0518439,0.0829503,0.252307,0.153804,0.755193,14.105,0.127882,0.020737566,0,0.0553002,0.207376,0.0432033,0.418208,1.85428,67.5371,13.4155,5.03427,0.198638725,1.23529,6A,Unit 6
PAT1D_2mm_1399,293.3,5176.75,23672.7,1.24,0.0388783,0.0912794,0.287361,0.177488,0.863774,15.8759,0.0760662,0.047330077,0,0.305955,0.165655,0.0760662,0.388783,1.73769,66.3787,12.9329,5.13253,0.194835621,1.26085,6A,Unit 6
