Code,depth,mean,kcps,MSE,Si,P,S,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,As,Br,Rb,Sr,Zr,Ba,inc,coh,coh_inc,inc_coh,TSN_ sum,Subunit ,Group
LP3A:200um-237,134.22,22047.5,22095.5,1.502,0.235353,0.0043844,0.00364162,1.45756,1.06583,1.18936,0.161523,1.39826,68.2649,0.127033,0.130684,0.330514,0.027945304,0.0154825,0.728699,0.893431,0.601426,0.116766,16.6401,4.5078,0.270899,3.6933,4.73201,1B,Unit 1
LP3A:200um-247,134.42,22064.3,21456.8,1.491,0.255146,0.00523269,0.00454184,1.45535,1.15355,1.3275,0.163017,1.25124,67.0445,0.144084,0.124284,0.331714,0.007010763,0.0269051,0.733359,1.04922,0.664096,0.128855,17.0944,4.81948,0.281885,3.54891,4.56559,1B,Unit 1
LP3A:200um-257,134.62,22081.2,21380.7,1.504,0.250578,0.00344554,0.00448801,1.41824,1.15887,1.37682,0.15766,1.26404,66.7944,0.148652,0.118298,0.33358,0.046780764,0.0138785,0.728004,1.10582,0.692222,0.140712,17.2677,4.86349,0.281704,3.55253,4.51978,1B,Unit 1
LP3A:200um-267,134.82,22098,21274.1,1.522,0.264468,0.00590169,0.00992229,1.38117,1.1529,1.33033,0.160005,1.21258,67.0731,0.158236,0.109784,0.321347,0.020002639,0.0200575,0.749254,1.17246,0.682893,0.109419,17.0958,4.84063,0.283322,3.53127,4.56639,1B,Unit 1
LP3A:200um-277,135.02,22114.8,20723.2,1.529,0.288537,0.00811905,0.00596604,1.4605,1.24798,1.44809,0.151625,1.2793,66.2888,0.139943,0.0942303,0.29971,0.018291896,0.0252612,0.706186,1.16607,0.674009,0.110046,17.4779,4.92543,0.28183,3.54982,4.46444,1B,Unit 1
LP3A:200um-287,135.22,22131.6,20895.7,1.465,0.267517,0.00739143,0.00504166,1.39061,1.1727,1.3313,0.154936,1.2965,66.3116,0.13854,0.120662,0.315859,0.022902536,0.0299375,0.72835,1.15942,0.688904,0.104236,17.56,4.91248,0.279721,3.5762,4.45243,1B,Unit 1
LP3A:200um-297,135.42,22148.5,20484.3,1.506,0.245433,0.00452634,0.00591131,1.34896,1.12966,1.28863,0.158182,1.29806,66.2446,0.158182,0.11123,0.296672,0.073167753,0.0231746,0.71971,1.12347,0.713302,0.101683,17.806,4.9747,0.279449,3.57958,4.39141,1B,Unit 1
LP3A:200um-307,135.62,22165.3,19988.4,1.469,0.241106,0.00109092,0.00959833,1.33451,1.1113,1.28717,0.150115,1.26359,65.3144,0.170422,0.103915,0.316154,0.098758497,0.0116971,0.737163,1.22243,0.731083,0.123024,18.3407,5.17911,0.282671,3.54036,4.25851,1B,Unit 1
LP3A:200um-317,135.82,22182.1,20028.6,1.464,0.261945,0.0110306,0.0122021,1.15763,1.18299,1.30512,0.157995,1.18456,64.5101,0.153281,0.11404,0.282059,0.027028846,0.020088,0.709333,1.24315,0.750059,0.09303,19.0487,5.32514,0.279789,3.57614,4.10812,1B,Unit 1
LP3A:200um-327,136.02,22198.9,21071.9,1.44,0.257966,0.00347244,0.00727771,1.33124,1.13316,1.31462,0.141272,1.28968,65.8051,0.150171,0.120612,0.365862,0.021178138,0.00569683,0.71505,1.05228,0.714827,0.0943662,18.2184,5.04839,0.277124,3.60926,4.29848,1B,Unit 1
LP3A:200um-337,136.22,22215.7,20283,1.481,0.23006,0.0018809,0.0114485,1.32028,1.07958,1.23145,0.15044,1.32006,65.7288,0.144268,0.0921162,0.355188,0.019347678,0.0111897,0.739072,1.05447,0.713647,0.0956908,18.446,5.04042,0.273264,3.66331,4.25913,1B,Unit 1
LP3A:200um-347,136.42,22232.6,19841.6,1.436,0.207706,0.00356422,0.0114622,1.2706,1.04459,1.20229,0.151719,1.3388,65.6209,0.158522,0.0924373,0.331866,0.039998062,0.0288376,0.718369,1.04818,0.706906,0.0838424,18.6692,5.13599,0.275106,3.63594,4.20122,1B,Unit 1
LP3A:200um-357,136.62,22249.4,19929.4,1.419,0.227028,0.0129295,0.0122407,1.32451,1.04591,1.19049,0.150766,1.28034,65.6237,0.136233,0.0953303,0.274061,0.026431405,0.028481,0.744076,1.0176,0.717598,0.0904925,18.7426,5.03831,0.268818,3.72195,4.20605,1B,Unit 1
LP3A:200um-367,136.82,22266.2,19993.9,1.426,0.261524,0.0089497,0.0106561,1.44687,1.10254,1.25449,0.158722,1.17887,65.9187,0.14927,0.108288,0.344221,0.030815458,0.0219147,0.792676,1.05967,0.695853,0.107525,18.0786,5.09199,0.28168,3.55187,4.31659,1B,Unit 1
LP3A:200um-377,137.02,22283,20616.4,1.484,0.244334,0.00600072,0.00421268,1.49246,1.02522,1.21624,0.155208,1.20156,68.2629,0.13863,0.116885,0.348198,0.017442396,0.0187999,0.753298,0.896661,0.623362,0.0994909,16.6305,4.65453,0.279881,3.57519,4.70029,1B,Unit 1
LP3A:200um-387,137.22,22299.8,19798.6,1.542,0.255388,0.00580914,0.00911749,1.54185,1.10428,1.37044,0.144024,1.09778,66.6409,0.151197,0.133556,0.343791,0.031122334,0.00601917,0.742245,1.06931,0.743879,0.0943124,17.2553,5.05151,0.292775,3.4189,4.48589,1B,Unit 1
LP3A:200um-397,137.42,22316.7,20548.8,1.455,0.222397,0.0067875,0.00349059,1.56652,0.988813,1.1808,0.158384,1.0243,68.2303,0.139222,0.0903581,0.328129,0.060777692,0.0298837,0.811604,0.790214,0.680965,0.0970549,16.9338,4.71316,0.278365,3.59519,4.62132,1B,Unit 1
LP3A:200um-407,137.62,22333.5,19652,1.445,0.216576,0.00586792,0.00722608,1.3745,1.03182,1.19788,0.138161,1.24963,67.3903,0.142313,0.130755,0.34754,0.037426368,0.0386051,0.695542,0.961755,0.701259,0.100625,17.2721,4.83727,0.279925,3.57495,4.52791,1B,Unit 1
LP3A:200um-417,137.82,22350.3,19159.3,1.42,0.254613,0.00520541,0.00606543,1.39277,1.13031,1.31906,0.156778,1.28083,65.5597,0.149135,0.123251,0.351757,0.05484168,0.0197176,0.735633,1.10565,0.718743,0.096113,18.1525,5.15601,0.284043,3.52217,4.29303,1B,Unit 1
LP3A:200um-427,138.02,22367.1,19301,1.482,0.242081,0.0109176,0.0028273,1.4366,1.09848,1.27056,0.150539,1.31757,66.2762,0.135365,0.114059,0.349609,0.031085044,0.0165529,0.713842,1.03687,0.685219,0.115427,17.7192,5.02247,0.283448,3.52865,4.39793,1B,Unit 1
LP3A:200um-437,138.22,22384,18843.2,1.45,0.253889,0.00530143,0.0092419,1.38904,1.11891,1.30518,0.136496,1.35572,65.8403,0.124252,0.0692604,0.326927,0.027460825,0.025998,0.729779,1.12338,0.790305,0.0974467,17.8999,5.05296,0.282468,3.54481,4.3589,1B,Unit 1
LP3A:200um-447,138.42,22400.8,19911.4,1.466,0.27027,0.0092071,0.00481331,1.41966,1.15259,1.35046,0.146085,1.4249,66.9009,0.140531,0.136206,0.34366,0.035176915,0.0199552,0.693674,1.13585,0.707602,0.101223,16.9934,4.89618,0.288146,3.47202,4.56881,1B,Unit 1
LP3A:200um-457,138.62,22417.6,19240.6,1.529,0.287846,0.00517043,0.00493062,1.37038,1.23422,1.41406,0.136711,1.64517,65.5176,0.144721,0.124294,0.332927,0.020436053,0,0.722725,1.25973,0.777285,0.1147,17.5419,5.1882,0.295739,3.38284,4.40134,1B,Unit 1
LP3A:200um-467,138.82,22434.4,19423.1,1.433,0.28266,0.00728747,0.00433938,1.36557,1.28961,1.42155,0.159989,1.54474,65.0856,0.131021,0.140486,0.358082,0.083196005,0.00425258,0.710597,1.33747,0.750587,0.100849,17.8735,5.23433,0.292993,3.41514,4.33022,1B,Unit 1
LP3A:200um-477,139.02,22451.3,19318,1.448,0.308925,0.00726038,0.0100906,1.2851,1.27089,1.50671,0.169674,2.18483,64.399,0.138235,0.121922,0.337048,0.060242689,0.0246503,0.699062,1.3452,0.724281,0.111359,17.8143,5.2274,0.29361,3.41,4.34095,1B,Unit 1
LP3A:200um-487,139.22,22468.1,19191.4,1.454,0.327665,0.00639612,0.00285713,1.3587,1.28366,1.52927,0.142865,1.94672,65.191,0.130858,0.100104,0.2922,0.032895605,0.00757336,0.684373,1.39982,0.797547,0.10505,17.3267,5.1604,0.297864,3.35871,4.44894,1B,Unit 1
LP3A:200um-497,139.42,22484.9,19932.5,1.474,0.272046,0.00447013,0.00798334,1.33315,1.19576,1.3793,0.152641,1.28222,65.6461,0.139664,0.148317,0.329863,0.034897698,0.0175052,0.735993,1.27113,0.719474,0.103175,17.8466,5.12048,0.286971,3.4865,4.36024,1B,Unit 1
LP3A:200um-507,139.62,22501.7,20364.3,1.427,0.235089,0.00835976,0.00769251,1.42208,1.08072,1.22025,0.14996,1.30461,66.6176,0.119806,0.124485,0.345295,0.026371001,0.0161774,0.812857,1.03941,0.670142,0.112984,17.5505,4.93835,0.281344,3.55691,4.45426,1B,Unit 1
LP3A:200um-517,139.82,22518.5,20247,1.455,0.282071,0.0106138,0.00870757,1.48562,1.07948,1.32165,0.151031,1.36768,67.4554,0.125598,0.101896,0.313379,0.033656479,0.011897,0.695576,1.03876,0.665961,0.0994615,16.9266,4.78239,0.282547,3.54054,4.60686,1B,Unit 1
LP3A:200um-527,140.02,22535.4,20077.1,1.412,0.270512,0.00186079,0.0020592,1.55352,1.13073,1.31779,0.162421,1.25682,66.2731,0.140216,0.107339,0.33219,0.034066136,0.0215726,0.734594,1.04255,0.711982,0.106819,17.6106,4.88831,0.277669,3.60452,4.44531,1B,Unit 1
LP3A:200um-537,140.22,22552.2,19933.4,1.435,0.25042,0.00610434,0.00313323,1.5578,1.16124,1.24225,0.151679,1.22854,66.9197,0.144113,0.107663,0.321815,0.029017739,0.011973,0.794163,0.991929,0.671296,0.0924023,17.3591,4.8853,0.281571,3.55548,4.49611,1B,Unit 1
LP3A:200um-547,140.42,22569,19968.7,1.473,0.256906,0.00792029,0.00334272,1.42358,1.15782,1.35267,0.144314,1.27099,66.8704,0.159399,0.111843,0.34163,0.006860667,0.0354926,0.722584,1.11454,0.648032,0.104352,17.1291,4.92838,0.287677,3.47775,4.5391,1B,Unit 1
LP3A:200um-557,140.62,22585.8,20098.7,1.514,0.273969,0.00531549,0.00401606,1.46314,1.18879,1.37848,0.13868,1.30468,66.4023,0.14283,0.109005,0.349257,0.010902129,0.031731,0.765812,1.14231,0.68768,0.0905516,17.445,5.01064,0.287219,3.48372,4.4543,1B,Unit 1
LP3A:200um-567,140.82,22602.7,19912.6,1.466,0.277987,0.00758989,0.00542117,1.46228,1.17855,1.38193,0.160478,1.32669,66.7174,0.150435,0.106242,0.345329,0.029524754,0.0125559,0.711615,1.1679,0.685201,0.11038,17.0509,4.87009,0.285653,3.50384,4.56238,1B,Unit 1
LP3A:200um-577,141.02,22619.4,19201.5,1.461,0.32412,0.0091603,0.00760722,1.39728,1.32097,1.56069,0.168831,1.25076,65.5331,0.127553,0.115918,0.34198,0.042567703,0.00354553,0.700387,1.43025,0.755473,0.0987515,17.3835,5.14779,0.296178,3.3779,4.44068,1B,Unit 1
LP3A:200um-587,141.22,22635.7,18823.7,1.453,0.338219,0.00760467,0.004053,1.32194,1.38562,1.65206,0.167981,1.24066,64.7196,0.157011,0.0979721,0.343215,0.026056198,0.0255754,0.717429,1.56144,0.803781,0.0982177,17.6821,5.40378,0.305563,3.27373,4.33361,1B,Unit 1
LP3A:200um-597,141.42,22652,18885.1,1.467,0.331484,0.0104398,0.00166468,1.30061,1.39682,1.63,0.166647,1.28832,64.4852,0.15566,0.134349,0.336257,0.036218513,0.0247505,0.657112,1.5024,0.76775,0.100084,17.985,5.40394,0.300501,3.33082,4.27585,1B,Unit 1
LP3A:200um-607,141.62,22668.3,19347.6,1.487,0.316027,0.0117309,0.0068337,1.29888,1.3513,1.5664,0.15177,1.24484,65.7607,0.157333,0.0900473,0.305561,0.003375752,0.00888865,0.705835,1.40471,0.815316,0.106948,17.3461,5.16887,0.298077,3.356,4.4446,1B,Unit 1
LP3A:200um-617,141.82,22684.6,19370.5,1.471,0.354631,0.00995696,0.0073352,1.44648,1.4182,1.58695,0.168684,1.30863,65.7685,0.12209,0.118427,0.359609,0.01258449,0.0187627,0.764026,1.42821,0.764486,0.108373,16.9415,5.13712,0.303269,3.29957,4.53018,1B,Unit 1
LP3A:200um-627,142.02,22700.9,18920.3,1.455,0.375485,0.00941864,0.00857573,1.35964,1.45576,1.7543,0.162378,1.23437,64.5153,0.153537,0.0828942,0.300212,0.021004233,0.0104728,0.692245,1.60941,0.813105,0.109361,17.6743,5.38921,0.304945,3.27997,4.33724,1B,Unit 1
LP3A:200um-637,142.22,22717.2,19183.3,1.469,0.319307,0.00609538,0.0022914,1.34896,1.31963,1.57594,0.154745,1.27827,65.2934,0.146042,0.116733,0.300134,0.016149926,0.00915515,0.70925,1.39736,0.802241,0.0891614,17.5364,5.29466,0.301893,3.31507,4.38148,1B,Unit 1
LP3A:200um-647,142.42,22733.4,19430.2,1.469,0.319698,0.00548683,0.00546234,1.38855,1.26577,1.51984,0.140604,1.27918,65.7323,0.156361,0.11527,0.384815,0.023657031,0.0258129,0.72602,1.30046,0.758404,0.115153,17.2685,5.17565,0.299698,3.33709,4.45895,1B,Unit 1
LP3A:200um-657,142.62,22749.7,19081.8,1.45,0.348585,0.00647644,0.0048515,1.37312,1.40314,1.66062,0.139644,1.23546,64.9338,0.1397,0.126407,0.332626,0.006746638,0.00817534,0.689427,1.41982,0.793004,0.110255,17.5505,5.36695,0.305917,3.27203,4.36978,1B,Unit 1
LP3A:200um-667,142.82,22766,19873.2,1.465,0.312621,0.0114568,0.00731658,1.421,1.25993,1.53917,0.140058,1.30889,65.7858,0.152326,0.112726,0.328678,0.028364495,0.0139346,0.750715,1.29329,0.713507,0.101159,17.4344,5.15055,0.295382,3.39014,4.43063,1B,Unit 1
LP3A:200um-677,143.02,22782.3,20085,1.489,0.3163,0.00921815,0.00611686,1.4227,1.21651,1.44188,0.151343,1.26574,66.309,0.156687,0.138556,0.338837,0.026697923,0.0193493,0.744918,1.18507,0.728517,0.118905,17.3217,4.92806,0.284445,3.5174,4.49651,1B,Unit 1
LP3A:200um-687,143.22,22798.6,19901.6,1.479,0.296739,0.00563116,0.0083872,1.38457,1.16876,1.42744,0.160226,1.22974,66.7423,0.133666,0.116393,0.342156,0.016370416,0.0182116,0.690617,1.21155,0.721154,0.101337,17.1018,4.95107,0.289501,3.45693,4.54106,1B,Unit 1
LP3A:200um-697,143.42,22814.9,19413.9,1.462,0.308595,0.00862791,0.00324582,1.40319,1.28427,1.52877,0.159427,1.25645,65.2898,0.147571,0.123125,0.336265,0.070988688,0.0292756,0.725833,1.3878,0.777673,0.1027,17.6456,5.22667,0.29629,3.37844,4.37335,1B,Unit 1
LP3A:200um-707,143.62,22831.2,20509.4,1.487,0.274767,0.00733503,0.0096631,1.39339,1.17591,1.36109,0.153485,1.26789,66.6043,0.150665,0.128686,0.361486,0.027818353,0.0114282,0.698425,1.20584,0.68581,0.112999,17.3157,4.94701,0.285817,3.50145,4.49507,1B,Unit 1
LP3A:200um-717,143.82,22847.5,20691.2,1.492,0.255615,0.00238077,0.00375328,1.47519,1.10671,1.32042,0.152214,1.27776,66.8983,0.159482,0.0870387,0.341143,0.020688531,0.0148542,0.737095,1.02516,0.688614,0.101468,17.2701,4.93391,0.285697,3.50331,4.50468,1B,Unit 1
LP3A:200um-727,144.02,22863.7,20538.6,1.467,0.267643,0.00206988,0.00768794,1.50175,1.09293,1.31694,0.165003,1.32786,67.5611,0.143746,0.110517,0.328565,0.014811878,0.0323642,0.719394,1.00233,0.645988,0.118474,16.8168,4.71659,0.280495,3.56668,4.64679,1B,Unit 1
LP3A:200um-737,144.22,22880,20191.3,1.479,0.31212,0.00732935,0.00933831,1.4881,1.23353,1.51059,0.158668,1.28134,66.9156,0.149081,0.117335,0.33453,0.058707127,0.0303661,0.689261,1.21484,0.763292,0.119936,16.6639,4.84944,0.290959,3.44034,4.65093,1B,Unit 1
LP3A:200um-747,144.42,22896.3,20957.3,1.505,0.285236,0.00461156,0.0283332,1.35108,1.16968,1.34801,0.1391,1.15871,68.2952,0.13226,0.0999999,0.286799,0.027651623,0.0307701,0.664245,1.12047,0.684659,0.106613,16.2602,4.74261,0.291808,3.42912,4.77805,1B,Unit 1
LP3A:200um-757,144.62,22912.6,20559.5,1.496,0.289126,0.00604832,0.0113402,1.48608,1.12427,1.34683,0.146365,1.30645,67.5874,0.146983,0.097906,0.335149,0.04531612,0.0255935,0.720644,1.10076,0.640108,0.101186,16.6638,4.74072,0.284522,3.51651,4.67301,1B,Unit 1
LP3A:200um-767,144.82,22928.9,20429.1,1.474,0.272941,0.00700373,0.00951005,1.51443,1.15162,1.37549,0.158109,1.18429,67.1394,0.140211,0.1164,0.322985,0.017432039,0.00577049,0.768827,1.01779,0.654028,0.099322,17.0943,4.83441,0.282802,3.53873,4.56284,1B,Unit 1
LP3A:200um-777,145.02,22945.2,20595.4,1.491,0.279161,0.00744205,0.00220651,1.49423,1.20824,1.46011,0.149916,1.24459,66.7281,0.151231,0.126334,0.355567,0.021686217,0.0234611,0.734826,1.1507,0.69726,0.0983406,17.0049,4.92191,0.289432,3.45906,4.5637,1B,Unit 1
LP3A:200um-787,145.22,22961.5,20572.9,1.494,0.280391,0.00669589,0.00476372,1.42508,1.1504,1.36731,0.1597,1.34122,67.4724,0.156953,0.11748,0.346614,0.02567788,0,0.699347,1.16898,0.704,0.110459,16.4662,4.83553,0.293531,3.40956,4.7037,1B,Unit 1
LP3A:200um-797,145.42,22977.8,20519.5,1.5,0.303791,0.00723123,0.00740317,1.44957,1.25,1.42592,0.163471,1.27842,66.4181,0.139626,0.108188,0.345938,0.048261737,0.0123766,0.728185,1.17327,0.711898,0.111441,17.1427,4.94598,0.288462,3.46887,4.5297,1B,Unit 1
LP3A:200um-807,145.62,22994,21511.9,1.541,0.270949,0.00889023,0.00373973,1.49678,1.10406,1.29921,0.155236,1.38392,68.1719,0.151001,0.110659,0.327368,0.026077359,0.0207505,0.702016,1.00064,0.664511,0.103333,16.3532,4.60721,0.281748,3.55085,4.77208,1B,Unit 1
LP3A:200um-817,145.82,23010.3,21004.7,1.557,0.260195,0.00582237,0.00846248,1.4619,1.09336,1.30582,0.156602,1.29765,68.1237,0.138968,0.133616,0.361429,0.027111964,0.0018215,0.670398,1.04676,0.645543,0.135138,16.2504,4.63277,0.285125,3.50862,4.78926,1B,Unit 1
LP3A:200um-827,146.02,23026.6,20497.1,1.533,0.341651,0.00536778,0.00866924,1.4584,1.31882,1.6049,0.167382,1.22231,66.581,0.148117,0.112273,0.335665,0.034873811,0.00646498,0.684091,1.30337,0.770746,0.104142,16.6922,4.93935,0.295877,3.38152,4.62443,1B,Unit 1
LP3A:200um-837,146.22,23042.9,21356.3,1.521,0.273596,0.00553104,0.00523335,1.44805,1.18305,1.36915,0.163442,1.30449,67.3464,0.156948,0.0921534,0.339178,0.026536913,0.0108972,0.716961,1.07317,0.670364,0.116216,16.8567,4.80015,0.284799,3.51243,4.61844,1B,Unit 1
LP3A:200um-847,146.42,23059.2,21667.3,1.516,0.27606,0.00864319,0.00426651,1.50952,1.15729,1.34383,0.161253,1.37298,68.2889,0.139704,0.115125,0.319673,0.021668719,0.0252653,0.69485,1.02594,0.619678,0.0971834,16.3158,4.62027,0.283285,3.53202,4.77901,1B,Unit 1
LP3A:200um-857,146.62,23075.5,22142.3,1.572,0.276993,0.00605068,0.00349861,1.49165,1.21395,1.40341,0.146127,1.38084,68.4202,0.126182,0.125124,0.32325,0.059815926,0.00267712,0.695406,1.02408,0.623392,0.100523,15.9953,4.58726,0.286826,3.48895,4.85966,1B,Unit 1
LP3A:200um-867,146.82,23091.8,21422.7,1.507,0.269241,0.0069324,0.00991595,1.38305,1.73945,1.30798,0.16273,1.32722,66.0632,0.149582,0.0973863,0.356538,0.074373879,0.0399395,0.676234,1.09595,0.659667,0.105798,17.4416,4.90527,0.281402,3.55467,4.4869,1B,Unit 1
LP3A:200um-877,147.02,23108,21827,1.517,0.238043,0.0107671,0.00350569,1.46738,1.26695,1.29149,0.168522,1.27303,67.4727,0.125798,0.108995,0.309422,0.02287056,0.0396968,0.734504,1.03813,0.650967,0.0922213,17.0203,4.68081,0.275028,3.63658,4.60965,1B,Unit 1
LP3A:200um-887,147.22,23124.3,22032.8,1.533,0.284636,0.00548352,0.00929233,1.44111,1.31753,1.36794,0.149269,1.2307,67.1009,0.154517,0.143098,0.309237,0.024739722,0.0201838,0.697231,1.1403,0.712498,0.104022,16.8575,4.73174,0.280833,3.5622,4.63896,1B,Unit 1
LP3A:200um-897,147.42,23140.6,21828.4,1.553,0.282822,0.00794461,0.00343758,1.52294,1.22004,1.3512,0.175503,1.33997,67.7434,0.138808,0.0942001,0.336328,0.041194062,0.0417705,0.692558,1.09767,0.638765,0.109433,16.4129,4.63796,0.282485,3.54383,4.75368,1B,Unit 1
LP3A:200um-907,147.62,23156.9,21152.7,1.522,0.316161,0.00931831,0.0040963,1.44264,1.38876,1.5284,0.15293,1.26297,67.0423,0.154264,0.113413,0.341165,0.004852085,0.0157634,0.70095,1.25437,0.69304,0.0906848,16.4514,4.81817,0.292929,3.41728,4.70433,1B,Unit 1
LP3A:200um-917,147.82,23173.2,20882.3,1.561,0.330124,0.00330103,0.000855542,1.43805,3.5134,1.50955,0.145872,1.21602,63.5763,0.148784,0.119052,0.327724,0.04061246,0.0261505,0.689579,1.51385,0.688405,0.0987297,17.3202,5.09422,0.294247,3.40124,4.46312,1B,Unit 1
LP3A:200um-927,148.02,23189.5,21570.4,1.545,0.296911,0.0101636,0.0041108,1.48226,1.69851,1.38815,0.155897,1.29271,66.3537,0.147387,0.109583,0.310368,0.027660116,0.00747775,0.692824,1.2241,0.652164,0.106041,17.0407,4.84388,0.284253,3.51997,4.57128,1B,Unit 1
LP3A:200um-937,148.22,23205.8,21367,1.539,0.303738,0.00394693,0.00315129,1.54016,1.27191,1.41997,0.157042,1.26065,67.0263,0.140881,0.103561,0.335672,0.041395654,0.023384,0.662234,1.1395,0.681654,0.110437,16.9337,4.7619,0.281171,3.5579,4.61074,1B,Unit 1
LP3A:200um-947,148.42,23222.1,21138.9,1.479,0.309515,0.00445674,0.00815858,1.45039,1.34196,1.5168,0.161154,1.26898,66.0208,0.13476,0.108503,0.304769,0.036951616,0.00450833,0.731098,1.27395,0.705786,0.162177,17.3789,4.8939,0.281649,3.55328,4.49284,1B,Unit 1
LP3A:200um-957,148.62,23238.3,20935.4,1.515,0.337811,0.00681567,0.00389844,1.454,1.39426,1.58112,0.164567,1.26944,66.3085,0.160621,0.126643,0.311146,0.016857401,0.0148781,0.677219,1.33719,0.758767,0.113345,16.8458,4.95132,0.2939,3.40521,4.58863,1B,Unit 1
LP3A:200um-967,148.82,23254.6,21393.2,1.542,0.30233,0.00486677,0.00701228,1.41452,1.21912,1.36227,0.168316,1.31614,67.4902,0.15154,0.0974924,0.318573,0.013375296,0.00570564,0.708077,1.17387,0.692326,0.114272,16.3734,4.8424,0.295766,3.38153,4.71422,1B,Unit 1
LP3A:200um-977,149.02,23270.9,21238,1.539,0.338495,0.0095429,0.00500938,1.51593,1.25588,1.55832,0.155652,1.36744,67.5439,0.153352,0.103524,0.366508,0.026175815,0,0.744114,1.20775,0.677345,0.11782,15.9638,4.78907,0.29998,3.33578,4.82016,1B,Unit 1
LP3A:200um-987,149.22,23287.2,21061.7,1.586,0.292251,0.00591997,0.00224215,1.46495,1.20133,1.45259,0.161947,1.33473,67.6984,0.140495,0.104679,0.321907,0.04542561,0.0073018,0.698024,1.12889,0.662535,0.112877,16.2867,4.7972,0.29458,3.39625,4.74823,1B,Unit 1
LP3A:200um-997,149.42,23303.5,21045.7,1.517,0.35212,0.00103541,0.00296721,1.5114,2.26381,1.55294,0.145911,1.29382,66.0862,0.138465,0.099745,0.358275,0.014009936,0.000806866,0.67188,1.33824,0.727717,0.107472,16.2332,4.91069,0.302502,3.30754,4.72987,1B,Unit 1
LP3A:200um-1007,149.62,23319.8,21294.9,1.553,0.352302,0.0102361,0.00474043,1.50639,1.74984,1.57564,0.151888,1.30764,66.3841,0.161726,0.0953252,0.343142,0.048736686,0.0318514,0.731558,1.34371,0.718284,0.124474,16.4391,4.79849,0.291914,3.42869,4.71102,1B,Unit 1
LP3A:200um-1017,149.82,23336.1,21516.9,1.522,0.352543,0.0108655,0.0106806,1.50007,1.38885,1.54334,0.154611,1.28608,67.599,0.146668,0.107787,0.293267,0.028424976,0.045984,0.711141,1.27362,0.629565,0.117931,15.926,4.70987,0.295673,3.38421,4.84838,1B,Unit 1
LP3A:200um-1027,150.02,23352.4,20831.9,1.521,0.370067,0.00934784,0.00381297,1.49104,1.48155,1.64876,0.164562,1.27053,66.4424,0.148394,0.081641,0.320904,0.034874757,0.00640813,0.700944,1.37182,0.741251,0.104115,16.4725,4.84895,0.294373,3.39809,4.69129,1B,Unit 1
LP3A:200um-1037,150.22,23368.7,21246.1,1.54,0.332685,0.00173111,0.00428835,1.45133,1.38132,1.56893,0.165713,1.2704,67.167,0.141318,0.0707146,0.342811,0.037094675,0.00384315,0.687599,1.30577,0.740175,0.107574,16.3167,4.85465,0.297504,3.36236,4.72626,1B,Unit 1
LP3A:200um-1047,150.42,23384.9,21659.5,1.57,0.320932,0.00607247,0.00466978,1.48579,1.32439,1.55025,0.160337,1.30743,67.8397,0.139062,0.0837184,0.331657,0.030878112,0.00730111,0.735059,1.24207,0.686169,0.10019,15.8116,4.71174,0.298064,3.35699,4.87427,1B,Unit 1
LP3A:200um-1057,150.62,23401.2,21687,1.551,0.324989,0.00875302,0.0047808,1.47319,1.36719,1.54023,0.161818,1.27921,67.8688,0.125632,0.127483,0.342237,0.007469669,0.0113435,0.6488,1.25638,0.718804,0.11147,15.8145,4.73317,0.299237,3.34379,4.87064,1B,Unit 1
LP3A:200um-1067,150.82,23417.5,21480.4,1.537,0.32812,0.00407149,0.00806739,1.49085,1.59023,1.57605,0.152579,1.33163,67.5229,0.147772,0.11137,0.33544,0.013783186,0.00827855,0.695113,1.26754,0.685786,0.108356,15.7639,4.72175,0.299614,3.33928,4.88312,1B,Unit 1
LP3A:200um-1077,151.02,23433.8,20929.2,1.546,0.374229,0.00426981,0.00263595,1.44965,1.48702,1.74612,0.15568,1.31237,66.3781,0.151682,0.119858,0.381615,0.034014519,0.0155189,0.645833,1.43436,0.749444,0.110929,16.3191,4.96463,0.304428,3.28991,4.70196,1B,Unit 1
LP3A:200um-1087,151.22,23450.5,21466.1,1.509,0.354754,0.00579469,0.00829114,1.50764,1.36543,1.58775,0.168889,1.31585,67.409,0.151502,0.104934,0.313175,0.035803346,0.0324985,0.688687,1.30456,0.685175,0.128018,15.8551,4.74813,0.299491,3.34291,4.8549,1B,Unit 1
LP3A:200um-1097,151.42,23467.2,21864.9,1.559,0.332173,0.00873401,0.00200461,1.4897,1.32708,1.5553,0.147475,1.34984,68.2151,0.147829,0.0828591,0.33692,0.044440219,0.0042199,0.658912,1.2238,0.647028,0.117892,15.5549,4.61615,0.296624,3.37239,4.97292,1B,Unit 1
LP3A:200um-1107,151.62,23483.9,20778.4,1.519,0.303521,0.00294802,0.00856862,1.44747,1.4615,1.47234,0.152215,1.29688,66.796,0.14976,0.0963675,0.325833,0.036577012,0.0351667,0.697527,1.26941,0.701219,0.100418,16.6085,4.90489,0.295283,3.38742,4.6559,1B,Unit 1
LP3A:200um-1117,151.82,23500.6,21326.1,1.545,0.270341,0.00253311,0.00585467,1.40469,1.66339,1.30494,0.160807,1.32305,66.0888,0.1415,0.121088,0.326352,0.040235336,0.0207386,0.709537,1.1884,0.634072,0.132812,17.3965,4.83309,0.277942,3.60182,4.49969,1B,Unit 1
