SH20M1H_mean_age,LnFe_Mn,SH20M1H_mean_age,LnMn_Ti,SH20M1H_mean_age,LnBr_Ti,SH20M1H_mean_age,LnInc_Coh,SH20M1H_mean_age,LnCa_Ti
4595.1,2.67252734,4595.1,2.086175574,4595.1,0.48342665,4595.1,1.615697163,4595.1,1.201266443
4596.9,2.587331445,4596.9,2.201659174,4596.9,1.733423892,4596.9,1.609728223,4596.9,1.280933845
4598.7,2.687157124,4598.7,1.653889675,4598.7,1.459319496,4598.7,1.619161149,4598.7,0.751987681
4600.4,2.674704668,4600.4,2.090252458,4600.4,1.271225031,4600.4,1.627649148,4600.4,1.301257318
4602.2,2.710906404,4602.2,3.411147713,4602.2,2.980618636,4602.2,1.613159051,4602.2,2.4765384
4604,2.676501843,4604,2.060979479,4604,1.297063227,4604,1.624483692,4604,0.72907919
4605.8,2.691082668,4605.8,1.751568589,4605.8,1.104654603,4605.8,1.592715255,4605.8,0.883015943
4607.6,2.973976283,4607.6,1.972141161,4607.6,0.381934611,4607.6,1.615926264,4607.6,0.443492504
4609.4,2.73415802,4609.4,1.865371287,4609.4,0.932820034,4609.4,1.616938669,4609.4,0.693147181
4611.1,2.651502754,4611.1,2.203739258,4611.1,1.192138347,4611.1,1.625577777,4611.1,1.209837924
4612.9,2.616140986,4612.9,NaN,4612.9,NaN,4612.9,1.629552588,4612.9,NaN
4614.7,2.609850278,4614.7,1.971100398,4614.7,1.930485679,4614.7,1.607204641,4614.7,0.971860583
4616.5,2.576827745,4616.5,1.606206892,4616.5,1.098612289,4616.5,1.605027426,4616.5,0.582395816
4618.3,3.093644739,4618.3,1.965203352,4618.3,1.803059024,4618.3,1.606581992,4618.3,1.199416988
4620.1,2.993296219,4620.1,1.770097972,4620.1,1.526056303,4620.1,1.613856707,4620.1,0.814099791
4621.9,3.054844689,4621.9,1.683193089,4621.9,0.957408979,4621.9,1.595691604,4621.9,0.923670839
4623.6,3.045577151,4623.6,2.199998504,4623.6,1.624326525,4623.6,1.624064651,4623.6,1.266947603
4625.4,2.771714214,4625.4,2.018405651,4625.4,1.774059892,4625.4,1.645195541,4625.4,1.198695747
4627.2,3.121623166,4627.2,1.570598079,4627.2,0.84729786,4627.2,1.600070511,4627.2,-0.336472237
4629,2.816311533,4629,2.297014048,4629,1.863218433,4629,1.630277883,4629,1.420427367
4630.8,2.694117107,4630.8,2.024381764,4630.8,2.181224236,4630.8,1.617293192,4630.8,0.921988753
4632.6,2.933567569,4632.6,2.088546309,4632.6,1.728845644,4632.6,1.647226227,4632.6,1.13061502
4634.3,3.049324835,4634.3,1.683125628,4634.3,1.205442312,4634.3,1.641045611,4634.3,0.927986772
4636.1,3.053351182,4636.1,1.860387976,4636.1,1.300772188,4636.1,1.622993233,4636.1,1.264404544
4637.9,3.286876931,4637.9,1.818286224,4637.9,1.573309188,4637.9,1.636495192,4637.9,1.280037386
4639.7,3.162650265,4639.7,2.096343352,4639.7,1.584896804,4639.7,1.607097069,4639.7,1.311603469
4641.4,3.212138897,4641.4,2.079441542,4641.4,1.654138091,4641.4,1.630475461,4641.4,1.364632864
4643.1,3.224696689,4643.1,1.045968555,4643.1,0.967276287,4643.1,1.579023462,4643.1,0.279960026
4644.7,2.840774817,4644.7,1.22101427,4644.7,1.330054643,4644.7,1.632108161,4644.7,0.075223421
4646.4,2.714610377,4646.4,2.315405781,4646.4,1.893888964,4646.4,1.640399006,4646.4,1.37003384
4648.1,2.699744506,4648.1,2.631640732,4648.1,1.247824687,4648.1,1.642168599,4648.1,1.762602885
4649.8,2.669236423,4649.8,1.879728242,4649.8,1.411827663,4649.8,1.67446146,4649.8,1.092848584
4651.4,2.727284324,4651.4,1.736777335,4651.4,1.166232476,4651.4,1.63109959,4651.4,0.75884244
4653.1,2.606158533,4653.1,1.775868102,4653.1,1.355417123,4653.1,1.63382711,4653.1,0.894431938
4654.8,2.91506437,4654.8,1.386294361,4654.8,1.495148766,4654.8,1.627463338,4654.8,0.751416089
4656.5,2.801615765,4656.5,1.744234327,4656.5,1.379945133,4656.5,1.643705174,4656.5,1.081590601
4658.2,2.78474642,4658.2,1.74719115,4658.2,1.412861389,4658.2,1.600130062,4658.2,1.103727389
4659.8,2.919183455,4659.8,1.564317477,4659.8,1.551933418,4659.8,1.626480385,4659.8,0.784438601
4661.5,2.819545705,4661.5,2.029431121,4661.5,1.543923305,4661.5,1.618109879,4661.5,1.380178134
4663.2,2.763829542,4663.2,2.461917132,4663.2,3.018205129,4663.2,1.616303319,4663.2,1.363304843
4664.9,2.775872797,4664.9,2.251291799,4664.9,2.649209701,4664.9,1.613916939,4664.9,1.049822124
4666.5,2.916114646,4666.5,1.206242953,4666.5,1.246248287,4666.5,1.60041561,4666.5,0.342944751
4668.2,2.786302398,4668.2,1.681758574,4668.2,0.83832919,4668.2,1.625926923,4668.2,0.88238918
4669.9,2.858891231,4669.9,1.876917278,4669.9,1.013619076,4669.9,1.609790058,4669.9,1.255932543
4671.6,2.819596531,4671.6,2.104688324,4671.6,1.436166191,4671.6,1.58834914,4671.6,1.538820345
4673.2,2.918880815,4673.2,1.764730797,4673.2,1.805004696,4673.2,1.594799198,4673.2,1.355835154
4674.9,2.692782729,4674.9,1.747307707,4674.9,1.439216763,4674.9,1.603260036,4674.9,1.061707732
4676.6,2.447857837,4676.6,1.972643211,4676.6,1.154492747,4676.6,1.637627004,4676.6,1.181304005
4678.3,2.55040967,4678.3,3.845408256,4678.3,3.253813876,4678.3,1.637667701,4678.3,3.266607228
4680,2.758248946,4680,1.843255995,4680,1.684590635,4680,1.624295148,4680,1.199082819
4681.6,2.996152353,4681.6,1.734601055,4681.6,2.108769157,4681.6,1.638958328,4681.6,1.349926717
4683.3,NaN,4683.3,NaN,4683.3,NaN,4683.3,1.545044927,4683.3,NaN
4685,NaN,4685,NaN,4685,2.154664963,4685,1.552496536,4685,NaN
4686.7,2.024381764,4686.7,0.15415068,4686.7,2.782951509,4686.7,1.59478508,4686.7,NaN
4688.3,NaN,4688.3,NaN,4688.3,3.126760536,4688.3,1.565031338,4688.3,NaN
4693.4,3.131409799,4693.4,2.367123614,4693.4,3.412247218,4693.4,1.557998956,4693.4,2.100060829
4695,2.842843424,4695,2.669828988,4695,2.302585093,4695,1.64224819,4695,2.117760406
4696.7,3.027546377,4696.7,1.609437912,4696.7,1.403585858,4696.7,1.595241604,4696.7,1.374598321
4698.4,2.944010989,4698.4,1.554087817,4698.4,1.570217199,4698.4,1.538665463,4698.4,0.78495473
4700.1,2.91132399,4700.1,1.134203234,4700.1,0.698567248,4700.1,1.595357295,4700.1,0.49549126
4701.8,3.049436453,4701.8,1.644529232,4701.8,1.714441221,4701.8,1.594477945,4701.8,0.958254931
4703.4,3.017476895,4703.4,1.809151212,4703.4,0.701880861,4703.4,1.587675882,4703.4,1.350576279
4705.1,2.745576728,4705.1,1.791759469,4705.1,1.157452789,4705.1,1.552099644,4705.1,0.944461609
4706.8,2.90009674,4706.8,2.444759582,4706.8,2.194133385,4706.8,1.617223278,4706.8,1.858898772
4708.5,2.96046652,4708.5,2.020733941,4708.5,1.577349598,4708.5,1.586939455,4708.5,1.580966238
4710.1,2.834443205,4710.1,1.892944613,4710.1,1.195604555,4710.1,1.568521001,4710.1,1.303063707
4711.8,2.912002017,4711.8,1.443281292,4711.8,0.888754574,4711.8,1.595888861,4711.8,1.098612289
4713.5,2.710957847,4713.5,1.948211646,4713.5,1.11461263,4713.5,1.624493174,4713.5,1.176170523
4715.2,2.699699422,4715.2,1.986212528,4715.2,1.143064051,4715.2,1.583260414,4715.2,1.419817053
4716.8,2.67052819,4716.8,1.541901705,4716.8,0.987186554,4716.8,1.568249379,4716.8,0.932485418
4718.5,2.719194766,4718.5,1.651248182,4718.5,1.334409526,4718.5,1.601370374,4718.5,0.975195435
4720.2,2.843970368,4720.2,1.895626333,4720.2,0.925206096,4720.2,1.572930496,4720.2,1.344383466
4721.9,2.972472785,4721.9,1.342619298,4721.9,0.536143432,4721.9,1.603035747,4721.9,0.806170569
4723.6,3.053497299,4723.6,1.302524478,4723.6,0.569768159,4723.6,1.567737106,4723.6,0.944461609
4725.7,3.230358206,4725.7,1.337629189,4725.7,0.90825856,4725.7,1.592303992,4725.7,0.797507196
4727.9,3.101397365,4727.9,1.632818361,4727.9,1.035745011,4727.9,1.556360442,4727.9,1.098612289
4730.1,3.140215381,4730.1,1.96191049,4730.1,1.445019647,4730.1,1.580800609,4730.1,1.493266481
4732.3,3.157480229,4732.3,1.54631016,4732.3,1.078809661,4732.3,1.54917765,4732.3,0.973449146
4734.5,3.146958397,4734.5,1.497195057,4734.5,0.609497151,4734.5,1.548234717,4734.5,1.030500863
4736.7,3.053633855,4736.7,1.661884388,4736.7,1.111351314,4736.7,1.53753991,4736.7,1.241713132
4738.9,3.248553019,4738.9,1.21830263,4738.9,0.758007815,4738.9,1.580414987,4738.9,0.762827101
4741.1,3.14045448,4741.1,1.377535181,4741.1,1.030449637,4741.1,1.535081771,4741.1,1.013712845
4743.2,2.904205971,4743.2,1.825146485,4743.2,1.449095262,4743.2,1.532513347,4743.2,1.353350205
4745.4,2.869910686,4745.4,1.278405399,4745.4,0.724469652,4745.4,1.520337403,4745.4,0.905321701
4747.6,2.821777678,4747.6,1.726898835,4747.6,1.049097224,4747.6,1.545171151,4747.6,1.393514609
4749.8,2.731124114,4749.8,1.66956531,4749.8,0.597132527,4749.8,1.582106065,4749.8,1.121815186
4752,2.774895174,4752,1.552005863,4752,0.803148076,4752,1.570737326,4752,1.030449637
4754.2,2.875667817,4754.2,1.762695336,4754.2,1.378451184,4754.2,1.608170574,4754.2,1.178654996
4756.4,3.179287637,4756.4,1.814232325,4756.4,1.932838067,4756.4,1.61223243,4756.4,1.059997453
4758.6,2.981079997,4758.6,1.481604541,4758.6,1.15478256,4758.6,1.597183278,4758.6,1.010388055
4760.7,3.08955325,4760.7,1.435084525,4760.7,0.969831499,4760.7,1.614232316,4760.7,0.816470397
4762.9,3.060410294,4762.9,2.320603598,4762.9,2.230340186,4762.9,1.603814928,4762.9,1.760987811
4765.1,2.856236793,4765.1,2.025107191,4765.1,1.172720261,4765.1,1.607495993,4765.1,1.352061189
4767.3,2.974995326,4767.3,1.645907592,4767.3,0.595691844,4767.3,1.604170122,4767.3,0.960990911
4769.5,2.870937613,4769.5,2.180171789,4769.5,1.622397057,4769.5,1.628809384,4769.5,1.569521305
4771.7,2.982504141,4771.7,NaN,4771.7,NaN,4771.7,1.569775094,4771.7,NaN
4773.9,2.876536951,4773.9,2.453157951,4773.9,2.555287447,4773.9,1.592956686,4773.9,1.609437912
4776.1,3.213061855,4776.1,NaN,4776.1,NaN,4776.1,1.586056889,4776.1,NaN
4778.2,2.755847809,4778.2,2.367123614,4778.2,3.225520368,4778.2,1.619492548,4778.2,1.299282984
4784.8,NaN,4784.8,NaN,4784.8,NaN,4784.8,1.54199324,4784.8,NaN
4787,3.219346302,4787,1.552279499,4787,1.729687041,4787,1.574393297,4787,0.706940503
4789.2,3.207592899,4789.2,1.110882381,4789.2,1.613134774,4789.2,1.557871781,4789.2,0.645744942
4791.4,3.093312602,4791.4,2.207274913,4791.4,1.653889675,4791.4,1.568572088,4791.4,1.581786381
4793.6,3.116642406,4793.6,1.785070481,4793.6,1.499623046,4793.6,1.601886939,4793.6,1.193922468
4795.7,2.998695239,4795.7,1.661199847,4795.7,1.457888014,4795.7,1.626836128,4795.7,1.039613948
4797.9,2.959197949,4797.9,1.437587656,4797.9,0.959551855,4797.9,1.588650798,4797.9,0.719122667
4800.1,3.073351117,4800.1,1.454562332,4800.1,0.983542959,4800.1,1.631271104,4800.1,0.90316144
4802.3,2.935987336,4802.3,1.694065498,4802.3,1.519825754,4802.3,1.595982775,4802.3,0.908468006
4804.5,3.256228736,4804.5,1.598713949,4804.5,0.841567186,4804.5,1.602259565,4804.5,0.858661619
4806.7,3.103352734,4806.7,1.537117251,4806.7,1.420583435,4806.7,1.627412319,4806.7,0.797926132
4808.9,2.955094628,4808.9,1.246147729,4808.9,1.037827398,4808.9,1.607041107,4808.9,0.583504003
4811.1,2.935227837,4811.1,1.886617263,4811.1,1.397426201,4811.1,1.589133172,4811.1,1.037054396
4813.2,2.981633349,4813.2,2.120263536,4813.2,1.621133952,4813.2,1.61231427,4813.2,1.475346139
4815.4,2.959181261,4815.4,1.657609456,4815.4,1.261996644,4815.4,1.64102935,4815.4,0.99852883
4817.6,2.888027091,4817.6,1.534995436,4817.6,1.165186779,4817.6,1.609464318,4817.6,0.844187438
4819.8,2.970537142,4819.8,1.264796808,4819.8,1.067045823,4819.8,1.630987799,4819.8,0.631992757
4822,3.012261576,4822,1.460592285,4822,0.937344141,4822,1.599442945,4822,0.79903947
4824.2,2.95485909,4824.2,2.019829139,4824.2,1.470601468,4824.2,1.59916367,4824.2,1.198401759
4826.4,3.049440297,4826.4,1.941215305,4826.4,1.596236401,4826.4,1.614274518,4826.4,1.217002305
4828.6,2.895065028,4828.6,1.402554882,4828.6,1.104061893,4828.6,1.629781226,4828.6,0.693147181
4830.7,3.019257207,4830.7,1.717993319,4830.7,1.661397651,4830.7,1.631736853,4830.7,1.085189268
4832.9,3.041842369,4832.9,1.471816535,4832.9,1.464765977,4832.9,1.600095125,4832.9,0.85311183
4834.9,3.003813567,4834.9,1.537525331,4834.9,0.924420858,4834.9,1.632814614,4834.9,0.747751315
4836.9,3.022412789,4836.9,1.757391826,4836.9,1.233269174,4836.9,1.615754984,4836.9,1.237198452
4838.9,3.049980967,4838.9,2.032294763,4838.9,1.240152461,4838.9,1.621715969,4838.9,1.308806866
4841,3.021948116,4841,1.897119985,4841,1.060871961,4841,1.621827475,4841,1.291678385
4843,2.907098272,4843,1.655048424,4843,0.884685392,4843,1.641944848,4843,1.041453875
4845,3.061630164,4845,1.58618105,4845,1.333184536,4845,1.627841324,4845,0.959041899
4847,2.986548015,4847,1.699120615,4847,1.364452619,4847,1.594077121,4847,1.090347779
4849,3.145580595,4849,1.525020571,4849,1.409824859,4849,1.627466086,4849,0.99852883
4851,3.060748622,4851,1.77542305,4851,1.32175584,4851,1.646341868,4851,1.228665417
4853,3.014421963,4853,1.293145306,4853,1.011600912,4853,1.612741223,4853,0.520395075
4855,3.039964178,4855,1.480481576,4855,1.192799504,4855,1.601153452,4855,0.787334396
4857,3.091890578,4857,1.609437912,4857,0.580351686,4857,1.619027381,4857,1.024846138
4859,3.172019618,4859,1.299282984,4859,1.013381856,4859,1.612964296,4859,0.741003202
4861,3.288296774,4861,1.429466533,4861,1.021180549,4861,1.647536958,4861,0.927986772
4863,3.062671756,4863,1.344976212,4863,0.712015665,4863,1.609929405,4863,0.730534713
4865,3.067644855,4865,1.656584691,4865,1.649984007,4865,1.596096296,4865,0.842359579
4867,3.114433851,4867,1.869924242,4867,1.380178134,4867,1.619795642,4867,1.217298259
4869,3.174299468,4869,1.358837515,4869,1.050238704,4869,1.565304735,4869,1.014626633
4871,3.090918928,4871,1.764948212,4871,1.358123484,4871,1.583981044,4871,1.451576653
4873.1,3.153321816,4873.1,1.729884066,4873.1,1.223775432,4873.1,1.581992073,4873.1,0.990779584
4875.1,3.201518853,4875.1,1.175843637,4875.1,0.85457062,4875.1,1.600889166,4875.1,0.655968177
4877.1,3.229976771,4877.1,1.390956374,4877.1,1.431964398,4877.1,1.563906082,4877.1,0.760893169
4879.1,3.108733251,4879.1,1.564587346,4879.1,1.050698933,4879.1,1.607171294,4879.1,0.909248449
4881.1,3.062740054,4881.1,1.779180687,4881.1,1.599387577,4881.1,1.565612675,4881.1,1.011600912
4883.1,3.14044256,4883.1,1.726801573,4883.1,1.825765837,4883.1,1.616900736,4883.1,1.104881902
4885.1,3.040587361,4885.1,2.628800829,4885.1,2.63650305,4885.1,1.573877976,4885.1,1.821087084
4887.1,3.039319672,4887.1,2.105417028,4887.1,1.923095471,4887.1,1.588622301,4887.1,1.255266099
4889.1,3.059396811,4889.1,1.389494364,4889.1,0.936595998,4889.1,1.585837841,4889.1,0.143100844
4891.1,3.055679117,4891.1,1.7357652,4891.1,1.234204263,4891.1,1.589601794,4891.1,0.910332422
4893.1,3.093627269,4893.1,1.448699927,4893.1,1.15267951,4893.1,1.561727288,4893.1,0.751987681
4895.1,3.042706731,4895.1,1.504077397,4895.1,1.349926717,4895.1,1.586902617,4895.1,0.887303195
4897.1,2.989285203,4897.1,1.606308019,4897.1,1.300702431,4897.1,1.596732039,4897.1,0.810930216
4899.1,3.203610971,4899.1,1.698385398,4899.1,1.702631689,4899.1,1.565646423,4899.1,1.187559775
4901.1,3.157763036,4901.1,1.836573485,4901.1,1.432103897,4901.1,1.575334687,4901.1,1.284400053
4903.1,3.051057285,4903.1,1.391136986,4903.1,1.003625681,4903.1,1.603323822,4903.1,0.845909935
4905.2,3.231504773,4905.2,1.027614739,4905.2,0.932973232,4905.2,1.555942161,4905.2,0.605285825
4907.2,3.046311027,4907.2,1.99997737,4907.2,1.236762627,4907.2,1.568782768,4907.2,1.225951711
4909.2,3.064276523,4909.2,1.72951716,4909.2,1.701608372,4909.2,1.605317388,4909.2,0.989412997
4911.2,3.097588558,4911.2,1.345320287,4911.2,0.766994431,4911.2,1.577307581,4911.2,0.459916428
4913.2,3.064103483,4913.2,1.657169315,4913.2,1.243193517,4913.2,1.592226246,4913.2,0.875468737
4915.2,2.994610568,4915.2,1.589459446,4915.2,1.182872632,4915.2,1.558454715,4915.2,0.613104473
4917.2,3.031260743,4917.2,1.338465273,4917.2,1.294275462,4917.2,1.624857935,4917.2,0.831474745
4919.2,2.970886275,4919.2,1.482832288,4919.2,1.12965691,4919.2,1.56504138,4919.2,0.586284035
4921.2,3.008394487,4921.2,1.566676053,4921.2,1.121601807,4921.2,1.55314965,4921.2,0.818652262
4923.2,2.944680934,4923.2,1.564486525,4923.2,0.386980293,4923.2,1.597008733,4923.2,0.736164566
4925.2,3.007947861,4925.2,1.929289268,4925.2,1.495493653,4925.2,1.580789965,4925.2,1.586090548
4927.2,3.01658257,4927.2,1.701608372,4927.2,1.605983678,4927.2,1.638577584,4927.2,0.718680483
4929.2,3.127004171,4929.2,1.655627295,4929.2,1.435084525,4929.2,1.620085101,4929.2,1.255357004
4931.2,2.724919962,4931.2,2.156521284,4931.2,1.893266416,4931.2,1.594047157,4931.2,1.299282984
4933.2,2.924476446,4933.2,1.536234508,4933.2,1.434150382,4933.2,1.576597024,4933.2,0.838858992
4935.3,2.72892579,4935.3,1.656418121,4935.3,0.991844313,4935.3,1.559928124,4935.3,0.87757622
4937.4,3.055958976,4937.4,1.084223551,4937.4,0.839101093,4937.4,1.582479235,4937.4,0.336472237
4939.5,2.935762832,4939.5,1.401608596,4939.5,1.250997743,4939.5,1.608419906,4939.5,0.525531771
4941.6,2.900384872,4941.6,1.65513114,4941.6,0.815249877,4941.6,1.578737869,4941.6,1.261996644
4943.7,2.840239369,4943.7,1.414073925,4943.7,1.324568781,4943.7,1.585055367,4943.7,0.612517446
4945.8,2.708204868,4945.8,1.684081455,4945.8,1.056052674,4945.8,1.588270792,4945.8,0.69937773
4947.9,2.768992737,4947.9,1.563225069,4947.9,0.748062938,4947.9,1.610921613,4947.9,0.63503955
4950,2.974365924,4950,1.916922612,4950,1.945910149,4950,1.614876614,4950,1.186317869
4952.1,2.888919133,4952.1,1.982189823,4952.1,1.314835397,4952.1,1.627493055,4952.1,1.115706722
4954.1,3.007259779,4954.1,1.377636298,4954.1,1.234535455,4954.1,1.57584236,4954.1,0.663990596
4956.2,2.980189218,4956.2,1.806797347,4956.2,1.323774004,4956.2,1.580459351,4956.2,0.92833907
4958.3,3.011671406,4958.3,1.744071638,4958.3,1.27766052,4958.3,1.590135803,4958.3,1.174119841
4960.4,3.018621025,4960.4,1.702288066,4960.4,1.14697336,4960.4,1.574804737,4960.4,1.290646286
4962.5,3.656946407,4962.5,NaN,4962.5,NaN,4962.5,1.590493164,4962.5,NaN
4964.6,2.531710716,4964.6,NaN,4964.6,NaN,4964.6,1.56974228,4964.6,NaN
4966.7,3.258096538,4966.7,NaN,4966.7,NaN,4966.7,1.579931555,4966.7,NaN
4968.8,3.64341708,4968.8,NaN,4968.8,NaN,4968.8,1.574392862,4968.8,NaN
4970.9,3.797360097,4970.9,NaN,4970.9,NaN,4970.9,1.569204382,4970.9,NaN
4973,3.340671961,4973,0.965080896,4973,1.252762968,4973,1.575320319,4973,0.559615788
4975.1,3.118473756,4975.1,1.173732919,4975.1,0.794243297,4975.1,1.559086201,4975.1,0.467340512
4977.2,2.927479747,4977.2,1.53686722,4977.2,0.801360765,4977.2,1.572818775,4977.2,0.649344558
4979.2,3.060763575,4979.2,1.428168434,4979.2,0.997142829,4979.2,1.588410617,4979.2,0.878752813
4981.3,2.834294571,4981.3,1.632694775,4981.3,1.306741729,4981.3,1.588268181,4981.3,0.78845736
4983.4,2.965138001,4983.4,1.732420029,4983.4,1.342123143,4983.4,1.62097785,4983.4,0.938269639
4985.5,2.952831595,4985.5,2.085998942,4985.5,1.95712522,4985.5,1.610850831,4985.5,1.399366443
4987.6,2.994386076,4987.6,1.475346139,4987.6,1.143348183,4987.6,1.635100085,4987.6,0.606135804
4989.7,2.856589723,4989.7,2.040354153,4989.7,1.450832882,4989.7,1.614335124,4989.7,1.094157938
4991.8,2.925114706,4991.8,1.563975538,4991.8,0.885519073,4991.8,1.597804238,4991.8,0.732756319
4993.9,2.993464897,4993.9,1.599039205,4993.9,1.12134054,4993.9,1.558667629,4993.9,0.976509592
4996,2.917650068,4996,2.027255789,4996,1.632889573,4996,1.621593202,4996,0.946343077
4998.1,2.91519925,4998.1,1.709283247,4998.1,1.998095902,4998.1,1.592900011,4998.1,0.955511445
5000.2,2.975900555,5000.2,1.799058772,5000.2,1.410718913,5000.2,1.580738685,5000.2,1.134587391
5002.2,3.035630765,5002.2,1.568615918,5002.2,1.335001067,5002.2,1.643418362,5002.2,0.943606543
5004.3,3.087639712,5004.3,1.706529037,5004.3,1.581603113,5004.3,1.582578084,5004.3,1.315198439
5006.4,2.927214213,5006.4,1.61210103,5006.4,0.542324291,5006.4,1.597114878,5006.4,0.90825856
5008.5,2.969258797,5008.5,1.63375522,5008.5,0.961411167,5008.5,1.587963341,5008.5,0.715961858
5010.6,2.97672154,5010.6,2.075121881,5010.6,1.915907899,5010.6,1.569673407,5010.6,1.436725215
5012.7,3.033033627,5012.7,1.641746156,5012.7,1.165945409,5012.7,1.627487893,5012.7,0.785739967
5014.8,3.090940303,5014.8,1.523363304,5014.8,1.242400181,5014.8,1.604211006,5014.8,0.772396552
5016.9,3.028522096,5016.9,1.459625634,5016.9,1.361533811,5016.9,1.572718045,5016.9,0.78647912
5019,3.161083726,5019,1.360976553,5019,1.526056303,5019,1.588366599,5019,0.438254931
5021.1,3.14743097,5021.1,1.435084525,5021.1,1.517322624,5021.1,1.547315529,5021.1,0.875468737
5023.2,3.009125331,5023.2,1.780586169,5023.2,1.496642418,5023.2,1.557664255,5023.2,0.550046337
5025.2,3.068732699,5025.2,1.098612289,5025.2,1.294486812,5025.2,1.574710085,5025.2,0.399599989
5027.3,3.168167155,5027.3,1.185623666,5027.3,1.233090203,5027.3,1.552699287,5027.3,0.646627165
5029.4,2.867006591,5029.4,1.870349744,5029.4,1.266150049,5029.4,1.569227923,5029.4,1.066660689
5031.5,3.013080912,5031.5,1.817077277,5031.5,1.833606579,5031.5,1.59043081,5031.5,1.196250758
5033.6,3.172676361,5033.6,1.907070316,5033.6,3.069602122,5033.6,1.574080836,5033.6,1.16315081
5035.7,3.075080697,5035.7,1.435084525,5035.7,1.136482563,5035.7,1.59928844,5035.7,0.610909082
5037.8,3.028443223,5037.8,1.439004178,5037.8,1.23042399,5037.8,1.568390386,5037.8,0.661730984
5039.9,2.94207276,5039.9,1.67917125,5039.9,0.966843011,5039.9,1.591856528,5039.9,0.82725711
5042,3.111471179,5042,1.250063912,5042,1.804259632,5042,1.598205497,5042,0.484055383
5044.1,3.070258332,5044.1,1.373715579,5044.1,1.426115855,5044.1,1.615099459,5044.1,0.765467842
5046.2,3.052579029,5046.2,1.538310568,5046.2,1.093624747,5046.2,1.568199287,5046.2,0.557481315
5048.3,3.444471812,5048.3,1.437066686,5048.3,2.310883896,5048.3,1.550102781,5048.3,1.178654996
5050.4,3.276845197,5050.4,0.965080896,5050.4,1.650259907,5050.4,1.553109653,5050.4,-0.405465108
5052.5,3.025716963,5052.5,1.729737824,5052.5,1.368088397,5052.5,1.583148845,5052.5,0.922457247
5054.6,2.962921353,5054.6,2.388446384,5054.6,2.208653273,5054.6,1.585521167,5054.6,1.452985736
5056.7,2.991595288,5056.7,1.679086307,5056.7,1.59290861,5056.7,1.619783035,5056.7,0.932551253
5058.8,3.044834645,5058.8,1.545924507,5058.8,0.693147181,5058.8,1.592691769,5058.8,0.849493251
5060.9,3.17175734,5060.9,1.735670003,5060.9,1.128465252,5060.9,1.560820563,5060.9,1.157452789
5063,3.233928627,5063,1.455287233,5063,1.150798042,5063,1.547485671,5063,1.005086231
5065.1,3.234275041,5065.1,1.526056303,5065.1,1.21468446,5065.1,1.58349253,5065.1,0.984668029
5067.2,3.398847204,5067.2,1.577102532,5067.2,1.473305738,5067.2,1.56982397,5067.2,1.199416988
5069.3,3.244235737,5069.3,1.677491376,5069.3,1.153420525,5069.3,1.578192107,5069.3,0.994815495
5071.4,3.090911452,5071.4,1.806273512,5071.4,1.416534246,5071.4,1.59314724,5071.4,0.993901335
5073.5,3.05067441,5073.5,1.532556868,5073.5,1.247032294,5073.5,1.598313676,5073.5,0.854415328
5075.6,3.098309068,5075.6,1.386294361,5075.6,0.486655263,5075.6,1.627363983,5075.6,0.799253687
5077.7,3.049674174,5077.7,1.857356752,5077.7,1.109848362,5077.7,1.575106221,5077.7,1.010058891
5079.7,3.2907871,5079.7,1.258781041,5079.7,1.514972446,5079.7,1.580859639,5079.7,0.664573808
5081.8,2.992827828,5081.8,1.635291291,5081.8,1.171302022,5081.8,1.568103172,5081.8,0.810930216
5083.9,3.083232904,5083.9,1.890430997,5083.9,1.609437912,5083.9,1.577145274,5083.9,1.053149915
5086,3.078278966,5086,1.460592285,5086,1.013533279,5086,1.59399181,5086,0.70372929
5088.1,3.054231252,5088.1,1.523782468,5088.1,1.068306939,5088.1,1.584402022,5088.1,0.907295169
5090.2,2.994609194,5090.2,1.609437912,5090.2,1.053387191,5090.2,1.545349385,5090.2,0.718337429
5092.3,3.003968936,5092.3,1.594512262,5092.3,1.392448227,5092.3,1.57907963,5092.3,0.809557532
5094.4,2.728208277,5094.4,1.762891485,5094.4,0.64313676,5094.4,1.602701916,5094.4,0.80821651
5096.5,2.666135225,5096.5,1.72862643,5096.5,1.139940484,5096.5,1.609463047,5096.5,0.872299163
5098.6,2.759336104,5098.6,1.729440705,5098.6,1.234744463,5098.6,1.59821485,5098.6,0.97455964
5100.7,2.916041483,5100.7,1.507507932,5100.7,0.408895643,5100.7,1.557839952,5100.7,0.395102321
5102.8,2.918471476,5102.8,2.185763134,5102.8,1.693024629,5102.8,1.587899251,5102.8,1.234278154
5104.9,3.005929413,5104.9,1.612211839,5104.9,0.817084082,5104.9,1.602592117,5104.9,0.760286483
5107,2.983047114,5107,1.464937488,5107,1.452252329,5107,1.612143816,5107,0.912647741
5109.1,2.918210815,5109.1,2.83647599,5109.1,2.302585093,5109.1,1.588966396,5109.1,2.268683541
5111.2,2.956200588,5111.2,1.78339122,5111.2,1.563393974,5111.2,1.615878047,5111.2,1.123304901
5113.3,2.918239299,5113.3,1.975237764,5113.3,1.41706602,5113.3,1.606417429,5113.3,1.210203354
5115.4,3.022029226,5115.4,1.322539846,5115.4,0.06820825,5115.4,1.589365726,5115.4,0.60077386
