Section,Section_depth_min,section_depth_max,Stratigraphic_depth_(min),min_age,max_age,median_age,SH20_mean_age,LOI550_data_sed_rate_,GRD_wet_density,WMAR_wet_mass_accumulation_rate,Water_content_0C_7_days,Dry_weight,Dry_density,DMAR_dry_mass_accumulation_rate,LOI_550_(2_hrs_ramp;_4_hrs_dwell),LOI_950_(2_hrs_ramp;_2_hrs_dwell),LOI950_x1.36_carbonate_proxy,LOI_550_Wet_flux,Carb_Wet_flux,LOI_Dry_flux,Carb_Dry_flux,TOC_NIGL,N_NIGL,C/N,N/C,d13C,Age_offset_T,Age_offset_exp_1.79xT,Old_carbon_age_offset_Bertrand,TOC_NIGL_wet_flux,TOC_NIGL_dry_flux,N_NIGL_wet_flux,N_NIGL_dry_flux,TOC_BAS,N_BAS,TC_BAS,ITRAX_sample_surface,validity,Total_counts_per_second),MSE,inc+coh,inc/coh,coh/inc,TSN_ratio_sum_(TSN_=_Total_Scatter_Normalised),Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Zr,Sn,Cs,Ba,Ta,W,Ir,Pt,Pb,Mo_inc,Mo_coh,SUM,Br/Ti,Sr/Ti,Mn/Ti,Ca/Ti,Fe/Mn,LnBr/Ti,LnSr/Ti,LnMn/Ti,LnCa/Ti,LnFe/Mn
LP08-1B,45,46,159.3,2788.81,3212.61,2969.59,2976.76,0.066176471,1.05935,0.055584609,78.73696134,17.13965181,0.181568901,0.009527008,51.87130663,2.101116218,2.857518056,0.036363884,0.001167897,0.004941784,0.000200174,30.597,2.762,11.07784214,0.090270288,-31.82763543,-1.519306281,0.065903861,11.15,0.017007223,0.002914979,0.001535247,0.000263136,30,2.838627,27.49651,7.72,1,22961.92813,1.368,45489.4,5.11651306,0.195428457,1.256879493,0,0.023310441,0.032275996,0.044827772,0.095034876,0.017931109,0.087862433,0.10400043,0.39269128,0,0.150621313,0.037655328,0.790761893,15.41537413,0.299449515,0,0,0.048413993,0,0,0.143448869,0.473381269,0,0.211587082,1.644282666,0,0,0,0,0,0,0.163173089,0.261794187,66.6068963,12.95522602,100,3.142857143,1.404761905,5.25,2.607142857,19.49433106,1.145132304,0.339867826,1.658228077,0.958254931,2.970123708
LP08-1B,49,50,162.9,2874.94,3266.46,3038.79,3045.37,0.059701493,1.0481,0.050769107,78.45625417,17.18910923,0.180159054,0.008726757,51.54602031,2.826727809,3.84434982,0.032253961,0.001435104,0.004498296,0.000246682,28.099,2.548,11.02786499,0.090679384,-30.9395641,-1.548527401,0.062545309,10.59,0.014265611,0.002452132,0.001293597,0.000222358,30,2.83029,26.93993,7.81,1,23240.31289,1.39,45616.6,5.098033898,0.196249967,1.22288851,0,0,0,0.033948172,0.071668364,0.035834182,0.082984422,0.111274565,0.416808117,0,0.145222738,0.011316057,0.771377919,13.37935197,0,0,0,0.039606201,0,0.067896345,0,0.463958357,0.147108747,0.35834182,1.720040738,0,0,0,0,0.013202067,0.152766776,0.130134661,0.073554374,67.913319,13.86028441,100,3.194805195,2.467532468,5.311688312,2.87012987,17.34474327,1.161526114,0.90321865,1.669909734,1.05435728,2.853289479
LP08-1B,53,54,166.5,2915.32,3370.02,3114.38,3119.69,0.054014599,1.12945,0.054251136,77.25441587,18.77191849,0.212019433,0.010183979,48.38393732,2.987267385,4.062683643,0.029517486,0.001620626,0.00492741,0.000304223,27.575,2.498,11.03883106,0.090589302,-31.05653697,-1.542092993,0.063269844,10.71,0.014959751,0.002808232,0.001355193,0.000254396,28.8,2.651007,26.34484,7.81,1,21644.66641,1.418,42590.6,4.922536745,0.203103902,1.283390087,0.06936737,0.019076027,0.041620422,0.022544395,0.091911765,0.008670921,0.058962264,0.100582686,0.369381243,0,0.112721976,0.074569922,0.76477525,16.52157325,0.156076582,0,0.14740566,0.013873474,0.031215316,0.369381243,0.353773585,0.430077691,0,0.438748613,1.623196448,0,0,0.017341842,0,0.157810766,0.048557159,0.038152053,0,64.96080744,12.95782464,100,3.815384615,3.892307692,6.784615385,3.276923077,21.60317459,1.339041476,1.359002219,1.914657606,1.186904896,3.072840276
LP08-1B,57,58,170.2,2949.44,3538.69,3182.45,3196.72,0.054878049,1.10725,0.046312304,78.36531949,17.83549463,0.197483514,0.008260028,47.58815233,3.074753173,4.181664316,0.028916331,0.001423989,0.003930795,0.000253975,27.138,2.534,10.70955012,0.093374604,-31.30274268,-1.741043134,0.044313442,7.5,0.012568233,0.002241607,0.001173554,0.000209309,27.2,2.535132,25.85322,7.82,1,22993.32578,1.402,45435.8,4.997874836,0.200144749,1.177534024,0,0.034500604,0,0,0.082418109,0,0.118835413,0.076668008,0.27217143,0,0.101585111,0.011500201,0.412090545,10.19684511,0.09583501,0.007666801,0.030667203,0,0,0.051750906,0.049834205,0.345006038,0.270254729,0.46000805,2.194621739,0,0,0,0,0.055584306,0.161002818,0.047917505,0,70.54031779,14.38291837,100,3.396226415,4.528301887,4.056603774,2.679245283,24.74418604,1.222664937,1.51034701,1.400346115,0.985535144,3.208590554
LP08-1B,61,62,173.8,3025.3,3620.01,3270.28,3282.79,0.053701016,1.07675,0.045037022,77.98467611,18.10334345,0.194927751,0.008153207,47.7735369,2.894402036,3.936386768,0.027623886,0.001303552,0.003895075,0.000235987,28.003,2.541,11.02046438,0.090740278,-30.61185951,-1.552876988,0.062060237,10.5,0.012611717,0.002283143,0.001144391,0.000207173,26.9,2.565026,25.18376,7.81,1,22790.09531,1.44,44497.8,5.071187395,0.197220159,1.267535497,0.014157287,0.044241523,0.044241523,0,0.061938133,0.010617966,0.069016776,0.109718978,0.384016422,0,0.212359312,0.028314575,0.780420471,16.26849296,0.238904226,0,0.049550506,0,0.09556169,0.148651518,0.161039145,0.529128619,0,0.102640334,1.582076874,0,0,0.010617966,0.007078644,0,0.063707794,0.090252708,0,65.64734197,13.24591208,100,2.491666667,0.483333333,3.675,1.808333333,20.845805,0.912951831,-0.727048733,1.301553133,0.592405611,3.037152729
LP08-1B,65,66,177.5,3069.63,3770.77,3354.99,3371.25,0.053651267,1.10115,0.045570066,78.0956273,18.02661204,0.198500039,0.008214739,46.46005878,2.885386054,3.924125033,0.027447716,0.001314872,0.003816573,0.000237027,26.325,2.46,10.70121951,0.093447293,-30.88635675,-1.746235246,0.043903506,7.43,0.01199632,0.00216253,0.001121024,0.000202083,25.9,2.496933,24.62242,7.75,1,20155.46875,1.37,42747.4,5.025625204,0.199294127,1.080394845,0,0,0.010151769,0.010151769,0,0.017765596,0.12435917,0,0.015227653,0,0.040607076,0.012689711,0.14720065,2.634384041,0.058372671,0,0.032993249,0.02284148,0.071062383,0.444139891,0.149738592,0.43145018,0.111669458,0.604030252,2.294299782,0.020303538,0,0,0.078676209,0.035531191,0,0.073600325,0,76.60017258,15.95858078,100,10.625,14.875,3.625,0.375,17.89655169,2.363209715,2.699681951,1.287854288,-0.980829253,2.884608051
LP08-1B,69,70,181.1,3124.48,3901.67,3439.66,3458.24,0.054794521,1.03865,0.041970367,78.26024166,17.62590004,0.183071411,0.007397655,48.71072589,2.340195016,3.182665222,0.027722408,0.000982188,0.003603451,0.00017312,28.829,2.65,10.87886792,0.091921329,-30.267083,-1.637237801,0.053362039,9.03,0.012099637,0.00213267,0.001112215,0.000196038,28.5,2.683047,26.73862,7.78,1,19681.65156,1.292,42436,5.006910461,0.199916303,1.153963415,0,0,0.035089168,0.010320343,0.070178336,0,0.152741083,0.076370542,0.247688243,0.01651255,0.033025099,0,0.511889036,8.113854029,0.055729855,0,0,0.028896962,0,0,0.105267503,0.383916777,0.177509908,0.63160502,2.355102378,0,0,0.014448481,0.04747358,0.053665786,0.14242074,0.066050198,0.012384412,72.33115918,14.32670079,100,11.625,19.125,15.5,7.5,15.85080644,2.453157951,2.95099638,2.740840024,2.014903021,2.763220379
LP08-1B,73,74,184.7,3184.87,3961.56,3535.56,3547.33,0.052706553,1.1005,0.044467074,77.68741481,18.00401966,0.198134236,0.008005861,50.84928552,3.181450526,4.326772715,0.029494396,0.001414698,0.004070923,0.000254703,28.763,2.651,10.84986797,0.09216702,-30.64249943,-1.654787152,0.051711815,8.75,0.012790065,0.002302726,0.001178822,0.000212235,28.9,2.734803,27.20525,7.67,1,22868.25078,1.412,45656,5.074731687,0.197069728,1.167731703,0,0.011810791,0.009842326,0.041337769,0.059053956,0,0.094486329,0.011810791,0.240152753,0,0.076770142,0.021653117,0.52361174,9.12580461,0.051180095,0.013779256,0.017716187,0.068896282,0,0,0.230310427,0.62990886,0,0.539359461,2.110194681,0,0,0,0.047243165,0.059053956,0.100391725,0.118107911,0.161414145,71.43953859,14.19657093,100,8.205128205,7.025641026,6.820512821,3.128205128,17.42857143,2.10475935,1.94956646,1.919934663,1.140459399,2.858110896
LP08-1B,77,78,188.4,3239.68,4056.73,3634.07,3638.9,0.052631579,1.11425,0.047164021,77.70697779,18.34598249,0.20442011,0.008652703,47.85435631,3.250975293,4.421326398,0.028064061,0.001533291,0.004140695,0.000281297,27.913,2.638,10.58112206,0.094507935,-31.38061716,-1.821995384,0.038335775,6.49,0.013164893,0.002415229,0.001244187,0.000228258,27.7,2.710785,25.99008,7.67,1,21930.35899,1.402,43559.4,5.106842375,0.195688216,1.211097572,0,0,0.02608485,0.029811257,0.04658009,0,0.061485719,0.065212126,0.313018203,0,0.14532988,0.052169701,0.585045928,12.80207188,0.096886587,0.052169701,0,0,0,0.095023383,0.136013862,0.320471018,0,0.333513443,1.879972425,0.011179222,0,0,0,0.061485719,0.050306497,0.111792216,0.154645898,69.05032513,13.51940527,100,2.205128205,2.294871795,4.025641026,2.153846154,21.8821656,0.79078565,0.830676979,1.392684159,0.767255153,3.085671949
LP08-1B,81,82,192,3321.54,4145.74,3722.32,3723.95,0.053097345,1.09105,0.048011001,78.47028092,17.59783053,0.19200113,0.008448895,49.33934902,3.319368353,4.51434096,0.028583202,0.001593662,0.00416863,0.00028045,29.345,2.7,10.86851852,0.09200886,-31.12342537,-1.643490008,0.05276817,8.93,0.014088828,0.002479328,0.001296297,0.00022812,28.4,2.784911,26.32669,7.58,1,22588.76328,1.384,44767,5.098845875,0.196185417,1.237231094,0.051558305,0.030223834,0.030223834,0,0.08889363,0,0.035557452,0.026668089,0.327128558,0,0.13689619,0.016000853,0.524472416,14.52521912,0.227567692,0,0,0,0.060447668,0.081782139,0.241790673,0.520916671,0,0.561807741,1.372517645,0,0,0,0,0.019556599,0.014222981,0.204455349,0.076448522,67.46670934,13.3589347,100,3.805194805,4.103896104,3.831168831,2.38961039,27.69491527,1.336367187,1.411936792,1.343169934,0.871130336,3.321248832
LP08-1B,85,86,195.6,3379.34,4203.47,3816.45,3805.76,0.053084648,1.063,0.04392562,78.0056444,19.09054435,0.202932486,0.00838564,36.84913218,2.456608812,3.340987984,0.02079359,0.001079081,0.003090036,0.000206002,26.245,2.5,10.498,0.095256239,-30.94451185,-1.875445663,0.034837958,5.9,0.011528279,0.002200811,0.00109814,0.000209641,28.5,2.683378,26.66273,7.81,1,20835.6332,1.302,41783.2,4.974662694,0.201032498,1.221016704,0.029619208,0.016660805,0.025916807,0.012958404,0.081452822,0,0.077750421,0.066643218,0.322108888,0,0.153649642,0.012958404,0.622003369,13.43601325,0.133286436,0,0,0,0,0.048131213,0.233251263,0.249912068,0,0.318406487,2.006701346,0,0,0,0.129584035,0,0.049982414,0.061089617,0.012958404,68.22414336,13.67481812,100,1.626506024,2.072289157,4.048192771,2.096385542,21.60119048,0.486434171,0.728653869,1.398270552,0.740214691,3.072748428
LP08-1C,31,32,203,3585.92,4342.32,3995.67,3984.84,0.054200542,1.0875,0.041247866,81.76091954,14.64106557,0.159221588,0.006039127,46.13899614,3.153153153,4.288288288,0.02719575,0.001300608,0.002786393,0.000190423,26.95,2.559,10.5314576,0.094953618,-31.1074796,-1.853829844,0.036212337,6.13,0.0111163,0.001627545,0.001055533,0.000154541,26.4,2.511863,24.84864,7.53,1,17487.41992,1.34,35587,5.169729542,0.193433717,1.155815326,0,0,0,0,0.036467957,0,0.116697462,0.009724788,0.141009433,0,0.058348731,0.021880774,0.551881747,9.126713994,0.16045901,0.01701838,0,0,0,0.350092385,0.121559856,0.386560342,0.058348731,0.223670135,1.988719245,0,0,0,0.012155986,0,0,0.099679082,0,72.49586696,14.023145,100,6.625,3.833333333,9.458333333,2.416666667,16.53744492,1.890850372,1.343734747,2.246896187,0.88238918,2.805627199
LP08-1C,35,36,207,3692.46,4401.07,4106.22,4090.3,0.05312085,1.11955,0.043363997,79.59001384,16.42523217,0.183888687,0.007122637,51.56983039,3.175748827,4.319018405,0.030669325,0.001377132,0.003673132,0.000226197,29.634,2.849,10.4015444,0.096139569,-31.14018675,-1.938540672,0.03111741,5.27,0.012850487,0.002110722,0.00123544,0.000202924,29.6,2.76984,26.86232,7.56,1,21216.93555,1.58,44389,5.053320605,0.19788968,1.16715853,0,0,0.046323998,0.048254164,0.034742998,0,0.137041827,0.036673165,0.21424849,0.009650833,0.110019495,0.025092165,0.451658978,9.646972534,0.102298828,0,0,0,0.009650833,0,0.177575325,0.345499817,0,0.470960644,2.157926229,0,0,0,0.081066996,0.013511166,0,0,0.20266749,71.52425254,14.15391148,100,3.140350877,4.280701754,4.105263158,1.947368421,21.35897437,1.144334538,1.454116957,1.412269848,0.666478933,3.061471996
LP08-1C,39,40,211,3805.39,4481.6,4213.1,4193.57,0.052770449,1.06765,0.04415426,80.36341498,15.52403091,0.165742316,0.006854521,50.04837149,3.547242825,4.824250242,0.028197437,0.001566259,0.003430576,0.000243147,26.174,2.567,10.19633814,0.098074425,-31.68154541,-2.076744643,0.024297716,4.11,0.011556936,0.001794102,0.00113344,0.000175956,28.1,3.205946,25.93565,8,1,12256.08496,1.6,26571,5.030640036,0.198781863,1.055737458,0.067731356,0.081990589,0.081990589,0.09981463,0.032083274,0.053472123,0.256666191,0,0,0,0,0.049907315,0.021388849,0.349351205,0,0,0.032083274,0,0.313703123,0,0.049907315,0,0,0.880507629,2.491800941,0,0.021388849,0,0,0.024953657,0,0,0.370740054,79.01397405,15.70654499,100, ,,,,16.33333355,,,,,2.793208023
LP08-1C,43,44,215,4021.06,4510.28,4300.81,4290.29,0.055788006,1.10285,0.045610008,81.14884164,14.78505704,0.163057002,0.006743466,50.65729828,3.399818676,4.6237534,0.031167309,0.001550658,0.003416058,0.000229266,29.948,2.878,10.40583739,0.096099907,-32.01773769,-1.935707607,0.031275613,5.29,0.013659285,0.002019533,0.001312656,0.000194077,29.5,2.822244,26.95878,7.62,1,22413.77734,1.38,44552,5.009171837,0.199633798,1.200125696,0,0,0.013091943,0.026183886,0.080421935,0.016832498,0.065459714,0.029924441,0.196379143,0,0.033664996,0.01496222,0.701354081,12.33073988,0.151492481,0,0,0,0.01496222,0.104735543,0.093513877,0.460088277,0,0.387147453,1.767412284,0,0,0.044886661,0.037405551,0.018702775,0.044886661,0,0.041146106,69.45836762,13.86623775,100,13.66666667,11.5,20.83333333,5.833333333,17.58133333,1.135662602,1.06069784,1.318758763,0.765916794,2.866837733
LP08-1C,47,48,219,4151.22,4561.03,4394.6,4387.01,0.054719562,1.10425,0.066481036,77.17455286,19.79514411,0.218587879,0.013160017,54.296875,1.875,2.55,0.032808385,0.001246519,0.007145478,0.00024675,30.32,2.98,10.17449664,0.09828496,-31.90894272,-2.091782887,0.023652384,4,0.02015705,0.003990117,0.001981135,0.000392169,29.4,2.836424,27.47667,7.68,1,21284.73242,1.41,40518,5.10118958,0.196032707,1.352880201,0.018242849,0,0,0,0.040134267,0,0.054728546,0.012769994,0.352086982,0,0.134997081,0.056552831,0.806333917,20.79684764,0.284588441,0,0,0.025539988,0.032837128,0.37762697,0.275467017,0.60566258,0,0.543636894,1.459427904,0,0,0,0.038309982,0.049255692,0.029188558,0.014594279,0.07479568,61.80129889,12.11507589,100,4.486486486,4.027027027,5.972972973,2.608108108,25.79185521,0.651906364,0.604984544,0.77619055,0.416325589,3.250058753
LP08-1C,51,52,223,4263.4,4605.23,4450.57,4453.45,0.053908356,1.1084,0.078693646,82.72735475,13.58412066,0.150566393,0.01068984,53.5106383,3.510638298,4.774468085,0.031973688,0.002762649,0.005720202,0.000375282,30.002,2.741,10.94564028,0.091360576,-31.24771255,-1.597183997,0.057328388,9.7,0.023609668,0.003207166,0.002156993,0.000293009,30.1,2.923165,28.23883,7.68,1,21469.51953,1.55,43986,5.05534141,0.197810577,1.184877006,0,0,0,0,0.090179976,0,0.094017422,0.024943398,0.402931809,0.028780843,0.061399133,0.040293181,0.579454315,10.84845927,0.226409302,0,0,0.055642964,0,0.140066772,0.124716988,0.448981158,0,0.047968072,2.101001573,0,0,0,0.05948041,0,0.011512337,0.05948041,0.157335278,70.45934226,13.93760313,100,7.3125,0.78125,9.4375,6.5625,18.72185432,0.864065879,-0.10720997,0.974856965,0.817069316,2.929691522
LP08-1C,55,56,227,4333.57,4641.17,4505.61,4509.79,0.053547523,1.09805,0.086206084,80.12385593,16.32847223,0.179294789,0.014076137,53.51016799,3.67816092,5.002298851,0.031462833,0.003170799,0.007532164,0.000517743,29.746,2.888,10.2998615,0.097088684,-31.22668454,-2.006334585,0.027561404,4.67,0.025642862,0.004187088,0.002489632,0.000406519,29.6,2.755584,27.39717,7.75,1,22867.15234,1.31,46140,5.032949791,0.198690637,1.232184655,0.047490898,0.010553533,0.029901676,0.047490898,0.105535328,0.017589221,0.052767664,0.035178443,0.452042988,0,0.072115807,0.04924982,0.868907533,13.30800485,0.114329939,0,0,0,0,0,0.154785148,0.365855804,0.295498918,0.636729812,1.867975305,0,0,0,0.042214131,0.047490898,0.028142754,0.089705029,0.103776406,67.70443072,13.45223647,100,5.073170732,8.829268293,12.04878049,6.268292683,15.31578948,0.705279478,0.945924714,1.080943092,0.797149267,2.728884288
LP08-1C,59,60,231,4400.56,4710.22,4560.78,4560.74,0.052356021,1.02955,0.118509353,80.67116701,16.85969718,0.173579012,0.019980318,51.3562387,3.616636528,4.918625678,0.027682626,0.004286053,0.01026114,0.000722615,28.501,2.798,10.18620443,0.098171994,-30.93646776,-2.083713855,0.023996488,4.06,0.033776351,0.00569459,0.003315892,0.000559049,30,2.915361,27.54973,7.68,1,21913.19727,1.31,44790,5.10051757,0.196058535,1.185286894,0,0.013185406,0.016952664,0,0.028254441,0,0.092297839,0.015069035,0.284428036,0,0.145039462,0.058392511,0.776055303,10.7781273,0.161992126,0,0.145039462,0,0,0.099832357,0.267475372,0.209082861,0,0.491627267,1.889280265,0,0,0,0,0.018836294,0,0.113017763,0.028254441,70.53815291,13.82960689,100,1.441558442,3.38961039,5.350649351,1.961038961,13.88834953,0.158832254,0.530149782,0.728406491,0.292486222,2.631050325
LP08-1C,63,64,235,4448.56,4734,4596.96,4595.49,0.054570259,1.1406,0.131254315,80.36998071,16.77287643,0.191311429,0.022015124,50.70737156,3.201787044,4.35443038,0.031561707,0.004202484,0.011163291,0.000704877,27.246,2.6,10.47923077,0.095426852,-30.73785882,-1.887632261,0.034086231,5.77,0.035761551,0.005998241,0.003412612,0.000572393,27.7,2.643819,26.92625,7.6,1,20711.35742,1.52,42745,4.917081949,0.203372653,1.166662768,0,0,0.024063045,0,0.090236419,0,0.116304718,0.060157613,0.266698751,0,0.110288957,0.046120837,0.635665443,9.374561351,0.108283703,0.066173374,0.012031523,0,0.062162867,0.132346748,0.278730273,0.332872125,0.030078806,0.593555114,1.744570775,0.020052538,0,0,0,0.060157613,0,0.108283703,0.012031523,71.22861898,14.4859532,100,3.018181818,5.381818182,5.763636364,2.418181818,14.74763408,0.479745399,0.730929022,0.760696573,0.383488951,2.691082669
LP08-1C,67,68,239,4477.77,4772.65,4631.84,4630.25,0.053691275,1.0562,0.123207932,78.04866503,18.67338257,0.197228267,0.023007089,48.97864438,3.125967193,4.251315382,0.027775165,0.00385144,0.01126856,0.000719194,28.556,2.528,11.29588608,0.088527805,-31.21771166,-1.394843215,0.082350615,13.94,0.035183257,0.006569904,0.003114697,0.000581619,28.9,2.647698,26.04488,7.68,1,21452.12305,1.67,43312,5.106301988,0.195836439,1.220054488,0,0,0,0,0.052987151,0,0.130575478,0.077588328,0.259258558,0,0.066233938,0.039740363,0.529871506,13.15784494,0.123005885,0,0,0,0,0.234657381,0.140037469,0.346308877,0.140037469,0.338739284,2.327649831,0.011354389,0,0,0,0,0.060556744,0,0,68.54077172,13.42278069,100,5.228571429,5.114285714,8,3.914285714,24.83214287,0.718383045,0.708784987,0.903089987,0.592652523,3.212138897
LP08-1C,71,72,243,4525.67,4794.68,4665.47,4664.54,0.053981107,1.11185,0.130307647,81.10806314,16.37688196,0.182086362,0.02134033,45.38517442,2.797965116,3.805232558,0.027239679,0.003645963,0.009685346,0.000597095,25.278,2.305,10.96659436,0.091186012,-31.24310706,-1.584715111,0.058622304,9.92,0.032939167,0.005394409,0.003003591,0.000491895,25.3,2.339388,23.72496,7.56,1,21060.94336,1.35,44196,4.969205835,0.2012394,1.143474523,0,0,0.023744979,0,0.025723727,0,0.096958664,0.043532461,0.263173516,0,0.091022419,0,0.522389536,7.717118151,0.021766231,0,0,0,0,0.087064923,0.176108594,0.383877159,0,0.542177019,2.441775333,0,0,0,0,0.053426203,0,0.057383699,0,72.80210539,14.650652,100,4.217391304,5.956521739,5.739130435,2.891304348,14.77272728,0.625043898,0.774992731,0.758846095,0.461093809,2.69278273
LP08-1C,75,76,247,4560.8,4815.15,4701.08,4698.67,0.056497175,1.1514,0.126527473,77.57946847,20.27475496,0.233443529,0.025653135,42.98642534,2.506091194,3.408284024,0.027963034,0.003170894,0.011027366,0.000642891,22.404,2.004,11.17964072,0.089448313,-30.45063444,-1.460593772,0.073207101,12.39,0.028347215,0.005747328,0.002535611,0.000514089,24.5,2.18638,22.21493,7.82,1,21687.31055,1.48,41822,4.888763729,0.204550691,1.275477022,0.037493204,0.044991845,0.044991845,0.026245243,0.050615826,0,0.018746602,0.076861069,0.51928088,0,0.106855632,0.011247961,0.806103894,15.56342913,0.209961944,0,0.058114467,0,0.029994563,0,0.236207187,0.51740622,0,1.102300208,1.503477495,0,0,0,0,0.16871942,0.110604953,0.119978254,0.234332527,65.08820276,13.31383687,100,4.842105263,10.31578947,7.543859649,4.859649123,19.30697674,0.685034226,1.01350247,0.8775936,0.686604913,2.96046652
LP08-1C,79,80,251,4589.64,4850.66,4737.53,4735.07,0.068728522,1.15845,0.107363299,72.42004402,25.82319922,0.299148851,0.027724639,34.52544704,2.11829436,2.88088033,0.027488663,0.002274271,0.009572055,0.000587289,18.027,1.637,11.01221747,0.090808232,-30.43611111,-1.557730864,0.061523366,10.41,0.019354382,0.004997921,0.001757537,0.000453852,20.4,1.861297,16.84944,7.79,1,20051.89453,1.34,39628,4.688774045,0.213275366,1.244675482,0.028383748,0.022301517,0.012164464,0.014191874,0.093260887,0,0.117589814,0.111507583,0.563620144,0,0.139891331,0,0.786635309,13.22074447,0.261535966,0.036493391,0,0,0,0,0.099343119,0.399399886,0.17030249,1.240775282,1.907793366,0,0,0.020274106,0,0.081096424,0.046630444,0.056767497,0.227069986,66.21928473,14.12294218,100,2.855072464,8.869565217,5.623188406,4.028985507,16.80670105,0.455617135,0.947902331,0.749982635,0.605195705,2.821777679
LP08-1C,83,84,255,4622,4931.33,4777.49,4778.23,0.08097166,1.14975,0.106532314,77.07762557,20.36752855,0.23417566,0.021697999,48.19036763,2.849814762,3.875748076,0.044863867,0.003035974,0.010456346,0.000618353,28.256,2.497,11.31597918,0.088370612,-31.06620074,-1.383615111,0.084022467,14.22,0.030101771,0.006130987,0.002660112,0.000541799,27.3,2.505714,25.28067,7.76,1,16322.48047,1.44,33082,4.799789621,0.208342465,1.19197751,0,0.038039206,0.02535947,0,0.058326782,0,0.088758147,0.06847057,0.271346334,0,0.055790835,0.040575153,0.50718941,11.18352649,0.215555499,0,0,0.06847057,0,0.144548982,0,0.291633911,0.182588188,0.474222098,1.861385134,0,0,0.050718941,0.048182994,0.119189511,0.187660082,0.124261405,0,69.42915832,14.46504197,100,5.227272727,8.5,9.090909091,4.863636364,22.05,0.71827516,0.929418926,0.958607315,0.686961097,3.093312602
LP08-1C,87,88,259,4644.18,5035.21,4817.14,4821.4,0.080482897,1.09975,0.103899158,80.08183678,17.83671526,0.196159276,0.018532197,44.31608133,3.049907579,4.147874307,0.039224636,0.003168828,0.008212743,0.000565215,25.797,2.372,10.87563238,0.091948676,-30.27462734,-1.639191157,0.053175784,9,0.026802866,0.004780751,0.002464488,0.000439584,25.4,2.722828,23.96657,7.8,1,22751.95898,1.35,44596,5.118260392,0.195378883,1.275136784,0.01406816,0.045721521,0.038687441,0.02286076,0.073857841,0,0.045721521,0.109028242,0.364013646,0,0.172334963,0.045721521,0.801885133,16.16783315,0.151232723,0,0,0,0,0,0.455456688,0.434354447,0.145957162,0.400942567,1.746210389,0,0,0,0,0.01055112,0.093201562,0.068582281,0.168817923,65.60510674,12.8178525,100,2.520408163,2.326530612,4.653061224,2.112244898,20.16228071,0.401470878,0.366708771,0.667738767,0.32474427,3.003813567
LP08-1D,13,14,263.6,4682.72,5092.14,4867.27,4870.09,0.08097166,1.0833,0.102877493,75.88848888,22.03241508,0.238677153,0.022666396,45.97276714,2.884837295,3.923378721,0.040325748,0.002967848,0.01042037,0.000653889,25.12,2.274,11.0466139,0.090525478,-29.89941426,-1.537534122,0.063788263,10.8,0.025842826,0.005693799,0.002339434,0.000515434,26.4,2.325265,24.18612,7.36,1,23513.02148,1.27,45496,4.988679742,0.200453838,1.34121681,0,0.011471649,0.050803015,0,0.070468699,0,0.08030154,0.104883645,0.463782366,0,0.186823992,0,0.893149787,20,0.062274664,0,0.011471649,0,0.019665683,0.17699115,0.299901672,0.534251065,0.224516552,0.52605703,1.674860701,0,0,0,0,0,0,0.049164208,0,62.10914454,12.45001639,100,2.859649123,2.815789474,4.780701754,2.48245614,22.39266055,0.456312749,0.449600181,0.679491651,0.394881584,3.108733251
LP08-1D,17,18,267.6,4703.89,5139.31,4908.49,4912.21,0.081799591,1.0898,0.103470211,76.30299137,21.30894892,0.232224925,0.022048414,49.36653561,2.577544779,3.5054609,0.044007894,0.002666991,0.010884538,0.000568308,28.458,2.555,11.13816047,0.089781432,-30.30699818,-1.48438802,0.070154554,11.87,0.029445553,0.006274538,0.002643664,0.000563337,28.5,3.048479,26.0404,7.37,1,19366.52734,1.26,39977,4.782872848,0.209079361,1.215824099,0.08229606,0.055549841,0.020574015,0,0.072009053,0.020574015,0.12344409,0.034975826,0.2736344,0,0.152247711,0.047320235,0.67071289,13.08507355,0,0,0.028803621,0,0,0.308610225,0.129616295,0.471144944,0,0.64396667,1.516304907,0.014401811,0,0,0,0,0,0,0,68.02592326,14.22281658,100,3.094594595,4.22972973,4.405405405,1.797297297,19.50920244,0.490603763,0.626312618,0.64398588,0.254619921,2.970886274
LP08-1D,21,22,271.6,4735.3,5196.32,4950.37,4954.34,0.080482897,1.0912,0.103504861,77.90964076,19.72112286,0.215196893,0.020412321,49.85999627,2.706738846,3.681164831,0.043788513,0.002801606,0.010177582,0.000552508,28.812,2.596,11.09861325,0.090101347,-30.39033123,-1.507239047,0.067342894,11.4,0.029821821,0.005881198,0.002686986,0.000529904,28.9,2.632504,26.27765,7.42,1,21691.86719,1.45,44254,4.829798446,0.207047978,1.254756632,0.025212505,0.012606253,0.010805359,0,0.06663305,0.048624118,0.093646449,0.104451808,0.484440282,0,0.1332661,0.041420545,0.731162657,14.96182106,0.144071459,0,0,0.036017865,0.018008932,0.097248235,0.06663305,0.419608126,0.156677712,0.543869759,2.038611151,0.014407146,0,0,0,0,0.028814292,0.025212505,0,66.02614897,13.67058061,100,3.148648649,4.081081081,5.486486486,3.635135135,20.46305417,0.498124201,0.610775223,0.739294314,0.56052056,3.018621025
