C:\Data\BAS_sjro\May_2016\LP2B_XRF     09/05/2016  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000012.spe	1106.50	7.50	1	0.018358	-0.019330	0.006791	0.108113	23892.00000	1.50	48	64	214	0	136	0	122	1246	9294	780	98	161	903	78964	294	152	97	189	48	34	151	507	1162	0	639	0	0	0	69	303	641	92	202	68	82	84	58	102	147	412	12	0	17064	4681	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000013.spe	1107.00	7.50	1	0.018356	-0.019330	0.006761	0.108113	25479.00000	1.72	18	53	223	0	101	0	111	1495	10991	896	76	123	931	81671	298	141	143	177	133	0	176	481	1430	0	553	0	0	0	79	315	727	49	254	60	19	103	0	0	135	456	0	32513113350150	17787	4976	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000014.spe	1107.50	7.49	1	0.018361	-0.019330	0.006794	0.108113	25936.00000	1.54	22	65	222	0	113	60	124	1393	9878	836	109	206	951	87848	285	195	131	203	146	26	262	512	1353	0	403	0	0	0	40	351	693	51	151	85	25	111	0	47	109	433	30	0	17755	4628	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000015.spe	1108.00	7.49	1	0.018359	-0.019330	0.006747	0.108113	23381.00000	1.55	0	33	178	0	90	101	132	1214	7227	732	97	152	905	74632	240	114	98	194	247	32	356	425	1026	0	595	0	0	0	43	389	666	101	77	0	0	41	25	0	180	373	0	774453231657453	17004	4407	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000016.spe	1108.50	7.48	1	0.018359	-0.019330	0.006690	0.108113	21033.00000	1.54	51	61	172	0	120	0	150	1192	7176	677	73	159	860	63209	124	158	42	137	143	22	136	500	940	0	480	0	0	0	32	306	597	89	76	0	115	89	41	12	108	352	16	1951742814457295	16237	4199	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000017.spe	1109.00	7.47	1	0.018358	-0.019330	0.006849	0.108113	20873.00000	1.49	23	56	199	11	103	0	165	1168	7052	708	90	136	714	65844	199	76	120	132	168	0	33	387	948	0	469	0	12	0	39	274	555	76	139	84	103	25	0	0	158	371	0	0	15922	4392	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000018.spe	1109.50	7.46	1	0.018359	-0.019330	0.006829	0.108113	21673.00000	1.59	26	32	141	0	114	0	97	940	6145	571	76	128	756	74615	231	67	45	133	0	0	155	486	957	0	373	0	0	0	42	316	586	0	75	0	17	225	58	0	83	447	0	1192647379894063	15953	4347	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000019.spe	1110.00	7.45	1	0.018358	-0.019330	0.006760	0.108113	24232.00000	1.61	7	73	171	0	269	0	107	1144	11637	676	71	116	831	93491	208	101	5	121	242	0	164	511	1048	0	321	0	0	0	15	306	493	79	92	129	134	36	93	0	249	548	0	198353044095570	14696	4393	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000020.spe	1110.50	7.45	1	0.018359	-0.019330	0.006774	0.108113	24974.00000	1.75	13	62	186	0	221	0	146	1310	20981	753	81	121	858	82718	116	106	164	152	249	34	202	335	1494	0	355	0	0	0	22	247	681	89	220	46	43	35	39	24	158	451	17	0	15397	4508	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000021.spe	1111.00	7.45	1	0.018360	-0.019330	0.006717	0.108113	21979.00000	1.73	0	40	175	0	152	0	137	1111	18526	588	25	109	711	64605	184	140	122	66	78	0	196	316	1482	0	293	0	0	0	21	204	685	122	129	59	67	166	18	59	110	324	15	1090010389237005	15021	4405	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000022.spe	1111.50	7.45	1	0.018357	-0.019330	0.006717	0.108113	21032.00000	1.57	17	53	178	0	133	0	146	1087	14733	665	31	116	722	61891	275	126	153	174	188	42	118	346	1580	0	408	0	0	0	7	247	728	58	175	15	88	9	43	10	82	244	9	700171259546014	14649	4212	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000023.spe	1112.00	7.45	1	0.018358	-0.019330	0.006699	0.108113	20909.00000	1.72	0	45	190	0	140	0	157	1152	20650	589	39	99	737	58060	193	83	104	98	125	0	135	368	1709	26	322	0	0	0	48	188	658	56	166	0	75	101	0	81	71	311	0	0	14245	4188	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000024.spe	1112.50	7.44	1	0.018362	-0.019330	0.006651	0.108113	19807.00000	1.45	9	61	122	0	130	0	141	869	20582	483	58	70	630	50221	36	77	41	103	215	0	107	217	2062	0	211	0	0	0	0	252	570	0	148	0	81	0	54	0	142	340	0	1381693628691183	14149	4242	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000025.spe	1113.00	7.43	1	0.018358	-0.019330	0.006594	0.108113	20944.00000	1.34	8	39	156	0	155	0	162	1079	16454	584	42	89	772	62295	65	83	122	197	133	0	165	222	2000	39	395	0	0	0	52	212	709	64	136	0	38	72	19	0	35	395	0	2587505672575525	14161	4331	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000026.spe	1113.50	7.43	1	0.018359	-0.019330	0.006569	0.108113	20123.00000	1.44	4	16	135	0	107	0	134	977	14208	539	62	114	753	54159	217	107	70	76	51	0	76	421	1804	0	375	0	0	0	33	268	590	43	182	67	109	69	24	23	92	249	12	0	14445	4248	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000027.spe	1114.00	7.43	1	0.018358	-0.019330	0.006547	0.108113	18980.00000	1.51	8	33	114	0	97	0	134	748	12752	428	59	123	590	47517	146	136	55	92	128	0	232	206	1895	0	375	0	7	0	16	276	605	76	149	28	8	19	0	61	190	214	4	0	14631	4352	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000028.spe	1114.50	7.43	1	0.018359	-0.019330	0.006535	0.108113	21109.00000	1.55	22	52	163	0	146	0	96	1017	14656	595	63	93	772	60227	228	76	64	153	0	0	267	337	1798	0	250	0	0	0	19	216	597	56	159	36	76	115	26	0	102	312	0	0	15134	4354	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000029.spe	1115.00	7.43	1	0.018358	-0.019330	0.006559	0.108113	22996.00000	1.61	33	41	205	0	212	0	131	1176	14516	608	86	98	900	75533	116	129	93	148	86	0	145	391	1656	0	344	0	0	0	48	242	672	28	170	0	0	87	29	0	265	501	0	0	15355	4339	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000030.spe	1115.50	7.43	1	0.018358	-0.019330	0.006627	0.108113	23519.00000	1.61	9	50	209	0	187	0	138	1284	16111	779	41	168	918	78931	56	106	151	182	106	36	116	481	1691	0	340	0	0	0	78	208	636	80	139	112	82	120	45	62	163	535	0	1216775327513665	14940	4342	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000031.spe	1116.00	7.43	1	0.018360	-0.019330	0.006674	0.108113	21753.00000	1.50	35	52	188	0	230	0	114	1170	12090	768	49	160	944	72515	0	53	44	136	100	51	157	415	1549	0	412	0	0	0	24	204	572	0	108	35	26	94	0	0	249	481	5	1581873248099710	14345	4119	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000032.spe	1116.50	7.43	1	0.018361	-0.019330	0.006653	0.108113	20992.00000	1.57	10	64	170	0	190	0	120	1032	11593	736	61	129	913	67654	173	79	107	163	0	12	128	411	1580	0	474	0	0	0	0	210	593	133	80	49	35	126	136	0	181	320	5	0	13876	4417	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000033.spe	1117.00	7.43	1	0.018360	-0.019330	0.006617	0.108113	20264.00000	1.61	34	66	159	0	148	0	118	1187	13111	633	58	117	837	60074	0	123	56	251	83	26	0	470	1709	0	515	0	0	0	52	261	602	0	78	0	37	21	0	0	99	444	8	1781714909190121	13984	4409	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000034.spe	1117.50	7.43	1	0.018357	-0.019330	0.006804	0.108113	20614.00000	1.46	33	68	193	0	103	0	136	1195	11054	740	15	113	914	60286	289	97	108	210	135	0	93	496	1761	0	415	0	0	0	52	203	569	53	182	63	40	17	0	42	100	261	7	82953597913807	14715	4586	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000035.spe	1118.00	7.43	1	0.018358	-0.019330	0.006842	0.108113	20827.00000	1.58	10	15	162	0	142	0	105	1263	11575	789	42	132	1125	63232	39	110	86	262	54	24	105	516	1720	0	346	0	0	0	60	253	661	11	110	0	0	136	102	0	76	400	0	0	14561	4366	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000036.spe	1118.50	7.43	1	0.018359	-0.019330	0.006889	0.108113	20847.00000	1.55	0	30	198	0	144	0	132	1157	11308	714	32	143	1248	64172	194	106	129	210	57	20	71	421	1737	0	392	0	0	0	60	184	663	84	161	81	58	137	17	0	115	320	0	0	14155	4408	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000037.spe	1119.00	7.43	1	0.018357	-0.019330	0.006889	0.108113	19166.00000	1.47	9	42	199	0	34	0	109	1166	11182	714	72	101	938	52124	161	68	156	239	35	0	94	414	1724	0	262	0	0	0	44	214	585	102	144	84	47	83	127	0	0	288	0	857342840123244	14388	4343	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000038.spe	1119.50	7.44	1	0.018357	-0.019330	0.006890	0.108113	18116.00000	1.46	30	47	185	0	67	7	137	1022	13985	573	21	108	749	42375	157	121	137	231	44	0	54	394	1706	0	557	0	0	0	40	173	630	109	129	29	53	54	111	14	69	218	0	0	14510	4509	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000039.spe	1120.00	7.44	1	0.018359	-0.019330	0.006823	0.108113	19780.00000	1.65	21	61	227	0	92	0	130	1192	12023	692	52	94	1202	48939	276	119	131	159	6	50	20	485	2004	0	515	0	0	0	58	269	552	62	138	75	102	58	14	75	131	136	20	1155680631274394	15595	4694	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000040.spe	1120.50	7.45	1	0.018360	-0.019330	0.006780	0.108113	21493.00000	1.53	28	54	270	0	94	0	120	1375	13162	878	51	101	1064	60014	84	91	20	204	114	75	107	588	1675	0	481	0	6	0	67	340	596	78	155	40	0	0	0	0	220	332	0	0	15385	4642	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000041.spe	1121.00	7.46	1	0.018361	-0.019330	0.006799	0.108113	19317.00000	1.62	61	55	247	0	68	0	123	1368	10073	806	26	100	1210	51525	0	106	82	222	164	0	85	577	1581	0	460	0	5	0	45	224	580	39	177	64	20	0	67	0	61	412	23	1760073859889915	15252	4326	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000042.spe	1121.50	7.47	1	0.018362	-0.019330	0.006844	0.108113	20373.00000	1.54	15	64	206	0	85	0	158	1208	10754	844	53	106	1594	56849	0	180	113	326	33	34	95	482	1559	26	594	0	0	0	54	282	662	65	163	95	27	63	48	0	192	436	14	0	15357	4378	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000043.spe	1122.00	7.47	1	0.018363	-0.019330	0.006861	0.108113	21577.00000	1.68	35	48	261	0	108	0	127	1426	12455	904	79	119	1947	61396	94	117	0	203	0	0	67	426	1603	0	462	0	0	0	39	302	660	19	92	30	90	165	8	45	52	399	12	0	15896	4497	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000044.spe	1122.50	7.46	1	0.018363	-0.019330	0.006828	0.108113	22360.00000	1.69	39	59	249	0	102	0	147	1413	14082	917	39	137	2217	63673	170	94	109	297	51	26	73	436	1586	0	414	0	0	0	62	217	614	61	213	74	73	89	0	8	86	311	0	0	15993	4556	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000045.spe	1123.00	7.45	1	0.018358	-0.019330	0.006780	0.108113	21792.00000	1.48	9	56	286	0	116	0	144	1568	10517	1039	92	119	2037	62839	54	158	143	190	0	0	93	478	1551	0	406	0	0	0	80	210	591	59	163	34	110	187	155	9	124	297	0	0	16031	4698	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000046.spe	1123.50	7.45	1	0.018359	-0.019330	0.006780	0.108113	20286.00000	1.52	0	43	237	0	223	0	127	1164	7912	703	81	78	916	62063	54	126	85	228	170	0	118	394	1201	0	483	0	0	0	58	256	568	45	154	0	8	0	0	0	163	413	6	0	15030	4298	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000047.spe	1124.00	7.45	1	0.018360	-0.019330	0.006735	0.108113	20666.00000	1.50	43	43	237	9	82	0	137	1494	9565	904	96	118	971	62710	0	131	114	254	0	0	29	523	1231	0	530	0	0	0	22	235	706	51	147	0	29	146	39	46	134	432	0	0	14580	4016	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000048.spe	1124.50	7.45	1	0.018357	-0.019330	0.006713	0.108113	19345.00000	1.44	0	23	151	0	44	0	141	1118	9761	731	76	139	807	53576	162	100	87	160	31	0	146	561	1491	0	404	0	5	0	84	237	607	57	144	12	19	102	106	0	52	312	44	548533482100246	14387	4352	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000049.spe	1125.00	7.45	1	0.018358	-0.019330	0.006699	0.108113	18639.00000	1.48	0	48	159	0	38	0	120	1141	12350	689	86	104	915	44640	177	108	91	192	0	0	56	495	1673	12	314	0	9	0	35	192	580	91	219	49	94	140	63	0	40	229	8	0	14489	4599	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000050.spe	1125.50	7.45	1	0.018359	-0.019330	0.006651	0.108113	19166.00000	1.39	35	64	111	0	49	0	143	1037	9644	661	27	123	1389	48341	151	164	59	214	41	0	166	452	1716	0	388	0	0	0	85	355	627	53	69	0	0	81	127	70	0	282	34	2239580084132204	14597	4631	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000051.spe	1126.00	7.46	1	0.018360	-0.019330	0.006637	0.108113	20574.00000	1.56	31	35	121	0	50	0	98	1086	9313	845	52	130	863	57757	159	120	113	247	97	31	82	566	1795	0	496	0	0	0	34	292	624	45	200	8	72	71	164	0	103	274	11	1432753709894357	15288	4594	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000052.spe	1126.50	7.47	1	0.018361	-0.019330	0.006625	0.108113	21742.00000	1.70	28	75	184	0	35	0	130	1524	7451	916	131	159	981	67816	130	84	108	292	0	91	201	602	1484	0	442	0	0	0	69	239	620	102	119	38	0	99	144	76	105	346	13	3338182989026500	15587	4420	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000053.spe	1127.00	7.47	1	0.018357	-0.019330	0.006618	0.108113	21458.00000	1.51	11	39	235	0	8	0	93	1760	6902	972	85	141	946	66344	151	116	97	322	0	56	121	675	1246	0	443	0	0	0	92	245	595	103	149	57	16	131	57	125	128	323	0	1356689980976642	15822	4428	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000054.spe	1127.50	7.47	1	0.018357	-0.019330	0.006874	0.108113	21364.00000	1.48	32	65	232	0	24	0	127	1789	7306	922	102	122	927	64012	43	187	198	421	47	42	0	691	1175	0	451	0	0	0	73	284	659	141	130	31	170	54	74	0	68	435	14	0	15605	4647	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000055.spe	1128.00	7.48	1	0.018358	-0.019330	0.006886	0.108113	21477.00000	1.69	51	59	263	0	0	0	127	1901	7829	1119	102	128	911	67682	34	102	83	209	94	156	46	710	1307	0	526	0	0	0	67	283	705	60	158	57	138	86	92	80	99	383	7	1231768308652110	15118	4521	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000056.spe	1128.50	7.49	1	0.018354	-0.019330	0.006886	0.108113	18486.00000	1.42	0	34	128	0	19	0	113	993	4228	712	76	123	688	49191	231	111	83	303	10	0	96	557	1120	0	622	0	0	0	46	274	630	110	170	0	46	26	0	0	61	241	0	297373432219479	15593	4617	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000057.spe	1129.00	7.49	1	0.018358	-0.019330	0.006936	0.108113	20805.00000	1.66	13	43	222	0	29	0	109	1338	7977	947	55	100	1124	56964	137	81	60	198	91	130	118	595	1316	0	660	0	0	0	72	258	695	91	115	0	43	27	0	43	174	309	0	0	16540	4953	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000058.spe	1129.50	7.49	1	0.018359	-0.019330	0.006979	0.108113	20034.00000	1.50	44	55	227	25	6	14	120	1250	6093	861	87	87	1022	54055	19	157	71	276	0	55	90	554	1467	0	590	0	16	0	94	256	684	77	113	12	53	83	70	31	152	378	0	0	16597	4658	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000059.spe	1130.00	7.49	1	0.018358	-0.019330	0.006974	0.108113	21080.00000	1.43	26	67	204	0	0	0	155	1408	5823	997	76	118	1198	59795	22	95	58	333	153	38	0	901	1378	0	564	0	7	0	79	238	593	79	264	104	96	69	9	0	141	440	7	0	16629	4802	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000060.spe	1130.50	7.49	1	0.018359	-0.019330	0.006956	0.108113	21382.00000	1.58	23	36	161	0	20	0	153	1213	3686	938	98	142	1746	62170	195	151	214	325	0	0	24	605	1374	0	625	0	0	0	90	309	641	84	85	98	44	180	25	55	104	357	7	0	16974	4861	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000061.spe	1131.00	7.50	1	0.018360	-0.019330	0.006929	0.108113	22886.00000	1.63	0	25	197	0	22	0	132	1619	3396	1138	71	152	1374	73749	66	165	173	287	0	0	39	657	1135	0	633	0	0	0	84	207	681	115	175	19	29	135	31	46	74	517	23	0	17457	4595	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000062.spe	1131.50	7.50	1	0.018362	-0.019330	0.006888	0.108113	21756.00000	1.52	44	44	223	0	8	0	139	1690	2503	1058	100	142	1298	70484	19	172	179	319	0	0	60	664	1004	0	741	0	8	0	101	312	642	88	111	34	0	0	0	12	191	461	0	0	16821	4618	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000063.spe	1132.00	7.50	1	0.018362	-0.019330	0.006908	0.108113	21340.00000	1.60	40	52	149	0	8	0	126	1181	2691	885	77	133	991	63037	38	116	173	311	161	0	47	576	1055	0	444	0	0	0	85	279	615	88	156	113	87	0	128	0	14	450	5	1365368286753042	17517	4658	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000064.spe	1132.50	7.50	1	0.018357	-0.019330	0.006971	0.108113	21827.00000	1.44	37	40	234	0	12	0	151	1455	4225	1031	77	127	1166	64726	207	156	193	268	45	0	25	614	1289	0	687	0	12	0	97	241	603	88	185	87	0	48	15	44	32	343	0	2377749866616598	17527	4792	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000065.spe	1133.00	7.50	1	0.018358	-0.019330	0.006985	0.108113	21340.00000	1.50	29	52	235	0	0	0	132	1419	4900	1035	120	116	1077	59653	119	138	82	325	100	0	173	768	1558	0	698	0	0	0	48	287	615	46	193	16	0	45	126	80	0	369	0	0	17594	4716	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000066.spe	1133.50	7.50	1	0.018360	-0.019330	0.006924	0.108113	21907.00000	1.40	12	59	243	10	33	0	145	1419	5851	1002	100	139	1151	63127	289	158	122	257	0	48	75	572	1533	0	642	0	0	0	86	329	633	109	91	99	85	127	18	40	112	317	0	0	17440	4814	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000067.spe	1134.00	7.50	1	0.018361	-0.019330	0.006941	0.108113	21980.00000	1.48	17	84	284	4	38	0	128	1591	5502	1172	95	125	1192	66542	67	157	107	308	83	15	0	656	1499	0	501	0	0	0	88	274	624	24	193	86	52	14	44	84	240	352	0	45233038776794	16714	4553	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000068.spe	1134.50	7.49	1	0.018362	-0.019330	0.006941	0.108113	18733.00000	1.37	0	36	194	0	0	0	136	1026	3971	820	52	114	835	48339	53	94	29	249	123	82	14	623	1268	0	624	0	0	0	57	268	611	75	54	0	0	0	0	55	15	249	0	891083561159883	16442	4556	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000069.spe	1135.00	7.49	1	0.018363	-0.019330	0.006922	0.108113	22159.00000	1.53	41	83	305	13	54	0	149	1527	3610	1230	67	185	1328	67875	86	200	89	409	48	52	64	649	1250	0	677	0	0	0	114	326	668	153	232	64	86	6	68	88	192	453	6	0	16635	4591	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000070.spe	1135.50	7.49	1	0.018356	-0.019330	0.006922	0.108113	20298.00000	1.36	20	53	231	6	7	0	102	1465	2297	1030	82	108	1174	58783	221	146	109	231	41	0	0	632	1179	65	698	0	0	0	58	214	562	110	210	106	71	0	75	118	86	305	0	1259669950491059	16916	4696	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000071.spe	1136.00	7.49	1	0.018357	-0.019330	0.006890	0.108113	21008.00000	1.40	18	54	242	0	14	0	150	1499	2463	1076	75	127	1330	62613	212	211	91	321	47	0	0	811	1027	0	578	0	0	0	120	275	623	91	165	26	59	32	0	0	125	367	7	2773990373720584	16763	4724	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000072.spe	1136.50	7.49	1	0.018356	-0.019330	0.006916	0.108113	20466.00000	1.45	14	46	224	0	11	0	156	1439	1967	1047	104	133	1174	60563	120	157	84	238	31	0	53	472	965	0	649	0	0	0	26	301	677	98	137	54	47	34	0	67	50	272	0	0	17073	4608	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000073.spe	1137.00	7.50	1	0.018358	-0.019330	0.006895	0.108113	20699.00000	1.60	27	61	258	0	15	0	157	1494	2484	1142	104	123	1292	62524	159	176	156	334	121	135	23	703	1064	0	514	0	0	0	72	295	653	57	148	102	119	14	93	106	69	377	0	46089159065192	16406	4408	
C:\Data\BAS_sjro\May_2016\LP2B_XRF\XRF data\L000074.spe	1137.50	7.50	1	0.018360	-0.019330	0.006858	0.108113	17984.00000	1.48	33	59	232	17	7	13	134	1110	2207	990	90	110	895	48875	0	103	102	201	0	29	50	576	1172	0	695	0	0	0	54	165	541	88	134	64	14	189	0	66	38	431	0	0	15559	4345	
