C:\Data\BAS_sjro\Oct_2017\LP1C    22/11/2017  re-evaluated data (mislabelled as 1B when run)																																																					
peakarea																																																					
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000609.spe	335	6.63	1	0.018367	-0.020997	0.00732	0.109368	20311	1.33	0	5	0	0	53	6	122	7	1481	39	24	0	29	7010	187	123	134	0	0	170	188	28	913	0	556	11	0	7	0	139	239	15	49	52	0	101	192	43	0	0	16	1.38469E+15	35805	5530
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000610.spe	335.5	6.63	1	0.018367	-0.020997	0.007192	0.109368	20500	1.32	0	17	0	0	73	16	118	19	1562	43	9	23	40	7529	47	185	113	0	0	0	144	0	837	0	632	7	0	0	0	181	239	0	22	29	0	151	33	0	0	59	12	0	35663	5221
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000611.spe	336	6.63	1	0.018365	-0.020997	0.007143	0.109368	20354	1.26	4	0	29	7	45	5	119	8	1553	27	23	6	60	7315	68	168	134	0	0	0	247	0	851	0	672	0	0	0	0	183	247	0	29	0	0	46	109	0	29	0	9	1.93198E+15	35276	5321
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000612.spe	336.5	6.64	1	0.018363	-0.020997	0.007289	0.109368	20293	1.19	52	39	35	29	88	13	130	8	1510	49	31	0	89	6888	16	197	94	0	0	42	178	64	911	0	919	0	0	0	0	227	209	0	37	77	0	125	0	0	0	99	0	1.46451E+15	36190	5511
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000613.spe	337	6.64	1	0.018364	-0.020997	0.007273	0.109368	20179	1.26	10	36	0	7	56	15	125	9	1588	27	9	7	114	7016	20	190	74	0	16	64	173	17	984	0	865	0	0	0	0	242	221	0	0	18	0	91	106	57	0	70	0	3.09245E+15	36119	5435
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000614.spe	337.5	6.63	1	0.018364	-0.020997	0.00723	0.109368	20326	1.26	20	7	18	32	67	7	110	9	1423	27	0	9	41	7300	42	138	79	0	34	164	135	20	806	0	665	0	0	0	0	235	193	7	45	28	0	22	37	0	41	19	4	2.59325E+15	36136	5490
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000615.spe	338	6.63	1	0.018364	-0.020997	0.00723	0.109368	20486	1.25	0	0	0	4	56	6	121	18	1556	33	10	30	97	8037	48	209	105	0	0	37	336	152	987	0	579	0	0	0	0	186	243	0	102	0	0	34	0	0	99	85	0	0	35997	5417
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000616.spe	338.5	6.63	1	0.018362	-0.020997	0.007258	0.109368	20574	1.33	0	0	0	14	81	10	117	32	1447	57	24	27	34	8480	30	143	72	0	103	109	247	0	929	0	820	7	12	0	0	219	232	0	81	26	0	25	0	0	11	77	30	0	36694	5606
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000617.spe	339	6.63	1	0.018362	-0.020997	0.007217	0.109368	20375	1.34	19	20	15	26	60	12	128	5	1512	97	0	23	78	8322	110	189	50	0	65	54	75	68	854	0	879	0	0	0	0	212	219	0	87	45	38	43	70	0	0	7	0	0	35831	5307
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000618.spe	339.5	6.63	1	0.018363	-0.020997	0.007228	0.109368	20366	1.38	0	9	0	25	61	13	117	7	1639	47	0	6	69	7662	67	165	164	0	0	0	203	17	929	0	535	8	0	0	0	176	235	0	18	18	0	67	0	0	93	46	0	0	35752	5425
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000619.spe	340	6.63	1	0.018362	-0.020997	0.007261	0.109368	20319	1.5	0	0	0	13	67	14	137	0	1747	66	12	20	73	7534	0	160	102	0	0	94	290	11	866	0	708	8	0	0	0	261	265	0	22	0	0	72	125	0	0	83	0	2.66639E+15	36225	5607
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000620.spe	340.5	6.63	1	0.018357	-0.020997	0.007261	0.109368	20167	1.23	5	39	22	21	63	25	164	6	1850	65	18	16	57	7681	19	164	142	6	69	117	199	0	1061	0	765	14	0	0	0	238	216	31	0	42	0	0	20	0	15	81	17	0	35545	5551
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000621.spe	341	6.63	1	0.018356	-0.020997	0.007231	0.109368	20023	1.19	0	10	9	0	79	9	147	11	1656	50	6	0	7	6775	87	179	127	0	57	53	237	0	1049	0	855	0	0	0	0	179	262	12	46	26	0	58	48	21	94	63	10	0	35760	5503
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000622.spe	341.5	6.63	1	0.018357	-0.020997	0.007209	0.109368	19759	1.24	0	5	0	0	51	14	128	0	1381	25	7	0	14	5859	42	144	59	17	97	47	304	0	952	0	789	0	0	0	0	204	210	53	6	110	0	0	0	0	101	22	20	1.49433E+15	35476	5579
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000623.spe	342	6.63	1	0.018354	-0.020997	0.007227	0.109368	19520	1.51	0	0	7	0	69	22	174	31	1403	23	13	17	36	5672	13	211	129	0	64	8	221	0	852	0	692	12	12	0	14	169	280	0	0	44	0	0	79	0	47	113	15	2.55934E+14	35134	5285
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000624.spe	342.5	6.63	1	0.018351	-0.020997	0.007257	0.109368	19454	1.21	0	9	27	12	57	0	148	15	1350	27	5	37	42	6084	84	203	95	0	0	0	118	42	1051	0	906	0	8	0	0	227	236	21	51	12	0	76	52	0	27	51	25	0	35334	5578
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000625.spe	343	6.63	1	0.018349	-0.020997	0.007233	0.109368	19508	1.36	10	25	21	6	44	13	133	4	1401	0	0	0	9	7001	82	165	37	0	101	39	148	0	925	0	695	4	0	4	17	188	194	0	62	0	0	0	65	0	108	19	29	0	34787	5333
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000626.spe	343.5	6.62	1	0.018347	-0.020997	0.007205	0.109368	19602	1.29	0	0	0	0	39	14	120	0	1525	0	0	0	44	7949	59	152	102	0	75	10	175	0	1021	0	679	0	0	0	0	166	170	0	84	0	0	0	0	0	107	46	27	1.04019E+15	35260	5282
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000627.spe	344	6.61	1	0.018346	-0.020997	0.007216	0.109368	19626	1.44	5	48	39	15	64	25	108	11	1395	28	10	11	40	7983	43	158	99	0	200	83	226	0	909	0	774	16	0	0	11	172	183	42	142	71	57	0	0	0	226	88	9	2.09501E+15	34741	5584
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000628.spe	344.5	6.61	1	0.018352	-0.020997	0.007356	0.109368	19691	1.14	0	14	0	13	69	10	137	20	1476	48	0	17	79	7821	64	196	96	0	120	34	164	53	852	0	856	0	15	0	7	127	246	0	6	0	0	0	0	0	171	11	21	1.14482E+15	34708	5477
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000629.spe	345	6.6	1	0.01835	-0.020997	0.007336	0.109368	19873	1.23	66	54	28	22	48	22	105	15	1558	70	7	7	47	7708	163	126	148	0	0	46	233	30	1136	0	953	5	0	0	0	186	169	76	122	85	0	96	110	0	0	0	16	0	35227	5739
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000630.spe	345.5	6.6	1	0.018351	-0.020997	0.007307	0.109368	19688	1.25	0	0	31	13	54	0	139	7	1507	35	10	0	45	7928	193	187	128	0	5	70	104	0	983	0	671	0	0	0	0	204	252	15	135	0	32	112	0	53	46	0	0	0	34491	5284
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000631.spe	346	6.59	1	0.018349	-0.020997	0.007296	0.109368	19880	1.4	21	45	6	15	63	23	131	9	1448	16	7	27	13	8742	30	180	86	0	177	0	118	13	887	0	579	0	4	0	0	181	260	11	84	12	0	0	0	18	58	76	14	1.62504E+15	34628	5402
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000632.spe	346.5	6.59	1	0.018352	-0.020997	0.00722	0.109368	20128	1.33	0	15	0	0	63	7	140	0	1588	40	6	26	48	9486	155	175	114	0	0	26	223	0	1055	0	849	0	9	0	0	215	225	0	91	38	0	78	85	0	77	26	0	0	34755	5495
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000633.spe	347	6.58	1	0.018352	-0.020997	0.007261	0.109368	20388	1.34	0	0	0	7	87	0	127	0	1763	47	15	11	76	9666	36	183	128	0	103	86	258	21	1151	0	804	0	0	0	0	175	313	0	115	65	40	9	57	47	38	88	20	9.65918E+14	35067	5546
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000634.spe	347.5	6.57	1	0.018353	-0.020997	0.00734	0.109368	20254	1.31	0	38	0	22	70	0	125	0	1654	10	5	12	61	8869	121	145	90	0	82	5	130	0	1039	0	731	0	7	0	16	201	288	0	42	0	0	44	20	0	140	52	30	0	35486	5451
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000635.spe	348	6.57	1	0.018355	-0.020997	0.00742	0.109368	20423	1.26	0	9	6	0	91	8	110	0	1779	14	6	0	41	9517	108	208	72	0	0	59	196	0	993	0	658	0	0	0	0	261	281	8	23	0	0	213	0	74	109	7	0	1.13796E+14	35855	5414
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000636.spe	348.5	6.56	1	0.018354	-0.020997	0.007401	0.109368	20459	1.34	17	26	0	0	84	0	90	0	1713	22	0	0	51	9475	122	170	119	0	61	0	252	0	1059	0	923	0	0	0	0	242	222	0	15	91	0	0	0	0	0	20	32	1.10282E+15	35739	5872
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000637.spe	349	6.56	1	0.018353	-0.020997	0.007424	0.109368	20619	1.33	9	7	4	0	76	20	94	0	1719	8	5	29	68	9250	154	200	128	0	81	103	85	0	1147	0	890	0	0	0	0	215	254	0	0	17	30	0	169	0	47	26	10	0	35713	5775
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000638.spe	349.5	6.56	1	0.018352	-0.020997	0.007389	0.109368	20769	1.3	0	30	32	13	45	17	114	0	1619	40	11	0	64	9858	148	171	195	18	153	18	229	0	1079	0	974	0	25	0	0	228	244	6	109	41	0	0	0	6	36	4	0	0	36616	5630
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000639.spe	350	6.56	1	0.01835	-0.020997	0.007377	0.109368	20735	1.48	6	34	28	4	73	11	99	14	1689	83	0	12	53	10099	104	198	67	0	50	0	283	0	1069	0	804	0	0	0	0	204	296	0	71	15	0	0	0	0	14	40	0	5.41641E+14	35719	5525
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000640.spe	350.5	6.56	1	0.018354	-0.020997	0.007321	0.109368	20541	1.31	0	0	0	0	53	0	115	19	1567	55	0	0	46	8534	70	188	72	0	72	28	232	99	997	0	865	0	0	0	6	217	236	0	0	0	0	56	83	0	84	48	0	9.94536E+14	36038	5559
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000641.spe	351	6.57	1	0.018357	-0.020997	0.007321	0.109368	20790	1.25	0	0	7	0	44	11	101	0	1645	58	0	19	65	9657	128	118	150	0	0	42	229	0	942	0	765	0	0	0	0	211	243	30	83	68	0	109	0	0	0	36	0	0	36217	5643
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000642.spe	351.5	6.57	1	0.018355	-0.020997	0.007335	0.109368	20798	1.31	0	0	0	0	69	0	82	35	1731	48	11	5	77	9689	43	164	112	0	0	38	265	0	858	0	725	0	9	0	0	189	279	0	96	0	0	16	0	0	0	75	0	7.74332E+13	36175	5741
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000643.spe	352	6.58	1	0.018355	-0.020997	0.007299	0.109368	20706	1.32	7	0	20	10	49	6	109	52	1460	65	0	17	55	8792	88	158	111	0	47	75	120	142	946	0	833	0	12	0	9	183	299	0	83	15	10	5	0	0	0	8	0	0	36151	5484
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000644.spe	352.5	6.59	1	0.018353	-0.020997	0.007265	0.109368	20908	1.25	0	20	0	0	42	0	74	18	1574	70	0	9	72	9220	83	178	192	0	25	135	163	68	978	0	813	10	0	0	6	135	272	40	112	5	30	19	0	0	165	34	9	1.70157E+15	36148	5998
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000645.spe	353	6.59	1	0.018354	-0.020997	0.007242	0.109368	20750	1.32	26	50	18	0	87	7	98	22	1604	77	32	10	70	8232	95	275	130	5	163	62	128	19	830	0	741	0	28	0	0	227	285	64	70	49	0	0	0	0	46	87	29	6.80657E+14	36904	5534
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000646.spe	353.5	6.6	1	0.018357	-0.020997	0.007334	0.109368	20852	1.22	0	34	0	12	59	27	87	12	1849	9	6	25	78	7846	197	171	90	0	0	178	387	94	1056	0	816	5	7	0	25	278	264	0	57	27	0	120	21	10	67	0	0	1.59229E+14	36833	5746
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000647.spe	354	6.61	1	0.018356	-0.020997	0.007334	0.109368	20922	1.23	0	28	5	10	58	16	115	0	1926	37	0	0	65	7257	0	210	118	0	47	0	244	0	975	0	771	0	0	0	5	253	285	4	34	0	0	0	0	26	49	113	9	1.08968E+15	36881	5664
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000648.spe	354.5	6.61	1	0.018357	-0.020997	0.007353	0.109368	21165	1.29	71	62	20	5	86	0	98	0	1736	24	4	7	53	6964	75	204	57	11	139	18	260	0	1023	0	966	0	0	0	0	246	272	0	30	0	0	0	0	59	134	37	29	0	37430	5952
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000649.spe	355	6.61	1	0.01836	-0.020997	0.007329	0.109368	21384	1.23	30	33	20	23	63	19	102	16	1964	42	12	32	94	7724	22	143	75	0	0	100	232	0	931	0	722	0	0	0	0	257	304	0	21	0	11	96	24	0	11	48	16	0	36961	5649
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000650.spe	355.5	6.62	1	0.018358	-0.020997	0.007312	0.109368	21465	1.42	0	0	0	0	72	0	112	0	1837	41	6	20	40	7425	0	173	133	0	0	96	306	58	845	0	599	0	0	0	0	310	217	5	47	129	21	52	69	0	0	149	0	0	37025	5519
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000651.spe	356	6.62	1	0.018354	-0.020997	0.00735	0.109368	21414	1.27	0	34	15	16	86	0	109	8	1772	47	14	19	54	7445	81	211	131	0	53	49	284	0	844	0	786	0	0	0	0	179	284	6	46	47	0	50	30	20	23	60	14	0	37501	5631
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000652.spe	356.5	6.62	1	0.018356	-0.020997	0.007386	0.109368	21323	1.35	21	22	30	22	94	34	82	11	1655	28	0	28	37	8038	68	189	148	0	0	128	256	0	872	0	952	0	0	0	0	247	317	24	13	15	0	58	122	0	0	38	0	1.07776E+15	37065	5747
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000653.spe	357	6.62	1	0.018357	-0.020997	0.007386	0.109368	20991	1.32	0	18	17	13	79	0	116	27	1474	34	10	10	64	7620	120	147	129	0	132	90	136	101	1049	0	704	0	13	0	0	277	257	0	78	70	33	0	90	0	20	36	0	0	36834	5846
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000654.spe	357.5	6.62	1	0.018356	-0.020997	0.007386	0.109368	20988	1.34	8	0	10	6	81	26	98	0	1421	26	11	19	66	7753	103	183	69	0	0	93	233	0	979	0	723	5	0	0	0	205	201	49	132	91	20	138	0	0	123	26	6	0	36940	5735
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000655.spe	358	6.61	1	0.018353	-0.020997	0.007362	0.109368	21204	1.22	0	12	9	9	76	9	109	14	1397	25	6	28	66	7590	133	203	177	0	126	0	153	45	777	0	742	0	0	0	0	247	253	36	131	57	0	0	29	0	0	38	0	0	36759	5471
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000656.spe	358.5	6.61	1	0.018354	-0.020997	0.007337	0.109368	21788	1.27	0	0	0	0	54	10	76	10	1557	20	32	0	26	9187	66	196	126	0	0	122	322	0	966	0	843	8	0	0	0	242	302	0	56	0	0	117	57	0	31	83	11	0	37714	5744
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000657.spe	359	6.61	1	0.018356	-0.020997	0.007317	0.109368	22061	1.24	0	5	5	0	77	14	89	8	1698	29	0	7	102	9299	43	239	157	0	0	63	177	0	860	0	785	0	0	0	0	301	338	0	70	0	7	11	9	0	0	102	0	1.56441E+14	37765	5995
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000658.spe	359.5	6.61	1	0.018354	-0.020997	0.007304	0.109368	22044	1.35	0	9	0	0	76	0	85	0	1735	33	18	11	78	8524	122	169	63	0	0	39	313	0	805	0	813	0	0	0	0	257	298	0	73	0	0	161	20	0	0	92	42	1.20998E+15	38104	5678
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000659.spe	360	6.62	1	0.018351	-0.020997	0.007347	0.109368	21969	1.25	0	20	0	11	64	22	118	6	1579	29	26	26	45	7727	102	201	135	0	0	112	312	25	815	0	666	8	0	0	0	277	314	0	46	11	0	125	203	0	0	86	0	0	38325	6045
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000660.spe	360.5	6.63	1	0.018354	-0.020997	0.007412	0.109368	22164	1.47	14	33	0	0	70	0	76	12	1463	44	0	20	79	7800	62	182	92	0	0	34	220	0	683	0	806	0	0	0	0	232	329	0	82	37	0	45	31	0	0	58	30	0	38342	5991
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000661.spe	361	6.64	1	0.018355	-0.020997	0.007493	0.109368	22188	1.41	0	0	15	9	66	14	99	14	1727	14	0	20	91	9455	143	208	98	0	52	44	177	44	664	0	739	0	0	0	13	272	340	13	93	0	0	0	0	0	7	39	0	0	38246	6089
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000662.spe	361.5	6.63	1	0.018359	-0.020997	0.007493	0.109368	22016	1.24	0	14	33	12	68	0	86	0	1758	25	0	0	41	10315	54	202	116	0	95	61	327	0	903	0	747	0	0	0	0	273	354	64	87	6	0	0	0	0	58	77	19	1.41414E+15	38198	6082
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000663.spe	362	6.63	1	0.018358	-0.020997	0.007483	0.109368	22161	1.3	0	19	0	0	44	0	98	0	1762	23	0	47	69	11716	48	220	177	0	0	0	146	0	1041	0	784	0	0	0	0	245	306	59	167	82	43	0	0	44	88	117	0	1.50293E+15	37799	5806
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000664.spe	362.5	6.64	1	0.018359	-0.020997	0.007453	0.109368	22139	1.36	54	39	9	11	67	29	81	5	2019	12	24	21	62	12991	0	207	35	0	0	159	172	0	859	0	904	0	0	0	0	296	298	0	0	0	0	125	40	5	129	209	12	2.67296E+15	37471	6048
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000665.spe	363	6.64	1	0.018361	-0.020997	0.007471	0.109368	22140	1.3	22	49	14	10	55	0	66	0	1851	0	0	0	43	14038	20	190	49	0	68	132	300	5	1035	0	820	0	0	0	0	292	265	14	0	7	0	0	14	0	44	120	0	1.0789E+15	37604	5894
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000666.spe	363.5	6.64	1	0.018364	-0.020997	0.007515	0.109368	22364	1.14	28	54	18	19	80	0	113	0	1781	11	22	22	68	14421	0	208	85	0	118	73	220	0	1040	0	688	0	0	0	0	244	211	0	17	0	0	0	104	0	79	152	11	0	37685	5872
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000667.spe	364	6.64	1	0.018366	-0.020997	0.007526	0.109368	22642	1.41	0	0	0	0	74	11	101	0	1792	0	23	37	107	14346	23	188	102	0	0	85	202	60	935	0	836	0	0	0	0	222	320	26	102	0	0	98	73	0	0	90	27	7.4657E+14	38649	5918
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000668.spe	364.5	6.63	1	0.018363	-0.020997	0.007579	0.109368	23075	1.34	0	26	10	5	96	0	95	0	1933	22	25	0	121	14431	36	181	147	0	0	0	421	0	1075	0	854	0	0	9	0	209	356	44	17	0	0	69	133	31	6	127	0	0	39607	6339
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000669.spe	365	6.64	1	0.018362	-0.020997	0.007498	0.109368	23023	1.31	0	25	15	7	89	0	84	16	1847	26	0	15	92	15216	93	208	110	0	0	32	300	0	1015	0	831	0	0	0	0	226	337	44	85	18	0	49	13	0	13	121	27	0	38529	5977
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000670.spe	365.5	6.64	1	0.018364	-0.020997	0.00751	0.109368	23209	1.45	0	23	9	6	86	0	90	13	2041	24	0	0	79	16158	166	151	67	0	0	90	178	148	1065	0	762	0	0	0	0	266	258	0	110	0	0	75	37	73	68	53	8	0	38949	5947
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000671.spe	366	6.64	1	0.018364	-0.020997	0.007482	0.109368	23012	1.45	11	49	0	0	103	0	94	0	2166	35	0	26	73	15361	151	200	101	0	0	0	321	116	1017	0	821	0	0	0	0	208	285	0	128	30	0	5	0	0	138	51	19	4.60301E+14	38730	5863
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000672.spe	366.5	6.64	1	0.018366	-0.020997	0.007451	0.109368	22942	1.38	0	35	0	0	99	5	89	0	2290	6	21	19	67	16110	45	153	62	0	172	62	426	0	1054	0	880	0	0	0	0	265	281	0	0	22	0	0	32	0	56	124	22	0	38169	5973
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000673.spe	367	6.64	1	0.018367	-0.020997	0.007472	0.109368	22583	1.5	0	20	8	20	106	7	131	11	2124	0	0	43	77	15032	4	232	142	0	0	0	217	0	1082	0	835	0	0	0	12	263	284	0	50	71	0	112	179	0	0	151	8	0	38503	5719
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000674.spe	367.5	6.64	1	0.018369	-0.020997	0.007511	0.109368	22454	1.42	18	43	19	0	95	24	76	8	2157	17	0	0	91	13378	75	193	14	0	0	124	310	0	1093	0	645	0	0	0	0	247	301	0	61	0	0	37	133	0	78	48	29	0	37472	5947
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000675.spe	368	6.64	1	0.018364	-0.020997	0.00755	0.109368	22297	1.24	0	4	14	26	87	8	112	24	2106	42	11	43	84	12539	0	269	24	0	0	79	266	0	1119	0	885	0	0	0	0	269	308	11	80	21	47	40	86	17	46	106	0	2.21625E+15	37902	5729
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000676.spe	368.5	6.64	1	0.018366	-0.020997	0.007537	0.109368	22040	1.52	0	26	0	0	64	5	103	0	1868	45	0	26	82	12428	75	149	52	0	0	11	357	0	1003	0	663	0	0	0	0	201	328	0	23	0	0	100	81	0	0	123	19	2.2413E+15	37677	5714
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000677.spe	369	6.65	1	0.018362	-0.020997	0.007466	0.109368	22021	1.22	0	20	0	0	56	0	83	9	1899	24	11	10	94	11465	109	219	183	0	0	81	291	0	1105	0	813	0	0	0	19	151	304	0	133	57	0	106	0	0	40	19	0	1.73507E+13	37763	5938
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000678.spe	369.5	6.65	1	0.018364	-0.020997	0.007481	0.109368	21910	1.41	0	10	11	19	74	6	103	31	1850	57	23	0	91	10463	98	196	157	0	0	45	280	4	997	0	861	0	0	0	32	189	262	61	66	0	0	0	0	0	159	68	22	1.92404E+15	37888	5781
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000679.spe	370	6.65	1	0.018366	-0.020997	0.007508	0.109368	21984	1.29	46	50	25	12	71	26	108	0	1900	42	13	34	79	10619	0	190	96	0	0	59	412	0	1044	0	577	4	0	5	5	239	226	0	58	86	0	107	127	0	77	85	0	0	37828	5759
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000680.spe	370.5	6.65	1	0.018367	-0.020997	0.007491	0.109368	22198	1.37	0	24	29	6	78	25	91	16	1943	60	29	30	67	10985	36	212	67	0	10	147	372	0	955	0	857	0	0	0	0	230	286	0	30	36	0	112	46	0	93	81	26	4.24557E+14	38290	5747
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000681.spe	371	6.65	1	0.018369	-0.020997	0.007452	0.109368	22003	1.32	30	31	13	0	64	0	113	0	1771	28	0	0	83	10230	0	197	33	0	0	24	366	0	768	0	890	0	0	0	0	272	353	25	79	38	0	126	99	42	0	130	19	0	38227	5900
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000682.spe	371.5	6.65	1	0.018369	-0.020997	0.007466	0.109368	22083	1.34	0	18	0	7	69	0	99	22	1490	65	8	0	97	9988	101	203	97	0	0	12	238	134	901	0	815	0	0	0	0	304	381	8	6	0	0	146	23	0	0	54	9	3.14678E+15	38266	5747
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000683.spe	372	6.66	1	0.018367	-0.020997	0.007499	0.109368	22083	1.43	0	38	10	0	80	0	109	32	1706	34	0	35	103	10197	21	151	105	0	54	140	364	0	840	83	840	0	0	0	5	281	290	0	0	0	0	0	66	8	83	119	0	1.35346E+15	38809	5901
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000684.spe	372.5	6.65	1	0.018363	-0.020997	0.007556	0.109368	22034	1.17	33	28	10	10	74	16	101	16	1721	26	14	34	91	10048	157	254	73	0	0	24	429	0	859	0	860	0	0	0	7	306	264	65	118	59	8	142	105	24	0	77	38	1.48185E+15	38487	6077
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000685.spe	373	6.65	1	0.018365	-0.020997	0.007578	0.109368	22341	1.41	0	33	0	0	47	0	113	20	1598	50	28	9	97	10221	0	175	60	0	0	44	330	32	702	0	914	0	0	0	0	251	291	0	43	9	0	86	0	0	207	88	0	1.83524E+14	38640	6051
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000686.spe	373.5	6.65	1	0.018369	-0.020997	0.007614	0.109368	22403	1.2	0	15	0	0	60	23	111	11	1665	17	0	17	38	9719	0	184	125	0	16	38	314	70	883	0	959	0	0	0	0	177	264	0	68	19	0	0	76	14	67	117	5	0	39207	6142
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000687.spe	374	6.64	1	0.01837	-0.020997	0.007591	0.109368	22390	1.34	0	23	0	14	62	0	90	22	1602	21	10	49	94	9091	119	205	77	0	0	148	254	0	917	0	832	0	0	0	0	362	398	0	0	0	0	106	42	0	0	46	30	1.68539E+15	38701	6068
C:\Data\BAS_sjro\Oct_2017\LP1C\XRF data\L000688.spe	374.5	6.64	1	0.018368	-0.020997	0.007542	0.109368	22464	1.47	0	9	18	22	72	0	127	12	1640	20	0	23	83	9911	31	208	115	0	22	190	383	0	831	0	748	8	0	0	7	272	245	0	103	67	37	133	28	0	192	50	18	3.12452E+15	38815	6242
