LP08_M1H_BACON_SH20M1H,,,,,,,,,,,,,
Strat_depth,95%CI_min,95%CI_max,median_age,SH20M1Hmean_age,mean 95%,Unit ,95%CI_min_nearest_10_years,95%CI_max_nearest_10_years,median_age_nearest_10_years,SH20M1Hmean_age_nearest_10_years,mean_min_95%CI_err.,max_mean_95%CI_nearest_10_years,mean_95%CI_nearest_10_years
cm,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP,-,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP
268,4711.72,5138.71,4906.16,4913.06,213.495,6A,4710,5140,4910,4910,200,230,220
269,4716.61,5155.3,4917.06,4923.82,219.345,6A,4720,5160,4920,4920,200,240,220
270,4720.91,5177.94,4927.46,4934.59,228.515,6A,4720,5180,4930,4930,210,250,230
271,4733.02,5184.35,4938.07,4944.24,225.665,6A,4730,5180,4940,4940,210,240,230
272,4741.13,5191.45,4948.57,4953.9,225.16,6A,4740,5190,4950,4950,210,240,230
273,4748.99,5198.03,4956.7,4963.55,224.52,6A,4750,5200,4960,4960,210,240,230
274,4759.89,5206.29,4966.67,4973.21,223.2,6A,4760,5210,4970,4970,210,240,230
275,4767.48,5215.71,4977.29,4982.86,224.115,6A,4770,5220,4980,4980,210,240,230
276,4774.64,5224.57,4988.48,4992.52,224.965,6A,4770,5220,4990,4990,220,230,230
277,4782.85,5230.53,4998.92,5002.17,223.84,6A,4780,5230,5000,5000,220,230,230
278,4788.56,5243.17,5009.64,5011.83,227.305,6A,4790,5240,5010,5010,220,230,230
279,4793.6,5255.37,5020.26,5021.48,230.885,6A,4790,5260,5020,5020,230,240,240
280,4797.67,5267.33,5029.22,5031.14,234.83,6A,4800,5270,5030,5030,230,240,240
281,4812.25,5274.94,5040.67,5042.1,231.345,6A,4810,5270,5040,5040,230,230,230
282,4822.71,5282.91,5050.12,5053.07,230.1,6A,4820,5280,5050,5050,230,230,230
283,4834.33,5293.92,5060.55,5064.04,229.795,6A,4830,5290,5060,5060,230,230,230
284,4846.47,5310.07,5071.78,5075,231.8,6A,4850,5310,5070,5080,230,230,230
285,4855.29,5321.02,5084.06,5085.97,232.865,6A,4860,5320,5080,5090,230,230,230
286,4860.16,5331.26,5095.07,5096.94,235.55,6A,4860,5330,5100,5100,240,230,240
287,4868.57,5341.69,5106.24,5107.91,236.56,6A,4870,5340,5110,5110,240,230,240
288,4873.26,5354.05,5118.23,5118.87,240.395,6A,4870,5350,5120,5120,250,230,240
289,4877.26,5368.06,5131.09,5129.84,245.4,6A,4880,5370,5130,5130,250,240,250
290,4884.48,5381.93,5140.38,5140.81,248.725,6A,4880,5380,5140,5140,260,240,250
291,4903.85,5385.22,5150.08,5151.26,240.685,6A,4900,5390,5150,5150,250,240,250
292,4919.23,5396.14,5160.35,5161.71,238.455,6A,4920,5400,5160,5160,240,240,240
293,4931.04,5405.7,5171.32,5172.16,237.33,6A,4930,5410,5170,5170,240,240,240
294,4944.35,5416.07,5180.88,5182.61,235.86,6A,4940,5420,5180,5180,240,240,240
295,4959.37,5422.09,5191.51,5193.06,231.36,6A,4960,5420,5190,5190,230,230,230
296,4972.11,5436.08,5202.11,5203.51,231.985,6A,4970,5440,5200,5200,230,240,240
297,4984.67,5449.23,5213.8,5213.96,232.28,6A,4980,5450,5210,5210,230,240,240
298,4993.23,5460.9,5224,5224.41,233.835,6A,4990,5460,5220,5220,230,240,240
299,5000.23,5474.01,5235.14,5234.86,236.89,6A,5000,5470,5240,5230,230,240,240
300,5007.31,5484.25,5245.4,5245.31,238.47,6A,5010,5480,5250,5250,240,230,240
301,5029.71,5491.4,5255.03,5255.31,230.845,6A,5030,5490,5260,5260,230,230,230
302,5045.39,5496.05,5264.49,5265.3,225.33,6A,5050,5500,5260,5270,220,230,230
303,5057.52,5504.8,5273.58,5275.29,223.64,6A,5060,5500,5270,5280,220,220,220
304,5072.65,5511.98,5284.47,5285.29,219.665,6A,5070,5510,5280,5290,220,220,220
305,5079.56,5517.98,5294.79,5295.28,219.21,6A,5080,5520,5290,5300,220,220,220
306,5092.94,5527.16,5304.01,5305.27,217.11,6A,5090,5530,5300,5310,220,220,220
307,5106.17,5533.53,5314.67,5315.27,213.68,6A,5110,5530,5310,5320,210,210,210
308,5113.75,5545.18,5324.65,5325.26,215.715,6A,5110,5550,5320,5330,220,220,220
309,5120.78,5549.96,5334.65,5335.25,214.59,6A,5120,5550,5330,5340,220,210,220
310,5128.18,5562.94,5344.64,5345.25,217.38,6A,5130,5560,5340,5350,220,210,220
311,5151.17,5570.42,5353.43,5355.73,209.625,6A,5150,5570,5350,5360,210,210,210
312,5177.62,5575.3,5361.78,5366.22,198.84,6A,5180,5580,5360,5370,190,210,200
313,5202.78,5582.48,5370.94,5376.7,189.85,6A,5200,5580,5370,5380,180,200,190
314,5218.44,5589.08,5380.34,5387.19,185.32,6A,5220,5590,5380,5390,170,200,190
315,5236.71,5596.29,5389.59,5397.67,179.79,6A,5240,5600,5390,5400,160,200,180
316,5252.35,5605.38,5398.84,5408.16,176.515,6A,5250,5610,5400,5410,160,200,180
317,5268.1,5611.38,5407.94,5418.64,171.64,6A,5270,5610,5410,5420,150,190,170
318,5284.3,5624.37,5417.43,5429.13,170.035,6A,5280,5620,5420,5430,150,190,170
319,5295.91,5636.64,5426.31,5439.62,170.365,6A,5300,5640,5430,5440,140,200,170
320,5306.78,5646.64,5436.79,5450.1,169.93,6A,5310,5650,5440,5450,140,200,170
321,5330.17,5673.49,5474.57,5487.39,171.66,6A,5330,5670,5470,5490,160,180,170
322,5341.25,5739.72,5513.16,5524.68,199.235,6A,5340,5740,5510,5520,180,220,200
323,5362.86,5802.76,5550.84,5561.98,219.95,6A,5360,5800,5550,5560,200,240,220
324,5375.19,5881.23,5584.76,5599.27,253.02,5C,5380,5880,5580,5600,220,280,250
325,5386.93,5954.91,5618.47,5636.56,283.99,5C,5390,5950,5620,5640,250,310,280
326,5400.37,6029.68,5650.7,5673.85,314.655,5C,5400,6030,5650,5670,270,360,320
327,5407.2,6114.64,5680.69,5711.14,353.72,5C,5410,6110,5680,5710,300,400,350
328,5417.11,6205.93,5713.13,5748.44,394.41,5C,5420,6210,5710,5750,330,460,400
329,5423.87,6297.97,5746.49,5785.73,437.05,5C,5420,6300,5750,5790,370,510,440
330,5431.74,6388,5777.26,5823.02,478.13,5C,5430,6390,5780,5820,390,570,480
331,5474.33,6413.58,5823.2,5862.62,469.625,5C,5470,6410,5820,5860,390,550,470
332,5504.27,6447.73,5866.89,5902.22,471.73,5C,5500,6450,5870,5900,400,550,480
333,5526.01,6478.19,5911.93,5941.82,476.09,5C,5530,6480,5910,5940,410,540,480
334,5544.98,6508.79,5958.75,5981.42,481.905,5C,5540,6510,5960,5980,440,530,490
335,5567.9,6545.25,6008.68,6021.02,488.675,5C,5570,6550,6010,6020,450,530,490
336,5590.23,6584.62,6052.95,6060.62,497.195,5C,5590,6580,6050,6060,470,520,500
337,5606.91,6634.8,6097.59,6100.22,513.945,5C,5610,6630,6100,6100,490,530,510
338,5623.28,6700.69,6141.59,6139.82,538.705,5C,5620,6700,6140,6140,520,560,540
339,5638.27,6758.56,6186.62,6179.42,560.145,5C,5640,6760,6190,6180,540,580,560
340,5645.06,6826.05,6229.64,6219.02,590.495,5C,5650,6830,6230,6220,570,610,590
341,5697.4,6840.07,6260.64,6256.65,571.335,5C,5700,6840,6260,6260,560,580,570
342,5736.65,6850.14,6302.82,6294.27,556.745,5C,5740,6850,6300,6290,550,560,560
343,5775.49,6857.99,6342.41,6331.9,541.25,5C,5780,6860,6340,6330,550,530,540
344,5816.35,6867.82,6385.66,6369.52,525.735,5C,5820,6870,6390,6370,550,500,530
345,5849.63,6884.3,6427.47,6407.15,517.335,5C,5850,6880,6430,6410,560,470,520
346,5879.38,6900.89,6468.74,6444.77,510.755,5C,5880,6900,6470,6440,560,460,510
347,5911.7,6921.9,6512.3,6482.4,505.1,5C,5910,6920,6510,6480,570,440,510
348,5940.83,6945.58,6553.23,6520.03,502.375,5C,5940,6950,6550,6520,580,430,510
349,5964.76,6969.72,6592.18,6557.65,502.48,5C,5960,6970,6590,6560,600,410,510
350,5987.54,7010.28,6631.29,6595.28,511.37,5C,5990,7010,6630,6600,610,410,510
351,6071.82,7021.37,6657.77,6628.02,474.775,5C,6070,7020,6660,6630,560,390,480
352,6159.21,7029.41,6684.56,6660.77,435.1,5C,6160,7030,6680,6660,500,370,440
353,6233.42,7040.52,6713.51,6693.52,403.55,5C,6230,7040,6710,6690,460,350,410
354,6303.46,7055.03,6746,6726.27,375.785,5C,6300,7060,6750,6730,430,330,380
355,6365.89,7070.86,6775.39,6759.02,352.485,5C,6370,7070,6780,6760,390,310,350
356,6425.23,7090.11,6806.03,6791.77,332.44,5C,6430,7090,6810,6790,360,300,330
357,6470.78,7109.85,6837.93,6824.52,319.535,5C,6470,7110,6840,6820,350,290,320
358,6506.81,7128.97,6869.34,6857.27,311.08,5C,6510,7130,6870,6860,350,270,310
359,6544.95,7156.26,6905.05,6890.01,305.655,5C,6540,7160,6910,6890,350,270,310
360,6571.01,7187.69,6938.56,6922.76,308.34,5C,6570,7190,6940,6920,350,270,310
361,6638.72,7195.72,6961.95,6951.95,278.5,5C,6640,7200,6960,6950,310,250,280
362,6712.17,7205.23,6985.39,6981.13,246.53,5C,6710,7210,6990,6980,270,230,250
363,6771.12,7214.75,7010.75,7010.31,221.815,5C,6770,7210,7010,7010,240,200,220
364,6821.51,7226.7,7034.04,7039.49,202.595,5C,6820,7230,7030,7040,220,190,210
365,6862.21,7242,7059.35,7068.68,189.895,5C,6860,7240,7060,7070,210,170,190
366,6900.72,7260.87,7088.57,7097.86,180.075,5C,6900,7260,7090,7100,200,160,180
367,6923.66,7304.48,7118.08,7127.04,190.41,5C,6920,7300,7120,7130,210,170,190
368,6954.55,7349.91,7149.83,7156.23,197.68,5C,6950,7350,7150,7160,210,190,200
369,6971.01,7406.3,7181.17,7185.41,217.645,5C,6970,7410,7180,7190,220,220,220
370,6987.91,7466.37,7209.82,7214.59,239.23,5C,6990,7470,7210,7210,220,260,240
371,7004.14,7479.96,7228.91,7233.64,237.91,5C,7000,7480,7230,7230,230,250,240
372,7024.02,7495.07,7250.17,7252.69,235.525,5C,7020,7500,7250,7250,230,250,240
373,7038.69,7516.89,7268.9,7271.74,239.1,5C,7040,7520,7270,7270,230,250,240
374,7051.82,7542.42,7289.11,7290.78,245.3,5C,7050,7540,7290,7290,240,250,250
375,7064.43,7568.73,7308.32,7309.83,252.15,5C,7060,7570,7310,7310,250,260,260
376,7074.27,7600.67,7326.82,7328.88,263.2,5C,7070,7600,7330,7330,260,270,270
377,7085.16,7632.23,7345.05,7347.93,273.535,5C,7090,7630,7350,7350,260,280,270
378,7091.6,7671.55,7363.63,7366.98,289.975,5B,7090,7670,7360,7370,280,300,290
379,7097.93,7713.19,7380.35,7386.02,307.63,5B,7100,7710,7380,7390,290,320,310
380,7106.03,7749.65,7396.96,7405.07,321.81,5B,7110,7750,7400,7410,300,340,320
381,7130.17,7760.98,7415.45,7422.91,315.405,5B,7130,7760,7420,7420,290,340,320
382,7153.06,7769.81,7436.45,7440.75,308.375,5B,7150,7770,7440,7440,290,330,310
383,7167.66,7784.63,7452.61,7458.59,308.485,5B,7170,7780,7450,7460,290,320,310
384,7184.74,7800.46,7472.96,7476.43,307.86,5B,7180,7800,7470,7480,300,320,310
385,7201.85,7815.84,7492.04,7494.28,306.995,5B,7200,7820,7490,7490,290,330,310
386,7212.13,7828.67,7509.19,7512.12,308.27,5B,7210,7830,7510,7510,300,320,310
387,7224.01,7845.22,7528.79,7529.96,310.605,5B,7220,7850,7530,7530,310,320,320
388,7233.98,7865.34,7546.41,7547.8,315.68,5B,7230,7870,7550,7550,320,320,320
389,7242.3,7890.73,7564.89,7565.64,324.215,5B,7240,7890,7560,7570,330,320,330
390,7249.69,7917.47,7583.12,7583.48,333.89,5B,7250,7920,7580,7580,330,340,340
391,7281.71,7926.4,7603.16,7603.15,322.345,5B,7280,7930,7600,7600,320,330,330
392,7309.93,7934.49,7620.44,7622.82,312.28,5B,7310,7930,7620,7620,310,310,310
393,7336.56,7943.99,7640.66,7642.49,303.715,5B,7340,7940,7640,7640,300,300,300
394,7359.87,7956.24,7664.55,7662.15,298.185,5B,7360,7960,7660,7660,300,300,300
395,7379.45,7968.29,7685.6,7681.82,294.42,5B,7380,7970,7690,7680,300,290,300
396,7396.68,7982.71,7707.74,7701.49,293.015,5B,7400,7980,7710,7700,300,280,290
397,7410.79,7995.9,7729.97,7721.16,292.555,5B,7410,8000,7730,7720,310,280,300
398,7423.04,8019.93,7750.16,7740.83,298.445,5B,7420,8020,7750,7740,320,280,300
399,7434.2,8044.03,7770.62,7760.5,304.915,5B,7430,8040,7770,7760,330,280,310
400,7448.33,8073.11,7789.39,7780.17,312.39,5B,7450,8070,7790,7780,330,290,310
401,7483.58,8080.16,7806.87,7798.86,298.29,5B,7480,8080,7810,7800,320,280,300
402,7518.26,8089.71,7824.38,7817.55,285.725,5B,7520,8090,7820,7820,300,270,290
403,7542.9,8098.79,7843.19,7836.24,277.945,5B,7540,8100,7840,7840,300,260,280
404,7570.87,8109.43,7860.67,7854.93,269.28,5B,7570,8110,7860,7850,280,260,270
405,7595.41,8117.88,7880.28,7873.62,261.235,5B,7600,8120,7880,7870,270,250,260
406,7615.18,8124.98,7899.41,7892.31,254.9,5B,7620,8120,7900,7890,270,230,250
407,7634.45,8141.43,7919.95,7911,253.49,5B,7630,8140,7920,7910,280,230,260
408,7650.03,8155.99,7940.77,7929.69,252.98,5B,7650,8160,7940,7930,280,230,260
409,7661.54,8171.35,7961.4,7948.38,254.905,5B,7660,8170,7960,7950,290,220,260
410,7673.19,8192.14,7983.26,7967.07,259.475,5B,7670,8190,7980,7970,300,220,260
411,7751.74,8212.07,8006.72,7997.26,230.165,5B,7750,8210,8010,8000,250,210,230
412,7825.04,8234.09,8031.27,8027.45,204.525,5B,7830,8230,8030,8030,200,200,200
413,7888.84,8253.12,8058.55,8057.64,182.14,5B,7890,8250,8060,8060,170,190,180
414,7944.71,8268.64,8088.71,8087.83,161.965,5B,7940,8270,8090,8090,150,180,170
415,7982.84,8297.41,8118,8118.02,157.285,5B,7980,8300,8120,8120,140,180,160
416,8006.58,8327.27,8148.05,8148.21,160.345,5B,8010,8330,8150,8150,140,180,160
417,8026.18,8361.71,8175.28,8178.4,167.765,5B,8030,8360,8180,8180,150,180,170
418,8036.88,8410.66,8200.27,8208.6,186.89,5B,8040,8410,8200,8210,170,200,190
419,8050.77,8468.6,8227.76,8238.79,208.915,5B,8050,8470,8230,8240,190,230,210
420,8061.09,8537.52,8255.97,8268.98,238.215,5B,8060,8540,8260,8270,210,270,240
421,8107.41,8547.25,8287.5,8300.51,219.92,5B,8110,8550,8290,8300,190,250,220
422,8150.15,8560.78,8318.72,8332.05,205.315,5B,8150,8560,8320,8330,180,230,210
423,8192.36,8576.85,8351.26,8363.59,192.245,5B,8190,8580,8350,8360,170,220,200
424,8233.13,8598.64,8385.19,8395.12,182.755,5B,8230,8600,8390,8400,170,200,190
425,8262.96,8624.9,8419.76,8426.66,180.97,5B,8260,8620,8420,8430,170,190,180
426,8292.5,8659.44,8453.56,8458.2,183.47,5B,8290,8660,8450,8460,170,200,190
427,8313.98,8695.83,8485.56,8489.73,190.925,5B,8310,8700,8490,8490,180,210,200
428,8330.82,8743.94,8518.54,8521.27,206.56,5B,8330,8740,8520,8520,190,220,210
429,8346.39,8791.65,8550.18,8552.81,222.63,5B,8350,8790,8550,8550,200,240,220
430,8366.81,8845.44,8582.63,8584.34,239.315,5B,8370,8850,8580,8580,210,270,240
431,8413.71,8863.3,8602.24,8608.88,224.795,5B,8410,8860,8600,8610,200,250,230
432,8437.69,8890.79,8623.17,8633.41,226.55,5B,8440,8890,8620,8630,190,260,230
433,8454.23,8922.19,8648.35,8657.95,233.98,5B,8450,8920,8650,8660,210,260,240
434,8468.07,8957.63,8674.67,8682.49,244.78,5B,8470,8960,8670,8680,210,280,250
435,8478.81,8995.08,8697.91,8707.02,258.135,5B,8480,9000,8700,8710,230,290,260
436,8488.85,9032.62,8719.32,8731.56,271.885,5B,8490,9030,8720,8730,240,300,270
437,8499.83,9083.42,8740.59,8756.09,291.795,5B,8500,9080,8740,8760,260,320,290
438,8506.56,9141.96,8761.7,8780.63,317.7,5B,8510,9140,8760,8780,270,360,320
439,8517.07,9201.45,8782.3,8805.16,342.19,5B,8520,9200,8780,8810,290,390,340
440,8523.54,9264.71,8802.94,8829.7,370.585,5B,8520,9260,8800,8830,310,430,370
441,8544.28,9282.62,8825.08,8852.46,369.17,5B,8540,9280,8830,8850,310,430,370
442,8558.16,9302.76,8847.88,8875.23,372.3,5B,8560,9300,8850,8880,320,420,370
443,8570.96,9325.29,8870.47,8898,377.165,5B,8570,9330,8870,8900,330,430,380
444,8582.36,9348.76,8890.94,8920.77,383.2,5B,8580,9350,8890,8920,340,430,390
445,8591.09,9369.82,8911.84,8943.54,389.365,5B,8590,9370,8910,8940,350,430,390
446,8602.39,9401.14,8933.73,8966.31,399.375,5B,8600,9400,8930,8970,370,430,400
447,8611.53,9452.31,8954.7,8989.08,420.39,5B,8610,9450,8950,8990,380,460,420
448,8620.18,9502.53,8974.21,9011.85,441.175,5B,8620,9500,8970,9010,390,490,440
449,8628.4,9559.06,8993.76,9034.62,465.33,5B,8630,9560,8990,9030,400,530,470
450,8638.48,9621.88,9014.3,9057.39,491.7,5B,8640,9620,9010,9060,420,560,490
451,8674.06,9692.72,9064.25,9112.39,509.33,5B,8670,9690,9060,9110,440,580,510
452,8712.35,9794.77,9114.92,9167.39,541.21,5B,8710,9790,9110,9170,460,620,540
453,8735.11,9937.42,9164.8,9222.39,601.155,5B,8740,9940,9160,9220,480,720,600
454,8757.69,10111.19,9218.91,9277.4,676.75,5B,8760,10110,9220,9280,520,830,680
455,8779.97,10285.77,9263.89,9332.4,752.9,5B,8780,10290,9260,9330,550,960,760
456,8798.88,10486.22,9312.25,9387.4,843.67,5B,8800,10490,9310,9390,590,1100,850
457,8811.12,10662.46,9360.13,9442.4,925.67,5B,8810,10660,9360,9440,630,1220,930
458,8821.06,10854.32,9409.77,9497.4,1016.63,5B,8820,10850,9410,9500,680,1350,1020
459,8842.07,11042.59,9452.16,9552.4,1100.26,5B,8840,11040,9450,9550,710,1490,1100
460,8856.66,11233.76,9499.18,9607.4,1188.55,5B,8860,11230,9500,9610,750,1620,1190
461,8865.96,11426.37,9545.41,9662.41,1280.205,5B,8870,11430,9550,9660,790,1770,1280
462,8874.17,11619.23,9587.33,9717.41,1372.53,5B,8870,11620,9590,9720,850,1900,1380
463,8881.85,11822.16,9630.02,9772.41,1470.155,5B,8880,11820,9630,9770,890,2050,1470
464,8890.35,12026.24,9674.29,9827.41,1567.945,5B,8890,12030,9670,9830,940,2200,1570
465,8902.67,12228.28,9716.71,9882.41,1662.805,5B,8900,12230,9720,9880,980,2350,1670
466,8912.8,12432.91,9760.26,9937.41,1760.055,5B,8910,12430,9760,9940,1030,2490,1760
467,8926.22,12621.7,9801.37,9992.42,1847.74,5B,8930,12620,9800,9990,1060,2630,1850
468,8937.23,12808.62,9840.44,10047.42,1935.695,5B,8940,12810,9840,10050,1110,2760,1940
469,8947.39,12997.41,9883.91,10102.42,2025.01,5B,8950,13000,9880,10100,1150,2900,2030
470,8961.26,13196.55,9923.15,10157.42,2117.645,5B,8960,13200,9920,10160,1200,3040,2120
471,20664.01,21685.91,21264.99,21230.77,510.95,1,20660,21690,21260,21230,570,460,520
472,20748.87,21706.64,21297.19,21269.43,478.885,1,20750,21710,21300,21270,520,440,480
473,20833.3,21730.01,21330.47,21308.08,448.355,1,20830,21730,21330,21310,480,420,450
474,20904.3,21760.66,21365.35,21346.74,428.18,1,20900,21760,21370,21350,450,410,430
475,20955.87,21796.09,21401.05,21385.39,420.11,1,20960,21800,21400,21390,430,410,420
476,20992.1,21835.57,21438.24,21424.05,421.735,1,20990,21840,21440,21420,430,420,430
477,21016.91,21884.12,21475.69,21462.7,433.605,1,21020,21880,21480,21460,440,420,430
478,21040.52,21940.75,21513.01,21501.36,450.115,1,21040,21940,21510,21500,460,440,450
479,21060.82,22007.13,21547.2,21540.01,473.155,1,21060,22010,21550,21540,480,470,480
480,21077.57,22077.8,21578.43,21578.67,500.115,1,21080,22080,21580,21580,500,500,500
481,21358.84,22146.82,21734.98,21740.88,393.99,1,21360,22150,21730,21740,380,410,400
482,21560.51,22212.03,21904.6,21903.1,325.76,1,21560,22210,21900,21900,340,310,330
483,21673.2,22318.09,22086.67,22065.31,322.445,1,21670,22320,22090,22070,400,250,330
484,21753.7,22497.4,22262.74,22227.53,371.85,1,21750,22500,22260,22230,480,270,380
485,21818.29,22766.84,22420.67,22389.74,474.275,1,21820,22770,22420,22390,570,380,480
486,21896.79,23052.73,22565.61,22551.96,577.97,1,21900,23050,22570,22550,650,500,580
487,21948.84,23349.57,22714.29,22714.17,700.365,1,21950,23350,22710,22710,760,640,700
488,21996.69,23650.2,22868.63,22876.39,826.755,1,22000,23650,22870,22880,880,770,830
489,22045.29,23954.47,23018.93,23038.6,954.59,1,22050,23950,23020,23040,990,910,950
490,22098.37,24258.08,23178.97,23200.82,1079.855,1,22100,24260,23180,23200,1100,1060,1080
491,22192.68,24305.98,23243.51,23265.33,1056.65,1,22190,24310,23240,23270,1080,1040,1060
492,22258.48,24370.61,23305.19,23329.84,1056.065,1,22260,24370,23310,23330,1070,1040,1060
493,22300.91,24437.46,23358.94,23394.35,1068.275,1,22300,24440,23360,23390,1090,1050,1070
494,22369.95,24521.92,23422.47,23458.86,1075.985,1,22370,24520,23420,23460,1090,1060,1080
495,22405.98,24615.18,23488.59,23523.37,1104.6,1,22410,24620,23490,23520,1110,1100,1110
496,22437.55,24730.55,23551.45,23587.88,1146.5,1,22440,24730,23550,23590,1150,1140,1150
497,22478.77,24844.44,23618.86,23652.39,1182.835,1,22480,24840,23620,23650,1170,1190,1180
498,22513.41,24979.63,23689.33,23716.9,1233.11,1,22510,24980,23690,23720,1210,1260,1240
499,22541.75,25117.75,23760.26,23781.41,1288,1,22540,25120,23760,23780,1240,1340,1290
500,22561.82,25238.04,23828.66,23845.92,1338.11,1,22560,25240,23830,23850,1290,1390,1340
501,22623.03,25256.35,23870.24,23892.62,1316.66,1,22620,25260,23870,23890,1270,1370,1320
502,22680.75,25280.13,23913.06,23939.31,1299.69,1,22680,25280,23910,23940,1260,1340,1300
503,22729.42,25309.61,23953.93,23986.01,1290.095,1,22730,25310,23950,23990,1260,1320,1290
504,22800.37,25338.56,24007.47,24032.71,1269.095,1,22800,25340,24010,24030,1230,1310,1270
505,22855.24,25363.03,24060.2,24079.41,1253.895,1,22860,25360,24060,24080,1220,1280,1250
506,22895.79,25394.49,24106.55,24126.1,1249.35,1,22900,25390,24110,24130,1230,1260,1250
507,22928.86,25436.31,24157.7,24172.8,1253.725,1,22930,25440,24160,24170,1240,1270,1260
508,22956.52,25497.86,24197.21,24219.5,1270.67,1,22960,25500,24200,24220,1260,1280,1270
509,22983.54,25560.07,24243.04,24266.19,1288.265,1,22980,25560,24240,24270,1290,1290,1290
510,23033.15,25624.79,24297.44,24312.89,1295.82,1,23030,25620,24300,24310,1280,1310,1300
511,23091.45,25647.65,24340.92,24356.14,1278.1,1,23090,25650,24340,24360,1270,1290,1280
512,23142.52,25666.47,24379.11,24399.38,1261.975,1,23140,25670,24380,24400,1260,1270,1270
513,23200.06,25692.91,24419.06,24442.63,1246.425,1,23200,25690,24420,24440,1240,1250,1250
514,23255.47,25707.07,24467.74,24485.87,1225.8,1,23260,25710,24470,24490,1230,1220,1230
515,23294.78,25730.58,24514.48,24529.12,1217.9,1,23290,25730,24510,24530,1240,1200,1220
516,23339.9,25758.65,24560.34,24572.36,1209.375,1,23340,25760,24560,24570,1230,1190,1210
517,23374.82,25774.31,24608.14,24615.61,1199.745,1,23370,25770,24610,24620,1250,1150,1200
518,23412.26,25814.59,24657.9,24658.85,1201.165,1,23410,25810,24660,24660,1250,1150,1200
519,23451.76,25844.82,24708.72,24702.1,1196.53,1,23450,25840,24710,24700,1250,1140,1200
520,23471.52,25879.19,24764.16,24745.34,1203.835,1,23470,25880,24760,24750,1280,1130,1210
521,23554.68,25887.99,24798.67,24790.37,1166.655,1,23550,25890,24800,24790,1240,1100,1170
522,23635.15,25913.66,24841.41,24835.4,1139.255,1,23640,25910,24840,24840,1200,1070,1140
523,23672.82,25936.96,24888.39,24880.42,1132.07,1,23670,25940,24890,24880,1210,1060,1140
524,23712.95,25970.24,24938.49,24925.45,1128.645,1,23710,25970,24940,24930,1220,1040,1130
525,23760.82,26007.16,24993,24970.48,1123.17,1,23760,26010,24990,24970,1210,1040,1130
526,23819.18,26029.11,25037.63,25015.51,1104.965,1,23820,26030,25040,25020,1200,1010,1110
527,23865.39,26067.1,25091.65,25060.53,1100.855,1,23870,26070,25090,25060,1190,1010,1100
528,23891.47,26104.95,25141.45,25105.56,1106.74,1,23890,26100,25140,25110,1220,990,1110
529,23937.18,26142.97,25183.19,25150.59,1102.895,1,23940,26140,25180,25150,1210,990,1100
530,23980.07,26182.55,25231.01,25195.61,1101.24,1,23980,26180,25230,25200,1220,980,1100
531,24056.45,26204.33,25268.8,25242.16,1073.94,1,24060,26200,25270,25240,1180,960,1070
532,24130.24,26218.51,25324.55,25288.7,1044.135,1,24130,26220,25320,25290,1160,930,1050
533,24201.11,26238.14,25373.35,25335.24,1018.515,1,24200,26240,25370,25340,1140,900,1020
534,24260.74,26258.73,25417.32,25381.78,998.995,1,24260,26260,25420,25380,1120,880,1000
535,24324.51,26275.54,25462.68,25428.32,975.515,1,24320,26280,25460,25430,1110,850,980
536,24404.16,26298.91,25510.72,25474.86,947.375,1,24400,26300,25510,25470,1070,830,950
537,24461.56,26328.76,25556.64,25521.41,933.6,1,24460,26330,25560,25520,1060,810,940
538,24506.35,26358.98,25605.91,25567.95,926.315,1,24510,26360,25610,25570,1060,790,930
539,24567.09,26391.71,25647.28,25614.49,912.31,1,24570,26390,25650,25610,1040,780,910
540,24601.32,26448.96,25693.44,25661.03,923.82,1,24600,26450,25690,25660,1060,790,930
541,24703.59,26469.2,25739.96,25705.71,882.805,1,24700,26470,25740,25710,1010,760,890
542,24759.65,26485.25,25784.33,25750.38,862.8,1,24760,26490,25780,25750,990,740,870
543,24822.37,26495.75,25831.58,25795.06,836.69,1,24820,26500,25830,25800,980,700,840
544,24898.71,26514.95,25887.67,25839.74,808.12,1,24900,26510,25890,25840,940,670,810
545,24969.38,26531.56,25940.7,25884.41,781.09,1,24970,26530,25940,25880,910,650,780
546,25042.62,26553.27,25992.26,25929.09,755.325,1,25040,26550,25990,25930,890,620,760
547,25089.73,26573.27,26045.09,25973.76,741.77,1,25090,26570,26050,25970,880,600,740
548,25117.82,26590.63,26099.25,26018.44,736.405,1,25120,26590,26100,26020,900,570,740
549,25143.66,26623.58,26157.96,26063.12,739.96,1,25140,26620,26160,26060,920,560,740
550,25172.55,26666.6,26205.14,26107.79,747.025,1,25170,26670,26210,26110,940,560,750
551,25336.98,26677.43,26254.11,26168.74,670.225,1,25340,26680,26250,26170,830,510,670
552,25506.56,26691.65,26305.03,26229.69,592.545,1,25510,26690,26310,26230,720,460,590
553,25668.74,26707.71,26355.99,26290.64,519.485,1,25670,26710,26360,26290,620,420,520
554,25814.57,26730.5,26409.14,26351.58,457.965,1,25810,26730,26410,26350,540,380,460
555,25914.28,26777.18,26469.52,26412.53,431.45,1,25910,26780,26470,26410,500,370,440
556,25971.34,26844.12,26514.4,26473.48,436.39,1,25970,26840,26510,26470,500,370,440
